
[00:00:00.000 --> 00:00:03.240]   (upbeat music)
[00:00:03.240 --> 00:00:05.620]   - Welcome friends to this episode
[00:00:05.620 --> 00:00:08.320]   of the "Everyday Educator" podcast.
[00:00:08.320 --> 00:00:10.080]   I'm your host, Lisa Bailey,
[00:00:10.080 --> 00:00:13.460]   and I'm excited to spend some time with you today
[00:00:13.460 --> 00:00:17.080]   as we encourage one another, learn together,
[00:00:17.080 --> 00:00:19.840]   and ponder the delights and challenges
[00:00:19.840 --> 00:00:23.400]   that make homeschooling the adventure of a lifetime.
[00:00:23.400 --> 00:00:25.320]   Whether you're just considering
[00:00:25.320 --> 00:00:27.200]   this homeschooling possibility
[00:00:27.200 --> 00:00:31.880]   or deep into the daily delight of family learning,
[00:00:31.880 --> 00:00:35.220]   I believe you'll enjoy thinking along with us.
[00:00:35.220 --> 00:00:36.520]   But don't forget,
[00:00:36.520 --> 00:00:39.880]   although this online community is awesome,
[00:00:39.880 --> 00:00:44.880]   you'll find even closer support in a local CC community.
[00:00:44.880 --> 00:00:49.400]   So go to classicalconversations.com
[00:00:49.400 --> 00:00:54.160]   and find a community near you today.
[00:00:54.160 --> 00:00:58.840]   Well, listeners, welcome to this episode of "Everyday Educator."
[00:00:58.840 --> 00:01:03.480]   We are hurtling into the holiday season.
[00:01:03.480 --> 00:01:06.800]   I know that you are probably feeling
[00:01:06.800 --> 00:01:10.320]   the pace of life speed up for you.
[00:01:10.320 --> 00:01:12.560]   The holidays are almost upon us.
[00:01:12.560 --> 00:01:14.440]   Next week is Thanksgiving.
[00:01:14.440 --> 00:01:15.520]   Well, you'll be hearing this,
[00:01:15.520 --> 00:01:17.880]   and it will be Thanksgiving week.
[00:01:17.880 --> 00:01:19.080]   And I don't know about you.
[00:01:19.080 --> 00:01:23.480]   I know for me, once mid-November arrives,
[00:01:23.480 --> 00:01:27.000]   it feels like I am just in the headlong plunge
[00:01:27.000 --> 00:01:28.040]   toward Christmas.
