
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.720]   - Hi, we're Isaac and Peter from Roboflow.
[00:00:08.720 --> 00:00:11.280]   And we're gonna talk about the best papers
[00:00:11.280 --> 00:00:13.520]   of 2024 in computer vision.
[00:00:13.520 --> 00:00:19.680]   So for us, we define best as what made the biggest shifts
[00:00:19.680 --> 00:00:21.720]   in the space.
[00:00:21.720 --> 00:00:23.840]   And to determine that we looked at
[00:00:23.840 --> 00:00:26.240]   what are some major trends that happened
[00:00:26.240 --> 00:00:29.160]   and what papers most contributed to those trends.
[00:00:29.160 --> 00:00:30.280]   So I'm gonna talk about a couple of trends.
[00:00:30.280 --> 00:00:31.340]   Peter's gonna talk about a trend
[00:00:31.340 --> 00:00:34.400]   and then we're gonna hand it off to Moondream.
[00:00:34.400 --> 00:00:39.720]   So the trends that I'm interested in talking about
[00:00:39.720 --> 00:00:42.420]   are a major transition from models
[00:00:42.420 --> 00:00:44.080]   that run on per image basis
[00:00:44.080 --> 00:00:48.720]   to models that run using the same basic ideas on video.
[00:00:48.720 --> 00:00:51.760]   And then also how debtors are starting to take over
[00:00:51.760 --> 00:00:56.360]   the real-time object detection scene
[00:00:56.360 --> 00:00:58.960]   from the YOLOs, which have been dominant for years.
[00:00:58.960 --> 00:01:04.620]   So as a highlight, we're gonna talk about Sora,
[00:01:04.620 --> 00:01:08.120]   which from my perspective is the biggest paper of 2024,
[00:01:08.120 --> 00:01:09.920]   even though it came out in February.
[00:01:09.920 --> 00:01:13.460]   Yeah, yeah.
[00:01:13.460 --> 00:01:16.860]   So Sora is just a post.
[00:01:16.860 --> 00:01:20.040]   So I'm going to fill it in with details
[00:01:20.040 --> 00:01:22.680]   from replication efforts, including open Sora
[00:01:22.680 --> 00:01:25.600]   and related work such as a stable diffusion video.
[00:01:26.600 --> 00:01:30.040]   And then we're also gonna talk about SAM2,
[00:01:30.040 --> 00:01:32.880]   which applies the SAM strategy to video.
[00:01:32.880 --> 00:01:36.240]   And then how debtors are,
[00:01:36.240 --> 00:01:37.840]   the improvements in 2024 to debtors
[00:01:37.840 --> 00:01:39.360]   that are making them a Pareto improvement
[00:01:39.360 --> 00:01:41.120]   to YOLO-based models.
