
[00:00:00.000 --> 00:00:06.320]   In the last few days, Sam Altman, the CEO of OpenAI, has publicly stated how much money he
[00:00:06.320 --> 00:00:12.540]   expects the company to make and how he intends to distribute it. Many people will assume he is
[00:00:12.540 --> 00:00:18.780]   bluffing, but I think GPT-4 shows that he's not. This video will cover his plans, his predictions
[00:00:18.780 --> 00:00:25.560]   of massive inequality, and OpenAI's new paper on job impacts, together with just released studies
[00:00:25.560 --> 00:00:30.180]   that back it all up. But let's start with money. This week in the New York Times, he said that his
[00:00:30.180 --> 00:00:35.660]   grand idea is that OpenAI will capture much of the world's wealth through the creation of AGI,
[00:00:35.660 --> 00:00:40.560]   and then redistribute this wealth to the people. And yes, he mentioned several figures,
[00:00:40.560 --> 00:00:47.080]   $100 billion, $1 trillion, even $100 trillion. If OpenAI make even a fraction of these figures,
[00:00:47.080 --> 00:00:51.400]   Sam Altman will become one of the most important people on the planet. That's not to say that he
[00:00:51.400 --> 00:00:55.540]   would become that rich. The Wall Street Journal this week reported that he has no direct
[00:00:55.540 --> 00:01:00.460]   financial stake in the business. But deciding where trillions of dollars of wealth goes does
[00:01:00.460 --> 00:01:04.900]   make you incredibly powerful. So where does he want all the money to go? Well, he seems to have
[00:01:04.900 --> 00:01:11.200]   two main ideas, plus a third one that I'll touch on at the end. His first idea is UBI, or Universal
[00:01:11.200 --> 00:01:16.580]   Basic Income. We also have funded the largest and most comprehensive universal basic income study
[00:01:16.580 --> 00:01:21.260]   sponsored by OpenAI. And I think it's like an area we should just be looking into.
[00:01:21.260 --> 00:01:25.340]   How exactly would that work? Well, he laid out his theory in this blog post.
[00:01:25.520 --> 00:01:30.780]   And he began it with this. He says he's reminded every day about the magnitude of socioeconomic
[00:01:30.780 --> 00:01:35.660]   change that is coming sooner than most people believe. He said that the price of many kinds
[00:01:35.660 --> 00:01:41.340]   of labor, which drives the costs of goods and services, will fall towards zero once sufficiently
[00:01:41.340 --> 00:01:45.740]   powerful AI joins the workforce. He said that that was great for people buying products,
[00:01:45.740 --> 00:01:51.020]   but not so much for those working to earn a wage. So where would their money come from? He proposed
[00:01:51.020 --> 00:01:55.380]   something called the American Equity Fund. It would be capitalized by taxing companies,
[00:01:55.500 --> 00:02:01.660]   that are above a certain valuation, 2.5% of their market value each year. And it would also be funded
[00:02:01.660 --> 00:02:08.320]   by taxing 2.5% of the value of all privately held land. By his calculation, that will be worth around
[00:02:08.320 --> 00:02:15.220]   $13,500 in about 2030. And he said that that money would have much greater purchasing power than it
[00:02:15.220 --> 00:02:20.180]   does now, because technology would have greatly reduced the cost of goods and services. It does
[00:02:20.180 --> 00:02:25.180]   raise the question for me, though, about those countries that aren't the home of massive AI companies,
[00:02:25.480 --> 00:02:29.860]   where are they going to get the wealth from? On Lex Friedman's podcast, he admitted it wasn't a
[00:02:29.860 --> 00:02:34.120]   full solution. I think it is a component of something we should pursue. It is not a full
[00:02:34.120 --> 00:02:38.980]   solution. I think people work for lots of reasons besides money. He thinks much more will be needed
[00:02:38.980 --> 00:02:43.800]   because the cost of intelligence could fall to almost zero. My basic model of the next decade
[00:02:43.800 --> 00:02:48.180]   is that the marginal cost of intelligence and the marginal cost of energy are going to trend rapidly
[00:02:48.180 --> 00:02:54.640]   towards zero, like surprisingly far. So what is his other main idea? Simply use the money to fund
[00:02:55.460 --> 00:03:24.600]   the economy. Even with these two ideas, he admits there's still a big problem. As he put it recently,
[00:03:24.600 --> 00:03:25.440]   he sees a lot of people who are not going to be able to afford to pay for their own
[00:03:25.440 --> 00:03:29.420]   services. There are a lot of people getting very rich in the short to medium term, but others might
[00:03:29.420 --> 00:03:35.820]   not fare as well. If it is as divergent as I think it could be for like some people doing incredibly
[00:03:35.820 --> 00:03:40.320]   well and others not, I think society just won't tolerate it this time. But Sam Altman isn't the
[00:03:40.320 --> 00:03:45.640]   only one making predictions. OpenAI itself released this paper around 10 days ago. It
[00:03:45.640 --> 00:03:51.680]   calculated that with access to a large language model, about 15% of all worker tasks in the US
[00:03:51.680 --> 00:03:55.420]   could be completed significantly faster at the same level of quality.
[00:03:55.420 --> 00:04:01.960]   But crucially, when incorporating software and tooling built on top of LLMs, this share increases
[00:04:01.960 --> 00:04:09.460]   to around 50% of all tasks. That is a colossal impact for better or worse just with GPT-4 plus
[00:04:09.460 --> 00:04:14.360]   software. On page 17 of the paper, it had this table, which I think captures a lot of the
[00:04:14.360 --> 00:04:19.820]   interesting analysis. Let me briefly explain what it shows. We have a column of example occupations
[00:04:19.820 --> 00:04:25.080]   in the middle and the education that is required for each of them and the job preparation. But the
[00:04:25.400 --> 00:04:29.940]   things on the right are where it gets interesting. These are the percentages of exposure graded
[00:04:29.940 --> 00:04:36.280]   alpha, beta and zeta. The human assessment of exposure is titled H and the M is for the machine
[00:04:36.280 --> 00:04:41.720]   assessment. They actually got GPT-4 to do an assessment too. Notice that for the most part, GPT-4
[00:04:41.720 --> 00:04:48.140]   agrees with the human assessors. So what are these three grades? Alpha is the proportion of tasks in these
[00:04:48.140 --> 00:04:55.380]   occupations affected by current language models alone without any further advances or integrations. Beta represents the
[00:04:55.380 --> 00:05:01.200]   percentage of tasks exposed in a realistic scenario of language models plus a bit of software
[00:05:01.200 --> 00:05:06.800]   integration and a few advances. You could think of it as their median prediction. Finally, zeta is a
[00:05:06.800 --> 00:05:13.320]   bit like their most extreme scenario with full adoption of software plus advances of LLMs. By the
[00:05:13.320 --> 00:05:18.480]   way, we're not talking GPT-5 here or text-to-video, just basic software integration like a longer
[00:05:18.480 --> 00:05:25.360]   context window or text-to-image. The trend that immediately stuck out for me was how when you go up the educational
[00:05:25.360 --> 00:05:31.980]   levels and the salary ranges, the effect of these large language models on task exposure goes up and up and up
[00:05:31.980 --> 00:05:38.600]   until you reach master's degree or higher levels. Then it seems to dip down a little. Maybe this is why Sam Altman
[00:05:38.600 --> 00:05:43.980]   predicted inequality. The people on the very cutting edge of science would still get paid well, probably better than
[00:05:43.980 --> 00:05:50.440]   ever, but there may be a further hollowing out of the middle class with working class occupations left largely
[00:05:50.440 --> 00:05:55.340]   untouched. The paper also touches on why so few people might be currently focused on
[00:05:55.340 --> 00:06:00.340]   language models. I don't know about you, but have you noticed that feeling where it seems to be us being super
[00:06:00.340 --> 00:06:06.500]   interested in this technology with most people not being that interested? Well, here might be one reason why. Currently,
[00:06:06.500 --> 00:06:15.380]   only 3% of US workers have over half of their tasks exposed to LLMs. But that's only when considering existing language and
[00:06:15.380 --> 00:06:25.320]   code capabilities without additional software or modalities. So not that many people are seeing a massive change in their work. But it says that when we account for other general
[00:06:25.320 --> 00:06:36.040]   generative models and complementary technologies, our human estimates indicate that up to 49% of workers could have half or more of their tasks exposed to LLMs.
[00:06:36.040 --> 00:06:48.920]   Whether this means doubling the amount of work done or halving the number of workers doing it, I'll talk more about later in the video. But maybe this was the dramatic economic impact that Ilya Satskova once predicted on Lex Friedman.
[00:06:48.920 --> 00:06:54.640]   What do you think is the bar for impressing us? Do you think that bar will continuously be moved?
[00:06:54.640 --> 00:06:55.300]   Definitely.
[00:06:55.300 --> 00:07:08.540]   I think when you start to see really dramatic economic impact, that's when I think that's in some sense the next barrier. Because right now, if you think about the work in AI, it's really confusing. It's really hard to know what to make of all these advances.
[00:07:08.540 --> 00:07:25.280]   The paper also points out that the growing economic effect of LLMs is expected to persist and increase even if we halt the development of new capabilities today. They refer to recent studies revealing the potential of LLMs to program and control other digital tools.
[00:07:25.280 --> 00:07:29.640]   Such as APIs, search engines, and even other generative AI systems.
[00:07:29.640 --> 00:07:43.000]   In my previous video on the self-improvement in GPT-4, I mentioned hugging GPT. But I am doing a lot of research on the new Microsoft Jarvis model and Auto-GPT that I'm hoping to bring to you soon.
[00:07:43.000 --> 00:07:55.260]   But interestingly, there were some tasks that neither GPT-4 nor the human assessors could quite agree on in terms of the impact that LLMs would have. Even GPT-4 couldn't quite figure out if meetings and negotiations would work.
[00:07:55.260 --> 00:08:00.180]   Or to what extent counselling or other jobs that involve empathy would be affected.
[00:08:00.180 --> 00:08:02.420]   And the paper concludes with this.
[00:08:25.240 --> 00:08:31.300]   The paper then picks up on a particular survey that shows worker adoption of LLMs.
[00:08:31.300 --> 00:08:38.500]   Here is the survey with the rather dramatic headline of 1 in 4 companies have already replaced workers with ChatGPT.
[00:08:38.500 --> 00:08:44.940]   I don't think that assertion is fully backed up by the evidence, but they did survey 1,000 US business leaders.
[00:08:44.940 --> 00:08:47.100]   And there were some interesting findings.
[00:08:47.100 --> 00:08:54.760]   On the question of replacing workers, it says that when asked if ChatGPT will lead to any workers being laid off by the end of 2023,
[00:08:55.220 --> 00:09:00.240]   33% of business leaders say definitely, while 26% say probably.
[00:09:00.240 --> 00:09:01.820]   Others are a bit more optimistic.
[00:09:01.820 --> 00:09:04.160]   Goldman Sachs said this.
[00:09:04.160 --> 00:09:12.240]   This economic analysis was published only a few days ago, and they say about 7% of workers will be fully displaced over the next 10 years,
[00:09:12.240 --> 00:09:16.860]   but that most are able to find new employment in only slightly less productive positions.
