
[00:00:00.000 --> 00:00:04.400]   (music)
[00:00:04.400 --> 00:00:09.560]   It's hard to confirm exact numbers, but by educated guess, I would safely assume that
[00:00:09.560 --> 00:00:15.560]   the most asked about chapter in the Bible, in our emails, are questions about Romans 9.
[00:00:15.560 --> 00:00:23.000]   I know without any exaggeration we have hundreds of questions in the inbox on this one chapter alone.
[00:00:23.000 --> 00:00:29.560]   And within that chapter, Romans 9.22 is very likely the most asked about text of all the
[00:00:29.560 --> 00:00:31.440]   other verses in the chapter.
[00:00:31.440 --> 00:00:37.920]   I know of at least 65 emails just asking about this single text, a hard text.
[00:00:37.920 --> 00:00:41.760]   Here's one representative question from a listener named Leslie that captures the heart
[00:00:41.760 --> 00:00:43.240]   of dozens of those emails.
[00:00:43.240 --> 00:00:44.760]   "Pastor John, hello.
[00:00:44.760 --> 00:00:48.360]   I could use your help in my struggle with Romans 9.22.
[00:00:48.360 --> 00:00:55.440]   It seems to me to imply that those who are not elect are not even given a chance to repent
[00:00:55.440 --> 00:00:57.820]   since they were born for destruction.
[00:00:57.820 --> 00:00:59.400]   Is this right?
[00:00:59.400 --> 00:01:04.460]   Many people are created with no chance of ever being saved."
[00:01:04.460 --> 00:01:10.340]   I'm not surprised that Romans 9 is among the texts that people have the most questions
[00:01:10.340 --> 00:01:14.580]   about because my own history bore that out.
[00:01:14.580 --> 00:01:24.140]   Just recently I've been perusing some of my old journal entries from 1977 to 1979.
[00:01:24.140 --> 00:01:32.180]   I was in my early 30s, and almost all of my discretionary time was spent studying and
[00:01:32.180 --> 00:01:38.180]   writing about Romans 9, especially verses 14 to 23.
[00:01:38.180 --> 00:01:45.700]   And it may interest our listeners that this text, which is so problematic for most of
[00:01:45.700 --> 00:01:54.420]   us, the text which highlights the absolute sovereignty of God over salvation as clearly,
[00:01:54.420 --> 00:02:04.100]   as forcefully as any other text in the Bible, this text was the text God used in 1979—I
[00:02:04.100 --> 00:02:13.500]   can't even date it—December 14 to move me from being an academic theologian after
[00:02:13.500 --> 00:02:19.340]   teaching six years in college to becoming a pastor at Bethlehem Baptist Church, where
