
[00:00:00.000 --> 00:00:17.240]   [Spanish]
[00:00:17.240 --> 00:00:21.240]   [Birds chirping]
[00:00:21.240 --> 00:00:26.240]   [Spanish]
[00:00:26.240 --> 00:00:30.240]   [Spanish]
[00:00:30.240 --> 00:00:33.240]   [Music]
[00:00:33.240 --> 00:00:35.240]   Welcome to the Afford Anything podcast.
[00:00:35.240 --> 00:00:38.240]   You can afford anything but not everything,
[00:00:38.240 --> 00:00:41.240]   which is why every decision you make should be intentional.
[00:00:41.240 --> 00:00:46.240]   It should be a reflection of the goals that you have and the values that you hold.
[00:00:46.240 --> 00:00:51.240]   I'm your host, Paula Pant, and on today's episode we're going to talk about financial independence.
[00:00:51.240 --> 00:00:56.240]   Now, it's tempting to think that financial independence is a line in the sand, a finish line.
[00:00:56.240 --> 00:00:59.240]   You've either reached it or you haven't.
[00:00:59.240 --> 00:01:04.240]   But today's guest, Joshua Sheets, suggests that reality is a bit more nuanced.
[00:01:04.240 --> 00:01:09.240]   He says there are seven stages to financial independence,
[00:01:09.240 --> 00:01:14.240]   and we should recognize and aim for and celebrate each step along the way.
[00:01:14.240 --> 00:01:17.240]   This is not just feel-good, celebrate-your-progress sort of stuff.
[00:01:17.240 --> 00:01:22.240]   This is actual, methodical, moving-down-the-chain,
[00:01:22.240 --> 00:01:26.240]   as you get from stage zero, complete financial dependence,
[00:01:26.240 --> 00:01:30.240]   all the way to stage seven, financial abundance.
[00:01:30.240 --> 00:01:34.240]   Our guest, Joshua Sheets, holds a master's degree in financial planning.
[00:01:34.240 --> 00:01:36.240]   He used to run his own financial planning business,
[00:01:36.240 --> 00:01:43.240]   but he shut it down in order to host the very popular podcast, Radical Personal Finance.
[00:01:43.240 --> 00:01:52.240]   He's incredibly intelligent, super thoughtful, and has clearly spent hours thinking about the details of financial freedom.
[00:01:52.240 --> 00:01:58.240]   And on today's episode, he shares those thoughts and that roadmap with us.
[00:01:58.240 --> 00:02:00.240]   We had a very thoughtful discussion.
[00:02:00.240 --> 00:02:02.240]   I believe you're going to get a lot out of this.
[00:02:02.240 --> 00:02:06.240]   If you've listened to the show for a while, you might remember that back in episode 20,
[00:02:06.240 --> 00:02:12.240]   J.D. Roth, the founder of Get Rich Slowly, also talked about the seven stages of financial independence.
[00:02:12.240 --> 00:02:16.240]   He got that idea from Joshua Sheets, the guy who's on today's show.
[00:02:16.240 --> 00:02:19.240]   And Joshua actually credits that idea to Tony Robbins,
[00:02:19.240 --> 00:02:23.240]   the famous motivational speaker and the author of the book, Money Mastering the Game.
[00:02:23.240 --> 00:02:26.240]   You'll hear about all of this during the episode.
[00:02:26.240 --> 00:02:30.240]   There's one other thing that Joshua said that I want to mention before we get to the interview.
[00:02:30.240 --> 00:02:36.240]   Joshua mentions, towards the beginning, that one of the best investments that anyone can make
[00:02:36.240 --> 00:02:39.240]   is developing your ability to earn more.
[00:02:39.240 --> 00:02:44.240]   If you are a freelancer or a consultant or a side hustler or an entrepreneur,
[00:02:44.240 --> 00:02:48.240]   you're developing your earn more muscles, and that is fantastic.
[00:02:48.240 --> 00:02:54.240]   But you also are tasked with the responsibility of invoicing and bookkeeping.
[00:02:54.240 --> 00:02:59.240]   Those tasks are necessary, but they're not going to move the needle.
[00:02:59.240 --> 00:03:01.240]   They're not going to fuel future business growth.
[00:03:01.240 --> 00:03:06.240]   So you want to get them done, but you want to get them done with minimal error,
[00:03:06.240 --> 00:03:09.240]   minimal hassle, and minimal mental bandwidth.
[00:03:09.240 --> 00:03:12.240]   You also need to get them done at a reasonable price.
[00:03:12.240 --> 00:03:14.240]   So what should you do?
[00:03:14.240 --> 00:03:16.240]   Well, check out FreshBooks.
[00:03:16.240 --> 00:03:22.240]   They are an online, easy, intuitive platform designed for solopreneurs,
[00:03:22.240 --> 00:03:26.240]   self-employed people, freelancers, and side hustlers.
[00:03:26.240 --> 00:03:29.240]   They make invoicing simple.
[00:03:29.240 --> 00:03:32.240]   They're also a very enthusiastic supporter of this podcast.
[00:03:32.240 --> 00:03:37.240]   You can try them for free by going to freshbooks.com/paula
[00:03:37.240 --> 00:03:40.240]   to sign up for a free 30-day trial.
[00:03:40.240 --> 00:03:43.240]   You don't need to input any payment information.
[00:03:43.240 --> 00:03:46.240]   They're not going to ask you for a credit card or a debit card.
[00:03:46.240 --> 00:03:49.240]   So there's no gotcha at the end.
[00:03:49.240 --> 00:03:52.240]   It is a no-strings-attached, free 30-day trial.
[00:03:52.240 --> 00:03:54.240]   So what do you have to lose?
[00:03:54.240 --> 00:03:56.240]   Give them a try. See if you like them.
[00:03:56.240 --> 00:03:59.240]   You can do that at freshbooks.com/paula.
[00:03:59.240 --> 00:04:03.240]   And when they ask how you heard about the show, please mention this podcast,
[00:04:03.240 --> 00:04:06.240]   either say "Paula" or say "The Afford Anything Podcast."
[00:04:06.240 --> 00:04:08.240]   Thank you so much for your support.
[00:04:08.240 --> 00:04:11.240]   With that being said, let's hear from Joshua Sheets,
[00:04:11.240 --> 00:04:14.240]   host of the Radical Personal Finance podcast,
[00:04:14.240 --> 00:04:17.240]   on the seven stages of financial independence.
[00:04:17.240 --> 00:04:21.240]   [music]
[00:04:21.240 --> 00:04:22.240]   Hey, Joshua.
[00:04:22.240 --> 00:04:24.240]   Hey, Paula. Thank you for having me today.
[00:04:24.240 --> 00:04:25.240]   I'm so glad that you're here.
[00:04:25.240 --> 00:04:30.240]   I know that a lot of my listeners also listen to your podcast, Radical Personal Finance.
[00:04:30.240 --> 00:04:31.240]   Will you tell us a little bit about it?
[00:04:31.240 --> 00:04:33.240]   There's a story.
[00:04:33.240 --> 00:04:35.240]   I've been doing the show for two years now,
[00:04:35.240 --> 00:04:37.240]   and I come from the background of working as a professional financial advisor,
[00:04:37.240 --> 00:04:41.240]   which probably makes me unique in the personal finance space.
[00:04:41.240 --> 00:04:45.240]   There are a lot of shows now, but I'm only aware of a handful
[00:04:45.240 --> 00:04:50.240]   that are created by people who come from the professional financial planning background.
[00:04:50.240 --> 00:04:54.240]   I closed my financial planning firm in order to start Radical Personal Finance
[00:04:54.240 --> 00:05:00.240]   because I got frustrated with the challenge of people presenting technically accurate information
[00:05:00.240 --> 00:05:01.240]   in the personal finance space.
[00:05:01.240 --> 00:05:06.240]   As a long-time financial advisor, I always got frustrated when the loudest voices
[00:05:06.240 --> 00:05:08.240]   in the personal finance world were Dave Ramsey and Suzy Orman,
[00:05:08.240 --> 00:05:11.240]   and I would always say, "Come on. Why doesn't somebody else create something?"
[00:05:11.240 --> 00:05:13.240]   So I said, "Well, let me do what I tell other people to do.
[00:05:13.240 --> 00:05:17.240]   If you see a need that's not being filled, stop whining about it and go fill it."
[00:05:17.240 --> 00:05:19.240]   So two questions there.
[00:05:19.240 --> 00:05:26.240]   Number one, how do you present really technical information in a way that is accessible and engaging?
[00:05:26.240 --> 00:05:28.240]   And actually, let me take that a step further.
[00:05:28.240 --> 00:05:32.240]   Can you give us an example of something that you think people should know,
[00:05:32.240 --> 00:05:36.240]   like a little snippet of personal finance wisdom that's technical but also approachable?
[00:05:36.240 --> 00:05:38.240]   Sure. Here's the best.
[00:05:38.240 --> 00:05:42.240]   My favorite testimonial email I ever got from a listener was a listener who sent me an email
[00:05:42.240 --> 00:05:48.240]   and to paraphrase basically said, "Joshua, I want to thank you for the content of Radical Personal Finance.
[00:05:48.240 --> 00:05:50.240]   Today is my wife's last day at work."
[00:05:50.240 --> 00:05:54.240]   I said, "Based upon listening to the strategies that you present in your show
[00:05:54.240 --> 00:06:01.240]   and what you teach us to do, we found $30,000 per year of savings from my wife not working."
[00:06:01.240 --> 00:06:05.240]   So what we're planning to do is she's going to be staying at home with the kids
[00:06:05.240 --> 00:06:09.240]   and we're very much looking forward to it because instead of us both hustling through a busy morning,
