
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.300]   - Welcome to the "Bogleheads" Chapter Series.
[00:00:08.300 --> 00:00:10.980]   This episode was jointly hosted by the Tampa Bay
[00:00:10.980 --> 00:00:15.480]   and South Florida Chapters and recorded June 22nd, 2021.
[00:00:15.480 --> 00:00:17.940]   It features Mark Zorrell and Jason Lynch
[00:00:17.940 --> 00:00:21.740]   demonstrating the PlanVision service and e-money platform.
[00:00:21.740 --> 00:00:23.200]   Bogleheads are investors who follow
[00:00:23.200 --> 00:00:25.080]   John Bogle's investing philosophy
[00:00:25.080 --> 00:00:27.360]   for attaining financial independence.
[00:00:27.360 --> 00:00:29.960]   This recording is for informational purposes only
[00:00:29.960 --> 00:00:32.520]   and should not be construed as investment advice.
[00:00:32.520 --> 00:00:38.800]   Welcome everybody to this joint meeting
[00:00:38.800 --> 00:00:41.920]   of the Tampa Bay and South Florida Bogleheads Chapters.
[00:00:41.920 --> 00:00:44.640]   We're pleased to have Mark Zorrell and Jason Lynch
[00:00:44.640 --> 00:00:48.800]   joining us again, this time to demo their PlanVision service
[00:00:48.800 --> 00:00:52.320]   and the e-money advisor platform.
[00:00:52.320 --> 00:00:54.760]   They were with us back in April for our joint meeting.
[00:00:54.760 --> 00:00:57.480]   At that time, they presented a number of financial topics
[00:00:57.480 --> 00:01:00.800]   for consideration both before and during retirement,
[00:01:00.800 --> 00:01:03.720]   as well as their perspectives on the future of technology
[00:01:03.720 --> 00:01:05.820]   in the financial advice sector.
[00:01:05.820 --> 00:01:10.160]   This meeting is for informational purposes only
[00:01:10.160 --> 00:01:13.960]   and should not be construed as personalized investing advice.
[00:01:13.960 --> 00:01:16.320]   I wanna thank Miriam, the South Florida coordinator
[00:01:16.320 --> 00:01:18.120]   for assisting us this evening.
[00:01:18.120 --> 00:01:20.520]   And we will be taking questions
[00:01:20.520 --> 00:01:22.520]   throughout the presentation,
[00:01:22.520 --> 00:01:24.680]   but please hold them until we have a break.
[00:01:26.000 --> 00:01:29.000]   For brief background, Mark Zorrell,
[00:01:29.000 --> 00:01:32.720]   who's the founder of PlanVision around 2012, I believe,
[00:01:32.720 --> 00:01:34.560]   has 27 years of experience
[00:01:34.560 --> 00:01:36.760]   in the financial services industry.
[00:01:36.760 --> 00:01:38.840]   He started his career helping smaller companies
[00:01:38.840 --> 00:01:41.760]   establish employer-based retirement plans.
[00:01:41.760 --> 00:01:44.200]   And subsequently, his efforts have evolved
[00:01:44.200 --> 00:01:46.080]   to primarily helping individuals plan
[00:01:46.080 --> 00:01:49.040]   and prepare for their financial futures.
[00:01:49.040 --> 00:01:52.600]   Jason Lynch joined PlanVision in February, 2020,
[00:01:52.600 --> 00:01:55.480]   after spending the last 18 years in private accounting,
[00:01:55.480 --> 00:01:58.040]   as well as 12 years in public accounting,
[00:01:58.040 --> 00:02:00.840]   working with taxes for high net worth clients
[00:02:00.840 --> 00:02:02.480]   and their businesses.
[00:02:02.480 --> 00:02:04.400]   He's been indexing since the mid '90s
[00:02:04.400 --> 00:02:05.680]   and is a true Boglehead,
[00:02:05.680 --> 00:02:08.760]   having attended the National Conference in 2016
[00:02:08.760 --> 00:02:10.000]   and being a regular presenter
[00:02:10.000 --> 00:02:12.000]   at his local Michigan Bogleheads chapter.
