
[00:00:00.000 --> 00:00:10.560]   AVAILABLE NOW: Building AI Agents with Cloud in Amazon Bedrock.
[00:00:10.560 --> 00:00:21.360]   Today, I am excited to explore how to create intelligent, autonomous AI systems that can
[00:00:21.360 --> 00:00:24.580]   transform your applications.
[00:00:24.580 --> 00:00:25.840]   My name is Dewan Lightfoot.
[00:00:25.840 --> 00:00:28.240]   I am a developer advocate at AWS.
[00:00:28.240 --> 00:00:30.080]   I am Banjo Abiyami.
[00:00:30.080 --> 00:00:32.080]   I am a systems architect at AWS.
[00:00:32.080 --> 00:00:33.400]   Hi, everyone.
[00:00:33.400 --> 00:00:34.580]   My name is Suman Devanath.
[00:00:34.580 --> 00:00:36.940]   I am a developer advocate at AWS.
[00:00:36.940 --> 00:00:41.920]   Now, this will be a hands-on keyboard event.
[00:00:41.920 --> 00:00:47.000]   So we have a live workshop where you can log into an environment and get started with some
[00:00:47.000 --> 00:00:48.000]   code.
[00:00:48.000 --> 00:00:53.080]   So, we are going to go through a few slides to kind of level set and get everyone on the
[00:00:53.080 --> 00:00:56.480]   same page, and then we will hop into the workshop.
[00:00:56.480 --> 00:01:02.320]   Now, this is Code with Cloud.
[00:01:02.320 --> 00:01:07.440]   And one of the things that I want to talk about is Anthropic on AWS.
[00:01:07.440 --> 00:01:15.820]   To do that, we have Amazon Bedrock, which is a fully managed service that provides you access
[00:01:15.820 --> 00:01:21.660]   to powerful foundational models, like those in the cloud family through a unified API.
[00:01:21.660 --> 00:01:29.660]   This gives you everything you need to not only build, but also scale your AI applications globally.
[00:01:29.660 --> 00:01:35.500]   And it does this by providing you with everything you need.
[00:01:35.500 --> 00:01:46.460]   Model choice, guardrails, as well as it gives you security at enterprise grade at default.
[00:01:46.460 --> 00:01:49.420]   Now, we're talking agents.
[00:01:49.420 --> 00:01:52.300]   That's what everyone is here to see.
[00:01:52.300 --> 00:01:55.420]   But we kind of need to level set what that really means.
[00:01:55.420 --> 00:01:59.260]   And at AWS, we explain it like this.
[00:01:59.260 --> 00:02:09.260]   An agent is an autonomous system that can reason, plan, and take multiple steps to perform an
[00:02:09.260 --> 00:02:11.260]   objective like humans.
[00:02:11.260 --> 00:02:19.100]   So if you have a task and you give it to an agent, the agent is able to take that task and say,
[00:02:19.100 --> 00:02:21.500]   "Here is the high-level objective.
[00:02:21.500 --> 00:02:24.620]   Let me create a plan of the steps that I need to take."
[00:02:25.340 --> 00:02:28.540]   Then it can take actions on those steps.
[00:02:28.540 --> 00:02:33.020]   And once those steps have been taken, the actions have been taken on those steps,
[00:02:33.020 --> 00:02:39.900]   then it can evaluate the results and reason on what needs to happen next until it actually achieves
[00:02:39.900 --> 00:02:40.700]   that objective.
[00:02:40.700 --> 00:02:46.060]   This is an agentic system that we'll be discussing today.
[00:02:46.060 --> 00:02:52.700]   Now, at AWS, we've also done something awesome that my colleague,
[00:02:52.700 --> 00:02:55.100]   Souman, is going to talk about at this time.
[00:02:55.100 --> 00:02:58.460]   Thank you so much, Duan.
[00:02:58.460 --> 00:03:04.700]   So taking one step further, what we have done, in fact, last week, last Friday,
[00:03:04.700 --> 00:03:11.020]   we have announced an open source SDK to build an agentic application called strands agent.
[00:03:11.020 --> 00:03:21.420]   So what this agent does is it's a very simple SDK which needs three things: models, tools, and prompt.
[00:03:22.220 --> 00:03:23.980]   It cannot go any simpler than that.
[00:03:23.980 --> 00:03:32.460]   It doesn't have any scaffolding that you don't have to guardrail your prompts, your
[00:03:32.460 --> 00:03:40.540]   backstory, goals, etc. What we believe in is that in today's world, the LLMs are pretty strong and we
[00:03:40.540 --> 00:03:47.500]   want to make use of the full strength of the model in the backend. So we are giving the better flexibility
[00:03:47.500 --> 00:03:52.540]   for the model to reason on behalf of us. And that's why, if you look at this architecture,
[00:03:52.540 --> 00:03:59.020]   it's very straightforward. You create a prompt or this is your question. You send it to the agent,
[00:03:59.020 --> 00:04:06.940]   which is the strands agent. And when you create an agent object, you will define the model and tools
[00:04:06.940 --> 00:04:14.780]   that we provide to you. You will see in the workshop when Banjo will go through a couple of the demos,
[00:04:14.780 --> 00:04:23.980]   you will see that the default model that we use is Claude 3.7, as of today. And the moment you have
[00:04:23.980 --> 00:04:32.220]   strands installed and configured, you get a bunch of tools inbuilt. So you don't have to write heavy lifting
[00:04:32.220 --> 00:04:39.740]   code to create a few of your basic needs. And the best part is not only for your testing
[00:04:39.740 --> 00:04:46.300]   and deployment in the test environment, you can actually deploy on the cloud. So assume that you
[00:04:46.300 --> 00:04:55.260]   have your workforce in EC2 or Lambda or ECS, you can just deploy your code with ease with the integrated
[00:04:55.260 --> 00:05:04.460]   support for all these services. So to get started, just take a snap of this. This contains the
[00:05:04.460 --> 00:05:13.020]   launch blog, as well as the documentation, which is nothing but strands agent.com and the GitHub.
[00:05:13.020 --> 00:05:23.020]   And this is an open source project, so feel free to give a star and just raise a PR. If you have
[00:05:23.020 --> 00:05:28.140]   anything interesting that you built or if you have any specific requirement which is not there,
[00:05:28.140 --> 00:05:36.860]   feel free to contribute. It's just three days old and we got many PR and feedback from the community,
[00:05:36.860 --> 00:05:41.660]   and we would love to work with all of you. All right. So the moment you're all waiting for,
[00:05:41.660 --> 00:05:47.340]   it's time to build. So we have pre-configured AWS accounts for you.
[00:05:47.340 --> 00:05:52.940]   VS code is also configured so there's nothing you need to download. Everything is done in the browser.
[00:05:52.940 --> 00:05:56.780]   So when you go to this URL, it's going to take you to our pop-up screen and you're going to
[00:05:56.780 --> 00:06:04.140]   sign in. It's going to ask you for a one-time password. That's the best way to log in. And once
[00:06:04.140 --> 00:06:08.060]   you do that, you're going to be able to have access to the AWS account as well as the VS code server we
[00:06:08.060 --> 00:06:12.860]   spun up. So we're going to take a few minutes to get set up. I always say this is the hardest part
[00:06:12.860 --> 00:06:18.300]   of the workshop. So Tumon and Duan are going to be walking through. Ask any questions, raise your hand,
[00:06:18.300 --> 00:06:24.300]   and I'll also walk through it. But take some minutes to get started and let's start building.
[00:06:24.300 --> 00:06:28.780]   So when you log in, you'll get to a screen like this. So I'll give a couple more minutes to get to
[00:06:28.780 --> 00:06:33.020]   the screen and I'll walk through setting up bedrock so we can have access to the models and then to our
[00:06:33.020 --> 00:06:39.660]   VS code server. While people are waiting, I have a video to highlight what strands can do so I can
[00:06:39.660 --> 00:06:45.660]   just show that in the meantime. So in this example, we actually have a strands agent that's actually
[00:06:45.660 --> 00:06:51.580]   going to create a math video for this. So it's actually pretty cool. So let's see what happens here.
[00:06:51.580 --> 00:06:59.900]   So it's running an MCP server. It's going to start that. It's going to actually create an animation
[00:06:59.900 --> 00:07:06.620]   video for us. So it's going to create a maxim scene to draw the cubic function, 2x cubed. Yeah,
[00:07:06.620 --> 00:07:13.180]   something hard that you might have to do in latex, scientific. Like this is very annoying. But we'll see
[00:07:13.180 --> 00:07:16.700]   how the MCP server is actually going to build it and actually make a video to highlight it.
[00:07:16.700 --> 00:07:24.540]   How many of you have heard of 3, blue, one, brown? So that is what you are going to see now. So we
