
[00:00:00.000 --> 00:00:05.000]   Zach, Scott, thanks very much for joining.
[00:00:05.000 --> 00:00:07.000]   We'll dive straight into it.
[00:00:07.000 --> 00:00:13.000]   I would love to hear a little bit, before we get into a bunch of the technical questions I have around audio,
[00:00:13.000 --> 00:00:16.000]   all the cool things you can do with audio generation.
[00:00:16.000 --> 00:00:21.000]   I would love to maybe hear a little bit quickly on how Harmon and I came into being,
[00:00:21.000 --> 00:00:28.000]   how you two started to collaborate, how many are in the project, how long it's been going.
[00:00:28.000 --> 00:00:31.000]   Yeah, so a bit of background.
[00:00:31.000 --> 00:00:39.000]   I got into the AI text to image space through Disco Diffusion, through the OpenAI Glide notebook.
[00:00:39.000 --> 00:00:45.000]   Basically, I was proficient in Python, but not really doing a whole lot of AI stuff.
[00:00:45.000 --> 00:00:50.000]   And basically dove into the code in the notebook, saw what I could tinker around with,
[00:00:50.000 --> 00:00:54.000]   and figured out how to make some changes and actually get stuff going there.
[00:00:54.000 --> 00:01:02.000]   I got really interested in making audio-reactive music videos with Disco Diffusion,
[00:01:02.000 --> 00:01:08.000]   which I was working on, and then realized that to do so, it needed to be significantly faster,
[00:01:08.000 --> 00:01:13.000]   because having like 10 minutes per frame is just not going to work for trying stuff out.
[00:01:13.000 --> 00:01:19.000]   So dove more into the code and research behind Disco Diffusion,
[00:01:19.000 --> 00:01:25.000]   and then started talking with Kathryn Krausen on Discord, you know, getting up the courage to ask her a question
[00:01:25.000 --> 00:01:28.000]   after seeing her name on all the different notebooks,
[00:01:28.000 --> 00:01:35.000]   and was able to figure out some of the actual implementations behind these things
[00:01:35.000 --> 00:01:38.000]   and get to be able to page it to my will a little bit.
[00:01:38.000 --> 00:01:46.000]   After working on that for a little, I realized that a lot of the same math could be applied to music.
[00:01:46.000 --> 00:01:49.000]   So I got into music production three or four years ago,
[00:01:49.000 --> 00:01:55.000]   really starting focusing on it at the beginning of lockdown, after the COVID hit.
[00:01:55.000 --> 00:02:02.000]   And I basically started spending all of my time on music producer servers on Discord.
[00:02:02.000 --> 00:02:09.000]   And so when I realized that a lot of this text-to-image stuff could be applied to audio,
[00:02:09.000 --> 00:02:13.000]   that became a new passion, and I'm like, "I need to make that happen."
[00:02:13.000 --> 00:02:19.000]   I'm not a visual artist. I can't draw to save my life.
[00:02:19.000 --> 00:02:23.000]   But it was so personally validating, creatively validating,
[00:02:23.000 --> 00:02:30.000]   to be able to use these image synthesis tools to be able to have creative output.
[00:02:30.000 --> 00:02:38.000]   And realizing that the same creative accessibility could be given to musicians,
[00:02:38.000 --> 00:02:43.000]   that's much more my people, my friends are all producers and DJs.
[00:02:43.000 --> 00:02:47.000]   I realized that that was a purpose. All of a sudden, I'm like, "I need to make this.
[00:02:47.000 --> 00:02:52.000]   I need to bring these kinds of tools to the music space."
[00:02:52.000 --> 00:02:56.000]   So basically, I talked with Catherine, asked her if she'd done any audio diffusion stuff.
[00:02:56.000 --> 00:03:01.000]   She sent me some examples she had, trying it on speech.
[00:03:01.000 --> 00:03:06.000]   And it was like, "Oh, it kind of works, but it doesn't actually make coherent speech."
[00:03:06.000 --> 00:03:10.000]   Saying it's a failure. It was kind of like coming out and sounding like The Sims, right?
[00:03:10.000 --> 00:03:14.000]   Kind of garbled speech. And I was like, "No, no. That's the best sound design tool ever.
[00:03:14.000 --> 00:03:16.000]   You're just not using it on the right things here."
[00:03:16.000 --> 00:03:22.000]   So I'm like, "Okay, I have that training code. I'll turn it up to high resolution, 48k.
[00:03:22.000 --> 00:03:24.000]   I need it to be high resolution stereo."
[00:03:24.000 --> 00:03:32.000]   So much machine learning audio stuff is 16k mono, which works for speech and piano music.
[00:03:32.000 --> 00:03:37.000]   But I'm trying to do modern EDM. You need high resolution. You need stereo.
[00:03:37.000 --> 00:03:45.000]   So basically, taking that same code, applying it to audio, and taking some of the other image diffusion code,
[00:03:45.000 --> 00:03:52.000]   and learning enough PyTorch and enough of the math behind it to change 2D to 1D in the right places.
[00:03:52.000 --> 00:04:01.000]   And applying some of my knowledge from music production, and really just throwing stuff at the GPUs and seeing what sticks.
[00:04:01.000 --> 00:04:06.000]   I was able to get something going with that.
[00:04:06.000 --> 00:04:14.000]   I was really inspired by the whole open source AI movement and wanted to just be part of it.
[00:04:14.000 --> 00:04:20.000]   I worked at Microsoft for seven years before this doing some front-end design.
[00:04:20.000 --> 00:04:28.000]   And this is just so much more working with my passions and being able to really give back to the music community
[00:04:28.000 --> 00:04:34.000]   with extra cool tools and things to help them with their creative process.
[00:04:34.000 --> 00:04:42.000]   Amazing. That's a great story. And so where does Scott come in and everyone else involved in Harmony?
[00:04:42.000 --> 00:04:47.000]   Yeah, so Scott can definitely tell his own origin stories in Harmony.
[00:04:47.000 --> 00:04:55.000]   But as I was building the Discord server, I can talk about how that came to be, how I got in contact with Ahmad,
[00:04:55.000 --> 00:05:02.000]   how it became part of Stability. But basically, as I was given the opportunity to make a community around this,
[00:05:02.000 --> 00:05:08.000]   I kind of just started looking around and seeing who were the movers and shakers, who was already doing stuff,
[00:05:08.000 --> 00:05:13.000]   who could I just enable and bring into the fold and be like, let's be on this journey together.
[00:05:13.000 --> 00:05:24.000]   And someone referred me to Scott posting a message in, I believe, the Eleuther or Lion server about audio research.
[00:05:24.000 --> 00:05:32.000]   And I was like, oh, there's someone who is interested in this. So we sent him an invite, brought him in and he could tell the rest.
[00:05:32.000 --> 00:05:42.000]   Yeah, I've been involved with machine learning and audio, I mean, I guess, fully professionally since 2016.
[00:05:42.000 --> 00:05:51.000]   I first got hip to it back in 2013 when I saw Accusonus released a plug in for drum source separation.
[00:05:51.000 --> 00:05:58.000]   And I was like, this is magic. This is going to change the world. I need to learn this.
[00:05:58.000 --> 00:06:06.000]   Mostly because I wasn't planning on doing it myself. I just knew it was going to affect my students' lives because I teach audio engineering students.
[00:06:06.000 --> 00:06:11.000]   And yeah, over the years, I've put out academic papers.
[00:06:11.000 --> 00:06:17.000]   One time I worked with a company, ArtLogic, to produce tools for producers and musicians
[00:06:17.000 --> 00:06:25.000]   and definitely wanted to stay on the side of empowering creators and definitely in the audio space.
[00:06:25.000 --> 00:06:33.000]   And yeah, fast forward, I work by myself and I have tiny GPUs.
[00:06:33.000 --> 00:06:45.000]   And I guess last year, I got addicted to the text to image stuff with Catherine Croson's work, the EQ GAM+ clip.
[00:06:45.000 --> 00:06:52.000]   And then some guys, Chris Donahue and Ethan Manilow had shown that, hey, well, you know, there's a jukebox thing.
[00:06:52.000 --> 00:06:57.000]   Okay, if I'm given, you know what, you guys are going to delete tons of this anyway, so I'll just keep going.
[00:06:57.000 --> 00:06:59.000]   They'd show that, you know, hey, there's this jukebox thing.
[00:06:59.000 --> 00:07:07.000]   And if you pull apart what's inside of jukebox, you can do it's semantically interesting information.
[00:07:07.000 --> 00:07:12.000]   I was like, yeah, that, that's the ticket. That's what I want to do.
[00:07:12.000 --> 00:07:17.000]   I want to do text to not so much text to music, but text to music production.
[00:07:17.000 --> 00:07:23.000]   I want to say, give me a little more reverb or give me a little more this or that, because that's what my students do.
[00:07:23.000 --> 00:07:31.000]   And so this was last year. But then at some point, I guess it was, yeah, around March, like a bunch of things just all converge this spring.
[00:07:31.000 --> 00:07:41.000]   And Stella and Catherine and them put out their paper on the EQ GAM+ clip finally, you know, like a year after so many of us were already into it.
[00:07:41.000 --> 00:07:50.000]   I was never doing the disco diffusion thing, by the way, I'm definitely a late comer on the diffusion and pretty much your diffusion stuff, you will be talking to Zach today.
[00:07:50.000 --> 00:07:56.000]   But I wrote to them and said, hey, if you guys ever want to do audio, I have ideas.
[00:07:56.000 --> 00:08:06.000]   And as I was talking to Stella, somebody else from us, so Stella's involved with the Luther, somebody else was involved with Stability as well.
[00:08:06.000 --> 00:08:22.000]   And then there was this one week where like four Discord servers, all about machine learning and audio and production, all came together the same week I was like, are you people not talking to each other and I thought Zach and Stella and this other person
[00:08:22.000 --> 00:08:34.000]   were talking to each other. No, it's just all completely independent things happening all at once. And yeah, essentially what happened with Harmon, I was like, well, here are people to work with.
[00:08:34.000 --> 00:08:49.000]   And they've got compute, and I've got ideas. And actually at the time I thought I was going to have access to more data which I'm still working on that I'm working on consensual data with explicit consent, we'll get to that, you know, later.
[00:08:49.000 --> 00:09:03.000]   But yeah, kind of turned out, and then a lot of it worked out where, especially for me and Zach I kind of realized you know the way for me to really, really get up to speed on a lot of this is in helping Zach doing what he's doing, I will be training myself to get up
[00:09:03.000 --> 00:09:18.000]   to speed so that I can do what I really want to do. In addition to all that so it usually works out that, you know, we can fulfill multiple projects and multiple goals, kind of simultaneously.
[00:09:18.000 --> 00:09:20.000]   Amazing.
[00:09:20.000 --> 00:09:22.000]   Match made in heaven.
[00:09:22.000 --> 00:09:30.000]   And I guess the kind of most like mature project you have going at the moment would be dance diffusion.
[00:09:30.000 --> 00:09:45.000]   Yeah, I would love to hear a little bit more about that. And I think we leave some notes for people that they can like read up on more and like the basics of like diffusion, but maybe in like, you know, if you wanted to give 30 seconds of like how diffusion works
[00:09:45.000 --> 00:09:51.000]   and then specifically like what are the nuances involved in like doing it for audio would love to hear.
[00:09:51.000 --> 00:09:59.000]   Um, so, at a very basic level, because it gets into very high level math very quickly.
[00:09:59.000 --> 00:10:15.000]   You, you give the model noise and it makes it not noise in the form of whatever it has seen that's unconditional diffusion so dance diffusion is an unconditional diffusion model compared to things like stable diffusion, which is conditioned on text.
[00:10:15.000 --> 00:10:29.000]   And the reason I'm starting with an unconditional diffusion model is that's kind of what started the whole image diffusion frenzy was the unconditional image net model released by open AI, people being able to take that unconditional model which
[00:10:29.000 --> 00:10:36.000]   just makes something it learns about some distribution of data and can turn noise into that.
[00:10:36.000 --> 00:10:50.000]   And then other classifiers really anything that will give you a strong gradient, you can take that to guide that denoising process and so that's what that clip guided diffusion was was taking that unconditional diffusion model and using clip which is able
[00:10:50.000 --> 00:11:06.000]   to compare pictures, basically saying how well does the caption match an image and say all right now optimize this thing simultaneously optimize that this image matches this caption, the captions not changing, so you better change the image be more like that.
[00:11:06.000 --> 00:11:21.000]   In terms of audio because I'm a music producer, I think of like sidechain compression and sidechain effects where one thing is affecting the other from this kind of separate things I think of, I like to call disco diffusion stable diffusion denoiser where the
[00:11:21.000 --> 00:11:35.000]   text input sidechain and putting it in that context because of that that text input thing is really it could be anything like arbitrarily anything that can get you a gradient to say make this better anything to optimize at the same time, putting out an unconditional
[00:11:35.000 --> 00:11:51.000]   diffusion model allows that space of research to happen so all of that guidance, people can find different things and you know, there was the, the crash model that was put out by Sony CSL which was for diffusion for high resolution drum synthesis, and they
[00:11:51.000 --> 00:12:00.000]   were able to use a classifier to tell between kicks snares and symbols, and through using that just that classifier, they were able to tell it to make a kick a snare or a symbol.
[00:12:00.000 --> 00:12:10.000]   So there's already so many existing music classifiers and tools like that, that could be hooked up to any unconditional audio diffusion model to do so many cool things.
[00:12:10.000 --> 00:12:20.000]   That's one of the things that we're really trying to look for with dance diffusion, kind of in the same vein as disco diffusion disco diffusion people will generally see as one of the first big open source text to image notebooks and it
[00:12:20.000 --> 00:12:24.000]   most importantly included animation support.
[00:12:24.000 --> 00:12:40.000]   But really what I see disco diffusion is was a crowd sourced hyper parameter search on guidance losses, because this good diffusion didn't have just the text it had things like, you know, the, the losses for for saturation and color and total variation
[00:12:40.000 --> 00:12:59.000]   all these different things to, to change. And what that became was everyone you know trying to get in there, if I change this 0.01 to 0.001, it changes this and so basically having this ensemble of guidance losses and kind of having everyone get in there
[00:12:59.000 --> 00:13:15.000]   and tweaking out, messing around and tweaking those parameters to find what's actually good, that's kind of thing that I want to create for the audio world, we can give out these models that are, you know, unconditional diffusion and then say and here's
[00:13:15.000 --> 00:13:29.000]   the raw stuff in there, we're going to see an explosion of creativity here I mean throw in, you know, make a model that is printed on a good amount of data and throw in a genre classifier, will it start making things in that genre, quite possibly.
[00:13:29.000 --> 00:13:38.000]   And of course it gets trickier when you get things like oh well the classifiers are all 16k mono, and our audio is 48k stereo. There's ways around that you can you can deal with that.
[00:13:38.000 --> 00:13:50.000]   So the I'm trying to you know the the dance diffusion models I've put out there's not one massive model we have trained on 100,000 hours of audio data, you know, it's not jukebox.
[00:13:50.000 --> 00:13:57.000]   What we have is a variety of different models from the same architecture, so you can you know they're all the same thing but just fine we've done different data sets.
[00:13:57.000 --> 00:14:10.000]   So we have these models that are trained on different data sets that are either public domain or given to us by the community. So that gives out the architecture that gives out here's a basic list of things you can do with it here's a few sample things but
[00:14:10.000 --> 00:14:25.000]   we also put out a fine tuning notebook. So people can take that same model fine tune on their own data on their own content, and it enables kind of this extra level of interaction, like personal research and creativity.
[00:14:25.000 --> 00:14:38.000]   And I think will be really interesting to expose people to I think a lot of people right now are really used to the kind of plug and play, you know, gotcha pawn type in the text prompt and get out some fun stuff, which is great fun I really hope that we get
