
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.800]   This is the Everything Financial Radio Podcast.
[00:00:07.800 --> 00:00:09.540]   I am your host, Dennis Tubergen.
[00:00:09.540 --> 00:00:12.560]   Glad you're listening in this week.
[00:00:12.560 --> 00:00:14.760]   And if you're a regular listener,
[00:00:14.760 --> 00:00:16.980]   thank you and welcome back.
[00:00:16.980 --> 00:00:17.920]   If you're a new listener,
[00:00:17.920 --> 00:00:21.480]   this is where we talk about what's going on in the economy,
[00:00:21.480 --> 00:00:23.880]   what's going on politically,
[00:00:23.880 --> 00:00:26.300]   and what it might mean for you and your money.
[00:00:27.200 --> 00:00:32.160]   Each week, I interview typically a couple of guest experts
[00:00:32.160 --> 00:00:34.440]   and share their perspectives with you.
[00:00:34.440 --> 00:00:38.120]   This past week, I caught up with Mr. Gerald Salente.
[00:00:38.120 --> 00:00:42.000]   Gerald is the publisher of Trends Journal.
[00:00:42.000 --> 00:00:44.480]   Certainly always enjoy my conversation
[00:00:44.480 --> 00:00:47.000]   with Gerald and his perspective.
[00:00:47.000 --> 00:00:48.560]   I also caught up with the host
[00:00:48.560 --> 00:00:51.440]   of the Radical Personal Finance Podcast this past week,
[00:00:51.440 --> 00:00:53.480]   Mr. Joshua Sheets.
[00:00:53.480 --> 00:00:56.600]   That conversation I will be sharing with you as well
[00:00:56.600 --> 00:00:58.840]   on this week's podcast.
[00:00:58.840 --> 00:01:00.440]   If you're not yet a subscriber
[00:01:00.440 --> 00:01:04.200]   to my newsletter titled Portfolio Watch,
[00:01:04.200 --> 00:01:07.240]   I would encourage you to become a subscriber.
[00:01:07.240 --> 00:01:09.440]   Subscriptions are free.
[00:01:09.440 --> 00:01:13.700]   They're delivered via email every Monday at five.
[00:01:13.700 --> 00:01:16.720]   And in your email inbox, every Monday at five,
[00:01:16.720 --> 00:01:21.720]   you'll receive my market update, my economic commentary,
[00:01:21.720 --> 00:01:23.860]   and give you some ideas to consider
[00:01:23.860 --> 00:01:26.880]   in your own investment portfolio.
[00:01:26.880 --> 00:01:29.040]   The website, if you'd like to become a subscriber,
[00:01:29.040 --> 00:01:31.600]   is yourportfoliowatch.com.
[00:01:31.600 --> 00:01:35.680]   That's Y-O-U-R, yourportfoliowatch.com.
[00:01:35.680 --> 00:01:36.960]   Joining me once again
[00:01:36.960 --> 00:01:39.900]   on the Everything Financial radio program
[00:01:39.900 --> 00:01:44.400]   is the founder and director of the Trends Research Institute
[00:01:44.400 --> 00:01:48.320]   and the publisher of Trends Journal, Mr. Gerald Salente.
[00:01:48.320 --> 00:01:51.380]   Gerald has been one of my favorite guests over the years.
[00:01:51.380 --> 00:01:53.160]   And Gerald, thank you for taking time out
[00:01:53.160 --> 00:01:54.520]   to join us again today.
[00:01:54.520 --> 00:01:55.880]   - Oh, always great being out with you.
[00:01:55.880 --> 00:01:57.680]   Thanks for asking that.
[00:01:57.680 --> 00:02:00.700]   - Gerald, let's talk about the economy.
[00:02:00.700 --> 00:02:04.960]   The talking heads, the mainstream media say
[00:02:04.960 --> 00:02:06.840]   we have a recovery going,
[00:02:06.840 --> 00:02:09.840]   although the recovery is a bit anemic.
[00:02:09.840 --> 00:02:11.600]   But when you look at the jobs numbers
[00:02:11.600 --> 00:02:13.320]   and you look at some of the underlying data,
[00:02:13.320 --> 00:02:14.960]   it just seems that that doesn't add up.
[00:02:14.960 --> 00:02:16.340]   What's your take?
[00:02:16.340 --> 00:02:17.960]   - Well, you know, first of all,
[00:02:17.960 --> 00:02:21.240]   the world is bigger than the United States.
[00:02:21.240 --> 00:02:24.560]   And although it's the largest economy in the world,
[00:02:24.560 --> 00:02:26.200]   there's a lot more going on out there.
[00:02:26.200 --> 00:02:28.680]   So let's take a trip to China.
[00:02:28.680 --> 00:02:32.020]   And remember, China's growth
[00:02:32.020 --> 00:02:35.040]   and all of the stimulus that they pumped into the place
[00:02:35.040 --> 00:02:37.880]   following the panic of '08
[00:02:37.880 --> 00:02:41.680]   is one of the reasons why you saw commodity prices go so high
[00:02:41.680 --> 00:02:46.600]   and also a recovery from that terrible hit
[00:02:46.600 --> 00:02:48.560]   that happened back then.
[00:02:48.560 --> 00:02:50.720]   So take a look at what's going on in China.
[00:02:51.720 --> 00:02:56.440]   They just came out with their import-export numbers.
[00:02:56.440 --> 00:02:57.400]   They're dismal.
[00:02:57.400 --> 00:03:01.160]   They're negative, both of them.
[00:03:01.160 --> 00:03:03.580]   And you take a trip to Japan,
[00:03:03.580 --> 00:03:05.920]   despite two rounds of Abe-nomics,
[00:03:05.920 --> 00:03:09.600]   trillions of yen pumped into the market,
[00:03:09.600 --> 00:03:13.800]   they fluctuate between recession and stagnation.
[00:03:13.800 --> 00:03:16.200]   Matter of fact, since Abe's been in government
[00:03:17.160 --> 00:03:21.560]   since 2012, the entire GDP of Japan's
[00:03:21.560 --> 00:03:25.200]   only grown about 2.4%.
[00:03:25.200 --> 00:03:26.960]   You have a global slowdown.
[00:03:26.960 --> 00:03:28.840]   Look what's going on in Europe.
[00:03:28.840 --> 00:03:31.400]   Look at the banking problems they have.
[00:03:31.400 --> 00:03:33.820]   Look at the real numbers coming out,
[00:03:33.820 --> 00:03:36.400]   the declines in bank shares,
