
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.100]   - You talked about the purpose of all this
[00:00:07.100 --> 00:00:08.560]   isn't just to have a boatload of money.
[00:00:08.560 --> 00:00:10.920]   It's not just to be a billionaire and all that.
[00:00:10.920 --> 00:00:13.040]   And you've talked a lot about philanthropy.
[00:00:13.040 --> 00:00:15.560]   So, and how that's become a more,
[00:00:15.560 --> 00:00:17.680]   a bigger focus in your life.
[00:00:17.680 --> 00:00:20.720]   And I think beyond just saying why it's important,
[00:00:20.720 --> 00:00:22.600]   you've thought about ways to infuse it
[00:00:22.600 --> 00:00:25.600]   into your future business, your future endeavors.
[00:00:25.600 --> 00:00:27.600]   Talk a bit about why it's important,
[00:00:27.600 --> 00:00:29.600]   but also how you're trying to bring it
[00:00:29.600 --> 00:00:31.720]   into your business that maybe is different
[00:00:31.720 --> 00:00:34.320]   than the way most people think about philanthropy.
[00:00:34.320 --> 00:00:35.520]   - Few ways that I'm looking at it right now.
[00:00:35.520 --> 00:00:39.480]   First of all, like, I, everyone believes this,
[00:00:39.480 --> 00:00:41.360]   but I really like internalize it.
[00:00:41.360 --> 00:00:43.600]   It's that like, nobody gets out alive.
[00:00:43.600 --> 00:00:46.040]   Like we all die and it doesn't make sense
[00:00:46.040 --> 00:00:47.400]   to be the richest guy in the graveyard.
[00:00:47.400 --> 00:00:49.240]   Like, I don't care about legacy.
[00:00:49.240 --> 00:00:51.080]   I don't care about my kids being rich.
[00:00:51.080 --> 00:00:53.440]   Like I don't plan to actually give my kids anything.
[00:00:53.440 --> 00:00:54.360]   Maybe they'll get a little bit,
[00:00:54.360 --> 00:00:55.840]   maybe they'll get a property or two, whatever.
[00:00:55.840 --> 00:00:58.400]   - No, they get the college savings property.
[00:00:58.400 --> 00:00:59.880]   - Yes, they get the college thing, yeah.
[00:00:59.880 --> 00:01:01.400]   And what's great about that too, by the way,
[00:01:01.400 --> 00:01:03.640]   just to go way back to the last episode
[00:01:03.640 --> 00:01:05.680]   that we did together, but that property,
[00:01:05.680 --> 00:01:08.000]   like I don't care if Rosie takes that one property
[00:01:08.000 --> 00:01:09.920]   and goes to college with it, or she starts a business.
[00:01:09.920 --> 00:01:12.160]   I actually hope she'll just start a business with it
[00:01:12.160 --> 00:01:13.320]   or invest it in something.
[00:01:13.320 --> 00:01:16.000]   But anyway, I don't need my kid to be rich
[00:01:16.000 --> 00:01:19.440]   because A, like you can't grow up in the Turner,
