
[00:00:00.000 --> 00:00:05.400]   [MUSIC]
[00:00:05.400 --> 00:00:09.720]   All right, so we have a question here from Erica.
[00:00:09.720 --> 00:00:12.420]   Erica asks, why do you think there is a lot of attention and
[00:00:12.420 --> 00:00:16.240]   hype on the FIRE movement, but not as much attention on other
[00:00:16.240 --> 00:00:21.920]   career options such as part time or contract work?
[00:00:21.920 --> 00:00:23.840]   You know, Erica, it's an interesting question.
[00:00:23.840 --> 00:00:28.240]   There has been a lot of attention on the FIRE community.
[00:00:28.240 --> 00:00:32.120]   There was, I think, a moment maybe a few years ago where this reached a peak.
[00:00:32.120 --> 00:00:34.440]   I think it's kind of dying back down again.
[00:00:34.440 --> 00:00:35.640]   And I'll talk about that in a second.
[00:00:35.640 --> 00:00:38.440]   But for the listener who doesn't know what we're talking about,
[00:00:38.440 --> 00:00:42.920]   FIRE stands for Financial Independence Retire Early.
[00:00:42.920 --> 00:00:47.000]   It's a movement mainly of sort of middle class,
[00:00:47.000 --> 00:00:50.080]   highly educated knowledge workers, so salaried knowledge workers.
[00:00:50.080 --> 00:00:54.080]   Where the whole notion is, if you have a good salary,
[00:00:54.080 --> 00:00:57.520]   like you're a computer programmer, and you bring your expenses,
[00:00:57.520 --> 00:00:59.280]   you get very comfortable living cheaply.
[00:00:59.280 --> 00:01:05.800]   You get this double edged advantage where, A, you can save a lot of money,
[00:01:05.800 --> 00:01:08.240]   because you're only living on a little bit of money you earn.
[00:01:08.240 --> 00:01:13.080]   And B, because you live cheaply, the amount of money you have to save
[00:01:13.080 --> 00:01:16.960]   to then sustain your lifestyle just off of savings,
[00:01:16.960 --> 00:01:20.160]   the formal definition of financial independence, becomes much lower.
[00:01:20.160 --> 00:01:24.480]   And basically, if you do this math, if you can live on,
[00:01:25.480 --> 00:01:27.560]   these numbers aren't precise, but it's roughly speaking,
[00:01:27.560 --> 00:01:30.280]   if you can live on 20% of what you make,
[00:01:30.280 --> 00:01:34.360]   then 10 years of savings, more or less,
[00:01:34.360 --> 00:01:39.800]   will be enough to in perpetuity cover that 20%,
[00:01:39.800 --> 00:01:41.400]   and you'll be financially independent.
[00:01:41.400 --> 00:01:42.600]   All right, so that's the FIRE movement.
[00:01:42.600 --> 00:01:46.760]   Mr. Money Mustache is a big player in that movement.
[00:01:46.760 --> 00:01:48.520]   I wrote about him in Digital Minimalism.
