
[00:00:00.000 --> 00:00:06.160]   Welcome back everyone.
[00:00:06.160 --> 00:00:09.240]   This is part 4 in our series on information retrieval.
[00:00:09.240 --> 00:00:11.840]   We come to the heart of it, neural information retrieval.
[00:00:11.840 --> 00:00:16.200]   This is the class of models that has done so much to bring NLP and IR
[00:00:16.200 --> 00:00:20.480]   back together again and open new doors for both of those fields.
[00:00:20.480 --> 00:00:23.040]   In the background throughout the screencast,
[00:00:23.040 --> 00:00:25.800]   I think you should imagine that the name of the game is to take
[00:00:25.800 --> 00:00:31.320]   a pre-trained BERT model and fine-tune it for information retrieval.
[00:00:31.320 --> 00:00:34.240]   In that context, cross-encoders are
[00:00:34.240 --> 00:00:37.400]   conceptually the simplest approach that you could take.
[00:00:37.400 --> 00:00:40.720]   For cross-encoders, we're going to concatenate
[00:00:40.720 --> 00:00:44.920]   the query text and the document text together into one single text,
[00:00:44.920 --> 00:00:47.020]   process that text with BERT,
[00:00:47.020 --> 00:00:52.720]   and then use representations in that BERT model as the basis for IR fine-tuning.
[00:00:52.720 --> 00:00:55.040]   In a bit more detail, we'd process the query in
[00:00:55.040 --> 00:01:00.080]   the document and then probably take the final output state above the class token,
[00:01:00.080 --> 00:01:03.120]   add some task specific parameters on top,
[00:01:03.120 --> 00:01:07.440]   and fine-tune the model against our information retrieval objective.
[00:01:07.440 --> 00:01:11.080]   That will be incredibly semantically expressive because we have all of
[00:01:11.080 --> 00:01:15.680]   these interesting interactions between query and document in this mode.
[00:01:15.680 --> 00:01:17.760]   In a bit more detail, in the background here,
[00:01:17.760 --> 00:01:21.800]   I'm imagining that we have a dataset of triples where we have a query,
[00:01:21.800 --> 00:01:25.280]   one positive document for that query, and some number,
[00:01:25.280 --> 00:01:28.920]   one or more negative documents for that query.
[00:01:28.920 --> 00:01:32.360]   The basis for scoring is as I described it before,
[00:01:32.360 --> 00:01:34.480]   we're going to take our BERT encoder,
[00:01:34.480 --> 00:01:37.680]   concatenate the query in the document and process that text,
[00:01:37.680 --> 00:01:42.400]   and then retrieve the final output state above the class token that's given here,
[00:01:42.400 --> 00:01:46.760]   and that's fed through a dense layer that is used for scoring.
[00:01:46.760 --> 00:01:49.820]   Then the loss function for the model is typically
[00:01:49.820 --> 00:01:52.840]   the negative log likelihood of the positive passage.
[00:01:52.840 --> 00:01:55.400]   In the numerator here, we have our score for
[00:01:55.400 --> 00:01:58.360]   the positive passage according to our scoring function,
[00:01:58.360 --> 00:02:01.440]   and the denominator is that positive passage score again,
[00:02:01.440 --> 00:02:05.760]   sum together with the total for all the negative passages.
[00:02:05.760 --> 00:02:09.560]   Let's step back. This will be incredibly semantically rich,
[00:02:09.560 --> 00:02:11.400]   but it simply won't scale.
[00:02:11.400 --> 00:02:13.360]   The richness comes from us using
[00:02:13.360 --> 00:02:16.760]   the BERT model to jointly encode the query and the documents.
[00:02:16.760 --> 00:02:19.700]   We have all these rich token level interactions,
[00:02:19.700 --> 00:02:21.760]   but that is the model's downfall.
[00:02:21.760 --> 00:02:26.860]   This won't scale because we need to encode every document at query time.
[00:02:26.860 --> 00:02:29.780]   In principle, this means that if we have a billion documents,
[00:02:29.780 --> 00:02:34.100]   we need to do a billion forward passes with the BERT model,
[00:02:34.100 --> 00:02:37.100]   one for every document with respect to our query,
[00:02:37.100 --> 00:02:38.300]   get all those scores,
[00:02:38.300 --> 00:02:40.220]   and then make decisions on that basis,
[00:02:40.220 --> 00:02:42.940]   and that will be simply infeasible.
[00:02:42.940 --> 00:02:46.180]   Although there's something conceptually right about this approach,
[00:02:46.180 --> 00:02:50.380]   it's simply intractable for modern search.
[00:02:50.380 --> 00:02:52.820]   DPR can be seen as a model
[00:02:52.820 --> 00:02:54.700]   that's at the other end of the spectrum.
[00:02:54.700 --> 00:02:57.080]   This stands for dense passage retriever.
[00:02:57.080 --> 00:03:01.340]   In this mode, we're going to separately encode queries and documents.
[00:03:01.340 --> 00:03:04.940]   On the left here, I've got our query encoded with a BERT-like model,
[00:03:04.940 --> 00:03:07.160]   and I've grayed out all of the states
[00:03:07.160 --> 00:03:09.940]   except the final output state above the class token.
[00:03:09.940 --> 00:03:12.100]   That's the only one that we'll really need.
[00:03:12.100 --> 00:03:14.500]   I separately encode the document, and again,
[00:03:14.500 --> 00:03:18.260]   we just need that final output state above the class token.
[00:03:18.260 --> 00:03:22.780]   Then we're going to do scoring as a dot product of those two vectors.
[00:03:22.780 --> 00:03:24.220]   In a bit more detail, again,
[00:03:24.220 --> 00:03:27.620]   we have a dataset consisting of those triples for our query,
[00:03:27.620 --> 00:03:31.500]   one positive document, and one or more negative documents.
[00:03:31.500 --> 00:03:35.820]   Now, our core comparison function is what I've called sim here.
[00:03:35.820 --> 00:03:38.700]   The basis for sim is that we encode our query using
[00:03:38.700 --> 00:03:41.780]   our query encoder and get the final output state,
[00:03:41.780 --> 00:03:43.900]   and we get the dot product of that with
[00:03:43.900 --> 00:03:46.460]   the encoding for our document again focused
[00:03:46.460 --> 00:03:49.220]   on the output state above the class token.
[00:03:49.220 --> 00:03:50.980]   The loss is as before,
[00:03:50.980 --> 00:03:54.100]   this is the negative log likelihood of the positive passage.
[00:03:54.100 --> 00:03:55.960]   The positive score up here,
[00:03:55.960 --> 00:03:58.420]   and then again, use down here sum together
[00:03:58.420 --> 00:04:01.540]   with the sum for all of the negative passages.
[00:04:01.540 --> 00:04:04.220]   This will be highly scalable,
[00:04:04.220 --> 00:04:08.100]   but it's very limited in terms of its query document interactions.
[00:04:08.100 --> 00:04:09.460]   Let's unpack that a bit.
[00:04:09.460 --> 00:04:12.580]   The core of the scalability is that we can now
