
[00:00:00.000 --> 00:00:04.000]   [Intro music]
[00:00:04.000 --> 00:00:08.000]   How do I know if I'm living by faith or living in unbelief?
[00:00:08.000 --> 00:00:14.320]   Is there a more important question to the daily Christian life? It's a question from a listener named Daniel.
[00:00:14.320 --> 00:00:19.040]   "Hello Pastor John, Romans 14 23 says that whatever does not proceed from faith is sin.
[00:00:19.040 --> 00:00:24.860]   Could it be said that anything that does proceed from faith glorifies God? Is that also true?
[00:00:24.860 --> 00:00:29.760]   If so, how do I know if what I'm doing proceeds from faith or unbelief?
[00:00:29.760 --> 00:00:33.480]   I know this seems really basic, but it's also really abstract to me too.
[00:00:33.480 --> 00:00:38.760]   I really don't know how to distinguish an act done from faith and an act done from unbelief.
[00:00:38.760 --> 00:00:43.060]   Any help would be greatly appreciated to help me understand this distinction."
[00:00:43.060 --> 00:00:52.200]   This is a really basic and very important question for living the Christian life in a way that brings
[00:00:52.200 --> 00:01:00.360]   Spirit-given peace to the soul and glory to God and good to the world.
[00:01:00.360 --> 00:01:17.160]   All of that, I think, hangs on what it means to "walk by faith" or "live by faith" or "perform the obedience of faith" or "do the works of faith."
[00:01:17.160 --> 00:01:22.760]   All four of those are biblical ways of talking about what Daniel is asking about.
[00:01:22.760 --> 00:01:29.240]   How do you do a thing by faith as opposed to do a thing and it's sin when you do it?
[00:01:29.240 --> 00:01:33.000]   Same thing, same act. So that's what the Christian life is.
[00:01:33.000 --> 00:01:36.840]   Before we were born again, we did nothing from faith.
[00:01:36.840 --> 00:01:44.200]   After we are born again, faith in Jesus as our Redeemer, faith in God as our Father Provider,
[00:01:44.200 --> 00:01:49.960]   faith in the Holy Spirit as the power that enables to do something—that's how we live.
[00:01:49.960 --> 00:01:57.880]   That's how we do things. We lean on Father, Son, Holy Spirit to do their work in regard to our life.
[00:01:57.880 --> 00:02:08.840]   So Daniel points out in his question that Romans 14.23 says, "Whatever does not proceed from faith is sin."
[00:02:08.840 --> 00:02:13.400]   Now that's right, and it has huge implications.
[00:02:13.400 --> 00:02:26.280]   It shows that the deeds which externally conform to God's commands—like don't kill, don't steal, don't lie, be kind, don't return evil for evil—
[00:02:26.280 --> 00:02:40.440]   those external acts might conform to God's will but may be sinful because they may be done from a heart that is not trusting Jesus or the Father or the Holy Spirit.
[00:02:40.440 --> 00:02:48.280]   Now that is a radical, God-centered statement about the nature of real virtue.
[00:02:48.280 --> 00:02:52.200]   Virtue is not external conformity to God's law.
[00:02:52.200 --> 00:03:03.000]   Virtue is conformity to God's law that comes from reliance upon God's love and forgiveness and wisdom and power.
[00:03:03.000 --> 00:03:14.920]   You see this not only in Romans 14.23 but also in Hebrews 11.6 where it says, "Without faith it is impossible to please God."
[00:03:14.920 --> 00:03:23.320]   So nothing we do, no matter how kind it is or how good it is or how it looks on the outside,
[00:03:23.320 --> 00:03:33.240]   none of it is pleasing to God if it's not coming from trust in God's forgiveness and guidance and power.
[00:03:33.240 --> 00:03:36.520]   You can picture how this works in your own experience.
[00:03:36.520 --> 00:03:43.480]   Suppose I say to my teenage son, which they're all grown up now, so not picking on any one of them in particular.
[00:03:43.480 --> 00:03:50.120]   If I say to my teenage son, who wants to use the car to go to a basketball game tonight,
[00:03:50.120 --> 00:03:54.040]   and he says, "Dad, can I use the car tonight?" I said, "Sure, not a problem.
[00:03:54.040 --> 00:03:59.560]   Just would you be sure to wash it before you go, just for the family so we have it clean for the weekend?"
[00:03:59.560 --> 00:04:06.440]   And he's angry at me for asking him to do that, and he goes into his room and slams the door.
[00:04:06.440 --> 00:04:09.800]   I said, "Oh my goodness, what did I just touch?"
[00:04:09.800 --> 00:04:16.920]   And then suppose half an hour later I see him out in the driveway with the hose turned on washing the car.
[00:04:16.920 --> 00:04:26.760]   And all the while, while he's washing it, is angry and bitter and resentful toward his dad for making him do this.
[00:04:26.760 --> 00:04:33.640]   Is his father pleased by that obedience? And the answer is no. He's heartbroken.
[00:04:33.640 --> 00:04:42.840]   He's not pleased. He's heartbroken at this attitude of mere external conformity while he's stewing on the inside
[00:04:42.840 --> 00:04:48.520]   without any appreciation or a desire to please his dad.
[00:04:48.520 --> 00:04:55.960]   That's what it means when it says, "Even if you conform outwardly to God's law, it is sin."
[00:04:55.960 --> 00:05:05.880]   Then Daniel asks whether the reverse is true, that doing something from faith does please God and does glorify God,
[00:05:05.880 --> 00:05:10.520]   and the answer is a resounding yes, because Paul says in Romans 4:20,
[00:05:10.520 --> 00:05:15.960]   "Abraham grew strong in his faith, giving glory to God."
