
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:09.480]   Hey guys, today I wanna talk to you about something
[00:00:09.480 --> 00:00:11.520]   that's kind of near and dear to my heart
[00:00:11.520 --> 00:00:15.560]   and that's the topic of struggle and failure.
[00:00:15.560 --> 00:00:20.560]   My struggle ranged from self-doubt, self-confidence issues.
[00:00:20.560 --> 00:00:24.860]   There was issues with the market,
[00:00:24.860 --> 00:00:26.280]   job market was just terrible.
[00:00:26.280 --> 00:00:27.920]   It was just kind of mirroring
[00:00:27.920 --> 00:00:30.440]   what we're experiencing now in 2023.
[00:00:30.440 --> 00:00:33.800]   I've had managers that were very demeaning
[00:00:33.800 --> 00:00:38.240]   and very combative and all these things broke me down.
[00:00:38.240 --> 00:00:39.680]   And I wanna talk about like,
[00:00:39.680 --> 00:00:43.260]   what was I thinking or dealing with at the time?
[00:00:43.260 --> 00:00:47.880]   And then on a flip side, if I had mentorship,
[00:00:47.880 --> 00:00:51.280]   what advice would have been helpful at the time?
[00:00:51.280 --> 00:00:53.120]   I wanna be just transparent with you today.
[00:00:53.120 --> 00:00:55.240]   I wanna walk you through everything I'm experiencing
[00:00:55.240 --> 00:00:57.960]   and hopefully some of this will be helpful for you.
[00:00:57.960 --> 00:01:01.720]   I got a job at a company called Design Reactor
[00:01:01.720 --> 00:01:03.120]   and I was a project manager.
[00:01:03.120 --> 00:01:04.840]   This is an example where I stepped into something
[00:01:04.840 --> 00:01:07.840]   that I had no idea, I had no experience
[00:01:07.840 --> 00:01:10.240]   around ad agencies or creative agencies,
[00:01:10.240 --> 00:01:12.840]   digital marketing, I knew none of that.
[00:01:12.840 --> 00:01:14.400]   Then I started realizing, oh, you know,
[00:01:14.400 --> 00:01:17.040]   like I had good communication skills,
[00:01:17.040 --> 00:01:19.020]   which I didn't know how to put on resumes in the past,
[00:01:19.020 --> 00:01:21.740]   but now it's actually turning into relationship building
[00:01:21.740 --> 00:01:24.640]   and I'm starting to build good rapport with clients
[00:01:24.640 --> 00:01:26.400]   and started to find a sweet spot.
[00:01:26.400 --> 00:01:28.240]   You know, this, hey, this digital marketing thing,
[00:01:28.240 --> 00:01:30.540]   web marketing, hey, it's pretty, pretty cool.
[00:01:30.540 --> 00:01:35.400]   And then I decided to take a swing and bet on myself
[00:01:35.400 --> 00:01:38.440]   and I transitioned to another agency.
[00:01:38.440 --> 00:01:42.480]   That's where I really started to experience the struggle.
[00:01:42.480 --> 00:01:44.240]   Have you ever stepped into a situation before
[00:01:44.240 --> 00:01:48.200]   where you always feel like the outsider?
[00:01:48.200 --> 00:01:50.840]   Like you're not a part of the OG crew.
[00:01:51.880 --> 00:01:55.400]   And so people don't intend to treat you differently,
[00:01:55.400 --> 00:01:57.440]   but especially from the leadership team,
[00:01:57.440 --> 00:02:01.300]   I always felt like I was never fully welcomed in.
[00:02:01.300 --> 00:02:05.480]   I always struggled with wanting to belong
[00:02:05.480 --> 00:02:09.300]   and trying to earn my place and not,
[00:02:09.300 --> 00:02:11.920]   unable to break into some of the groups
[00:02:11.920 --> 00:02:13.600]   made it kind of difficult.
[00:02:13.600 --> 00:02:15.320]   And the nature of my job at the time
[00:02:15.320 --> 00:02:16.880]   was it was account management,
[00:02:16.880 --> 00:02:21.480]   meaning I was both creating new business
[00:02:21.480 --> 00:02:24.320]   as well as project managing my own work.
[00:02:24.320 --> 00:02:27.360]   And the cycle that started becoming difficult
[00:02:27.360 --> 00:02:31.880]   was the more successful I was at bringing more business,
[00:02:31.880 --> 00:02:33.800]   the more work I added to my own plate
[00:02:33.800 --> 00:02:35.120]   'cause I didn't manage that.
[00:02:35.120 --> 00:02:37.520]   You know, if I had a mentor at the time,
[00:02:37.520 --> 00:02:40.500]   they probably would advise me to raise my hand
[00:02:40.500 --> 00:02:43.160]   and articulate things more clearly
[00:02:43.160 --> 00:02:45.400]   around how to ask for resources
[00:02:45.400 --> 00:02:47.880]   like getting my own project manager, for example.
[00:02:47.880 --> 00:02:48.880]   But I didn't have that guidance.
[00:02:48.880 --> 00:02:50.680]   So I just struggled with internally
[00:02:50.680 --> 00:02:53.000]   and I worked crazy hours.
[00:02:53.000 --> 00:02:54.960]   I think I was averaging like 60 hour weeks
[00:02:54.960 --> 00:02:56.640]   and then it started impacting my work.
[00:02:56.640 --> 00:02:58.520]   The general manager came back
[00:02:58.520 --> 00:03:01.000]   and I started feeling from that moment on
[00:03:01.000 --> 00:03:03.600]   that I was undermined at every corner.
[00:03:03.600 --> 00:03:05.760]   Now, some of that I will agree and admit
[00:03:05.760 --> 00:03:09.120]   that it was probably just between my ears.
[00:03:09.120 --> 00:03:11.240]   You know, but again, I didn't have a mentor
[00:03:11.240 --> 00:03:15.840]   to help me understand that I'm not necessarily
[00:03:15.840 --> 00:03:17.760]   just a victim of my situation,
[00:03:17.760 --> 00:03:19.200]   but some of it is self-created.
[00:03:19.200 --> 00:03:22.480]   However, the mentor could have also helped me understand
[00:03:22.480 --> 00:03:26.240]   which parts I was legitimately a victim
[00:03:26.240 --> 00:03:28.280]   and I didn't know how to deal with that.
[00:03:28.280 --> 00:03:33.560]   So I feel like my manager at the time was sabotaging me.
[00:03:33.560 --> 00:03:37.560]   And then my manager would pull me aside often
[00:03:37.560 --> 00:03:42.440]   with comments that were unfair in nature.
[00:03:42.440 --> 00:03:44.720]   It's not like your tough love kind of a thing.
[00:03:44.720 --> 00:03:48.760]   It was really the language and vocabulary she used
[00:03:48.760 --> 00:03:50.520]   was demeaning.
[00:03:50.520 --> 00:03:54.400]   It felt very unfair.
[00:03:54.400 --> 00:03:59.400]   And she used words that made me question
[00:03:59.400 --> 00:04:01.280]   why I was even employed.
[00:04:01.280 --> 00:04:04.960]   And it got to the point where I was listening
[00:04:04.960 --> 00:04:09.960]   to self-help books, tapes at that time,
[00:04:09.960 --> 00:04:12.080]   on the way to work.
[00:04:12.080 --> 00:04:15.640]   And I would always have the anxiety that built up
[00:04:15.640 --> 00:04:17.840]   'cause like anxiety stepping into the office
[00:04:17.840 --> 00:04:21.160]   was it just triggered whenever I saw this individual.
[00:04:21.160 --> 00:04:23.480]   And I had to listen to these self-help tapes
[00:04:23.480 --> 00:04:24.840]   for about 15 minutes in the car
[00:04:24.840 --> 00:04:26.720]   before I walked out the office.
[00:04:26.720 --> 00:04:30.000]   I went in, did my 10, 12 hour day,
[00:04:30.000 --> 00:04:33.320]   came back broken.
[00:04:33.320 --> 00:04:37.720]   And I sat in the parking lot every day in the car,
[00:04:37.720 --> 00:04:40.960]   listening to the self-help tapes again before I went home
[00:04:40.960 --> 00:04:43.400]   because I didn't want to take that
[00:04:43.400 --> 00:04:47.760]   and unfairly project frustrations onto my then girlfriend.
[00:04:48.760 --> 00:04:50.480]   And it was just a really dark time.
[00:04:50.480 --> 00:04:51.840]   I really, really struggled.
[00:04:51.840 --> 00:04:55.600]   And she ended up letting me go.
[00:04:55.600 --> 00:04:57.560]   The sin of mine, I was at that point,
[00:04:57.560 --> 00:05:00.400]   was I thought I was a good project manager.
[00:05:00.400 --> 00:05:01.640]   I'm not.
[00:05:01.640 --> 00:05:04.080]   I thought I was good at building relationships.
[00:05:04.080 --> 00:05:05.360]   I can't.
[00:05:05.360 --> 00:05:08.280]   I thought I knew web marketing.
[00:05:08.280 --> 00:05:09.520]   I don't.
[00:05:09.520 --> 00:05:13.560]   I thought I could manage a cross-functional team
[00:05:13.560 --> 00:05:16.000]   of designers and developers.
[00:05:16.000 --> 00:05:16.840]   No, you can't.
[00:05:17.840 --> 00:05:22.840]   And so I, but that was like my living.
[00:05:22.840 --> 00:05:25.520]   Like digital marketing was a thing I chose to do.
[00:05:25.520 --> 00:05:26.600]   And I didn't know how to pivot.
[00:05:26.600 --> 00:05:28.200]   I didn't know if I should pivot.
[00:05:28.200 --> 00:05:31.640]   And so I went through a period of unemployment.
[00:05:31.640 --> 00:05:34.640]   I had the stress of needing to pay a mortgage.
[00:05:34.640 --> 00:05:36.800]   So I was trying to rent out my rooms,
[00:05:36.800 --> 00:05:40.200]   claiming unemployment and just doing all these odds and ends
[00:05:40.200 --> 00:05:41.520]   to just try to make it meet.
[00:05:41.520 --> 00:05:43.080]   And as a matter of fact, to this day,
[00:05:43.080 --> 00:05:47.280]   I can't eat oatmeal anymore
[00:05:47.280 --> 00:05:49.000]   because that's what I ate straight
[00:05:49.000 --> 00:05:50.600]   for like probably like five or six months.
[00:05:50.600 --> 00:05:55.600]   I just ate oatmeal with either salt or sugar
[00:05:55.600 --> 00:05:59.320]   because adding toppings costs money.
[00:05:59.320 --> 00:06:01.080]   And I didn't want to buy dried fruits
[00:06:01.080 --> 00:06:03.280]   'cause that could be $4.
[00:06:03.280 --> 00:06:06.360]   And that's $4 I might need for something else.
[00:06:06.360 --> 00:06:09.880]   And so I was living as bare minimum as I could,
[00:06:09.880 --> 00:06:11.240]   just barely scraping by.
[00:06:11.240 --> 00:06:13.280]   I then took a lot of contract work
[00:06:13.280 --> 00:06:14.480]   in the digital marketing space.
[00:06:14.480 --> 00:06:17.640]   And then I landed a contractor role at Logitech.
[00:06:17.640 --> 00:06:20.600]   And it was there that I started kind of rediscovering
[00:06:20.600 --> 00:06:21.800]   my love for digital again.
[00:06:21.800 --> 00:06:23.600]   But then I was converted to full-time.
[00:06:23.600 --> 00:06:24.440]   And it was great.
[00:06:24.440 --> 00:06:26.240]   And I was like, I love Logitech.
[00:06:26.240 --> 00:06:27.080]   I love the product.
[00:06:27.080 --> 00:06:29.760]   And this was fantastic.
[00:06:29.760 --> 00:06:32.160]   And that's where the nature of the relationship
[00:06:32.160 --> 00:06:35.240]   started to kind of rub a little strange.
[00:06:35.240 --> 00:06:38.520]   My manager brought on another manager to manage me.
[00:06:38.520 --> 00:06:40.160]   I thought my previous manager
[00:06:40.160 --> 00:06:42.720]   was the most difficult I've ever had.
[00:06:42.720 --> 00:06:47.320]   This one, she was probably the worst up to that point.
[00:06:47.320 --> 00:06:52.320]   If I had a mentor, those discussions would have been around
[00:06:52.320 --> 00:06:54.960]   how do you understand my manager
[00:06:54.960 --> 00:06:58.120]   and how to manage my manager, all that kind of stuff.
[00:06:58.120 --> 00:07:00.640]   But I didn't have any of that.
[00:07:00.640 --> 00:07:03.440]   And so all I could deal with was what was in front of me.
[00:07:03.440 --> 00:07:07.840]   And the leadership style of this manager,
[00:07:08.560 --> 00:07:10.760]   and I was her only direct report.
[00:07:10.760 --> 00:07:12.240]   And I'm not sure if this is her first time
[00:07:12.240 --> 00:07:13.240]   managing or whatnot,
[00:07:13.240 --> 00:07:15.720]   but it was a very confrontational nature.
[00:07:15.720 --> 00:07:20.720]   And in an effort to maybe exert or exercise her authority,
[00:07:20.720 --> 00:07:24.600]   like my previous manager,
[00:07:24.600 --> 00:07:29.200]   she chose to use her vocabulary to do that.
[00:07:29.200 --> 00:07:34.200]   And there were times where we would have our one-on-one
[00:07:34.440 --> 00:07:38.600]   in the cafe and there's plenty of people around
[00:07:38.600 --> 00:07:40.200]   and she would raise her voice
[00:07:40.200 --> 00:07:43.360]   and yell at me and berate me in front of people.
[00:07:43.360 --> 00:07:44.440]   She would call me an idiot.
[00:07:44.440 --> 00:07:46.440]   She would say like, what the F are you doing?
[00:07:46.440 --> 00:07:48.120]   Like, this is unacceptable.
[00:07:48.120 --> 00:07:48.960]   And quite frankly,
[00:07:48.960 --> 00:07:51.720]   and some of the things that she's bringing up
[00:07:51.720 --> 00:07:54.000]   like has nothing to do with me.
[00:07:54.000 --> 00:07:56.200]   And so I'm processing all of these things.
[00:07:56.200 --> 00:07:58.720]   And I'm like, I'm trying to help her understand that,
[00:07:58.720 --> 00:08:00.840]   hey, like what you're talking about isn't necessarily me
