
[00:00:00.000 --> 00:00:02.660]   [silence]
[00:00:02.660 --> 00:00:03.700]   Today, it's really simple.
[00:00:03.700 --> 00:00:06.540]   Nicotine only binds to the nicotinic acetylcholine receptors
[00:00:06.540 --> 00:00:08.180]   and there are a bunch of different ones
[00:00:08.180 --> 00:00:09.740]   on a bunch of different tissues.
[00:00:09.740 --> 00:00:12.500]   And the differences in those receptors
[00:00:12.500 --> 00:00:15.220]   dictate what sorts of effects
[00:00:15.220 --> 00:00:17.940]   the nicotine will have on those tissues.
[00:00:17.940 --> 00:00:19.580]   So let's talk about what those effects are.
[00:00:19.580 --> 00:00:22.020]   And let's do that by dividing the effects of nicotine
[00:00:22.020 --> 00:00:23.640]   into effects on the brain.
[00:00:23.640 --> 00:00:26.180]   So everything from the neck up and on the body,
[00:00:26.180 --> 00:00:28.640]   the so-called central nervous system and the periphery.
[00:00:28.640 --> 00:00:30.080]   Although I want to point out that your spinal cord
[00:00:30.080 --> 00:00:31.280]   is part of the central nervous system.
[00:00:31.280 --> 00:00:33.880]   So in fairness to the reality,
[00:00:33.880 --> 00:00:36.920]   your brain and spinal cord are all central nervous system.
[00:00:36.920 --> 00:00:39.420]   Everything else is considered the periphery.
[00:00:39.420 --> 00:00:40.440]   Now there are a lot of different
[00:00:40.440 --> 00:00:42.240]   nicotinic acetylcholine receptors,
[00:00:42.240 --> 00:00:43.800]   but for those of you that want to know,
[00:00:43.800 --> 00:00:47.280]   you aficionados or if you're ultra curious about this,
[00:00:47.280 --> 00:00:50.060]   the main effects of nicotine in the brain
[00:00:50.060 --> 00:00:52.800]   are mediated by nicotine binding
[00:00:52.800 --> 00:00:56.280]   to the so-called alpha-4 beta-2 receptor.
[00:00:56.280 --> 00:00:58.640]   Alpha-4 beta-2 receptor.
[00:00:58.640 --> 00:01:01.080]   Even if you don't care about receptor subtypes,
[00:01:01.080 --> 00:01:02.960]   that's going to come up later when we discuss
[00:01:02.960 --> 00:01:05.880]   why nicotine suppresses appetite.
[00:01:05.880 --> 00:01:07.200]   In fact, one of the major reasons
[00:01:07.200 --> 00:01:09.480]   why people don't want to quit smoking,
[00:01:09.480 --> 00:01:13.080]   or they quit smoking or another form of ingesting nicotine,
[00:01:13.080 --> 00:01:14.640]   and then they relapse,
[00:01:14.640 --> 00:01:17.600]   they go back to smoking or ingesting nicotine
[00:01:17.600 --> 00:01:18.560]   in some other way,
[00:01:18.560 --> 00:01:22.360]   is because indeed nicotine will increase metabolism
[00:01:22.360 --> 00:01:24.740]   and reduce hunger in large part
[00:01:24.740 --> 00:01:27.400]   by binding to this alpha-4 beta-2 receptor
[00:01:27.400 --> 00:01:28.480]   in a particular area of the brain.
[00:01:28.480 --> 00:01:29.600]   We're going to return to that in a little bit,
[00:01:29.600 --> 00:01:32.560]   but if you've ever heard that nicotine kills the appetite,
[00:01:32.560 --> 00:01:34.000]   indeed it does.
[00:01:34.000 --> 00:01:35.600]   It's not the behavior of smoking itself.
[00:01:35.600 --> 00:01:37.240]   It's not because you always have a cigarette in your mouth
[00:01:37.240 --> 00:01:38.560]   that you're not eating more food,
[00:01:38.560 --> 00:01:40.760]   although I suppose that might be a minor effect.
[00:01:40.760 --> 00:01:44.040]   There are direct effects of nicotine on both appetite,
[00:01:44.040 --> 00:01:45.480]   that is it reduces appetite,
[00:01:45.480 --> 00:01:47.240]   and direct effects on metabolism,
[00:01:47.240 --> 00:01:49.520]   that is it increases metabolism through its effects
[00:01:49.520 --> 00:01:51.120]   on some other areas of the brain and body
[00:01:51.120 --> 00:01:52.400]   we'll talk about in a moment.
[00:01:52.400 --> 00:01:53.740]   And within the brain,
[00:01:53.740 --> 00:01:57.740]   nicotine binds to this alpha-4 beta-2 receptor
[00:01:57.740 --> 00:01:59.420]   in various locations in the brain.
[00:01:59.420 --> 00:02:01.740]   And there are three and maybe a fourth
[00:02:01.740 --> 00:02:04.940]   that we'll talk about neurochemical effects of nicotine
[00:02:04.940 --> 00:02:06.060]   after you ingest it.
