
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.980]   - Welcome to episode number four
[00:00:07.980 --> 00:00:10.720]   of the Bogleheads Life Stages Podcast.
[00:00:10.720 --> 00:00:12.280]   Bogleheads are investors who follow
[00:00:12.280 --> 00:00:14.080]   John Bogle's investing philosophy
[00:00:14.080 --> 00:00:16.800]   for attaining financial independence.
[00:00:16.800 --> 00:00:19.080]   Today's episode features Jim Richmond,
[00:00:19.080 --> 00:00:22.040]   designer of the Flexible Retirement Planner.
[00:00:22.040 --> 00:00:25.920]   This recording was made on March 24th, 2021.
[00:00:25.920 --> 00:00:27.560]   Nothing in this video should be construed
[00:00:27.560 --> 00:00:30.800]   as personalized investment advice.
[00:00:30.800 --> 00:00:32.640]   - Oh, well, you know, what about retirement?
[00:00:32.640 --> 00:00:35.440]   What about, you know, how much do I need to have saved?
[00:00:35.440 --> 00:00:39.520]   And I started looking around and I put the,
[00:00:39.520 --> 00:00:43.160]   I wanted something that had implemented variable withdrawal.
[00:00:43.160 --> 00:00:44.880]   I was looking for a calculator online
[00:00:44.880 --> 00:00:47.800]   that had just some sort of decision rule.
[00:00:47.800 --> 00:00:51.320]   I had read some recent paper, there's, I think, Goitin,
[00:00:51.320 --> 00:00:54.880]   Jonathan Goitin had written about how to kind of,
[00:00:54.880 --> 00:00:57.360]   you could get a slightly higher withdrawal rate
[00:00:57.360 --> 00:00:59.040]   with a good probability of success
[00:00:59.040 --> 00:01:02.560]   if you have some decision rule in the withdrawal process
[00:01:02.560 --> 00:01:04.240]   that adjusts the withdrawal
[00:01:04.240 --> 00:01:06.360]   based on how well the plan is going.
[00:01:06.360 --> 00:01:08.720]   So if you have a bad sequence of returns,
[00:01:08.720 --> 00:01:11.680]   you could maybe cut back spending a little bit.
[00:01:11.680 --> 00:01:14.080]   And if you allow that in the model,
[00:01:14.080 --> 00:01:18.960]   you end up with a higher withdrawal rate supported
[00:01:18.960 --> 00:01:20.960]   for a given probability of success
[00:01:20.960 --> 00:01:23.520]   or a given success rate for the retirement plan.
[00:01:23.520 --> 00:01:25.720]   So anyhow, I couldn't find that calculator.
[00:01:25.720 --> 00:01:27.800]   So I decided to put this one together
[00:01:27.800 --> 00:01:30.920]   and initially just did it on a whim,
[00:01:30.920 --> 00:01:33.480]   but I posted it to the web
[00:01:33.480 --> 00:01:37.120]   and did get some positive feedback about it.
[00:01:37.120 --> 00:01:40.600]   And after six months or a year,
[00:01:40.600 --> 00:01:44.720]   I decided to turn it into a business and have done it.
[00:01:44.720 --> 00:01:49.240]   Okay, so right now you should be seeing,
[00:01:49.240 --> 00:01:50.960]   or within a few minutes, seconds,
[00:01:50.960 --> 00:01:53.400]   you'll be seeing the main page
[00:01:53.400 --> 00:01:55.200]   for the Flexible Retirement Planner.
[00:01:55.200 --> 00:01:58.200]   And this is what you get if you hit New Plan
[00:01:58.200 --> 00:01:59.800]   up in the top left.
[00:01:59.800 --> 00:02:02.200]   It resets all the inputs to their defaults.
[00:02:02.200 --> 00:02:06.280]   Let me see if I can.
[00:02:06.280 --> 00:02:14.000]   And the inputs to the planner
[00:02:14.000 --> 00:02:15.960]   should be relatively straightforward.
[00:02:15.960 --> 00:02:19.080]   Current age, retirement age, life expectancy.
[00:02:19.080 --> 00:02:20.520]   For this demo, I'm gonna start out,
[00:02:20.520 --> 00:02:24.640]   we'll assume the retiree is 40 years old.
[00:02:24.640 --> 00:02:27.600]   The person using the planner.
[00:02:27.600 --> 00:02:30.440]   And the retirement age, 65,
[00:02:30.440 --> 00:02:31.920]   and the life expectancy, 95.
[00:02:31.920 --> 00:02:33.440]   We'll say 3% for inflation.
[00:02:33.440 --> 00:02:34.680]   We'll leave it at the default.
[00:02:34.680 --> 00:02:37.840]   These income tax and investment tax rates
[00:02:37.840 --> 00:02:40.200]   should include state tax and federal tax,
[00:02:40.200 --> 00:02:43.240]   any local income tax if it's paid.
[00:02:43.240 --> 00:02:46.080]   And then for portfolio value,
[00:02:46.080 --> 00:02:49.280]   we're gonna say that there's currently a $300,000,
[00:02:49.280 --> 00:02:52.240]   let me make sure I get that,
[00:02:54.080 --> 00:02:57.320]   $300,000 tax-deferred portfolio.
