
[00:00:00.000 --> 00:00:04.960]   The following is a conversation with Jared Kushner, former senior advisor to the president
[00:00:04.960 --> 00:00:10.940]   during the Donald Trump administration and author of Breaking History, a White House memoir.
[00:00:10.940 --> 00:00:16.560]   He's one of the most influential and effective presidential advisors in modern history,
[00:00:16.560 --> 00:00:20.920]   helping conduct negotiations with some of the most powerful leaders in the world
[00:00:20.920 --> 00:00:27.640]   and deliver results on trade, criminal justice reform, and historic progress towards peace
[00:00:27.640 --> 00:00:34.280]   in the Middle East. On Thursday, October 5th, we recorded a conversation on topics of war and peace,
[00:00:34.280 --> 00:00:40.740]   history and power in the Middle East and beyond. This was about a day and a half before the Hamas
[00:00:40.740 --> 00:00:47.420]   attack on Israel, and then we felt we must sit down again on Monday, October 9th, and add a
[00:00:47.420 --> 00:00:53.340]   discussion on the current situation. We opened the podcast with the second newly recorded part.
[00:00:53.340 --> 00:00:57.540]   My heart goes out to everyone who has
[00:00:57.540 --> 00:01:04.620]   and is suffering in this war. I pray for your strength and for the long-term peace and flourishing
[00:01:04.620 --> 00:01:12.360]   of the Israeli and Palestinian people. I love you all. This is the Lex Friedman Podcast,
[00:01:12.360 --> 00:01:19.920]   and now, dear friends, here's Jared Kushner. We did a lot of this conversation before the Hamas
[00:01:19.920 --> 00:01:25.920]   attack on Israel, and we decided to sit down again and finish the discussion to address the current
[00:01:25.920 --> 00:01:27.440]   situation, which is still the same. I'm Jared Kushner, and I'll see you next time.
[00:01:27.440 --> 00:01:35.280]   If I may, allow me to summarize the situation as it stands today. It's morning, Monday, October 9th.
[00:01:35.280 --> 00:01:43.160]   On Saturday, October 7th, at 6.30 a.m. Israel time, Hamas fired thousands of rockets into
[00:01:43.160 --> 00:01:48.440]   southern Israel. The rocket attack served as cover for a multi-pronged infiltration of Israel
[00:01:48.440 --> 00:01:56.700]   territory by over 1,000 Hamas militants. This is shortly after, at 7.40 a.m. The Hamas militants
[00:01:56.700 --> 00:01:57.340]   went door-to-door and were able to get to the Hamas militants. They were able to get to the Hamas militants
[00:01:57.340 --> 00:02:02.800]   in border towns, killing civilians and taking captives, including women and children.
[00:02:02.800 --> 00:02:07.700]   In response to this, Israeli Air Force began carrying out strikes in Gaza,
[00:02:07.700 --> 00:02:12.520]   also fighting on the ground in Israel to clear out Hamas militants from Israel territory,
[00:02:12.520 --> 00:02:17.960]   and preparing to mobilize Israeli troops for a potential ground attack on Hamas in Gaza.
[00:02:17.960 --> 00:02:24.120]   Now, of course, this is what it appears to be right now, and this, along with other things,
[00:02:24.120 --> 00:02:27.240]   might change because the situation is still developing.
[00:02:27.240 --> 00:02:32.600]   The IDF is ordering civilian residents of Gaza to evacuate their homes for their safety.
[00:02:32.600 --> 00:02:38.140]   Benjamin Netanyahu declared war in several statements and warned Israelis to brace
[00:02:38.140 --> 00:02:43.280]   themselves for a long and difficult war. Just today, Israeli ministers ordered a,
[00:02:43.280 --> 00:02:48.720]   quote, complete siege of Gaza, interrupting supplies of electricity, food, water, and fuel
[00:02:48.720 --> 00:02:56.820]   from Israel to Gaza. As of now, October 9th, the death toll is over 1,200 people and over
