
[00:00:00.000 --> 00:00:01.280]   Hello, everybody.
[00:00:01.280 --> 00:00:03.200]   It's Sam from Financial Samurai.
[00:00:03.200 --> 00:00:08.040]   And in this short episode, I want to share my thoughts on investing in stocks and in
[00:00:08.040 --> 00:00:10.820]   real estate for 2022.
[00:00:10.820 --> 00:00:18.380]   So mid-June 2022, we are finally seeing expectations for Fed rate cuts.
[00:00:18.380 --> 00:00:23.780]   Fed rate cuts, all the Fed has been talking about is trying to stem inflation by hiking.
[00:00:23.780 --> 00:00:26.480]   They hiked by 75 basis points recently.
[00:00:26.480 --> 00:00:31.920]   Expectations are for another 75 basis points in July and maybe 50 basis points going forward
[00:00:31.920 --> 00:00:35.320]   to maybe 3.5% when it's all said and done.
[00:00:35.320 --> 00:00:43.480]   However, finally, mid-June, the expectations for Fed rate cuts are coming starting in 2023.
[00:00:43.480 --> 00:00:44.480]   Now why is that?
[00:00:44.480 --> 00:00:50.240]   Well, we saw the biggest drop in 10 years in the June US Purchasing Managers Index,
[00:00:50.240 --> 00:00:51.640]   the PMI.
[00:00:51.640 --> 00:00:57.080]   And also finally, we saw a decline in oil prices in mid-June.
[00:00:57.080 --> 00:01:02.000]   Now a lot of people have argued that raising the Fed funds rate isn't going to do anything
[00:01:02.000 --> 00:01:04.760]   to stem oil prices, right?
[00:01:04.760 --> 00:01:07.560]   Ukraine, Russia, there's a problem there.
[00:01:07.560 --> 00:01:10.880]   So that's causing supply issues.
[00:01:10.880 --> 00:01:11.880]   And that's really true.
[00:01:11.880 --> 00:01:17.920]   The Fed funds rate isn't going to curtail oil prices, but it could create massive economic
[00:01:17.920 --> 00:01:23.200]   destruction, which will create demand destruction for oil and cause prices to go down.
[00:01:23.200 --> 00:01:29.000]   So the key is for the Fed not to raise too aggressively as it's seeing the market do
[00:01:29.000 --> 00:01:31.480]   its job for them.
[00:01:31.480 --> 00:01:36.600]   And personally, I think the Fed isn't going to be able to go through with their Fed rate
[00:01:36.600 --> 00:01:43.200]   hike plans because things are selling off, demand is getting destroyed, oil prices are
[00:01:43.200 --> 00:01:48.960]   finally weakening, and I think it's only a matter of time before there are clear signs
[00:01:48.960 --> 00:01:51.080]   that inflation is peaking.
[00:01:51.080 --> 00:01:57.600]   Once the July data comes out in August 2022, I think it's going to be pretty clear that
[00:01:57.600 --> 00:01:59.200]   inflation has peaked.
[00:01:59.200 --> 00:02:03.480]   And we might even get positive June inflation data out in July.
[00:02:03.480 --> 00:02:10.240]   If this is the case, 3.5% was likely the peak for the 10-year bond yield.
[00:02:10.240 --> 00:02:16.600]   And with less fear of a further rise in interest rates, risk appetite should increase, resulting
[00:02:16.600 --> 00:02:20.560]   in a rebound in equities in the second half of 2022.
[00:02:20.560 --> 00:02:27.760]   So this thought process also implies 3,666 on the S&P 500 is the bottom of this latest
[00:02:27.760 --> 00:02:28.760]   bear market.
[00:02:28.760 --> 00:02:35.000]   Now, obviously, there are no certainties when it comes to investing, only thoughts and predictions.
[00:02:35.000 --> 00:02:43.280]   But if we look at the S&P 500 where it is right now at 3,900, the valuations are reasonable.
[00:02:43.280 --> 00:02:46.460]   It's about 15.5 times price to earnings.
[00:02:46.460 --> 00:02:51.040]   The only problem is that Wall Street analysts have not started aggressively cutting their
[00:02:51.040 --> 00:02:55.040]   earnings estimates to account for a slowdown in the economy.
[00:02:55.040 --> 00:03:02.140]   So let's say the P/E multiple contracts by 7% to 8% to 14x, with a 10% downward revision
[00:03:02.140 --> 00:03:06.120]   in earnings to 226 for the S&P 500.
[00:03:06.120 --> 00:03:13.640]   Then we're talking about 3,163 on the S&P 500 for another 14%, 15% downside.
[00:03:13.640 --> 00:03:14.640]   Is that possible?
[00:03:14.640 --> 00:03:16.620]   Definitely, that's possible.
[00:03:16.620 --> 00:03:17.700]   Is it likely?
