
[00:00:00.000 --> 00:00:02.280]   (upbeat music)
[00:00:02.280 --> 00:00:05.360]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.360 --> 00:00:08.160]   a show about upgrading your life, money, and travel.
[00:00:08.160 --> 00:00:09.400]   I'm your host, Chris Hutchins,
[00:00:09.400 --> 00:00:12.120]   and I've recently gotten a ton of questions from you,
[00:00:12.120 --> 00:00:14.160]   and even from friends and past colleagues
[00:00:14.160 --> 00:00:16.280]   about time management, delegation,
[00:00:16.280 --> 00:00:18.700]   and specifically about hiring and working
[00:00:18.700 --> 00:00:20.560]   with an assistant or EA.
[00:00:20.560 --> 00:00:22.760]   So I thought it would be a great idea
[00:00:22.760 --> 00:00:26.160]   to invite my friend and founder of Levels, Sam Korkos,
[00:00:26.160 --> 00:00:29.220]   who is an absolute expert at delegation,
[00:00:29.220 --> 00:00:31.260]   to talk about delegation broadly,
[00:00:31.260 --> 00:00:32.980]   as well as the entire process
[00:00:32.980 --> 00:00:35.100]   from assessing the need to hire an EA,
[00:00:35.100 --> 00:00:37.240]   ways to hire one, how to work with them,
[00:00:37.240 --> 00:00:39.520]   and some challenges that may come up.
[00:00:39.520 --> 00:00:42.140]   Believe it or not, Sam has four EAs,
[00:00:42.140 --> 00:00:45.120]   including one he's worked with for over 10 years,
[00:00:45.120 --> 00:00:47.640]   and yet somehow has never actually had
[00:00:47.640 --> 00:00:50.760]   a synchronous one-on-one direct conversation with her.
[00:00:50.760 --> 00:00:53.160]   In addition to all that, Sam shares my passion
[00:00:53.160 --> 00:00:55.360]   for using software, automation, services,
[00:00:55.360 --> 00:00:58.700]   shortcuts, and now AI to outsource, onboard,
[00:00:58.700 --> 00:01:00.760]   and optimize so much of his life,
[00:01:00.760 --> 00:01:02.640]   and he is so good at it.
[00:01:02.640 --> 00:01:05.200]   So I hope that this is really a masterclass
[00:01:05.200 --> 00:01:09.080]   in all things delegation and focusing on what matters.
[00:01:09.080 --> 00:01:11.040]   And if you noticed the length of this episode
[00:01:11.040 --> 00:01:13.160]   and thought, wow, that's way too long,
[00:01:13.160 --> 00:01:15.880]   I tried to edit out as much as I could,
[00:01:15.880 --> 00:01:17.560]   but I wanted to leave all the good stuff,
[00:01:17.560 --> 00:01:19.480]   and there was just so much.
[00:01:19.480 --> 00:01:21.840]   So my goal is that even if you listen to it
[00:01:21.840 --> 00:01:24.360]   in its entirety at 1x speed,
[00:01:24.360 --> 00:01:26.720]   I think you'll save more than that much time,
[00:01:26.720 --> 00:01:30.540]   if not 10, 100, or even 1,000 times more time
[00:01:30.540 --> 00:01:33.020]   by putting some of what you learn into place.
[00:01:33.020 --> 00:01:35.620]   And to help with that, I worked with the team at Oceans,
[00:01:35.620 --> 00:01:37.060]   which is a company I use
[00:01:37.060 --> 00:01:39.440]   to find my amazing assistant, Pasani,
[00:01:39.440 --> 00:01:42.740]   to put together a guide that covers 10 tactical steps
[00:01:42.740 --> 00:01:45.180]   you need to take before, during,
[00:01:45.180 --> 00:01:47.180]   and after hiring an assistant
[00:01:47.180 --> 00:01:49.980]   to create a paradigm shift in the way you work.
[00:01:49.980 --> 00:01:52.220]   It covers everything from changing your mindset
[00:01:52.220 --> 00:01:55.020]   to training yourself to delegate and more.
[00:01:55.020 --> 00:01:56.140]   If you wanna check it out,
[00:01:56.140 --> 00:01:58.980]   it's totally free, just go to the link in the show notes
[00:01:58.980 --> 00:02:02.920]   or go to allthehacks.com/delegate.
[00:02:02.920 --> 00:02:04.800]   Or if you're interested in getting an assistant,
[00:02:04.800 --> 00:02:07.380]   you can check out oceansxyz.com,
[00:02:07.380 --> 00:02:08.980]   and I'm pretty sure that if you tell them
[00:02:08.980 --> 00:02:12.060]   you heard about it here, they will hook you up with a deal.
[00:02:12.060 --> 00:02:14.700]   Okay, I am so excited for this conversation with Sam,
[00:02:14.700 --> 00:02:16.940]   so let's jump in right after this.
[00:02:16.940 --> 00:02:20.460]   Do you all remember episode 122
[00:02:20.460 --> 00:02:22.500]   when I spoke to chef David Chang
[00:02:22.500 --> 00:02:24.660]   about leveling up your cooking at home?
[00:02:24.660 --> 00:02:27.020]   If not, definitely go back and give it a listen,
[00:02:27.020 --> 00:02:30.500]   but one of his top hacks was using the microwave more.
[00:02:30.500 --> 00:02:32.820]   I'll admit, I was a skeptic at first,
[00:02:32.820 --> 00:02:34.380]   but after getting a full set
[00:02:34.380 --> 00:02:36.420]   of microwave cookware from Anyday,
[00:02:36.420 --> 00:02:37.860]   I'm a total convert,
[00:02:37.860 --> 00:02:40.100]   and I'm excited to partner with them for this episode.
[00:02:40.100 --> 00:02:42.900]   Anyday is glass cookware specifically designed
[00:02:42.900 --> 00:02:45.940]   to make delicious food from scratch in the microwave,
[00:02:45.940 --> 00:02:49.260]   and honestly, using it feels like a kitchen cheat code
[00:02:49.260 --> 00:02:52.940]   because it speeds up and simplifies the process so much.
[00:02:52.940 --> 00:02:55.300]   The cookware is 100% plastic-free,
[00:02:55.300 --> 00:02:58.060]   and you can cook, serve, store, and reheat
[00:02:58.060 --> 00:02:59.740]   all in the same dish
[00:02:59.740 --> 00:03:03.180]   that happens to be dishwasher, freezer, and oven-safe too.
[00:03:03.180 --> 00:03:04.860]   And if you need a recipe suggestion
[00:03:04.860 --> 00:03:06.660]   to kick off your Anyday adventure,
[00:03:06.660 --> 00:03:09.420]   I highly recommend David Chang's Salmon Rice.
[00:03:09.420 --> 00:03:11.340]   It is so good.
[00:03:11.340 --> 00:03:12.780]   And if you haven't checked out
[00:03:12.780 --> 00:03:16.020]   the Matte Black Ayo Collection they launched last year,
[00:03:16.020 --> 00:03:17.700]   you have to check it out.
[00:03:17.700 --> 00:03:21.140]   So to get 15% off our new favorite cookware,
[00:03:21.140 --> 00:03:24.420]   go to allthehacks.com/anyday.
[00:03:24.420 --> 00:03:29.420]   Again, that's allthehacks.com/anyday for 15% off.
[00:03:29.420 --> 00:03:33.380]   Sam, thanks for being here.
[00:03:33.380 --> 00:03:34.220]   - Glad to be here.
[00:03:34.220 --> 00:03:35.660]   - I wanna start this conversation off
[00:03:35.660 --> 00:03:37.260]   just talking at a high level
[00:03:37.260 --> 00:03:41.380]   on why delegation is actually important for really anyone.
[00:03:41.380 --> 00:03:44.020]   - I think it's probably the most important skill
[00:03:44.020 --> 00:03:45.660]   to develop as a leader,
[00:03:45.660 --> 00:03:48.540]   to be able to increase your capacity,
[00:03:48.540 --> 00:03:51.260]   to be able to deliver more value.
[00:03:51.260 --> 00:03:55.060]   The amount of time that you have in your life is finite.
[00:03:55.060 --> 00:03:57.740]   And so the only way at a certain point in your career
[00:03:57.740 --> 00:03:59.860]   that you can deliver more value
[00:03:59.860 --> 00:04:02.420]   is to learn how to delegate to other people,
[00:04:02.420 --> 00:04:04.660]   to be able to extend the number of hours
[00:04:04.660 --> 00:04:06.660]   that can be contributed to a certain initiative.
[00:04:06.660 --> 00:04:10.740]   So ultimately, everyone who intends to reach some level
[00:04:10.740 --> 00:04:13.500]   of success in their life needs to learn how to delegate.
[00:04:13.500 --> 00:04:16.180]   That's probably the highest level explanation.
[00:04:16.180 --> 00:04:18.300]   - The only pushback I'll give you is you said a leader,
[00:04:18.300 --> 00:04:20.980]   and I guess we could think about leader more broadly.
[00:04:20.980 --> 00:04:22.300]   The average person listening might think,
[00:04:22.300 --> 00:04:24.340]   oh, this is a skill that's relevant
[00:04:24.340 --> 00:04:27.700]   for people who are running companies or managers.
[00:04:27.700 --> 00:04:29.980]   And I would just say, you'll learn this soon enough,
[00:04:29.980 --> 00:04:33.660]   but with two kids, I feel like time shrinks
[00:04:33.660 --> 00:04:36.220]   because there are more responsibilities at home
[00:04:36.220 --> 00:04:39.140]   and it can also become a really important skill
[00:04:39.140 --> 00:04:42.340]   for anyone beyond just leaders.
[00:04:42.340 --> 00:04:44.580]   And if you expand the definition of leaders bright enough,
[00:04:44.580 --> 00:04:46.300]   then I guess it includes everyone.
[00:04:46.300 --> 00:04:48.380]   - Yeah, and it really depends on how abstract
[00:04:48.380 --> 00:04:50.820]   we wanna go with this, but in many ways,
[00:04:50.820 --> 00:04:55.820]   you're delegating the labor of growing crops to a farmer
[00:04:55.820 --> 00:04:57.500]   and then you're buying their service,
[00:04:57.500 --> 00:04:59.260]   you're buying the product from them.
[00:04:59.260 --> 00:05:02.060]   So it's just a little, you're already delegating
[00:05:02.060 --> 00:05:03.380]   many, many parts of your life,
[00:05:03.380 --> 00:05:05.060]   whether you realize it or not.
[00:05:05.060 --> 00:05:08.260]   And so in order to achieve anything bigger
[00:05:08.260 --> 00:05:10.620]   than what you would just be able to do by yourself
[00:05:10.620 --> 00:05:12.220]   with limited capacity,
[00:05:12.220 --> 00:05:14.460]   you have to be able to learn how to work with other people.
[00:05:14.460 --> 00:05:16.100]   And that's truly what delegation is.
[00:05:16.100 --> 00:05:17.300]   - It's funny, I was gonna ask you
[00:05:17.300 --> 00:05:19.020]   about some of the benefits you've seen in your life.
[00:05:19.020 --> 00:05:20.340]   And now I'm like, well, one benefit is
[00:05:20.340 --> 00:05:21.420]   you don't have to be a farmer.
[00:05:21.420 --> 00:05:23.100]   (all laughing)
[00:05:23.100 --> 00:05:27.740]   But how do you think, if you rewind and look at now,
[00:05:27.740 --> 00:05:30.380]   becoming great at delegation benefits your life
[00:05:30.380 --> 00:05:32.060]   and changes your life in what way?
[00:05:32.060 --> 00:05:33.420]   - You can do more things.
[00:05:33.420 --> 00:05:36.340]   Often when I'm coaching people that I work with
[00:05:36.340 --> 00:05:39.340]   or talking to friends who are struggling with these things,
[00:05:39.340 --> 00:05:41.340]   one of the biggest challenges that I found
[00:05:41.340 --> 00:05:45.700]   of trying to get people to measure their time,
[00:05:45.700 --> 00:05:48.900]   to put things in their calendar and to measure their time,
[00:05:48.900 --> 00:05:52.540]   I think the biggest reason why people don't want to do it
[00:05:52.540 --> 00:05:54.860]   is that really there's an existential dread
[00:05:54.860 --> 00:05:55.940]   that comes with it.
[00:05:55.940 --> 00:05:58.460]   When you have this list of all the places
[00:05:58.460 --> 00:06:00.140]   you wanna go on vacation in your life,
[00:06:00.140 --> 00:06:02.340]   it's like, I wanna go to India,
[00:06:02.340 --> 00:06:04.780]   I wanna go to the Bahamas,
[00:06:04.780 --> 00:06:06.860]   I wanna go here, I wanna go there.
[00:06:06.860 --> 00:06:08.620]   It's like, wow, this would be so amazing.
[00:06:08.620 --> 00:06:11.740]   And it's like, great, let's look at the rest of your life
[00:06:11.740 --> 00:06:13.420]   and how much time you have.
[00:06:13.420 --> 00:06:15.620]   And it looks like you get to pick four of those.
[00:06:15.620 --> 00:06:19.620]   That can be a really unpleasant conversation.
[00:06:19.620 --> 00:06:22.140]   And so I think to recognize
[00:06:22.140 --> 00:06:24.500]   that you have a finite amount of time,
[00:06:24.500 --> 00:06:27.980]   and if you want to deliver on anything of value,
[00:06:27.980 --> 00:06:30.620]   you have to figure out how to get better at delegating.
[00:06:30.620 --> 00:06:32.980]   And it doesn't mean that you have to pick one thing
[00:06:32.980 --> 00:06:33.820]   or the other.
[00:06:33.820 --> 00:06:34.940]   You don't have to say,
[00:06:34.940 --> 00:06:37.340]   I want to achieve all of these things.
[00:06:37.340 --> 00:06:41.420]   But if you wanna do something like build a piece of software
[00:06:41.420 --> 00:06:43.060]   that you sell to people,
[00:06:43.060 --> 00:06:45.140]   unless you think that you can do all of it,
[00:06:45.140 --> 00:06:46.740]   if you plot out the timeline
[00:06:46.740 --> 00:06:48.140]   of you doing all of these things,
[00:06:48.140 --> 00:06:49.860]   like doing a podcast,
[00:06:49.860 --> 00:06:51.460]   some people just do it all themselves,
[00:06:51.460 --> 00:06:53.100]   which is totally fine.
[00:06:53.100 --> 00:06:55.780]   Some people hand off the editing, they delegate that.
[00:06:55.780 --> 00:06:58.900]   Some people hand off the promotion, the distribution,
[00:06:58.900 --> 00:07:00.460]   they hand off a lot of different pieces.
[00:07:00.460 --> 00:07:02.300]   And so you just have to figure out
[00:07:02.300 --> 00:07:03.820]   how far do you wanna take it
[00:07:03.820 --> 00:07:05.140]   and how much leverage can you get
[00:07:05.140 --> 00:07:06.620]   by delegating to other people.
[00:07:06.620 --> 00:07:09.380]   - And if we push in this kind of like product manager way
[00:07:09.380 --> 00:07:10.500]   of the five whys,
[00:07:10.500 --> 00:07:12.180]   which I'm guessing you're familiar with,
[00:07:12.180 --> 00:07:13.460]   it's like, well, you have more time,
[00:07:13.460 --> 00:07:14.300]   you can do more things,
[00:07:14.300 --> 00:07:15.340]   what's the real benefit?
[00:07:15.340 --> 00:07:17.620]   Do you feel more fulfilled in how you spend your days?
[00:07:17.620 --> 00:07:18.780]   Are you happier?
[00:07:18.780 --> 00:07:19.860]   - One of the major aspects,
[00:07:19.860 --> 00:07:21.620]   and this is coincidentally something
[00:07:21.620 --> 00:07:24.420]   I was talking to somebody about today,
[00:07:24.420 --> 00:07:26.260]   one of the major benefits of delegation
[00:07:26.260 --> 00:07:29.700]   is just learning how to better manage your energy.
[00:07:29.700 --> 00:07:31.020]   And this is sort of a,
[00:07:31.020 --> 00:07:32.700]   I don't know if it's a woo-woo thing to say,
[00:07:32.700 --> 00:07:35.060]   but there are things that take your energy
[00:07:35.060 --> 00:07:37.380]   and there are things that give you energy.
[00:07:37.380 --> 00:07:39.020]   I think we've all experienced that
[00:07:39.020 --> 00:07:41.780]   of things that you're excited to do
[00:07:41.780 --> 00:07:44.460]   and things that as you're doing them,
[00:07:44.460 --> 00:07:46.820]   it's just crushing your soul.
[00:07:46.820 --> 00:07:49.380]   And you can do some of those soul crushing things
[00:07:49.380 --> 00:07:50.220]   for a little while,
[00:07:50.220 --> 00:07:51.380]   but eventually you burn out.
[00:07:51.380 --> 00:07:54.500]   And this is maybe a controversial statement,
[00:07:54.500 --> 00:07:56.780]   but burnout is a choice.
[00:07:56.780 --> 00:07:59.700]   You choose to do things that you do not like to do.
[00:07:59.700 --> 00:08:01.020]   Everything is a choice.
[00:08:01.020 --> 00:08:02.380]   Your job is a choice.
[00:08:02.380 --> 00:08:03.900]   Everything is a choice.
[00:08:03.900 --> 00:08:05.980]   And you can choose whether or not you do it,
[00:08:05.980 --> 00:08:07.420]   whether you hand it to somebody else,
[00:08:07.420 --> 00:08:09.180]   whether you find something else to do.
[00:08:09.180 --> 00:08:13.020]   And so the why of delegation from that lens
[00:08:13.020 --> 00:08:17.500]   is you're choosing a path to do a job
[00:08:17.500 --> 00:08:20.980]   that requires a daily mode of operation
[00:08:20.980 --> 00:08:24.060]   that is sucking the life force out of you.
[00:08:24.060 --> 00:08:25.780]   And so delegation is interesting
[00:08:25.780 --> 00:08:29.300]   because oftentimes the things that you find soul crushing
[00:08:29.300 --> 00:08:31.900]   are things that somebody else actually really enjoys doing.
[00:08:31.900 --> 00:08:33.540]   And then they look at what you're doing.
