
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.760]   - Welcome friends to this episode
[00:00:06.760 --> 00:00:09.460]   of the "Everyday Educator" podcast.
[00:00:09.460 --> 00:00:11.020]   I'm your host, Lisa Bailey,
[00:00:11.020 --> 00:00:14.240]   and I'm excited to spend some time with you today
[00:00:14.240 --> 00:00:17.340]   as we encourage one another, learn together,
[00:00:17.340 --> 00:00:20.220]   and ponder the delights and challenges
[00:00:20.220 --> 00:00:23.480]   that make homeschooling the adventure of a lifetime.
[00:00:23.480 --> 00:00:25.620]   Whether you're just considering
[00:00:25.620 --> 00:00:27.780]   this homeschooling possibility
[00:00:27.780 --> 00:00:31.700]   or deep into the daily delight of family learning,
[00:00:31.700 --> 00:00:35.140]   I believe you'll enjoy thinking along with us.
[00:00:35.140 --> 00:00:39.880]   But don't forget, although this online community is awesome,
[00:00:39.880 --> 00:00:44.660]   you'll find even closer support in a local CC community.
[00:00:44.660 --> 00:00:48.500]   So go to classicalconversations.com
[00:00:48.500 --> 00:00:51.640]   and find a community near you today.
[00:00:51.640 --> 00:00:57.100]   Well, listeners, I'm so happy to welcome you to this episode.
[00:00:57.100 --> 00:00:59.880]   We are gonna talk about one of my favorite things
[00:00:59.880 --> 00:01:03.260]   of all time, we're gonna talk about practicum.
[00:01:03.260 --> 00:01:05.560]   And I brought along a friend
[00:01:05.560 --> 00:01:08.700]   that will be familiar to many of you
[00:01:08.700 --> 00:01:12.340]   who also happens to love practicum
[00:01:12.340 --> 00:01:15.880]   and who has some special insight
[00:01:15.880 --> 00:01:20.480]   that she can share with us about this year's practicum.
[00:01:20.480 --> 00:01:22.780]   I have with me Jill Philbrick.
[00:01:22.780 --> 00:01:25.340]   Jill, thanks for coming back.
[00:01:25.340 --> 00:01:28.900]   - Absolutely, it's wonderful to be with you again.
[00:01:28.900 --> 00:01:32.060]   - Well, I always love our time talking together
[00:01:32.060 --> 00:01:33.660]   about really anything,
[00:01:33.660 --> 00:01:37.480]   but I especially like to talk to you about practicum
[00:01:37.480 --> 00:01:40.700]   and actually be with you at practicum
[00:01:40.700 --> 00:01:45.700]   because I happen to know that you really enjoy practicums.
[00:01:45.700 --> 00:01:49.740]   Why do you love practicum so much, Jill?
[00:01:49.740 --> 00:01:51.660]   - I do love practicum.
[00:01:51.660 --> 00:01:54.100]   I love practicum because, well, first of all,
[00:01:54.100 --> 00:01:56.020]   hanging around other homeschool parents
[00:01:56.020 --> 00:01:58.580]   is the coolest group of people on the planet.
[00:01:58.580 --> 00:02:01.140]   We get each other's jokes
[00:02:01.140 --> 00:02:03.180]   and we can celebrate with each other
[00:02:03.180 --> 00:02:05.560]   with the things that have gone well.
[00:02:05.560 --> 00:02:09.560]   And we sometimes share tips if something isn't going well.
[00:02:09.560 --> 00:02:14.420]   I think we sort of, well, you know, birds of a feather.
[00:02:14.420 --> 00:02:18.020]   So there's just wonderful, it's like being with your family.
[00:02:18.020 --> 00:02:20.320]   And then I also love practicum
[00:02:20.320 --> 00:02:24.720]   because I am always encouraged by the thoughts
[00:02:24.720 --> 00:02:27.420]   that go into the practicum from behind the scenes
[00:02:27.420 --> 00:02:31.200]   that CC, I believe, their intent has always been
[00:02:31.200 --> 00:02:35.880]   to pour into people and to pour into them academically
[00:02:35.880 --> 00:02:37.920]   with what we need for our schooling,
[00:02:37.920 --> 00:02:40.040]   but really just as people
[00:02:40.040 --> 00:02:43.580]   and as people that are made by God
[00:02:43.580 --> 00:02:47.640]   and to value us, to encourage us and to love us.
[00:02:48.820 --> 00:02:50.940]   - I love what you said.
[00:02:50.940 --> 00:02:52.260]   I love that.
[00:02:52.260 --> 00:02:54.080]   And it is true, I'll tell you,
[00:02:54.080 --> 00:02:58.000]   as somebody who works behind the scenes on practicum,
[00:02:58.000 --> 00:03:02.480]   we do think a lot about what will build up
[00:03:02.480 --> 00:03:06.960]   homeschool mom and dads as lead learners in the home.
[00:03:06.960 --> 00:03:11.080]   So we think about what can we give parents this year
[00:03:11.080 --> 00:03:14.400]   that will help them grow academically,
[00:03:14.400 --> 00:03:19.400]   but also there is a real heart in CC leadership
[00:03:19.400 --> 00:03:24.100]   for the moms and dads and their spiritual walk
[00:03:24.100 --> 00:03:26.980]   and their need for encouragement
[00:03:26.980 --> 00:03:31.580]   in the everyday journey of home education.
[00:03:31.580 --> 00:03:34.280]   So I appreciate you saying that
[00:03:34.280 --> 00:03:37.240]   and I'm glad that you value that.
[00:03:37.240 --> 00:03:38.580]   Let me ask you this.
[00:03:38.580 --> 00:03:41.860]   Did you like practicum the first time you went?
[00:03:42.740 --> 00:03:45.420]   - I did, but I didn't know I would.
[00:03:45.420 --> 00:03:49.980]   I only knew that I was going to attend.
[00:03:49.980 --> 00:03:52.860]   I was going to tutor for the first time
[00:03:52.860 --> 00:03:54.960]   and that was one of the parts of tutoring
[00:03:54.960 --> 00:03:58.500]   is it's important for you to attend practicum
[00:03:58.500 --> 00:04:00.940]   partly so that you're building community there
[00:04:00.940 --> 00:04:03.240]   with your directors and fellow parents,
[00:04:03.240 --> 00:04:05.540]   but also so that you maybe know a little bit more
[00:04:05.540 --> 00:04:07.040]   about what it is you're doing.
[00:04:07.040 --> 00:04:11.420]   So I did not know what to expect
[00:04:11.420 --> 00:04:15.800]   and I wouldn't say I was looking forward to it,
[00:04:15.800 --> 00:04:19.520]   but I loved every minute of it when I got there.
[00:04:19.520 --> 00:04:22.300]   - What was most encouraging to you?
[00:04:22.300 --> 00:04:23.980]   - It was so simple.
[00:04:23.980 --> 00:04:28.980]   It was not a whole three days or one day
[00:04:28.980 --> 00:04:33.240]   or hours and hours of do this, do this, do this,
[00:04:33.240 --> 00:04:34.660]   do this, do this.
[00:04:34.660 --> 00:04:38.020]   It was very engaging, very inviting.
[00:04:38.020 --> 00:04:40.820]   It helped me to think through
[00:04:40.820 --> 00:04:44.940]   if the speaker asked, "Well, what's a hobby you have?"
[00:04:44.940 --> 00:04:46.660]   Well, I could answer that.
[00:04:46.660 --> 00:04:51.660]   So it was just so accessible, I guess maybe is a good word.
[00:04:51.660 --> 00:04:56.700]   And nobody there felt, it didn't appear that they felt
[00:04:56.700 --> 00:04:59.660]   that there were any wrong answers,
[00:04:59.660 --> 00:05:03.240]   that whatever we were in our life was totally fine
[00:05:03.240 --> 00:05:05.560]   and you could enter into that conversation
[00:05:05.560 --> 00:05:10.100]   and be encouraged and use the information that was given
[00:05:10.100 --> 00:05:12.660]   and find out that probably you're already doing
[00:05:12.660 --> 00:05:15.500]   a little of it and why that's working
[00:05:15.500 --> 00:05:17.880]   so that you can do it in other areas as well.
[00:05:17.880 --> 00:05:19.940]   - I really liked that.
[00:05:19.940 --> 00:05:24.700]   My experience was kind of the same.
[00:05:24.700 --> 00:05:26.420]   I didn't know what I was getting into.
[00:05:26.420 --> 00:05:29.020]   I really, I had never heard of practicum.
[00:05:29.020 --> 00:05:31.620]   That's not a word that gets thrown around
[00:05:31.620 --> 00:05:34.020]   in most people's circles.
[00:05:34.020 --> 00:05:37.340]   And so somebody invites you to go to a practicum
