
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:05.380]   - Hello everyone,
[00:00:05.380 --> 00:00:07.780]   and welcome to this special episode of the podcast.
[00:00:07.780 --> 00:00:09.480]   I just returned home from Brazil
[00:00:09.480 --> 00:00:12.840]   and there we launched my new technology book in Portuguese
[00:00:12.840 --> 00:00:15.580]   at the conference hosted by our friends at Fiel,
[00:00:15.580 --> 00:00:16.800]   which was a wonderful honor.
[00:00:16.800 --> 00:00:19.320]   In fact, I discovered that thousands of Brazilians
[00:00:19.320 --> 00:00:22.260]   listen regularly to this podcast.
[00:00:22.260 --> 00:00:25.300]   And there's even a Portuguese version of APJ.
[00:00:25.300 --> 00:00:29.020]   So hello to all of you listening right now.
[00:00:29.020 --> 00:00:31.600]   It was a delight to meet many of you in Achebeia
[00:00:31.600 --> 00:00:35.880]   and to receive your gratitude for this podcast for APJ,
[00:00:35.880 --> 00:00:38.440]   which you wanted me to pass along to Pastor John.
[00:00:38.440 --> 00:00:39.280]   So I get to do that now.
[00:00:39.280 --> 00:00:40.480]   - Thank you very much.
[00:00:40.480 --> 00:00:41.320]   I appreciate it.
[00:00:41.320 --> 00:00:43.120]   - Yeah, so on behalf of at least the hundreds
[00:00:43.120 --> 00:00:45.260]   of Brazilian Christians that I met,
[00:00:45.260 --> 00:00:48.220]   thank you Pastor John for your decade long investment
[00:00:48.220 --> 00:00:49.640]   in this podcast.
[00:00:49.640 --> 00:00:50.680]   - And enjoy.
[00:00:50.680 --> 00:00:52.160]   - Well, while I was in Brazil,
[00:00:52.160 --> 00:00:53.760]   big news broke here in the States.
[00:00:53.760 --> 00:00:57.360]   Roe v. Wade has been overturned by the Supreme Court.
[00:00:57.360 --> 00:00:59.500]   On Friday, the SCOTUS ruling was made official.
[00:00:59.500 --> 00:01:00.880]   We knew it was coming.
[00:01:00.880 --> 00:01:04.140]   Back on May 2nd, a draft opinion of the decision was leaked.
[00:01:04.140 --> 00:01:07.460]   I texted you immediately when that news broke, Pastor John,
[00:01:07.460 --> 00:01:09.220]   and that's now official.
[00:01:09.220 --> 00:01:13.380]   Roe was overturned Friday on June 24.
[00:01:13.380 --> 00:01:15.360]   This is not the end of abortion.
[00:01:15.360 --> 00:01:18.980]   This simply turns the legal status of abortion
[00:01:18.980 --> 00:01:20.760]   back to individual States,
[00:01:20.760 --> 00:01:25.700]   and the work of defending the unborn is far from over.
[00:01:25.700 --> 00:01:27.380]   Discerning Christians will continue to ask
[00:01:27.380 --> 00:01:30.460]   what should Christians be doing?
[00:01:30.460 --> 00:01:34.420]   Our work is urgent, and our work is now more local.
[00:01:34.420 --> 00:01:35.820]   So it might be helpful for our listeners
[00:01:35.820 --> 00:01:38.100]   to know something of what you have done, Pastor John,
[00:01:38.100 --> 00:01:40.200]   over the past four decades.
[00:01:40.200 --> 00:01:41.740]   As the work continues,
[00:01:41.740 --> 00:01:43.540]   what has been your answer to the question,
[00:01:43.540 --> 00:01:45.460]   what should I do?
[00:01:45.460 --> 00:01:46.780]   How have you answered that question
[00:01:46.780 --> 00:01:49.100]   in your own life and ministry?
[00:01:49.100 --> 00:01:53.860]   - Well, I don't see myself as the ideal pro-life person
[00:01:53.860 --> 00:01:57.580]   because I am fallible, I am sinful.
[00:01:57.580 --> 00:02:00.980]   There are things I've left undone in the last 40 years.
[00:02:00.980 --> 00:02:02.900]   Things could have been done better.
[00:02:02.900 --> 00:02:07.900]   But as you and I have reflected on this,
[00:02:07.900 --> 00:02:10.420]   and as I've thought about my own life,
[00:02:10.420 --> 00:02:14.260]   looking at imperfect examples in my life
[00:02:14.260 --> 00:02:17.260]   has often proved very helpful,
[00:02:17.260 --> 00:02:20.060]   very inspiring to me in my Christian walk.
[00:02:20.060 --> 00:02:24.500]   And so I will go ahead and venture to say some things
[00:02:24.500 --> 00:02:28.520]   that I've done imperfect, though they have been,
[00:02:28.520 --> 00:02:32.000]   and hope that they will be a help to others.
[00:02:32.000 --> 00:02:33.400]   So here are the sorts of things
[00:02:33.400 --> 00:02:36.580]   that I've done in the last 40 years or so.
[00:02:36.580 --> 00:02:39.120]   And I think they are the sorts of things
[00:02:39.120 --> 00:02:41.740]   that will probably need to be done now
[00:02:41.740 --> 00:02:44.460]   for years to come, long after I'm gone.
[00:02:44.460 --> 00:02:46.740]   So beginning in 1987,
[00:02:46.740 --> 00:02:51.100]   I preached at least one explicitly pro-life message
[00:02:51.100 --> 00:02:55.300]   every year with, I think, two exceptions along the way
[00:02:55.300 --> 00:02:58.800]   in my pastoral trek until my stepping away
[00:02:58.800 --> 00:03:01.500]   from the pastoral leadership in 2013.
[00:03:01.500 --> 00:03:04.980]   The last one I preached was January, 2021,
[00:03:04.980 --> 00:03:07.820]   because the church invited me back for that Sunday.
[00:03:07.820 --> 00:03:12.340]   It was called "Doing the Right Thing Never Ruins Your Life."
[00:03:12.340 --> 00:03:15.460]   I looked at it the other day and I'm really persuaded
[00:03:15.460 --> 00:03:17.420]   that message is super important.
[00:03:17.420 --> 00:03:19.820]   So it's there at Desiring God.
[00:03:19.820 --> 00:03:24.820]   That's about 25 morning messages on Sanctity of Life Sunday
