
[00:00:00.000 --> 00:00:03.440]   [MUSIC PLAYING]
[00:00:03.440 --> 00:00:10.320]   Have you ever considered a career as a product manager?
[00:00:10.320 --> 00:00:12.120]   Or are you like me, and you question
[00:00:12.120 --> 00:00:14.600]   if you have enough technical product knowledge to even
[00:00:14.600 --> 00:00:16.320]   qualify?
[00:00:16.320 --> 00:00:18.520]   Perhaps you feel intimidated because you
[00:00:18.520 --> 00:00:21.280]   haven't managed a full lifecycle of a product before,
[00:00:21.280 --> 00:00:25.840]   or you're unfamiliar with how to forecast revenue.
[00:00:25.840 --> 00:00:27.260]   The thing about product management
[00:00:27.260 --> 00:00:31.280]   is that it means different things to different companies.
[00:00:31.280 --> 00:00:33.160]   It can vary by company size.
[00:00:33.160 --> 00:00:35.720]   And there are different entry points to get your foot in.
[00:00:35.720 --> 00:00:37.040]   So you should never stop yourself
[00:00:37.040 --> 00:00:39.020]   short when it comes to exploring what is
[00:00:39.020 --> 00:00:41.700]   the best opportunity for you.
[00:00:41.700 --> 00:00:43.360]   I don't know about you, but the best way
[00:00:43.360 --> 00:00:45.640]   to learn about what it means to be a product manager
[00:00:45.640 --> 00:00:48.080]   is to get actual, practical advice from someone doing
[00:00:48.080 --> 00:00:50.880]   the job right now, today.
[00:00:50.880 --> 00:00:54.380]   Someone to give you the real talk on what to expect,
[00:00:54.380 --> 00:00:56.800]   insights on the highs and the lows,
[00:00:56.800 --> 00:00:59.780]   and an inside perspective on what hiring managers are
[00:00:59.780 --> 00:01:00.800]   looking for.
[00:01:00.800 --> 00:01:03.080]   This person also needs to have credibility, which
[00:01:03.080 --> 00:01:04.760]   comes from having personally managed
[00:01:04.760 --> 00:01:07.460]   a diverse portfolio of products for different companies
[00:01:07.460 --> 00:01:10.280]   across hardware and software.
[00:01:10.280 --> 00:01:13.720]   So today, we're going to have a conversation with Kevin Ngo.
[00:01:13.720 --> 00:01:16.160]   He's a program lead on Google's Chrome OS
[00:01:16.160 --> 00:01:19.640]   and creator of Flowmask, which won the Biden administration's
[00:01:19.640 --> 00:01:22.760]   mask challenge in 2021.
[00:01:22.760 --> 00:01:24.360]   In this interview, he's going to cover
[00:01:24.360 --> 00:01:26.560]   a lot of practical topics, including
[00:01:26.560 --> 00:01:29.560]   how to build and prioritize your roadmap,
[00:01:29.560 --> 00:01:33.360]   the importance of knowing when to let something go,
[00:01:33.360 --> 00:01:35.840]   and what skills are important to succeed.
[00:01:35.840 --> 00:01:36.820]   And you know what?
[00:01:36.820 --> 00:01:38.640]   It may not be what you think.
[00:01:38.640 --> 00:01:40.360]   All right, let's get started.
[00:01:40.360 --> 00:01:41.160]   Hey, guys.
[00:01:41.160 --> 00:01:43.300]   Today, we're talking about product management.
[00:01:43.300 --> 00:01:44.720]   And with us is Kevin Ngo.
[00:01:44.720 --> 00:01:45.880]   Kevin, how are you doing?
[00:01:45.880 --> 00:01:46.380]   Hey, Tim.
[00:01:46.380 --> 00:01:47.200]   How's it going?
[00:01:47.200 --> 00:01:47.680]   Good.
[00:01:47.680 --> 00:01:48.720]   Kevin, I'll be honest.
[00:01:48.720 --> 00:01:51.040]   I've really been looking forward to this conversation
[00:01:51.040 --> 00:01:55.240]   because product management is probably the one field
[00:01:55.240 --> 00:01:57.680]   that I've always wondered if I should make a career shift to
[00:01:57.680 --> 00:02:00.240]   because I've worked in digital marketing my whole life
[00:02:00.240 --> 00:02:02.680]   and essentially manage the lifecycle of a website
[00:02:02.680 --> 00:02:03.600]   as a product.
[00:02:03.600 --> 00:02:04.980]   And so I kind of always wondered,
[00:02:04.980 --> 00:02:07.200]   do my skill sets translate?
[00:02:07.200 --> 00:02:09.400]   But I've always hesitated because in my mind,
[00:02:09.400 --> 00:02:12.960]   I really hold product management almost maybe too high
[00:02:12.960 --> 00:02:14.120]   of a bar above me.
[00:02:14.120 --> 00:02:15.860]   And so I kind of rule myself out.
[00:02:15.860 --> 00:02:17.480]   And I'm just kind of thinking right now
[00:02:17.480 --> 00:02:20.800]   with everyone entering the job market because of layoffs
[00:02:20.800 --> 00:02:23.800]   and whatnot, there might be a lot of people in my position
[00:02:23.800 --> 00:02:27.240]   who have the skills needed to make a shift to it,
[00:02:27.240 --> 00:02:28.440]   but I may be hesitant.
[00:02:28.440 --> 00:02:30.880]   And so I'd just love to kind of hear more about that
[00:02:30.880 --> 00:02:32.600]   because, again, I think they have a lot to learn from what
[00:02:32.600 --> 00:02:33.640]   you get to say.
[00:02:33.640 --> 00:02:35.800]   And so can you help us understand
[00:02:35.800 --> 00:02:38.120]   what you've done with product management,
[00:02:38.120 --> 00:02:40.520]   what you've worked with, what products you've managed,
[00:02:40.520 --> 00:02:42.880]   and then kind of where you are today?
[00:02:42.880 --> 00:02:44.040]   Yeah, absolutely.
[00:02:44.040 --> 00:02:47.080]   So first off, thanks for having me.
[00:02:47.080 --> 00:02:51.960]   I've been excited to join your podcast, obviously
[00:02:51.960 --> 00:02:55.120]   enthusiastic about sharing some of the experience
[00:02:55.120 --> 00:02:56.840]   I've had here in the Silicon Valley.
[00:02:56.840 --> 00:03:00.880]   And oddly enough, I was laid off in 2001
[00:03:00.880 --> 00:03:03.920]   as a software engineer, as a very young software engineer.
[00:03:03.920 --> 00:03:08.000]   And I went back to school for my MBA
[00:03:08.000 --> 00:03:13.120]   and ended up pivoting to product management
[00:03:13.120 --> 00:03:18.560]   at a time where it wasn't as popular of a role.
[00:03:18.560 --> 00:03:19.920]   I didn't feel like too many people
[00:03:19.920 --> 00:03:21.400]   knew what product management was.
[00:03:21.400 --> 00:03:26.760]   And so I think it's a great opportunity for people
[00:03:26.760 --> 00:03:30.400]   who are interested in pivoting their careers from what
[00:03:30.400 --> 00:03:32.000]   they're doing today.
[00:03:32.000 --> 00:03:34.160]   I personally am incredibly biased
[00:03:34.160 --> 00:03:37.080]   because I think it's the best job in the world.
[00:03:37.080 --> 00:03:41.120]   I tell everyone I meet to become a product manager.
[00:03:41.120 --> 00:03:44.680]   I've gotten the chance to do some incredible stuff,
[00:03:44.680 --> 00:03:47.560]   travel the world, and see my products come to life.
[00:03:47.560 --> 00:03:50.960]   And nothing gives me more pride than seeing stuff out
[00:03:50.960 --> 00:03:51.920]   in the real world.
[00:03:51.920 --> 00:03:56.400]   So absolutely, I would highly recommend that.
[00:03:56.400 --> 00:03:58.960]   So can you share some examples of products you've managed?
[00:03:58.960 --> 00:04:00.720]   Because I think everyone's dying to know.
[00:04:00.720 --> 00:04:02.880]   You and I, we met at Logitech, so I know about that.
[00:04:02.880 --> 00:04:06.360]   But yeah, tell us a little bit about what you've done.
[00:04:06.360 --> 00:04:07.440]   Yeah, for sure.
[00:04:08.440 --> 00:04:11.080]   It's been quite a wide range of things.
[00:04:11.080 --> 00:04:13.040]   But I would say, historically, I've
[00:04:13.040 --> 00:04:16.360]   done primarily accessories and peripherals
[00:04:16.360 --> 00:04:22.400]   for starting with the iPod, making accessories for that,
[00:04:22.400 --> 00:04:26.520]   then shifting to iPhone when that launched,
[00:04:26.520 --> 00:04:32.240]   working directly with Apple on their MFI program,
[00:04:32.240 --> 00:04:35.840]   transitioning to Logitech, working on PC accessories,
[00:04:35.840 --> 00:04:40.200]   then through webcams, then moving over
