
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:09.000]   - I'm Cal Newport and this is Deep Questions,
[00:00:09.000 --> 00:00:11.540]   episode 169.
[00:00:11.540 --> 00:00:18.600]   I'm here as always in the Deep Work HQ.
[00:00:18.600 --> 00:00:21.380]   Happy to announce that Jesse is back.
[00:00:21.380 --> 00:00:24.440]   Jesse, you look healthy and hale over there.
[00:00:24.440 --> 00:00:26.400]   - I'm doing okay, it's good to be back.
[00:00:26.400 --> 00:00:31.120]   - I forgot in just the two sessions you weren't here,
[00:00:31.120 --> 00:00:34.440]   how much time it takes me, how slow I am.
[00:00:34.440 --> 00:00:37.720]   And all the clicking and dragging that is involved
[00:00:37.720 --> 00:00:40.200]   manipulating the computer to actually record these episodes.
[00:00:40.200 --> 00:00:41.640]   I got spoiled with you being here.
[00:00:41.640 --> 00:00:43.240]   When I had to go back and do it by myself,
[00:00:43.240 --> 00:00:46.120]   I was like putting a two-year-old on a computer.
[00:00:46.120 --> 00:00:48.520]   It's like, let me click on that
[00:00:48.520 --> 00:00:50.760]   and let me, it took me forever, man.
[00:00:50.760 --> 00:00:53.880]   So I'm glad you're back, let's put it that way.
[00:00:53.880 --> 00:00:54.840]   - Yeah, it's good to be back.
[00:00:54.840 --> 00:00:56.400]   Thanks for having me back.
[00:00:56.400 --> 00:00:59.360]   - You look good, you're healthy, everything fine?
[00:00:59.360 --> 00:01:00.880]   - Yeah, I'm doing totally fine.
[00:01:00.880 --> 00:01:05.400]   I was, you know, followed the protocols and now I'm back.
[00:01:05.400 --> 00:01:07.840]   - Yeah, now I think if my reading
[00:01:07.840 --> 00:01:09.640]   of the medical literature is correct,
[00:01:09.640 --> 00:01:14.200]   because you have had vaccine shots and you got COVID,
[00:01:14.200 --> 00:01:16.920]   you are now, and I believe this is the technical term,
[00:01:16.920 --> 00:01:17.760]   immortal.
[00:01:17.760 --> 00:01:19.560]   Do I have that right?
[00:01:19.560 --> 00:01:20.880]   I don't know if I have the science quite right,
[00:01:20.880 --> 00:01:22.920]   but that's what I understand from med Twitter,
[00:01:22.920 --> 00:01:24.240]   that you are now immortal.
[00:01:25.240 --> 00:01:26.960]   - That sounds good, I'll take it.
[00:01:26.960 --> 00:01:29.920]   - That'd be an interesting turn for our show
[00:01:29.920 --> 00:01:33.480]   if we just had a large segment each week
[00:01:33.480 --> 00:01:37.240]   that was just us giving terrible COVID advice.
[00:01:37.240 --> 00:01:40.080]   It was just, it was just so wrong.
[00:01:40.080 --> 00:01:42.640]   I'm like, Jesse, I'm not sure if you know this,
[00:01:42.640 --> 00:01:46.320]   but users of the time block planner,
[00:01:46.320 --> 00:01:48.960]   70% less likely to be mechanically ventilated.
[00:01:48.960 --> 00:01:50.640]   So let me just put that out there.
[00:01:50.640 --> 00:01:53.840]   Did we just get kicked off YouTube?
[00:01:53.840 --> 00:01:55.440]   - Hopefully not, we just had the channel.
[00:01:55.440 --> 00:01:56.560]   - Yeah, I know.
[00:01:56.560 --> 00:01:58.760]   Yeah, maybe this would not be the best idea.
[00:01:58.760 --> 00:02:02.920]   YouTube, that was satire.
[00:02:02.920 --> 00:02:07.160]   The time block planning has no association
[00:02:07.160 --> 00:02:09.400]   with COVID outcomes.
[00:02:09.400 --> 00:02:13.840]   Yeah, maybe we should stick with this type of advice.
[00:02:13.840 --> 00:02:15.480]   But there is a connection
[00:02:15.480 --> 00:02:19.400]   because while Jesse was in COVID isolation,
[00:02:19.400 --> 00:02:20.880]   that actually gave enough time for us
[00:02:20.880 --> 00:02:22.480]   to get the YouTube channel launched.
[00:02:22.480 --> 00:02:25.320]   That is rolling right now, we're excited about it.
[00:02:25.320 --> 00:02:26.160]   Jesse, what's the update?
[00:02:26.160 --> 00:02:27.680]   What do we need to know about the YouTube channel?
[00:02:27.680 --> 00:02:29.200]   Everything's rolling fine?
[00:02:29.200 --> 00:02:30.040]   - Everything's rolling.
[00:02:30.040 --> 00:02:33.440]   We're in the first stage, so all the videos are up.
[00:02:33.440 --> 00:02:35.360]   We've got to fix some of the intro music,
[00:02:35.360 --> 00:02:36.640]   which I'm in the process of doing
[00:02:36.640 --> 00:02:37.800]   'cause people said it was too loud,
[00:02:37.800 --> 00:02:39.960]   which going back on it, they were right.
[00:02:39.960 --> 00:02:43.960]   And then we'll continue to fix the thumbnails and stuff.
[00:02:43.960 --> 00:02:47.800]   We had some good fan feedback about some stuff
[00:02:47.800 --> 00:02:49.080]   and they had some good advice.
[00:02:49.080 --> 00:02:50.080]   We're gonna implement that
[00:02:50.080 --> 00:02:52.560]   and then keep on putting out a lot of videos.
[00:02:52.560 --> 00:02:55.360]   - And what's the timeline people should expect?
[00:02:55.360 --> 00:02:57.920]   So if you're listening to this episode,
[00:02:57.920 --> 00:03:00.280]   let's say the day it comes out on a Monday,
[00:03:00.280 --> 00:03:02.800]   what's our rough timeline for when you can expect
[00:03:02.800 --> 00:03:05.400]   the video of each of the questions in today's episode
[00:03:05.400 --> 00:03:06.600]   to then be on YouTube?
[00:03:06.600 --> 00:03:11.480]   - Pretty much within that day, maybe in the next day,
[00:03:11.480 --> 00:03:14.960]   but going for like in a month, like definitely that day.
[00:03:14.960 --> 00:03:16.360]   - Oh, okay, excellent. - Yeah, that's my goal.
[00:03:16.360 --> 00:03:17.720]   - Yeah, that's even better than I thought.
[00:03:17.720 --> 00:03:22.360]   So, all right, so as you know, audience,
[00:03:22.360 --> 00:03:24.480]   every question, every deep dive is going
[00:03:24.480 --> 00:03:27.120]   onto the YouTube channel with its own standalone video.
[00:03:27.120 --> 00:03:29.360]   So you can now go back and review, save, share,
[00:03:29.360 --> 00:03:31.760]   whatever you wanna do with the individual questions
[00:03:31.760 --> 00:03:33.400]   that particularly interest you.
[00:03:33.400 --> 00:03:35.200]   And as Jesse just said,
[00:03:35.200 --> 00:03:37.240]   within a day or two of these episodes going live,
[00:03:37.240 --> 00:03:39.920]   you should be able to find those questions.
[00:03:39.920 --> 00:03:42.520]   Right now we have some basic playlist on there.
[00:03:42.520 --> 00:03:45.480]   I think we're doing full episodes, deep dives,
[00:03:45.480 --> 00:03:48.000]   deep work questions, deep life questions.
[00:03:48.000 --> 00:03:49.640]   As we put more and more videos up there,
[00:03:49.640 --> 00:03:52.960]   we'll put more refined playlists,
[00:03:52.960 --> 00:03:54.880]   sort of sub topics that are popular.
[00:03:54.880 --> 00:03:58.960]   So feel free to send suggestions about,
[00:03:58.960 --> 00:04:01.240]   hey, what playlist would you like to see, et cetera.
[00:04:01.240 --> 00:04:02.920]   Jesse, can they send this right to you?
[00:04:02.920 --> 00:04:05.480]   Is that, is your Jesse address at calnewpoy.com?
[00:04:05.480 --> 00:04:06.320]   - It works. - It works.
[00:04:06.320 --> 00:04:09.680]   - I was emailing with, I forget the one guy's name,
[00:04:09.680 --> 00:04:11.200]   but I was emailing with the one guy
[00:04:11.200 --> 00:04:12.680]   and he gave some really good advice.
[00:04:12.680 --> 00:04:13.520]   - Oh, there we go.
[00:04:13.520 --> 00:04:16.320]   So thoughts on the YouTube channel,
[00:04:16.320 --> 00:04:19.040]   be it like what playlist we should break these videos in
[00:04:19.040 --> 00:04:22.320]   or technical things about whatever,
