
[00:00:00.000 --> 00:00:04.000]   (music)
[00:00:04.000 --> 00:00:08.000]   So many of our emails are asking about how to
[00:00:08.000 --> 00:00:12.000]   overcome the fears of life and how to overcome personal
[00:00:12.000 --> 00:00:16.000]   insecurities as well. We all want to live with a fearless
[00:00:16.000 --> 00:00:20.000]   confidence in God and for many of us that fearless confidence
[00:00:20.000 --> 00:00:24.000]   is hard to find. On this theme, I
[00:00:24.000 --> 00:00:28.000]   found the following sermon clip from Pastor John back in 1983
[00:00:28.000 --> 00:00:32.000]   looking at the ministry of the Apostle Peter and his fears and his
[00:00:32.000 --> 00:00:36.000]   insecurities as they are recorded in scripture.
[00:00:36.000 --> 00:00:40.000]   The Apostle Peter was Jewish of course and Christ changed his life.
[00:00:40.000 --> 00:00:44.000]   Peter experienced a radical transformation in his thinking about God's plan.
[00:00:44.000 --> 00:00:48.000]   He came to discover that the Messiah had not just come for Israel
[00:00:48.000 --> 00:00:52.000]   but for all the peoples, all the nations.
[00:00:52.000 --> 00:00:56.000]   That's basically the point of his vision in which a tablecloth full of unclean
[00:00:56.000 --> 00:01:00.000]   animals descends from the heavens in Acts
[00:01:00.000 --> 00:01:04.000]   chapter 10. The gospel was for the Gentiles
[00:01:04.000 --> 00:01:08.000]   too. That was the point of the vision. So Peter should have known better
[00:01:08.000 --> 00:01:12.000]   than to fall into a fearful insecurity when he met others
[00:01:12.000 --> 00:01:16.000]   who contradicted this point. Galatians 2.12
[00:01:16.000 --> 00:01:20.000]   explains what happened in his life where we read this, that "for before
[00:01:20.000 --> 00:01:24.000]   certain men came from James, he, Peter,
[00:01:24.000 --> 00:01:28.000]   was eating with the Gentiles, the non-Jews.
[00:01:28.000 --> 00:01:32.000]   But when they came, he drew back and separated himself
[00:01:32.000 --> 00:01:36.000]   fearing the circumcision party, the Jews."
[00:01:36.000 --> 00:01:40.000]   That's Galatians 2.12. It's this context
[00:01:40.000 --> 00:01:44.000]   that sets the stage for an important life lesson about overcoming
[00:01:44.000 --> 00:01:48.000]   fear and insecurities. Here's Pastor John.
[00:01:48.000 --> 00:01:52.000]   In other words, God has shown me that
[00:01:52.000 --> 00:01:56.000]   redemptive history teaches that
[00:01:56.000 --> 00:02:00.000]   there are no preconditions for the receiving of the Holy Spirit
[00:02:00.000 --> 00:02:04.000]   but one, hearing the gospel with
[00:02:04.000 --> 00:02:08.000]   faith. Isn't that what Paul said in
[00:02:08.000 --> 00:02:12.000]   Galatians 3.2 when he said
[00:02:12.000 --> 00:02:16.000]   "Did you receive the Holy Spirit by works of the law
[00:02:16.000 --> 00:02:20.000]   or by hearing with faith?"
[00:02:20.000 --> 00:02:24.000]   That's the gospel. That's the good news. And that
[00:02:24.000 --> 00:02:28.000]   means that when Peter in Antioch was eating with
[00:02:28.000 --> 00:02:32.000]   Gentiles in all freedom, he was walking in
[00:02:32.000 --> 00:02:36.000]   sync with the gospel. And Paul was happy.
[00:02:36.000 --> 00:02:40.000]   "Way to go, Peter! You've come a long way, brother!"
[00:02:40.000 --> 00:02:44.000]   Then something happened.
[00:02:44.000 --> 00:02:48.000]   Even though he was honoring the all-sufficiency of Christ,
[00:02:48.000 --> 00:02:52.000]   walking in love, trusting the Lord, free!
[00:02:52.000 --> 00:02:56.000]   Here come the men from James.
[00:02:56.000 --> 00:03:00.000]   Now, we can only
[00:03:00.000 --> 00:03:04.000]   speculate as to what was their relationship to James.
[00:03:04.000 --> 00:03:08.000]   Was James endorsing what they were going to say? Or we don't even know
[00:03:08.000 --> 00:03:12.000]   what they were going to say for sure. We don't know
[00:03:12.000 --> 00:03:16.000]   why they came. But one thing is made very explicit.
[00:03:16.000 --> 00:03:20.000]   Peter was afraid of them. Why?
[00:03:20.000 --> 00:03:24.000]   Maybe they were capable of violence.
[00:03:24.000 --> 00:03:28.000]   He had really offended the conservative party
[00:03:28.000 --> 00:03:32.000]   in Jerusalem. Maybe it was simply that
[00:03:32.000 --> 00:03:36.000]   he would be called upon to give a theological justification of how he could
[00:03:36.000 --> 00:03:40.000]   neglect Leviticus 11, it's the word of God!
[00:03:40.000 --> 00:03:44.000]   And he would come off poorly before the Christians in Antioch, and he doesn't
[00:03:44.000 --> 00:03:48.000]   want to. Or maybe, and this seems to me maybe more likely,
[00:03:48.000 --> 00:03:52.000]   if he gets in bad
[00:03:52.000 --> 00:03:56.000]   with the conservatives in Jerusalem, he's going to lose
