
[00:00:00.000 --> 00:00:03.360]   [MUSIC PLAYING]
[00:00:03.360 --> 00:00:06.200]   Welcome to the Bogleheads Chapter Series.
[00:00:06.200 --> 00:00:08.360]   This episode was hosted by the Bogleheads
[00:00:08.360 --> 00:00:10.560]   pre- and early-retirement life stage
[00:00:10.560 --> 00:00:13.920]   and recorded August 25, 2021.
[00:00:13.920 --> 00:00:16.680]   It features Morningstar's Director of Personal Finance,
[00:00:16.680 --> 00:00:20.240]   Christine Benz, discussing the six retirement blind spots
[00:00:20.240 --> 00:00:22.240]   and how to fix them.
[00:00:22.240 --> 00:00:25.160]   Bogleheads are investors who follow John Bogle's philosophy
[00:00:25.160 --> 00:00:27.560]   for attaining financial independence.
[00:00:27.560 --> 00:00:29.640]   This recording is for informational purposes
[00:00:29.640 --> 00:00:34.240]   only and should not be construed as investment advice.
[00:00:34.240 --> 00:00:36.640]   She's the author of 30-Minute Money Solutions,
[00:00:36.640 --> 00:00:38.960]   A Step-by-Step Guide to Managing Your Finances,
[00:00:38.960 --> 00:00:41.480]   and the Morningstar's Guide to Mutual Funds,
[00:00:41.480 --> 00:00:44.320]   Five-Star Strategies for Success.
[00:00:44.320 --> 00:00:46.080]   Please, again, another reminder to please
[00:00:46.080 --> 00:00:48.160]   check to make sure your video and microphone are
[00:00:48.160 --> 00:00:49.800]   off during the presentation.
[00:00:49.800 --> 00:00:51.760]   And now I'm going to turn the presentation over
[00:00:51.760 --> 00:00:54.600]   to our guest speaker, Christine Benz.
[00:00:54.600 --> 00:00:55.800]   Carol, thank you so much.
[00:00:55.800 --> 00:00:57.600]   And thank you all for coming out tonight.
[00:00:57.600 --> 00:00:59.240]   I don't know about where you are,
[00:00:59.240 --> 00:01:02.120]   but it's kind of a rainy night here in the Chicago area.
[00:01:02.120 --> 00:01:05.720]   You can probably hear the thunder rumbling.
[00:01:05.720 --> 00:01:07.160]   But I appreciate your time.
[00:01:07.160 --> 00:01:11.600]   I've so enjoyed taking part in various Bogleheads events
[00:01:11.600 --> 00:01:12.600]   over the years.
[00:01:12.600 --> 00:01:15.760]   I think it started back with probably one
[00:01:15.760 --> 00:01:17.800]   of the first Bogleheads meetings, which
[00:01:17.800 --> 00:01:20.800]   was at our offices in Morningstar.
[00:01:20.800 --> 00:01:23.160]   And then I've since had the opportunity
[00:01:23.160 --> 00:01:26.600]   to come to several of the Bogleheads conferences.
[00:01:26.600 --> 00:01:29.120]   And I'm on the board of the John C. Bogle Center
[00:01:29.120 --> 00:01:30.440]   for Financial Literacy.
[00:01:30.440 --> 00:01:33.200]   And it's been a really fun experience.
[00:01:33.200 --> 00:01:34.560]   It's been interesting.
[00:01:34.560 --> 00:01:36.400]   We had wanted to put on a conference,
[00:01:36.400 --> 00:01:41.280]   but we are using videos to fill the gap
[00:01:41.280 --> 00:01:44.560]   until we can actually do a live in-person conference.
[00:01:44.560 --> 00:01:45.960]   But I just love this group.
[00:01:45.960 --> 00:01:48.960]   I love the intellectual curiosity
[00:01:48.960 --> 00:01:53.840]   that clearly permeates the boards and the ongoing dialogue
[00:01:53.840 --> 00:01:55.360]   that you all have with one another.
[00:01:55.360 --> 00:01:57.840]   So thank you for all that you do,
[00:01:57.840 --> 00:02:00.280]   and thanks for joining me here tonight.
[00:02:00.280 --> 00:02:02.640]   I'm going to share my screen in just a second.
[00:02:02.640 --> 00:02:05.560]   I'll just give you a quick overview of the presentation
[00:02:05.560 --> 00:02:08.280]   and kind of the ground that we'll cover.
[00:02:08.280 --> 00:02:10.840]   It's about some key risk factors that
[00:02:10.840 --> 00:02:14.120]   confront people in retirement that will confront all of us
[00:02:14.120 --> 00:02:16.160]   in some fashion in retirement.
[00:02:16.160 --> 00:02:19.560]   And I'll talk about how to think about them
[00:02:19.560 --> 00:02:24.600]   and also how to troubleshoot them at a portfolio level
[00:02:24.600 --> 00:02:27.480]   and also at a plan level.
