
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.560]   - Welcome to the Bogleheads Chapter Series.
[00:00:06.560 --> 00:00:08.320]   This episode was jointly hosted
[00:00:08.320 --> 00:00:10.720]   by the Tampa Bay and South Florida Chapters
[00:00:10.720 --> 00:00:14.040]   and recorded April 27th, 2021.
[00:00:14.040 --> 00:00:16.640]   It features Mark Zorrel, PlanVision's founder
[00:00:16.640 --> 00:00:20.760]   and colleague, Jason Lynch, discussing a variety of topics.
[00:00:20.760 --> 00:00:21.880]   Bogleheads are investors
[00:00:21.880 --> 00:00:24.160]   who follow John Bogle's investing philosophy
[00:00:24.160 --> 00:00:26.800]   for attaining financial independence.
[00:00:26.800 --> 00:00:29.280]   This recording is for informational purposes only
[00:00:29.280 --> 00:00:31.780]   and should not be construed as investment advice.
[00:00:31.780 --> 00:00:39.360]   Alrighty, so welcome everybody
[00:00:39.360 --> 00:00:43.780]   to the Tampa Bay and South Florida Chapters joint meeting.
[00:00:43.780 --> 00:00:45.520]   We're pleased to have Mark Zorrel,
[00:00:45.520 --> 00:00:47.400]   the founder of PlanVision, joining us this evening
[00:00:47.400 --> 00:00:50.760]   along with his colleague, Jason Lynch, CPA,
[00:00:50.760 --> 00:00:53.160]   and they're gonna be presenting two topics.
[00:00:53.160 --> 00:00:55.400]   We'll take time following each of the topics
[00:00:55.400 --> 00:00:57.240]   for question and answer sessions.
[00:00:58.080 --> 00:00:59.360]   And without further ado,
[00:00:59.360 --> 00:01:01.480]   I'll turn this over to Mark and Jason.
[00:01:01.480 --> 00:01:04.120]   - Great, thanks, Alan.
[00:01:04.120 --> 00:01:07.480]   By the way, I started PlanVision in 2012,
[00:01:07.480 --> 00:01:10.720]   even if it seems like it's been 20 years now.
[00:01:10.720 --> 00:01:11.560]   - Okay.
[00:01:11.560 --> 00:01:16.560]   - So I have a list of eight different topics
[00:01:16.560 --> 00:01:18.480]   or subjects that we're gonna go through
[00:01:18.480 --> 00:01:21.000]   as we talk about the considerations
[00:01:21.000 --> 00:01:23.880]   in instructing your investments before and after retirement.
[00:01:23.880 --> 00:01:26.200]   Really, it's not necessarily just the investments,
[00:01:26.200 --> 00:01:28.600]   it's the whole idea of planning and preparing for retirement.
[00:01:28.600 --> 00:01:30.760]   What are some of the important considerations
[00:01:30.760 --> 00:01:31.580]   that you would go through?
[00:01:31.580 --> 00:01:34.200]   And then we'll talk about the technology as well.
[00:01:34.200 --> 00:01:37.100]   But I, Jason is involved in these as well.
[00:01:37.100 --> 00:01:41.720]   I do, at this point, about 17 retirement plans a week.
[00:01:41.720 --> 00:01:46.040]   And so these concepts that we're gonna go through
[00:01:46.040 --> 00:01:49.080]   are very much a part of not all the reviews
[00:01:49.080 --> 00:01:52.240]   that I do and we do with our clients, but many of them.
[00:01:52.240 --> 00:01:54.960]   So very relevant concepts that we go through.
[00:01:54.960 --> 00:01:57.280]   So we'll just get started with the first one,
[00:01:57.280 --> 00:02:00.440]   and that is how to think about your healthcare costs
[00:02:00.440 --> 00:02:02.840]   as you approach retirement.
[00:02:02.840 --> 00:02:06.360]   Because this is one that seemingly scares so many folks.
[00:02:06.360 --> 00:02:11.120]   First of all, I wanna go through how you will buy healthcare
[00:02:11.120 --> 00:02:13.900]   or how you can shop for that or think about.
[00:02:13.900 --> 00:02:17.040]   When you turn 65, you will be eligible for Medicare,
[00:02:17.040 --> 00:02:18.960]   for the most part, unless you're working for an employer
[00:02:18.960 --> 00:02:20.000]   and have some employer coverage,
[00:02:20.000 --> 00:02:23.360]   or maybe you have coverage through the military.
[00:02:23.360 --> 00:02:25.880]   But you'll buy a Medicare supplement.
[00:02:25.880 --> 00:02:28.060]   But many people retire pre-65,
[00:02:28.060 --> 00:02:30.920]   and a lot of people have not shopped
[00:02:30.920 --> 00:02:32.720]   for healthcare on their own.
[00:02:32.720 --> 00:02:34.360]   They've got it through their employer in the past,
[00:02:34.360 --> 00:02:37.720]   and they're just used to the process of getting it that way,
[00:02:37.720 --> 00:02:39.920]   or maybe through their spouse's plan.
[00:02:39.920 --> 00:02:42.440]   But when you're going to start buying healthcare
[00:02:42.440 --> 00:02:44.320]   on your own, a few of the options that you have,
[00:02:44.320 --> 00:02:46.840]   the first one, or for many people,
[00:02:46.840 --> 00:02:48.760]   is they can buy COBRA through their employer.
[00:02:48.760 --> 00:02:51.840]   So that is the option where you can get healthcare
[00:02:51.840 --> 00:02:54.440]   as an extension of your employment
[00:02:54.440 --> 00:02:55.440]   with your employer that you left.
[00:02:55.440 --> 00:02:58.440]   You can buy it and pay the employer side of that.
[00:02:58.440 --> 00:03:00.040]   Many people are familiar with that
[00:03:00.040 --> 00:03:02.440]   and will elect to go with that.
[00:03:02.440 --> 00:03:04.520]   On the other hand, and many people,
[00:03:04.520 --> 00:03:06.820]   at least some of the people that we worked with,
[00:03:06.820 --> 00:03:12.600]   are not familiar with how to buy healthcare on their own.
[00:03:12.600 --> 00:03:14.440]   They haven't done that before.
[00:03:14.440 --> 00:03:16.660]   Depending upon the state that you live in,
[00:03:16.660 --> 00:03:18.600]   your state may offer an exchange.
[00:03:18.600 --> 00:03:20.040]   We have one of those in Minnesota,
[00:03:20.040 --> 00:03:22.440]   and I've been buying my healthcare since 2012
[00:03:22.440 --> 00:03:23.840]   on the exchange.
[00:03:23.840 --> 00:03:25.840]   So I go there and I shop for healthcare.
[00:03:25.840 --> 00:03:29.320]   Or you can buy it on the federal exchange, I believe.
[00:03:29.320 --> 00:03:31.680]   There's some states that do not offer a state exchange.
[00:03:31.680 --> 00:03:33.640]   But anyways, you go on there, you shop for it.
[00:03:33.640 --> 00:03:35.040]   I think in most cases,
[00:03:35.040 --> 00:03:37.920]   eligibility is in November, December for the following year.
[00:03:37.920 --> 00:03:40.280]   Anyways, the important point about this
[00:03:40.280 --> 00:03:44.360]   is that it's worth your time.
[00:03:44.360 --> 00:03:46.360]   And if you're going to be going out,
[00:03:46.360 --> 00:03:47.320]   if you're going to be retiring
[00:03:47.320 --> 00:03:49.760]   and no longer get employer-sponsored healthcare,
[00:03:49.760 --> 00:03:52.960]   it's worth your time if you've just assumed
[00:03:52.960 --> 00:03:56.220]   that you will use your employer's coverage
[00:03:56.220 --> 00:03:58.880]   to shop for healthcare on the exchange
[00:03:58.880 --> 00:04:00.380]   in the state that you live in.
[00:04:00.380 --> 00:04:04.700]   Now, it is likely that many people will say,
[00:04:04.700 --> 00:04:06.120]   oh, but it's expensive.
[00:04:06.120 --> 00:04:08.560]   Yes, it's likely going to be costly,
[00:04:08.560 --> 00:04:11.200]   particularly for those folks that will say things like,
[00:04:11.200 --> 00:04:13.440]   gosh, I've had great coverage for years,
[00:04:13.440 --> 00:04:15.720]   and they've been paying a small premium,
[00:04:15.720 --> 00:04:17.000]   or just haven't had to pay that much.
[00:04:17.000 --> 00:04:18.420]   It may be a bit of a sticker shock
[00:04:18.420 --> 00:04:21.400]   when they actually have to shop for their own healthcare.
[00:04:21.400 --> 00:04:24.960]   On the other hand, what has developed the last several years
[00:04:24.960 --> 00:04:28.100]   with the Affordable Care Act is that many people,
[00:04:28.100 --> 00:04:31.780]   even those people that have significant wealth
[00:04:31.780 --> 00:04:34.560]   will qualify for an ACA subsidy.
[00:04:34.560 --> 00:04:38.200]   And what that means is that instead of buying
[00:04:38.200 --> 00:04:42.240]   or using COBRA insurance from your prior employer,
[00:04:42.240 --> 00:04:45.040]   you may save quite a bit of money
[00:04:45.040 --> 00:04:48.220]   by buying your healthcare through the exchange.
[00:04:48.220 --> 00:04:50.140]   The federal government offers a subsidy
[00:04:50.140 --> 00:04:51.720]   on the premium that you pay.
[00:04:51.720 --> 00:04:54.000]   So I wanted to raise that as a point
[00:04:54.000 --> 00:04:56.000]   that we discuss with our clients.
[00:04:56.000 --> 00:04:58.220]   And we certainly have come across people
[00:04:58.220 --> 00:05:02.380]   who are very experienced investors,
[00:05:02.380 --> 00:05:04.160]   have done a good job of planning,
[00:05:04.160 --> 00:05:05.440]   but just simply weren't knowledgeable
[00:05:05.440 --> 00:05:06.440]   about how to shop for healthcare,
[00:05:06.440 --> 00:05:10.380]   and didn't even realize that the ACA subsidy was available.
[00:05:10.380 --> 00:05:12.420]   So that would be the first point
[00:05:12.420 --> 00:05:14.540]   that I would want to mention as you think about
[00:05:14.540 --> 00:05:17.740]   the transition for retirement upcoming
[00:05:17.740 --> 00:05:19.420]   is how do you want to get
[00:05:19.420 --> 00:05:21.900]   or where do you want to get your healthcare from?
[00:05:21.900 --> 00:05:25.020]   And a great place to go to,
[00:05:25.020 --> 00:05:27.540]   to get an idea of how much it's going to cost
[00:05:27.540 --> 00:05:30.060]   is just go to your state's website.
[00:05:30.060 --> 00:05:32.720]   And you can log in and you can price out some,
[00:05:32.720 --> 00:05:36.580]   you can price out some of the premiums
[00:05:36.580 --> 00:05:37.580]   that will be available.
[00:05:37.580 --> 00:05:40.560]   Now I've been buying it for years, as I mentioned,
[00:05:40.560 --> 00:05:43.300]   and I buy a high deductible plan,
[00:05:43.300 --> 00:05:48.300]   which means my out-of-pocket deductible is up to $13,000.
[00:05:48.300 --> 00:05:51.340]   And those are the least expensive policies.
[00:05:51.340 --> 00:05:52.900]   So, and for many of the people that we work with
[00:05:52.900 --> 00:05:55.100]   that have accumulated wealth,
[00:05:55.100 --> 00:05:56.680]   they're going to want to buy a high deductible policy.
[00:05:56.680 --> 00:05:57.820]   So that's the first consideration.
[00:05:57.820 --> 00:06:00.860]   Now, at this point, I wanted Jason to provide some thoughts
[00:06:00.860 --> 00:06:04.420]   and he's got, he does a wonderful job with our clients
[00:06:04.420 --> 00:06:08.780]   in going through how they may qualify for the ACA premium
[00:06:08.780 --> 00:06:10.980]   and some of the tax implications from that.
[00:06:11.820 --> 00:06:13.980]   - Right, okay, thanks, Mark.
[00:06:13.980 --> 00:06:18.200]   So, right, Mark alluded to, if you're shopping insurance,
[00:06:18.200 --> 00:06:21.580]   you may want to take a look on the, you know,
[00:06:21.580 --> 00:06:23.220]   the healthcare marketplace.
[00:06:23.220 --> 00:06:28.140]   Because the ACA premium subsidy,
[00:06:28.140 --> 00:06:30.420]   the premium tax credit as it's known,
[00:06:30.420 --> 00:06:34.880]   had been capped for households that earn,
[00:06:34.880 --> 00:06:39.880]   that have income of over 400% of federal poverty level.
[00:06:40.260 --> 00:06:42.100]   If you're over that threshold,
[00:06:42.100 --> 00:06:46.700]   the ACA credit disappears completely instead of a phase out.
[00:06:46.700 --> 00:06:50.900]   That is known as the ACA subsidy cliff, and it's dramatic.
[00:06:50.900 --> 00:06:53.580]   You could get a subsidy if you're within
[00:06:53.580 --> 00:06:57.140]   the income threshold.
[00:06:57.140 --> 00:07:00.420]   And if you go $100 over that limit,
[00:07:00.420 --> 00:07:02.140]   you don't get the credit anymore at all.
[00:07:02.140 --> 00:07:04.100]   You've fallen off the cliff.
[00:07:04.100 --> 00:07:06.540]   So, for a two-person household,
[00:07:07.460 --> 00:07:11.860]   that amount is about $69,000.
[00:07:11.860 --> 00:07:15.320]   A four-person goes up to about $104,000.
[00:07:15.320 --> 00:07:20.140]   And as Mark mentioned, some clients,
[00:07:20.140 --> 00:07:22.020]   some people that have wealth,
[00:07:22.020 --> 00:07:23.820]   don't have a lot of high income.
[00:07:23.820 --> 00:07:25.540]   They don't have much income anymore
[00:07:25.540 --> 00:07:26.820]   because they've retired now
[00:07:26.820 --> 00:07:28.660]   and they're managing their cash flow.
[00:07:28.660 --> 00:07:33.140]   Now, it's important to note that the American Rescue Plan,
[00:07:33.140 --> 00:07:35.140]   the plan that was signed last month,
[00:07:35.140 --> 00:07:38.740]   removes that cliff and it simply caps
[00:07:38.740 --> 00:07:41.220]   marketplace health insurance premiums
[00:07:41.220 --> 00:07:46.220]   at no more than 8.5% of household income in 2021 and 2022.
[00:07:46.220 --> 00:07:51.060]   Okay, great, but what does that mean?
[00:07:51.060 --> 00:07:54.780]   What that means is, if your household income
[00:07:54.780 --> 00:07:59.780]   is already more than 400% of federal poverty level, FPL,
[00:07:59.780 --> 00:08:02.220]   for a household of four people,
[00:08:03.540 --> 00:08:08.300]   if the benchmark plan premium in your area,
[00:08:08.300 --> 00:08:13.300]   in your zip code, is less than 8.5% of your income,
[00:08:13.300 --> 00:08:15.700]   you won't qualify for the credit anyway,
[00:08:15.700 --> 00:08:18.060]   regardless if there was a cliff or not.
[00:08:18.060 --> 00:08:21.820]   But, if the benchmark plan in your area
[00:08:21.820 --> 00:08:25.220]   is greater than 8.5% of your income,
[00:08:25.220 --> 00:08:27.940]   you're now eligible for the credit.
[00:08:27.940 --> 00:08:30.140]   And this will benefit many people
[00:08:30.140 --> 00:08:33.020]   who might not have otherwise been able
[00:08:33.020 --> 00:08:35.020]   to take advantage of it, and here's why.
[00:08:35.020 --> 00:08:39.180]   In the great state of Michigan, in Monroe, Michigan,
[00:08:39.180 --> 00:08:44.180]   in my zip code, 48166, a 54-year-old couple,
[00:08:44.180 --> 00:08:50.260]   both 54, with 120,000 modified AGI for this purpose,
[00:08:50.260 --> 00:08:54.100]   would get a monthly credit of $230.
[00:08:54.100 --> 00:08:57.480]   Okay, not a huge amount, 2,800 for the year.
[00:08:57.480 --> 00:09:01.900]   But, their friends in Bloomington, Illinois,
[00:09:01.900 --> 00:09:05.340]   zip code 61701, they're identical.
[00:09:05.340 --> 00:09:10.060]   They modified AGI, would get a monthly credit of $951,
[00:09:10.060 --> 00:09:12.580]   which is almost 12 grand.
[00:09:12.580 --> 00:09:17.580]   But, their cousins, who live in Charleston, West Virginia,
[00:09:17.580 --> 00:09:21.580]   also have $120,000 modified AGI,
[00:09:21.580 --> 00:09:26.020]   would get a monthly credit of $1,500,
[00:09:26.020 --> 00:09:30.780]   almost $19,000 against their premium.
[00:09:30.780 --> 00:09:33.820]   It's all, now, I cherry-picked these, of course.
[00:09:33.820 --> 00:09:37.100]   These are all based on your zip code,
[00:09:37.100 --> 00:09:39.380]   and I've been using, it's called
[00:09:39.380 --> 00:09:42.760]   the healthinsurance.org calculator,
[00:09:42.760 --> 00:09:46.900]   and we'll be able to have show notes for that,
[00:09:46.900 --> 00:09:49.100]   so that you can look at it.
