
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:05.760]   - Welcome back to the podcast.
[00:00:05.760 --> 00:00:09.120]   On Monday, we took a question from Rose,
[00:00:09.120 --> 00:00:12.000]   a woman who has emailed us several times over the years.
[00:00:12.000 --> 00:00:14.680]   She's emailed us the same brief question,
[00:00:14.680 --> 00:00:17.420]   how do I pray for my husband to be saved?
[00:00:17.420 --> 00:00:20.240]   It's a question from desperation
[00:00:20.240 --> 00:00:22.200]   and maybe from weariness too.
[00:00:22.200 --> 00:00:25.320]   So how does a woman, how does a wife like Rose
[00:00:25.320 --> 00:00:28.960]   not lose heart in praying for her husband over years?
[00:00:28.960 --> 00:00:31.760]   And maybe even over decades?
[00:00:31.760 --> 00:00:33.840]   Pastor John there ended his answer
[00:00:33.840 --> 00:00:37.800]   with a brief mention of Luke 18 verses one to eight,
[00:00:37.800 --> 00:00:40.000]   a parable, a great parable for those
[00:00:40.000 --> 00:00:43.500]   who need motivation to endure in prayer.
[00:00:43.500 --> 00:00:45.560]   But it's also a very odd parable.
[00:00:45.560 --> 00:00:48.160]   It has sometimes been called the parable
[00:00:48.160 --> 00:00:50.560]   of the unjust judge,
[00:00:50.560 --> 00:00:53.280]   which is where one of the problems rests.
[00:00:53.280 --> 00:00:58.280]   How and why is God likened to a godless, unjust judge?
[00:00:59.280 --> 00:01:02.880]   Because of this, we often just skirt that problem
[00:01:02.880 --> 00:01:05.560]   and we just call it preferably
[00:01:05.560 --> 00:01:08.080]   the parable of the persistent widow.
[00:01:08.080 --> 00:01:09.280]   That's cleaner.
[00:01:09.280 --> 00:01:10.640]   But no matter what we call it,
[00:01:10.640 --> 00:01:13.360]   this remains perhaps the oddest parable
[00:01:13.360 --> 00:01:14.960]   that Jesus ever told.
[00:01:14.960 --> 00:01:17.880]   Odd because of how many false correlations
[00:01:17.880 --> 00:01:21.080]   we need to untangle to understand it.
[00:01:21.080 --> 00:01:22.660]   And that's what we do today in a clip
[00:01:22.660 --> 00:01:25.680]   from a sermon preached on January 9th
[00:01:25.680 --> 00:01:29.320]   at the end of the first week of 1983.
[00:01:29.320 --> 00:01:32.000]   So way back the first week of 1983.
[00:01:32.000 --> 00:01:34.520]   Here's a very young Pastor John
[00:01:34.520 --> 00:01:36.960]   preaching during a pretty intense season
[00:01:36.960 --> 00:01:41.960]   of focused prayer for himself and for his church.
[00:01:41.960 --> 00:01:42.920]   Here's what he said.
[00:01:42.920 --> 00:01:47.760]   - It's one of the few parables to be interpreted
[00:01:47.760 --> 00:01:51.220]   right at the outset, lest we miss the point.
[00:01:51.220 --> 00:01:53.300]   Verse one of chapter 18 of Luke
[00:01:53.300 --> 00:01:55.840]   is the interpretation to the parable.
[00:01:55.840 --> 00:01:59.520]   He said, "Tell them a parable to the effect
[00:01:59.520 --> 00:02:04.520]   "that they ought always to pray and not lose heart."
[00:02:04.520 --> 00:02:07.000]   Jesus' answer to the question,
[00:02:07.000 --> 00:02:11.120]   "How can you endure to the end and be saved?"
[00:02:11.120 --> 00:02:15.960]   is pray, pray, pray,
[00:02:15.960 --> 00:02:18.600]   and don't lose heart in your praying.
[00:02:18.600 --> 00:02:23.200]   The parable goes like this.
[00:02:23.200 --> 00:02:25.080]   In a certain city, there was a judge
[00:02:25.080 --> 00:02:28.020]   who neither feared God nor regarded man,
[00:02:28.020 --> 00:02:30.180]   and there was a widow in that city
[00:02:30.180 --> 00:02:31.720]   who kept coming to him and saying,
[00:02:31.720 --> 00:02:34.180]   "Vindicate me against my adversary."
[00:02:34.180 --> 00:02:37.940]   For a while, he refused, and afterward he said,
[00:02:37.940 --> 00:02:41.200]   "Although I neither fear God nor regard man,
[00:02:41.200 --> 00:02:43.080]   "yet because this widow bothers me,
[00:02:43.080 --> 00:02:45.600]   "I'll vindicate her, or she'll wear me out
[00:02:45.600 --> 00:02:47.920]   "by this continual coming."
[00:02:47.920 --> 00:02:52.400]   Now, don't be offended that Jesus
[00:02:52.400 --> 00:02:57.400]   compares God, the Father, to an unjust judge.
[00:02:57.400 --> 00:02:59.680]   That happens several times in the Bible.
[00:02:59.680 --> 00:03:01.780]   For example, the most familiar one,
[00:03:01.780 --> 00:03:05.880]   Jesus' coming is called the coming of what in the night?
[00:03:05.880 --> 00:03:09.560]   A thief, which is not very complimentary to Jesus.
[00:03:09.560 --> 00:03:13.040]   But clearly, when the New Testament talks like that,
[00:03:13.040 --> 00:03:14.880]   it doesn't mean Jesus is a thief.
[00:03:14.880 --> 00:03:16.400]   It means that the point of comparison
[00:03:16.400 --> 00:03:19.760]   is suddenness, unexpectedness.
[00:03:19.760 --> 00:03:24.760]   So here, the point of comparison is not that God is unjust,
[00:03:24.760 --> 00:03:30.480]   but that he gives in to prevailing prayer.
[00:03:30.480 --> 00:03:34.560]   Verse seven draws out the lesson very clearly,
[00:03:34.560 --> 00:03:36.480]   which was stated in verse one,
[00:03:36.480 --> 00:03:39.880]   "And will not God vindicate his elect
[00:03:39.880 --> 00:03:42.560]   "who cry to him day and night?"
[00:03:42.560 --> 00:03:46.500]   The answer, of course, is obviously God will vindicate
[00:03:46.500 --> 00:03:48.800]   his elect who cry to him day and night,
[00:03:48.800 --> 00:03:51.480]   that is, who always pray.
[00:03:51.480 --> 00:03:53.280]   Therefore, the point of the parable is,
[00:03:53.280 --> 00:03:56.080]   cry to God day and night.
[00:03:56.080 --> 00:03:59.080]   Show yourself to be the elect
[00:03:59.080 --> 00:04:03.000]   by acting like the way the elect always act,
[00:04:03.000 --> 00:04:04.320]   cry to God day and night,
