
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:05.860]   - Hey, everyone.
[00:00:05.860 --> 00:00:07.480]   Welcome to the Latent Space Podcast.
[00:00:07.480 --> 00:00:10.200]   - This is Alessio, partner and CTO at Decibel Partners.
[00:00:10.200 --> 00:00:11.800]   And I'm joined by my co-host Swiggs,
[00:00:11.800 --> 00:00:13.000]   funder of Small.ai.
[00:00:13.000 --> 00:00:16.000]   - Hey, and today we are delighted to be,
[00:00:16.000 --> 00:00:18.560]   I think the first podcast in the new Codium office.
[00:00:18.560 --> 00:00:22.080]   So thanks for having us and welcome Farun and Anshul.
[00:00:22.080 --> 00:00:23.040]   - Thanks for having us.
[00:00:23.040 --> 00:00:24.240]   Yeah, thanks for having us.
[00:00:24.240 --> 00:00:25.640]   - This is the Silicon Valley office?
[00:00:25.640 --> 00:00:26.480]   - Yeah.
[00:00:26.480 --> 00:00:27.960]   - So like, what's the story behind this?
[00:00:27.960 --> 00:00:31.440]   - The story is that the office was previously,
[00:00:31.440 --> 00:00:33.120]   so we used to be on Castro Street.
[00:00:33.120 --> 00:00:34.200]   So this is in Mountain View.
[00:00:34.200 --> 00:00:37.640]   And I think a lot of the people at the company previously,
[00:00:37.640 --> 00:00:39.960]   you know, were in SF or still in SF.
[00:00:39.960 --> 00:00:42.160]   And actually one thing if you notice about the company
[00:00:42.160 --> 00:00:44.520]   is it's actually like a two minute walk from the Caltrain.
[00:00:44.520 --> 00:00:47.360]   And I think we were, we didn't want to move the office
[00:00:47.360 --> 00:00:48.840]   like very far away from the Caltrain.
[00:00:48.840 --> 00:00:50.240]   That would probably, you know,
[00:00:50.240 --> 00:00:53.080]   piss off a lot of the people that lived in San Francisco,
[00:00:53.080 --> 00:00:54.820]   this guy included.
[00:00:54.820 --> 00:00:57.880]   So we were like scouting a lot of spaces in the nearby area.
[00:00:57.880 --> 00:00:59.600]   And this area popped up.
[00:00:59.600 --> 00:01:02.120]   It previously was being leased by,
[00:01:02.120 --> 00:01:04.000]   I think, Facebook/WhatsApp.
[00:01:04.000 --> 00:01:06.480]   And then immediately after that, Ghost Autonomy.
[00:01:06.480 --> 00:01:08.220]   And then now here we are.
[00:01:08.220 --> 00:01:09.560]   And we also, you know,
[00:01:09.560 --> 00:01:11.400]   I guess one of the things that the landlord told us was
[00:01:11.400 --> 00:01:13.560]   this was the place that they shot all the scenes
[00:01:13.560 --> 00:01:15.320]   for Silicon Valley, at least like externally
[00:01:15.320 --> 00:01:16.160]   and stuff like that.
[00:01:16.160 --> 00:01:17.400]   So that just became a meme.
[00:01:17.400 --> 00:01:20.200]   Trust me, that wasn't like the main reason why we did it.
[00:01:20.200 --> 00:01:21.580]   But we've leaned into it.
[00:01:21.580 --> 00:01:22.420]   - It doesn't hurt.
[00:01:22.420 --> 00:01:23.240]   - Yeah.
[00:01:23.240 --> 00:01:24.080]   - Yeah.
[00:01:24.080 --> 00:01:24.920]   And obviously that played a little bit
[00:01:24.920 --> 00:01:27.040]   into your launch with Windsurf as well.
[00:01:27.040 --> 00:01:28.680]   So, let's get caught up.
[00:01:28.680 --> 00:01:30.560]   You were guest number four?
[00:01:30.560 --> 00:01:31.640]   - I think I was two.
[00:01:31.640 --> 00:01:32.680]   - Maybe it was two.
[00:01:32.680 --> 00:01:34.660]   - Might have been two.
[00:01:34.660 --> 00:01:36.280]   - So a lot has happened since then.
[00:01:36.280 --> 00:01:38.280]   You've raised a huge round
[00:01:38.280 --> 00:01:39.720]   and also just launched your idea.
[00:01:39.720 --> 00:01:42.120]   Like what's been the progress over the last year or so
[00:01:42.120 --> 00:01:44.560]   since the in-space people last saw you?
[00:01:44.560 --> 00:01:45.380]   - Yeah.
[00:01:45.380 --> 00:01:47.040]   So I think the biggest things that have happened
