
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.780]   You're listening to Let's Talk Jobs,
[00:00:08.780 --> 00:00:12.320]   where we give you practical insights into jobs and careers.
[00:00:12.320 --> 00:00:14.480]   I'm Tim Chen, and today we're talking
[00:00:14.480 --> 00:00:18.000]   about search engine optimization, or SEO.
[00:00:18.000 --> 00:00:19.960]   Now, dangerous question.
[00:00:19.960 --> 00:00:23.400]   What was the last thing you searched for on Google?
[00:00:23.400 --> 00:00:25.980]   Mine was, and I'm gonna look at my phone here,
[00:00:28.800 --> 00:00:31.880]   can dogs eat grapes?
[00:00:31.880 --> 00:00:34.760]   The answer is no, you should not let your dog eat grapes.
[00:00:34.760 --> 00:00:36.780]   They're part of the nightshade family,
[00:00:36.780 --> 00:00:39.120]   very poisonous for pups.
[00:00:39.120 --> 00:00:42.600]   Now, that answer came from a website,
[00:00:42.600 --> 00:00:45.320]   and that top result in Google means that page
[00:00:45.320 --> 00:00:47.080]   will likely get the most visits,
[00:00:47.080 --> 00:00:49.520]   possibly converting that visit into a sale.
[00:00:49.520 --> 00:00:53.960]   So SEO is the practice of optimizing your webpage
[00:00:53.960 --> 00:00:55.660]   so that it is more easily discoverable
[00:00:55.660 --> 00:00:57.760]   by search engines like Google or Bing,
[00:00:57.760 --> 00:00:59.760]   and your goal is to rank at the top.
[00:00:59.760 --> 00:01:04.540]   Simply put, it doesn't matter how beautiful your website is
[00:01:04.540 --> 00:01:06.920]   if nobody can find it, right?
[00:01:06.920 --> 00:01:09.420]   So how does SEO work?
[00:01:09.420 --> 00:01:11.140]   Imagine you're walking into a library
[00:01:11.140 --> 00:01:13.320]   with a specific book in mind.
[00:01:13.320 --> 00:01:15.840]   You notice right away that all the books sit on shelves
[00:01:15.840 --> 00:01:18.440]   that are neatly organized into rows.
[00:01:18.440 --> 00:01:21.200]   Above each row are signage that cleanly label
[00:01:21.200 --> 00:01:23.880]   different genres categorized by age group.
[00:01:24.880 --> 00:01:27.280]   Each book has a visible title,
[00:01:27.280 --> 00:01:29.800]   and in the cover is a short description
