
[00:00:00.000 --> 00:00:02.480]   [Silence]
[00:00:02.480 --> 00:00:04.520]   How you think about stress
[00:00:04.520 --> 00:00:07.800]   impacts the stress response in profound ways.
[00:00:07.800 --> 00:00:09.560]   So this paper, "Rethinking Stress,
[00:00:09.560 --> 00:00:12.080]   The Role of Mindsets in Determining Stress"
[00:00:12.080 --> 00:00:15.040]   did a very simple set of manipulations.
[00:00:15.040 --> 00:00:17.520]   They had people in one group listen to a lecture
[00:00:17.520 --> 00:00:19.240]   that effectively was titled, quote,
[00:00:19.240 --> 00:00:22.360]   "The effects of stress are negative and should be avoided."
[00:00:22.360 --> 00:00:24.600]   And that lecture included information
[00:00:24.600 --> 00:00:27.160]   about how stress diminishes performance
[00:00:27.160 --> 00:00:29.840]   and how it can diminish health and vitality
[00:00:29.840 --> 00:00:32.320]   learning and performance, productivity,
[00:00:32.320 --> 00:00:34.640]   it increases uncertainty, et cetera, okay?
[00:00:34.640 --> 00:00:36.640]   And all of that information is true.
[00:00:36.640 --> 00:00:40.400]   A separate group listened to a lecture entitled, quote,
[00:00:40.400 --> 00:00:43.840]   "Experiencing stress improves health and vitality."
[00:00:43.840 --> 00:00:47.020]   And again, that information is true.
[00:00:47.020 --> 00:00:49.000]   Now, I realize that some of you are probably still asking,
[00:00:49.000 --> 00:00:52.200]   how can it be that stress diminishes health and performance
[00:00:52.200 --> 00:00:54.760]   and stress also enhances health and performance?
[00:00:54.760 --> 00:00:57.240]   And the answer lies in two things.
[00:00:57.240 --> 00:00:59.400]   One, the level of stress,
[00:00:59.400 --> 00:01:01.880]   and therefore the level of hormones that are released
[00:01:01.880 --> 00:01:03.220]   in response to that stress,
[00:01:03.220 --> 00:01:06.320]   the duration over which the stress response occurs.
[00:01:06.320 --> 00:01:10.600]   But the key variable here is that our cognitive understanding
[00:01:10.600 --> 00:01:14.200]   about what stress does impacts whether or not
[00:01:14.200 --> 00:01:17.540]   our physiology goes down the direction of debilitating
[00:01:17.540 --> 00:01:19.560]   or enhancing effects of stress, okay?
[00:01:19.560 --> 00:01:20.920]   So we've got a condition here
[00:01:20.920 --> 00:01:23.080]   where people are being informed very differently
[00:01:23.080 --> 00:01:24.220]   about what stress does.
[00:01:24.220 --> 00:01:26.240]   In one case, it's the stress is bad message.
[00:01:26.240 --> 00:01:28.800]   In the other case, it's the stress is good message.
[00:01:28.800 --> 00:01:31.520]   And there are many different experiments within this paper,
[00:01:31.520 --> 00:01:34.240]   but one of the more interesting ones I believe
[00:01:34.240 --> 00:01:36.480]   is where they looked at work performance,
[00:01:36.480 --> 00:01:40.100]   both in terms of performance of what they call soft tasks.
[00:01:40.100 --> 00:01:43.440]   So these are somewhat easier tasks as well as hard tasks.
[00:01:43.440 --> 00:01:46.900]   And when you look at the group that was given information
[00:01:46.900 --> 00:01:51.800]   about how stress diminishes performance in the soft tasks,
[00:01:51.800 --> 00:01:53.600]   okay, so the somewhat easy tasks,
[00:01:53.600 --> 00:01:56.140]   you don't see much change in their performance
[00:01:57.140 --> 00:01:59.720]   as you compare the before the learning
[00:01:59.720 --> 00:02:02.400]   about stress is diminishing to after the learning.
[00:02:02.400 --> 00:02:05.400]   Whereas the people who learn that stress is enhancing
[00:02:05.400 --> 00:02:08.800]   actually experience some improvement in work performance,
[00:02:08.800 --> 00:02:10.720]   even though the challenge that they're facing
[00:02:10.720 --> 00:02:11.720]   isn't that great.
[00:02:11.720 --> 00:02:14.040]   So again, what this means is that learning that stress
[00:02:14.040 --> 00:02:18.240]   can enhance performance by providing people true information
[00:02:18.240 --> 00:02:20.320]   about how stress can enhance performance,
[00:02:20.320 --> 00:02:23.480]   can increase performance even in the context of stuff
[00:02:23.480 --> 00:02:25.620]   that's not that hard, not that stressful.
[00:02:25.620 --> 00:02:27.900]   Even more interesting is that when you look at performance
[00:02:27.900 --> 00:02:29.800]   on tasks that are considered hard
