
[00:00:00.000 --> 00:00:05.000]   [Music]
[00:00:05.000 --> 00:00:10.000]   The prosperity gospel continues to plague pulpits and churches around the world.
[00:00:10.000 --> 00:00:14.000]   So what is the prosperity gospel? Why is it popular? Why is it dangerous?
[00:00:14.000 --> 00:00:17.000]   And why is John Piper so opposed to it?
[00:00:17.000 --> 00:00:21.000]   Here's how he explained it back in the fall of 2008.
[00:00:21.000 --> 00:00:29.000]   So why do I feel so strongly about the so-called prosperity gospel?
[00:00:29.000 --> 00:00:36.000]   There's an easy answer, but before I give it, let me define it a little bit.
[00:00:36.000 --> 00:00:44.000]   It's on a continuum from the most radical to what would be called soft or light.
[00:00:44.000 --> 00:00:51.000]   And the most radical would basically say, "God wants you rich,
[00:00:51.000 --> 00:00:57.000]   and you should partner with him by faith to pursue riches."
[00:00:57.000 --> 00:01:02.000]   And the justification would be given, "You can't accomplish much in life without money,
[00:01:02.000 --> 00:01:05.000]   and so go for it."
[00:01:05.000 --> 00:01:08.000]   Or another rationale might be, "You're kingdom kids,
[00:01:08.000 --> 00:01:15.000]   and kingdom kids don't wear tattered clothes. They dress like the king," and so on.
[00:01:15.000 --> 00:01:23.000]   The light would be simply being more cautious not to say those gross things about wealth,
[00:01:23.000 --> 00:01:33.000]   but to minimize sin and minimize pain and only talk about how well things will go for you
[00:01:33.000 --> 00:01:36.000]   if you follow Christ.
[00:01:36.000 --> 00:01:43.000]   So why do I abominate this so-called gospel? I think it is another gospel.
[00:01:43.000 --> 00:01:53.000]   And the first reason would be simply to go straight to the Bible and see what Paul says
[00:01:53.000 --> 00:01:57.000]   about those who want to be rich.
[00:01:57.000 --> 00:02:07.000]   He says, this is 1 Timothy 6.6, "Now there's great gain in godliness with contentment,"
[00:02:07.000 --> 00:02:11.000]   in other words, without craving for stuff, "for we brought nothing into the world,
[00:02:11.000 --> 00:02:13.000]   and we cannot take anything out of the world.
[00:02:13.000 --> 00:02:17.000]   If we have food and clothing, with these we'll be content."
[00:02:17.000 --> 00:02:19.000]   It's just amazing.
[00:02:19.000 --> 00:02:23.000]   "But those who desire to be rich," now here's the key text, this is verse 9,
[00:02:23.000 --> 00:02:30.000]   "those who desire to be rich fall into temptation, into a snare,
[00:02:30.000 --> 00:02:35.000]   into many senseless and harmful desires that plunge people into ruin and destruction.
[00:02:35.000 --> 00:02:38.000]   For the love of money is the root of all kinds of evils.
[00:02:38.000 --> 00:02:42.000]   It is through this craving," that is, this craving to be rich,
[00:02:42.000 --> 00:02:50.000]   "that some have wandered away from the faith and pierced themselves with many pangs."
[00:02:50.000 --> 00:02:58.000]   In other words, the very thing that leads people to suicidal piercings of pangs,
[00:02:58.000 --> 00:03:04.000]   namely the desire to be rich, is nurtured and cultivated by the prosperity preachers.
[00:03:04.000 --> 00:03:10.000]   They are encouraging that this suicidal behavior happen.
[00:03:10.000 --> 00:03:13.000]   That's abominable.
[00:03:13.000 --> 00:03:20.000]   Where Jesus said, "It's easier for a camel to go through the eye of a needle
[00:03:20.000 --> 00:03:24.000]   than for a rich man to enter the kingdom of heaven."
[00:03:24.000 --> 00:03:26.000]   Why would he say that?
[00:03:26.000 --> 00:03:31.000]   It's because riches are such dangerous things.
[00:03:31.000 --> 00:03:35.000]   They're not a blessing usually.
[00:03:35.000 --> 00:03:38.000]   They're usually a curse.
[00:03:38.000 --> 00:03:40.000]   People are cursed with riches.
[00:03:40.000 --> 00:03:43.000]   They're destroyed by riches.
[00:03:43.000 --> 00:03:45.000]   And here again, a little parenthesis of qualification,
[00:03:45.000 --> 00:03:49.000]   I don't mean it's sinful to make a lot of money.
[00:03:49.000 --> 00:03:52.000]   I just mean it's sinful to want to keep a lot of money.
[00:03:52.000 --> 00:03:54.000]   And it's suicidal to want to keep a lot of money.
[00:03:54.000 --> 00:04:00.000]   Bigger barns and bigger cars and bigger houses and bigger portfolios
[00:04:00.000 --> 00:04:05.000]   and finer clothes and everything is growing with your income
[00:04:05.000 --> 00:04:09.000]   so that your conscience is getting harder and harder.
[00:04:09.000 --> 00:04:12.000]   Because if you're a Christian at this point,
[00:04:12.000 --> 00:04:15.000]   your conscience is having to say, "It's okay. It's okay.
[00:04:15.000 --> 00:04:18.000]   This is okay. This is the Calvary Road.
[00:04:18.000 --> 00:04:20.000]   This is what it means to deny yourself.
[00:04:20.000 --> 00:04:22.000]   This is what it means to follow Jesus.
[00:04:22.000 --> 00:04:24.000]   This is what it means to die every day.
[00:04:24.000 --> 00:04:27.000]   This is what it means to have my treasure in heaven."
[00:04:27.000 --> 00:04:29.000]   And it doesn't. It won't work.
[00:04:29.000 --> 00:04:35.000]   Your conscience has to be lacerated in order to keep from killing yourself.
[00:04:35.000 --> 00:04:41.000]   And so, Jesus says, "It's hard for a rich man to give you the kingdom of heaven."
[00:04:41.000 --> 00:04:45.000]   Paul says, "Those who desire to be rich fall into temptation
[00:04:45.000 --> 00:04:47.000]   and pierce themselves with many pangs."
[00:04:47.000 --> 00:04:49.000]   And along comes a prosperity preacher who says,
[00:04:49.000 --> 00:04:52.000]   "Yes, the Lord really wants you to be rich.
[00:04:52.000 --> 00:04:53.000]   We should pursue riches."
[00:04:53.000 --> 00:04:56.000]   Following Jesus is the pathway to riches.
[00:04:56.000 --> 00:04:59.000]   Riches are the sign of God's blessing.
[00:04:59.000 --> 00:05:03.000]   I would just say those are in mutual contradiction for each other,
[00:05:03.000 --> 00:05:05.000]   and therefore, this is deadly.
[00:05:05.000 --> 00:05:08.000]   Here's another reason I'm really upset about this.
[00:05:08.000 --> 00:05:12.000]   These prosperity preachers don't just talk to Americans
[00:05:12.000 --> 00:05:15.000]   who are already fairly well off
[00:05:15.000 --> 00:05:18.000]   and try to help them become a little more rich.
[00:05:18.000 --> 00:05:20.000]   They get on their jets, their personal jets,
[00:05:20.000 --> 00:05:23.000]   and they fly to Africa or the Philippines.
[00:05:23.000 --> 00:05:29.000]   And they land, and they gather a stadium full of 100,000 desperately poor people
[00:05:29.000 --> 00:05:31.000]   and tell them if they'll believe in Jesus, they'll get rich
[00:05:31.000 --> 00:05:33.000]   and all their needs will be met,
[00:05:33.000 --> 00:05:37.000]   and their wives won't have miscarriages anymore, blah, blah, blah.
[00:05:37.000 --> 00:05:41.000]   Then they get in their jet with their pockets full and go home.
[00:05:41.000 --> 00:05:43.000]   That's wicked.
[00:05:43.000 --> 00:05:47.000]   Because the Bible is so filled with teachings
[00:05:47.000 --> 00:05:52.000]   that in this life, this is a momentary affliction here.
[00:05:52.000 --> 00:05:56.000]   This light, momentary affliction is working for us
