
[00:00:00.000 --> 00:00:02.160]   (beeping)
[00:00:02.160 --> 00:00:13.040]   - Welcome back to Ask the Compound.
[00:00:13.040 --> 00:00:14.800]   Many people in the finance industry
[00:00:14.800 --> 00:00:16.960]   love to dunk on regular people, mom and pop,
[00:00:16.960 --> 00:00:18.560]   for not knowing what they're doing,
[00:00:18.560 --> 00:00:20.560]   for being inept at saving and investing.
[00:00:20.560 --> 00:00:23.440]   I think reading about behavioral finance
[00:00:23.440 --> 00:00:26.120]   makes finance people feel somewhat superior
[00:00:26.120 --> 00:00:28.480]   to their peers, other people, not our audience.
[00:00:28.480 --> 00:00:30.080]   Every week, we get emails from people who diligently
[00:00:30.080 --> 00:00:33.200]   save their money, improve their career prospects.
[00:00:33.200 --> 00:00:34.200]   Their people are doing their best
[00:00:34.200 --> 00:00:35.160]   to achieve financial freedom,
[00:00:35.160 --> 00:00:36.600]   but they still have questions, right?
[00:00:36.600 --> 00:00:38.160]   These people are in a great place financially,
[00:00:38.160 --> 00:00:39.200]   and they still have questions,
[00:00:39.200 --> 00:00:41.200]   which shows you how difficult it can be
[00:00:41.200 --> 00:00:43.320]   because you have this uncertainty we're dealing with.
[00:00:43.320 --> 00:00:44.680]   It's okay to admit you need help.
[00:00:44.680 --> 00:00:46.840]   Every year, I feel like I learn more and more,
[00:00:46.840 --> 00:00:47.740]   and it just makes me realize
[00:00:47.740 --> 00:00:49.080]   how much more I still have to learn.
[00:00:49.080 --> 00:00:51.240]   So that's what we're doing here at The Compound.
[00:00:51.240 --> 00:00:52.640]   We're learning together, Duncan.
[00:00:52.640 --> 00:00:53.480]   Come on this journey with us.
[00:00:53.480 --> 00:00:54.320]   - Sure, I learn every week. - Our email here,
[00:00:54.320 --> 00:00:57.120]   askthecompoundshow@gmail.com.
[00:00:57.120 --> 00:01:00.000]   Today's show is sponsored by Bird Dogs.
[00:01:00.000 --> 00:01:00.920]   It's my Bird Dogs hat.
[00:01:00.920 --> 00:01:02.680]   I'm not a big hat guy, usually, right?
[00:01:02.680 --> 00:01:04.280]   Josh does the flat-brimmed thing.
[00:01:04.280 --> 00:01:06.840]   Michael does the dad hat thing.
[00:01:06.840 --> 00:01:09.300]   You have a huge collection of hats.
[00:01:09.300 --> 00:01:10.980]   You wear all kinds of hats.
[00:01:10.980 --> 00:01:15.620]   So this one, much like the Bird Dog shorts and pants
[00:01:15.620 --> 00:01:17.640]   and the warm-up sweats they have,
[00:01:17.640 --> 00:01:19.640]   it's breathable, it's stretchy.
[00:01:19.640 --> 00:01:20.880]   You know, I'm not much of a hat guy,
[00:01:20.880 --> 00:01:24.040]   but in the summer, I'm out on the lake, I'm at the beach.
[00:01:24.040 --> 00:01:25.280]   - Out to brag. - I'm doing bike rides
[00:01:25.280 --> 00:01:28.320]   with the kids and the boat, and it's a lot of wind.
[00:01:28.320 --> 00:01:29.560]   And I wear products in my hair, but still,
[00:01:29.560 --> 00:01:31.800]   sometimes it just, it's not good being outside
[00:01:31.800 --> 00:01:33.440]   so much from being so active, so you need a hat.
[00:01:33.440 --> 00:01:37.360]   And so Bird Dogs has this new hat where if you go,
[00:01:37.360 --> 00:01:39.240]   let's say you go buy a pair of their shorts, right?
[00:01:39.240 --> 00:01:42.800]   Birddogs.com/ATC for Ask the Compound.
[00:01:42.800 --> 00:01:45.520]   Put in promo code ATC and you'll get this hat for free.
[00:01:45.520 --> 00:01:46.680]   It's a nice tech-stretch hat.
[00:01:46.680 --> 00:01:48.880]   I like it, and I'm a simple man
[00:01:48.880 --> 00:01:50.520]   when it comes to investing in fashion, right?
[00:01:50.520 --> 00:01:53.520]   I like to keep things simple and not a lot of words on this,
[00:01:53.520 --> 00:01:56.520]   just a simple picture, it's white, and it's comfy.
[00:01:56.520 --> 00:02:00.020]   So again, Birddogs.com/ATC.
[00:02:00.020 --> 00:02:02.600]   Enter code ATC and you get a free hat just like this.
[00:02:02.600 --> 00:02:04.560]   I do look like I'm going for a golf game after this.
[00:02:04.560 --> 00:02:06.240]   I will admit that.
[00:02:06.240 --> 00:02:09.080]   But if you're gonna do golf or tennis or something,
[00:02:09.080 --> 00:02:10.200]   Bird Dogs are the way to go.
[00:02:10.200 --> 00:02:12.640]   - Yeah, you look like you're heading out to the courts
[00:02:12.640 --> 00:02:13.620]   right after this, you know?
[00:02:13.620 --> 00:02:14.760]   Maybe pickleball?
[00:02:14.760 --> 00:02:16.040]   Are you a pickleball person?
[00:02:16.040 --> 00:02:17.180]   - I'm a tennis pro.
[00:02:17.180 --> 00:02:19.240]   - So they also sent us this.
[00:02:19.240 --> 00:02:21.120]   So maybe foreshadowing, something to come?
[00:02:21.120 --> 00:02:22.080]   I don't know. - I like it.
[00:02:22.080 --> 00:02:23.960]   - We don't know yet, so thanks, Bird Dogs.
[00:02:23.960 --> 00:02:25.280]   - All right, let's go to some questions.
[00:02:25.280 --> 00:02:26.880]   - Oh, also, before we get started,
[00:02:26.880 --> 00:02:29.080]   your intro just made me think, for people new here,
[00:02:29.080 --> 00:02:32.640]   I guess we never really explained the setup of this show.
[00:02:32.640 --> 00:02:34.360]   I have people sometimes reach out and I'm like,
[00:02:34.360 --> 00:02:36.280]   Duncan doesn't know anything about finance
[00:02:36.280 --> 00:02:38.140]   for a finance professional.
[00:02:38.140 --> 00:02:39.720]   I'm not a finance professional.
[00:02:39.720 --> 00:02:42.480]   I'm a creative, I'm the video guy.
[00:02:42.480 --> 00:02:43.520]   I'm a producer. - You're the guy
[00:02:43.520 --> 00:02:44.360]   behind the guy.
[00:02:44.360 --> 00:02:48.360]   We pulled Duncan from, he was a professor.
[00:02:48.360 --> 00:02:49.840]   Duncan went to film school.
[00:02:49.840 --> 00:02:51.800]   We needed someone to help us make our videos look better
[00:02:51.800 --> 00:02:53.080]   'cause we didn't know what we were doing.
[00:02:53.080 --> 00:02:55.400]   And Duncan is on the production side of things, so.
[00:02:55.400 --> 00:02:57.400]   - Right, yeah, not a financial--
[00:02:57.400 --> 00:02:59.740]   - Duncan is not a financial person.
