
[00:00:00.000 --> 00:00:07.000]   Leipzig Reviewer: Peter van de Ven
[00:00:07.000 --> 00:00:26.520]   Hello, everyone. Thank you very much for having me.
[00:00:26.520 --> 00:00:30.680]   It's a very exciting place to be, a very exciting time to be.
[00:00:30.680 --> 00:00:37.520]   I mean, this has been a pretty intense couple of days.
[00:00:37.520 --> 00:00:40.840]   I don't know if you feel the same way, but also very energizing.
[00:00:40.840 --> 00:00:43.840]   So I want to take a little bit of your time today
[00:00:43.840 --> 00:00:46.880]   to talk about what I see is the coming of the new code,
[00:00:46.880 --> 00:00:50.560]   in particular specifications, which sort of hold this promise.
[00:00:50.560 --> 00:00:52.360]   It has been the dream of the industry,
[00:00:52.360 --> 00:00:56.000]   where you can write your code, your intentions once,
[00:00:56.000 --> 00:00:57.280]   and run them everywhere.
[00:00:57.280 --> 00:00:59.920]   Quaking Joe, my name is Sean.
[00:00:59.920 --> 00:01:03.760]   I work at OpenAI, specifically in alignment research.
[00:01:03.760 --> 00:01:07.000]   And today, I want to talk about sort of the value of code
[00:01:07.000 --> 00:01:08.360]   versus communication,
[00:01:08.360 --> 00:01:10.000]   and why specifications might be a little bit
[00:01:10.000 --> 00:01:12.440]   of a better approach in general.
[00:01:12.440 --> 00:01:19.080]   I'm going to go over the anatomy of a specification,
[00:01:19.080 --> 00:01:21.640]   and we'll use the model spec as the example.
[00:01:21.640 --> 00:01:26.520]   And we'll talk about communicating intent to other humans.
[00:01:26.520 --> 00:01:30.360]   And we'll go over the 4.0 sycophancy issue as a case study.
[00:01:30.360 --> 00:01:35.160]   We'll talk about how to make this specification executable,
[00:01:35.160 --> 00:01:38.080]   how to communicate intent to the models,
[00:01:38.080 --> 00:01:42.360]   and how to think about specifications as code,
[00:01:42.360 --> 00:01:43.520]   even if they're a little bit different.
[00:01:43.520 --> 00:01:46.160]   And we'll end on a couple of open questions.
[00:01:46.160 --> 00:01:50.080]   So let's talk about code versus communication.
[00:01:50.080 --> 00:01:54.400]   Real quick, raise your hand if you write code,
[00:01:54.400 --> 00:01:55.360]   and vibe code counts.
[00:01:55.360 --> 00:01:57.360]   Cool.
[00:01:57.360 --> 00:02:01.920]   Keep them up if your job is to write code.
[00:02:01.920 --> 00:02:03.520]   Okay?
[00:02:03.520 --> 00:02:06.080]   Now, for those people, keep their hand up
[00:02:06.080 --> 00:02:09.520]   if you feel that the most valuable, professional artifact
[00:02:09.520 --> 00:02:11.520]   that you produce is code.
[00:02:11.520 --> 00:02:14.000]   Okay?
[00:02:14.000 --> 00:02:15.200]   There's quite a few people,
[00:02:15.200 --> 00:02:16.800]   and I think this is quite natural.
[00:02:16.800 --> 00:02:20.480]   We all work very, very hard to solve problems.
[00:02:20.480 --> 00:02:21.440]   We talk with people.
[00:02:21.440 --> 00:02:22.960]   We gather requirements.
[00:02:22.960 --> 00:02:25.200]   We think through implementation details.
[00:02:25.200 --> 00:02:27.360]   We integrate with lots of different sources.
[00:02:27.360 --> 00:02:30.400]   And the ultimate thing that we produce is code.
[00:02:30.400 --> 00:02:33.920]   Code is the artifact that we can point to.
[00:02:33.920 --> 00:02:34.720]   We can measure.
[00:02:34.720 --> 00:02:35.600]   We can debate.
[00:02:35.600 --> 00:02:37.360]   And we can discuss.
[00:02:37.360 --> 00:02:40.160]   It feels tangible and real.
[00:02:40.160 --> 00:02:44.640]   But it's sort of underselling the job that each of you does.
[00:02:44.640 --> 00:02:48.560]   Code is sort of 10% to 20% of the value that you bring.
[00:02:48.560 --> 00:02:53.280]   The other 80% to 90% is in structured communication.
[00:02:53.280 --> 00:02:54.880]   And this is going to be different for everyone,
[00:02:54.880 --> 00:02:58.640]   but a process typically looks something like you talk to users
[00:02:58.640 --> 00:03:00.640]   in order to understand their challenges.
[00:03:00.640 --> 00:03:06.880]   You distill these stories down and then ideate about how to solve these problems.
[00:03:06.880 --> 00:03:08.560]   What is the goal that you want to achieve?
[00:03:08.560 --> 00:03:12.000]   You plan ways to achieve those goals.
[00:03:12.000 --> 00:03:14.880]   You share those plans with your colleagues.
[00:03:14.880 --> 00:03:19.200]   You translate those plans into code.
[00:03:19.200 --> 00:03:20.960]   So this is a very important step, obviously.
[00:03:21.920 --> 00:03:25.440]   And then you test and verify, not the code itself.
[00:03:25.440 --> 00:03:26.480]   Right?
[00:03:26.480 --> 00:03:28.400]   No one cares actually about the code itself.
[00:03:28.400 --> 00:03:32.960]   What you care is when the code ran, did it achieve the goals?
[00:03:32.960 --> 00:03:36.240]   Did it alleviate the challenges of your user?
[00:03:36.240 --> 00:03:40.400]   You look at the effects that your code had on the world.
[00:03:40.400 --> 00:03:51.280]   So talking, understanding, distilling, ideating, planning, sharing, translating, testing, verifying.
[00:03:51.280 --> 00:03:55.280]   These all sound like structured communication to me.
[00:03:55.280 --> 00:03:59.520]   And structured communication is the bottleneck.
[00:03:59.520 --> 00:04:04.880]   Knowing what to build, talking to people and gathering requirements.
[00:04:04.880 --> 00:04:06.400]   Knowing how to build it.
[00:04:06.400 --> 00:04:07.760]   Knowing why to build it.
[00:04:07.760 --> 00:04:11.120]   And at the end of the day, knowing if it has been built correctly
[00:04:11.120 --> 00:04:14.320]   and has actually achieved the intentions that you set out with.
[00:04:15.760 --> 00:04:22.160]   And the more advanced AI models get, the more we are all going to starkly feel this bottleneck.
[00:04:22.160 --> 00:04:28.000]   Because in the near future, the person who communicates most effectively
[00:04:28.000 --> 00:04:31.440]   is the most valuable programmer.
[00:04:31.440 --> 00:04:35.760]   And literally, if you can communicate effectively, you can program.
[00:04:35.760 --> 00:04:40.320]   So let's take vibe coding as an illustrative example.
[00:04:40.320 --> 00:04:42.800]   Vibe coding tends to feel quite good.
[00:04:43.760 --> 00:04:45.360]   And it's worth asking, why is that?
[00:04:45.360 --> 00:04:49.440]   Well, vibe coding is fundamentally about communication first.
[00:04:49.440 --> 00:04:54.400]   And the code is actually a secondary downstream artifact of that communication.
[00:04:54.400 --> 00:04:59.520]   We get to describe our intentions and the outcomes that we want to see.
[00:04:59.520 --> 00:05:02.320]   And we let the model actually handle the grunt work for us.
[00:05:02.320 --> 00:05:08.240]   And even so, there is something strange about the way that we do vibe coding.
[00:05:08.240 --> 00:05:11.040]   We communicate via prompts to the model.
[00:05:12.560 --> 00:05:15.040]   And we tell them our intentions and our values.
[00:05:15.040 --> 00:05:18.000]   And we get a code artifact out at the end.
[00:05:18.000 --> 00:05:21.040]   And then we sort of throw our prompts away.
[00:05:21.040 --> 00:05:22.960]   They're ephemeral.
[00:05:22.960 --> 00:05:29.760]   And if you've written TypeScript or Rust, once you put your code through a compiler,
[00:05:29.760 --> 00:05:35.040]   or it gets down into a binary, no one is happy with that binary.
[00:05:35.040 --> 00:05:36.480]   That wasn't the purpose.
[00:05:36.480 --> 00:05:37.120]   It's useful.
[00:05:37.120 --> 00:05:43.360]   In fact, we always regenerate the binaries from scratch every time we compile or we run our code
[00:05:43.360 --> 00:05:46.400]   through V8 or whatever it might be from the source spec.
[00:05:46.400 --> 00:05:50.800]   It's the source specification that's the valuable artifact.
[00:05:51.600 --> 00:05:54.720]   And yet when we prompt elements, we sort of do the opposite.
[00:05:54.720 --> 00:05:57.760]   We keep the generated code and we delete the prompt.
[00:05:57.760 --> 00:06:03.200]   And this feels like a little bit like you shred the source and then you very carefully version control the binary.
[00:06:03.200 --> 00:06:11.520]   And that's why it's so important to actually capture the intent and the values in a specification.
[00:06:11.520 --> 00:06:17.920]   A written specification is what enables you to align humans on the shared set of goals
[00:06:17.920 --> 00:06:22.320]   and to know if you are aligned, if you're actually synchronized on what needs to be done.
[00:06:22.320 --> 00:06:28.000]   This is the artifact that you discuss, that you debate, that you refer to, and that you synchronize on.
[00:06:28.000 --> 00:06:32.080]   And this is really important, so I want to nail this home.
[00:06:32.080 --> 00:06:36.160]   That a written specification effectively aligns humans.
[00:06:36.160 --> 00:06:44.240]   And it is the artifact that you use to communicate, and to discuss, and debate, and refer to, and synchronize on.
[00:06:44.240 --> 00:06:48.880]   If you don't have a specification, you just have a vague idea.
[00:06:48.880 --> 00:06:54.560]   Now let's talk about why specifications are more powerful in general than code.
[00:06:55.920 --> 00:07:00.640]   Because code itself is actually a lossy projection from the specification.
[00:07:00.640 --> 00:07:07.920]   In the same way that if you were to take a compiled C binary and decompile it, you wouldn't get nice
[00:07:07.920 --> 00:07:13.520]   comments and well-named variables. You would have to work backwards. You'd have to infer what was this
[00:07:13.520 --> 00:07:19.520]   person trying to do. Why is this code written this way? It isn't actually contained in there. It was a lossy translation.
[00:07:19.520 --> 00:07:25.840]   And in the same way, code itself, even nice code, typically doesn't embody all of the
[00:07:25.840 --> 00:07:32.880]   intentions and the values in itself. You have to infer what is the ultimate goal that this team is
[00:07:32.880 --> 00:07:39.360]   trying to achieve when you read through code. So communication, the work that we established,
[00:07:39.360 --> 00:07:44.320]   we already do when embodied inside of a written specification is better than code.
[00:07:44.320 --> 00:07:49.920]   It actually encodes all of the necessary requirements in order to generate the code.
[00:07:51.120 --> 00:07:56.800]   And in the same way that having a source code that you pass to a compiler allows you to target
[00:07:56.800 --> 00:08:04.880]   multiple different architectures. You can compile for ARM64 or x86 or WebAssembly. The source document
[00:08:04.880 --> 00:08:10.720]   actually contains enough information to describe how to translate it to your target architecture.
[00:08:10.720 --> 00:08:20.640]   In the same way, a sufficiently robust specification given to models will produce good TypeScript,
[00:08:20.640 --> 00:08:26.720]   good Rust, servers, clients, documentation, tutorials, blog posts, and even podcasts.
[00:08:26.720 --> 00:08:32.240]   A show of hands, who works at a company that has developers as customers?
[00:08:34.080 --> 00:08:41.280]   Okay, so a quick thought exercise is if you were to take your entire code base, all of the documentation,
[00:08:41.280 --> 00:08:46.320]   or all of the code that runs your business, and you were to put that into a podcast generator,
[00:08:46.320 --> 00:08:51.600]   could you generate something that would be sufficiently interesting and compelling that would tell
[00:08:51.600 --> 00:08:57.680]   the users how to succeed, how to achieve their goals? Or is all of that information somewhere else?
[00:08:57.680 --> 00:09:05.920]   It's not actually in your code. And so moving forward, the new scarce skill is writing specifications
[00:09:05.920 --> 00:09:13.120]   that fully capture the intent and values. And whoever masters that, again, becomes the most valuable
[00:09:13.120 --> 00:09:20.000]   programmer. And there's a reasonable chance that this is going to be the coders of today. This is already very
[00:09:20.000 --> 00:09:26.720]   similar to what we do. However, product managers also write specifications. Lawmakers write legal
[00:09:26.720 --> 00:09:32.880]   specifications. This is actually a universal principle. So with that in mind, let's look at what a
[00:09:32.880 --> 00:09:39.040]   specification actually looks like. And I'm going to use the OpenAI model spec as an example here. So last
[00:09:39.040 --> 00:09:47.680]   year, OpenAI released the model spec. And this is a living document that tries to clearly and unambiguously
[00:09:47.680 --> 00:09:54.000]   express the intentions and values that OpenAI hopes to imbue its models with, that it ships to the world.
[00:09:54.000 --> 00:10:03.200]   And it was updated in February and open sourced. So you can actually go to GitHub and you can see the
[00:10:03.200 --> 00:10:10.000]   implementation of the model spec. And surprise, surprise, it's actually just a collection of Markdown files.
[00:10:10.000 --> 00:10:19.120]   It just looks like this. Now Markdown is remarkable. It is human readable. It's versioned. It's changelogged.
[00:10:19.120 --> 00:10:25.920]   And because it is natural language, everyone, not just technical people, can contribute, including product,
[00:10:25.920 --> 00:10:34.080]   legal, safety, research, policy. They can all read, discuss, debate, and contribute to the same source code.
[00:10:34.080 --> 00:10:42.400]   This is the universal artifact that aligns all of the humans as to our intentions and values inside
[00:10:42.400 --> 00:10:50.080]   of the company. Now, as much as we might try to use unambiguous language, there are times where it's
[00:10:50.080 --> 00:10:57.360]   very difficult to express the nuance. So every clause in the model spec has an ID here. So you can see
