
[00:00:00.000 --> 00:00:02.180]   (beeping)
[00:00:02.180 --> 00:00:11.040]   (upbeat music)
[00:00:11.040 --> 00:00:22.200]   - Welcome back to Ask the Compound,
[00:00:22.200 --> 00:00:23.720]   the show where we get questions straight from you,
[00:00:23.720 --> 00:00:25.600]   the viewer, and even some feedback
[00:00:25.600 --> 00:00:27.520]   that we're gonna go over today.
[00:00:27.520 --> 00:00:29.280]   Ask the Compound show at gmail.com,
[00:00:29.280 --> 00:00:30.520]   that's your email here.
[00:00:30.520 --> 00:00:33.160]   Today's show is sponsored by Fabric by Gerber Life.
[00:00:33.160 --> 00:00:36.800]   Fabric by Gerber Life was designed by parents for parents,
[00:00:36.800 --> 00:00:38.480]   I'm a parent so I can understand,
[00:00:38.480 --> 00:00:40.440]   to help you get a high quality, surprisingly affordable
[00:00:40.440 --> 00:00:42.240]   term of life insurance policy in less than 10 minutes.
[00:00:42.240 --> 00:00:43.760]   We're gonna talk term of life at some point
[00:00:43.760 --> 00:00:45.720]   in Ask the Compound in an upcoming episode,
[00:00:45.720 --> 00:00:47.120]   I think at the end of this month.
[00:00:47.120 --> 00:00:49.740]   So they say go start to cover it in less than 10 minutes,
[00:00:49.740 --> 00:00:53.320]   no health exam required, thousands of parents use it,
[00:00:53.320 --> 00:00:54.500]   you protect your family.
[00:00:54.500 --> 00:00:59.500]   It's fabric.com/atc, sorry, meetfabric.com/atc.
[00:00:59.500 --> 00:01:01.100]   I checked it out, it's great.
[00:01:01.100 --> 00:01:04.900]   You just put in your age, male, female, what's date,
[00:01:04.900 --> 00:01:07.220]   do you use tobacco, how's your health?
[00:01:07.220 --> 00:01:08.640]   It's funny, you watch early 90s movies
[00:01:08.640 --> 00:01:11.940]   and everyone's smoking, it doesn't happen anymore, right?
[00:01:11.940 --> 00:01:14.020]   It's almost weird to see someone smoking.
[00:01:14.020 --> 00:01:15.980]   - In Europe there's still a lot of smoking.
[00:01:15.980 --> 00:01:16.860]   - I can see that.
[00:01:16.860 --> 00:01:19.460]   So, policy is issued by Western Southern Life
[00:01:19.460 --> 00:01:21.540]   insurance company, not available in certain states,
[00:01:21.540 --> 00:01:23.260]   prices are subject to underwriting and health questions,
[00:01:23.260 --> 00:01:24.300]   but this is the kind of thing that,
[00:01:24.300 --> 00:01:26.980]   especially if you're a parent, you have to check that box.
[00:01:26.980 --> 00:01:29.140]   My wife is a constant worrier, I'm not the worrier.
[00:01:29.140 --> 00:01:31.140]   She does, so she makes sure this kind of stuff
[00:01:31.140 --> 00:01:32.020]   is taken care of.
[00:01:32.020 --> 00:01:34.980]   I'm gonna have to introduce her to fabric, pretty cool.
[00:01:34.980 --> 00:01:38.580]   - Mr. Spreadsheet is not the worrier, interesting.
[00:01:38.580 --> 00:01:39.500]   - It is kind of funny, yeah.
[00:01:39.500 --> 00:01:43.020]   I'm more of a things will work out kind of guy.
[00:01:43.020 --> 00:01:45.500]   My wife is a worrier, so we balance each other out.
[00:01:45.500 --> 00:01:49.420]   All right, Duncan, last week we talked to trucks, right?
[00:01:49.420 --> 00:01:50.660]   And I got some good feedback from people.
[00:01:50.660 --> 00:01:52.580]   A lot of people actually who are truck drivers
[00:01:52.580 --> 00:01:53.420]   drew to me.
[00:01:53.420 --> 00:01:54.580]   Daniel, throw the first one up here.
[00:01:54.580 --> 00:01:56.540]   We got a good feedback here.
[00:01:56.540 --> 00:01:58.300]   32 year old truck guy here, he says,
[00:01:58.300 --> 00:02:00.100]   "This is exactly why I waited 10 plus years
[00:02:00.100 --> 00:02:01.540]   "to buy my dream truck.
[00:02:01.540 --> 00:02:03.640]   "I waited until dividend income could cover the payment."
[00:02:03.640 --> 00:02:05.300]   That's even further than I went.
[00:02:05.300 --> 00:02:06.960]   "Also made sure he had a cash flowing business
[00:02:06.960 --> 00:02:08.020]   "to run with the truck."
[00:02:08.020 --> 00:02:09.580]   So he's using the truck for a business,
[00:02:09.580 --> 00:02:12.100]   not just driving it because it looks nice.
[00:02:12.100 --> 00:02:14.180]   He said he definitely advised the same to younger people.
[00:02:14.180 --> 00:02:15.620]   That's all I was saying last week,
[00:02:15.620 --> 00:02:18.380]   is that just wait a little bit, right?
[00:02:18.380 --> 00:02:19.500]   Wait till you can actually cover it.
[00:02:19.500 --> 00:02:21.180]   I don't care if you drive a big truck,
[00:02:21.180 --> 00:02:22.980]   just make sure you can afford it.
[00:02:22.980 --> 00:02:24.340]   - When I met a lot of truck people
[00:02:24.340 --> 00:02:25.700]   totally agree with what we were saying.
[00:02:25.700 --> 00:02:27.580]   I mean, it can't be more annoying
[00:02:27.580 --> 00:02:29.500]   to have someone who actually needs a truck
[00:02:29.500 --> 00:02:30.960]   to have to pay more for a truck
[00:02:30.960 --> 00:02:33.300]   because a bunch of people want them for vanity sake.
[00:02:33.300 --> 00:02:34.220]   - Yes, I had another one say,
[00:02:34.220 --> 00:02:36.820]   "Listen, I drove junky old trucks my entire career
[00:02:36.820 --> 00:02:38.040]   "and that allowed me to retire early
[00:02:38.040 --> 00:02:40.360]   "'cause I wasn't paying for the newest top of the line one."
[00:02:40.360 --> 00:02:41.200]   I think it makes sense.
[00:02:41.200 --> 00:02:42.180]   One more piece of feedback.
[00:02:42.180 --> 00:02:43.060]   Daniel, throw the next one up.
[00:02:43.060 --> 00:02:45.280]   This is someone coming to Duncan's defense.
[00:02:45.280 --> 00:02:49.160]   He says, "We all have our Oatleys in our portfolio
[00:02:50.100 --> 00:02:53.380]   "and the guys give Duncan a decent amount of grief for it.
[00:02:53.380 --> 00:02:56.060]   "I want to know what their Oatleys are, past or present."
[00:02:56.060 --> 00:02:57.300]   Fair question.
[00:02:57.300 --> 00:02:58.140]   We do.
[00:02:58.140 --> 00:03:00.460]   I also told you to watch the first 10 minutes of Curb,
[00:03:00.460 --> 00:03:01.820]   your enthusiasm, the new one.
[00:03:01.820 --> 00:03:03.100]   Did you see what Larry David did?
[00:03:03.100 --> 00:03:03.920]   - I saw, I saw.
[00:03:03.920 --> 00:03:05.780]   - He switched from what, soy milk to, or almond milk?
[00:03:05.780 --> 00:03:08.980]   - Almond milk to oat milk, yeah, yeah.
[00:03:08.980 --> 00:03:10.700]   - All right, see, you've been waiting for it.
[00:03:10.700 --> 00:03:11.900]   - It's a sign. - It's coming into,
[00:03:11.900 --> 00:03:13.500]   it's a sign.
[00:03:13.500 --> 00:03:15.180]   I got a couple of easy ones here.
[00:03:15.180 --> 00:03:16.060]   The easiest one for me,
[00:03:16.060 --> 00:03:18.420]   and I think it's a good lesson too in understanding,
[00:03:18.420 --> 00:03:20.340]   you can be totally right on the thesis
[00:03:20.340 --> 00:03:21.500]   and still get wrong on the stock price.
[00:03:21.500 --> 00:03:24.020]   So the one for me today that finally round-tripped for me
[00:03:24.020 --> 00:03:26.420]   for the first time since 2019 is Disney.
