
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.620]   - Yeah, so thanks so much for having us.
[00:00:08.620 --> 00:00:11.600]   So this is gonna be a little bit of a two-part presentation.
[00:00:11.600 --> 00:00:14.240]   My name is Dan, I'm at Together AI,
[00:00:14.240 --> 00:00:17.840]   and I'll be joining UCSD as faculty in about a year.
[00:00:17.840 --> 00:00:19.960]   And Eugene, you wanna introduce yourself?
[00:00:19.960 --> 00:00:22.000]   - I'm Eugene, I lead the art activity team,
[00:00:22.000 --> 00:00:25.120]   and I'm CEO and co-founder of Featherless,
[00:00:25.120 --> 00:00:27.480]   and we both work on this new
[00:00:27.480 --> 00:00:29.740]   post-transformer architecture space.
[00:00:29.740 --> 00:00:33.120]   - Yeah, so today, we're really excited
[00:00:33.120 --> 00:00:35.600]   to talk to you a little bit about that.
[00:00:35.600 --> 00:00:37.800]   So first, I'm gonna give a broad overview
[00:00:37.800 --> 00:00:40.380]   of kind of the last few years of progress
[00:00:40.380 --> 00:00:42.900]   in non-post-transformer architectures,
[00:00:42.900 --> 00:00:45.960]   and then afterwards, Eugene will tell us a little bit
[00:00:45.960 --> 00:00:47.440]   about the latest and the greatest
[00:00:47.440 --> 00:00:50.620]   and the latest frontier models in this space.
[00:00:50.620 --> 00:00:54.280]   So the story starts with scaling.
[00:00:54.280 --> 00:00:56.880]   So this is probably a figure or something like this
[00:00:56.880 --> 00:00:59.120]   that you've seen very recently.
[00:00:59.120 --> 00:01:00.920]   Over the last five to six years,
[00:01:00.920 --> 00:01:03.640]   we've seen models really scale up in parameter size,
[00:01:03.640 --> 00:01:05.640]   and that's brought with it a bunch of new capabilities,
[00:01:05.640 --> 00:01:09.700]   like the ability to talk to you and tell you sometimes
[00:01:09.700 --> 00:01:12.800]   how to use your Colab and your AWS screens.
[00:01:12.800 --> 00:01:15.480]   But another place where we've seen scaling,
[00:01:15.480 --> 00:01:18.680]   especially recently, is scaling in context length.
[00:01:18.680 --> 00:01:21.920]   So this can mean just having more text inputs
[00:01:21.920 --> 00:01:23.880]   for your models, but it can also mean things
[00:01:23.880 --> 00:01:28.000]   like taking a lot of visual token inputs,
[00:01:28.000 --> 00:01:31.520]   image inputs to your models, or generating lots of outputs.
[00:01:31.520 --> 00:01:34.080]   And one thing that's been really exciting
[00:01:34.080 --> 00:01:37.680]   over the last few months or so is that we're seeing scaling,
[00:01:37.680 --> 00:01:39.920]   not only during training time, but also during test time.
[00:01:39.920 --> 00:01:43.240]   So this is one of the, this is the iconic image
[00:01:43.240 --> 00:01:45.280]   from the OpenAI '01 release.
[00:01:45.280 --> 00:01:47.840]   Not only are we starting to scale train time compute,
[00:01:47.840 --> 00:01:51.160]   but we're also starting to scale test time compute.
[00:01:51.160 --> 00:01:53.880]   Now, if you're familiar with our attention
[00:01:53.880 --> 00:01:55.820]   in our transformer architectures today,
[00:01:55.820 --> 00:01:58.640]   this graph on the right might look a little bit scary.
[00:01:58.640 --> 00:02:02.280]   And one of the reasons is that the implications
[00:02:02.280 --> 00:02:04.920]   are a little bit interesting.
[00:02:04.920 --> 00:02:06.960]   So what does it mean if we want to continue
[00:02:06.960 --> 00:02:08.680]   having smarter and smarter models?
[00:02:08.680 --> 00:02:09.960]   Do we just need to start building
[00:02:09.960 --> 00:02:13.320]   bigger, bigger data centers, spending more flops?
[00:02:13.320 --> 00:02:16.800]   Is this, this little Dolly 3, we need more flops guy,
[00:02:16.800 --> 00:02:20.720]   is this gonna be the future of all of AI?
[00:02:20.720 --> 00:02:23.960]   Or is there a better way, another path forward?
[00:02:23.960 --> 00:02:26.300]   Maybe we can get the same capabilities
[00:02:26.300 --> 00:02:27.900]   that we've gotten used to,
[00:02:27.900 --> 00:02:30.160]   but for a lot less compute, a lot less flops.
[00:02:30.160 --> 00:02:33.300]   And one of the things that we're gonna talk about today
[00:02:33.300 --> 00:02:37.140]   is specifically looking at that core attention operator
[00:02:37.140 --> 00:02:38.820]   in some of these models.
