
[00:00:00.000 --> 00:00:05.500]   The Hartford Small Business Insurance knows that running a small business is a big-time commitment.
[00:00:05.500 --> 00:00:09.700]   So this holiday season, they're celebrating hard-working small business owners
[00:00:09.700 --> 00:00:14.600]   with a chance to go to I Heart Radio Jingle Ball in Miami on December 16th.
[00:00:14.600 --> 00:00:19.200]   Nominate yourself or another small business owner for a chance to win a trip for two.
[00:00:19.200 --> 00:00:25.000]   Includes airfare, two-night hotel, tickets to the show, plus $1,000 in spending cash.
[00:00:25.000 --> 00:00:29.900]   For official rules and entry information, visit iheartradio.com/smallbusiness.
[00:00:30.400 --> 00:00:33.700]   Welcome to Radical Personal Finance, a show dedicated to providing you with the knowledge, skills,
[00:00:33.700 --> 00:00:37.200]   insight, and encouragement you need to live a rich and meaningful life now,
[00:00:37.200 --> 00:00:40.300]   while building a plan for financial freedom in 10 years or less.
[00:00:40.300 --> 00:00:42.000]   My name is Joshua. I am your host.
[00:00:42.000 --> 00:00:45.600]   And today, I'm going to push off what I had planned to talk to you about today,
[00:00:45.600 --> 00:00:49.000]   which was the next in the 7 Rings of Freedom series.
[00:00:49.000 --> 00:00:54.300]   And I'm gonna talk today instead about disaster preparedness, specifically for a flu pandemic.
[00:00:54.300 --> 00:01:01.700]   Obviously, the big news of last week and this weekend, in addition to the untimely death of Kobe Bryant,
[00:01:01.700 --> 00:01:08.400]   obviously, the big news is related to the, I guess I should say, other big news,
[00:01:08.400 --> 00:01:11.000]   I guess the impeachment of President Trump, impeachment trial.
[00:01:11.000 --> 00:01:20.500]   Big news is this, is the expansion of the coronavirus from China and then spreading throughout the world right now.
[00:01:20.500 --> 00:01:26.400]   And obviously, if you're listening to this a couple weeks from now, it could be that it's an absolutely massive story,
[00:01:26.400 --> 00:01:30.100]   and it could be that it's a non-event, and we don't know.
[00:01:30.100 --> 00:01:36.300]   But I like to use events like this to think about and to put me in a right frame of mind,
[00:01:36.300 --> 00:01:39.000]   whether or not something bad actually happens.
[00:01:39.000 --> 00:01:45.200]   Whenever I see somebody else experience something, I often think, "What if that happened to me?"
