
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.640]   - Let's talk about the conversation
[00:00:07.640 --> 00:00:10.060]   around money and your partner.
[00:00:10.060 --> 00:00:12.320]   We've already covered the emotional side of it
[00:00:12.320 --> 00:00:14.080]   in my conversation with Ramit,
[00:00:14.080 --> 00:00:16.960]   but I haven't had any conversation on this show ever
[00:00:16.960 --> 00:00:21.240]   about pre-nups and post-nups and that whole can of worms.
[00:00:21.240 --> 00:00:23.120]   And I know you have and have lots of opinions.
[00:00:23.120 --> 00:00:26.160]   So for anyone who's either in that situation,
[00:00:26.160 --> 00:00:30.120]   will be in it, regrets not having been in it,
[00:00:30.120 --> 00:00:32.560]   what advice do you have for people to think about?
[00:00:32.560 --> 00:00:35.960]   - Man, we need to stop making the pre-nup a big deal.
[00:00:35.960 --> 00:00:39.400]   That is my first and foremost soapbox on this topic
[00:00:39.400 --> 00:00:43.880]   is that pre-nups are one of the biggest remaining taboos,
[00:00:43.880 --> 00:00:46.900]   I feel, when it comes to money conversations.
[00:00:46.900 --> 00:00:49.560]   Because to just say the word, like people are like,
[00:00:49.560 --> 00:00:52.040]   cursed, how dare you get a pre-nup?
[00:00:52.040 --> 00:00:54.100]   Your marriage is gonna fail.
[00:00:54.100 --> 00:00:56.320]   You do not trust and love your spouse
[00:00:56.320 --> 00:00:58.120]   if you want a pre-nup.
[00:00:58.120 --> 00:01:00.680]   - All right, here's my multi-prong attack
[00:01:00.680 --> 00:01:02.560]   on people who are currently listening to this
[00:01:02.560 --> 00:01:04.360]   and feeling that way.
[00:01:04.360 --> 00:01:06.920]   First and foremost, as my pre-nup attorney said to me,
[00:01:06.920 --> 00:01:09.720]   because yes, I do indeed have a pre-nup,
[00:01:09.720 --> 00:01:11.960]   is that everyone has a pre-nup,
[00:01:11.960 --> 00:01:14.000]   it's just the default laws of your state.
[00:01:14.000 --> 00:01:16.240]   What a great reframe.
[00:01:16.240 --> 00:01:19.120]   So technically, there is a pre-nup in place for you
[00:01:19.120 --> 00:01:20.320]   if you didn't get one yourself,
[00:01:20.320 --> 00:01:22.240]   and it's just based on how your state
