
[00:00:00.000 --> 00:00:09.220]   I want to distinguish between daily self-induced discomforts and these larger discomforts like
[00:00:09.220 --> 00:00:14.560]   going to the Arctic. I want to get to the Masogi theme and this idea of taking on things that are
[00:00:14.560 --> 00:00:18.640]   truly hard that you might not finish. But if we were to shrink this down to the morning,
[00:00:18.640 --> 00:00:23.820]   wake up, you can scroll on your phone, or you can hop in the cold plunge, take a cold shower.
[00:00:23.820 --> 00:00:28.220]   These days, there's a lot of discussion around doing the cold shower has numerous benefits,
[00:00:28.220 --> 00:00:34.380]   wakes you up, dopamine, norepinephrine, but also it kind of sucks. Nobody likes cold water.
[00:00:34.380 --> 00:00:40.180]   If you do, send me a note because I'll send you a neurologist's phone number.
[00:00:40.180 --> 00:00:48.140]   But we all like the feeling of getting out of it. But what are some things besides cold showers and
[00:00:48.140 --> 00:00:52.640]   exercise, which I do believe everyone should do and get sunlight, et cetera, that we can do on a
[00:00:52.640 --> 00:00:56.260]   daily basis, morning or in the afternoon if we're feeling just kind of low,
[00:00:56.440 --> 00:01:03.080]   besides cold showers and exercise and sunlight that are hard? Like, is it if I, like, I love
[00:01:03.080 --> 00:01:07.800]   eating strawberries and I hate putting, like, I leave the hulls in weird places without even realizing
[00:01:07.800 --> 00:01:12.600]   it. And I'll walk by a hull of a strawberry. And I'm thinking, and I, this morning I thought,
[00:01:12.600 --> 00:01:15.880]   oh my Easter is going to laugh at me. Like, I'm like, I got to pick this thing up. I'm not just
[00:01:15.880 --> 00:01:19.960]   scattering them around my home, by the way. But I'm like, like, what is it? Like we create these
[00:01:19.960 --> 00:01:25.340]   barriers to doing the simplest of things. So what are some difficult things that we can introduce
[00:01:25.340 --> 00:01:31.380]   to our daily routine that have been shown to make us feel better besides exercise, sunlight,
[00:01:31.380 --> 00:01:32.640]   and cold water?
[00:01:32.640 --> 00:01:40.280]   Yeah. So sort of my big picture answer here is my substack is called the 2% newsletter. And I'll
[00:01:40.280 --> 00:01:45.900]   tell you why it's called 2%. So there's this study that found that only 2% of people take the stairs
[00:01:45.900 --> 00:01:53.280]   when there's an escalator available. 2%. Now, 100% of people know that if they were to take the stairs,
[00:01:53.280 --> 00:01:57.200]   that would be better for them, right? They get a better long-term return on their health,
[00:01:57.200 --> 00:02:04.860]   on their wellbeing. And yet 98% of people do the easier thing that could actually hurt them in the
[00:02:04.860 --> 00:02:09.500]   long run in the context of this environment where we don't move enough. So this tells me that we're
[00:02:09.500 --> 00:02:17.800]   sort of wired to do the next easiest thing. But living better in modern life often requires doing these
[00:02:17.800 --> 00:02:23.240]   slightly uncomfortable things that are just so obvious and in front of us. And it's like,
[00:02:23.240 --> 00:02:28.540]   you have to get to the second floor. So which route are you going to take? You're going to take
[00:02:28.540 --> 00:02:31.920]   the one that's a little bit uncomfortable now, but improves your life in the long run? Or are you
[00:02:31.920 --> 00:02:36.320]   going to do the easy thing that might actually hurt you in the long run? So that to me is just a
