
[00:00:00.500 --> 00:00:13.320]   SPEAKER 1: Hey, I'm Connor.
[00:00:13.320 --> 00:00:15.940]   I'm the co-founder and CTO of Unify.
[00:00:15.940 --> 00:00:16.560]   I'm Kanaal.
[00:00:16.560 --> 00:00:19.840]   I'm an engineer at Unify.
[00:00:19.840 --> 00:00:22.600]   SPEAKER 1: Awesome.
[00:00:22.600 --> 00:00:24.040]   Some quick background on Unify.
[00:00:24.040 --> 00:00:25.960]   We're building an AI system of action
[00:00:25.960 --> 00:00:29.640]   that lets companies grow revenue in a repeatable, observable,
[00:00:29.640 --> 00:00:34.400]   and scalable way, generate pipeline and find new business.
[00:00:34.400 --> 00:00:37.680]   A key belief that we have is that growth should be a science
[00:00:37.680 --> 00:00:41.560]   and that the best products foundationally should win.
[00:00:41.560 --> 00:00:44.960]   An insight that we had was that foundationally go-to-market
[00:00:44.960 --> 00:00:46.640]   is a search problem.
[00:00:46.640 --> 00:00:50.400]   It's about finding people and companies that have a problem
[00:00:50.400 --> 00:00:53.820]   that you uniquely solve.
[00:00:53.820 --> 00:00:56.940]   Historically, in order to run this search problem
[00:00:56.940 --> 00:00:59.280]   over huge amounts of unstructured, semantically rich
[00:00:59.280 --> 00:01:02.040]   data, you had to deploy people.
[00:01:02.040 --> 00:01:03.040]   You have a sales team.
[00:01:03.040 --> 00:01:04.040]   They do research.
[00:01:04.040 --> 00:01:09.600]   But in the world of LLMs and AI, you can now do that in code.
[00:01:09.600 --> 00:01:12.680]   You can get a bunch of great benefits like repeatability,
[00:01:12.680 --> 00:01:16.040]   observability, scalability that historically you couldn't get.
[00:01:16.040 --> 00:01:18.040]   How do you run this research?
[00:01:18.040 --> 00:01:22.800]   Well, you run it with agents.
[00:01:22.800 --> 00:01:26.000]   Here's what that looks like in our product.
[00:01:26.000 --> 00:01:29.720]   We take customer questions and figure out a way to answer those questions
[00:01:29.720 --> 00:01:33.800]   using internet data and sort of open research.
[00:01:33.800 --> 00:01:35.800]   We ask our customers for two things.
[00:01:35.800 --> 00:01:42.560]   One, a list of questions that they want answered about a specific company or person with defined outputs.
[00:01:42.560 --> 00:01:46.120]   So that might be text, enum, Boolean.
[00:01:46.120 --> 00:01:49.560]   And then we ask them to provide some guidance.
[00:01:49.560 --> 00:01:55.320]   That's a free-form text field that lets you describe, sort of like how you would describe to a high schooler,
[00:01:55.320 --> 00:01:57.920]   how they should go about the actual research.
[00:01:57.920 --> 00:02:06.320]   This agent then runs on thousands or tens of thousands of companies, answers those questions in an engine called plays,
[00:02:06.320 --> 00:02:13.080]   and helps you send targeted sales outreach to those companies in a timely manner.
[00:02:13.080 --> 00:02:16.200]   Some examples of things that our customers will research.
[00:02:16.200 --> 00:02:19.560]   One, when did this company last have downtime?
[00:02:19.560 --> 00:02:23.800]   Maybe if you're selling an incident response tool, you want to know if they've had downtime and speak to that.
[00:02:23.800 --> 00:02:32.560]   Or if you're selling a login tool or an auth tool, maybe you want to find times where customers are complaining about login experiences,
[00:02:32.560 --> 00:02:36.280]   bad login experiences, find some links to it and include that in a timely email.
[00:02:36.280 --> 00:02:40.760]   We run quite a few agents.
[00:02:40.760 --> 00:02:43.840]   We're pushing a lot of tokens through open AI.
[00:02:43.840 --> 00:02:50.160]   In April, we pushed 36 billion tokens, and that has increased pretty quickly every month since.
[00:02:50.160 --> 00:02:59.600]   We've learned a lot in doing this, and so we thought it would be fun to share some practical learnings of running these really generalized research agents at scale.
[00:02:59.600 --> 00:03:02.720]   Thanks, Connor.
[00:03:02.720 --> 00:03:08.200]   So going back all the way to November, the first thing we did was build the version one of our agent.
[00:03:08.200 --> 00:03:18.200]   And so Sam, one of our founding engineers, and Connor both took cracks at it using the React framework, which most of you are probably familiar with by now, but just is reasoning and then acting.
[00:03:18.200 --> 00:03:23.680]   So it allows for, like, corrective and reactive actions over the course of an agent's trajectory.
[00:03:23.680 --> 00:03:31.680]   So Connor and Sam both built versions of this framework, but they also built it with three core tools: searching the Internet, searching a website, and scraping a website.
[00:03:31.680 --> 00:03:37.160]   So you can see here on the left we have Sambot Mark1 and ConnorAgent.
[00:03:37.160 --> 00:03:42.160]   We named all of our agents here, and you can see the differences in the architecture.
[00:03:42.160 --> 00:03:49.160]   The key differences here is that Sam chose to use a weaker and faster model, 4.0, for generating the plan and revising the plan.
[00:03:49.160 --> 00:04:01.640]   And Connor chose to use 01 preview, which was the reasoning model at the time, and to generate a stronger plan, hopefully, and then lead both -- or both lead to this agentic tool use loop.
[00:04:01.640 --> 00:04:05.640]   After we built those, the first thing we wanted to know is, how do we know which one is better?
[00:04:05.640 --> 00:04:14.320]   So before we built any evals or any metrics, we spent a lot of time looking at the traces to see -- and the trajectories -- to see, okay, which one's working better?
[00:04:14.320 --> 00:04:19.120]   And what we found initially is that 01 produced much more thorough research plans.
[00:04:19.120 --> 00:04:24.880]   So you can see here on the left we have 01 preview, and on the right we have 4.0.
[00:04:24.880 --> 00:04:33.760]   You can see 01 preview and 01 are given the same prompt, and for 01 preview you have around 1,600 tokens, and only 600 for 4.0.
[00:04:33.760 --> 00:04:45.400]   If we want to zoom into this plan, we can see for a specific question, which is one of the questions in the prompt, the difference in quality and specificity of output for 01 preview versus 4.0.
[00:04:45.400 --> 00:04:54.880]   So you can see we've outlined how to answer the question in 01, potential mistakes or pitfalls in 01, and also, like, even the value type or the structured output that was provided.
[00:04:56.800 --> 00:05:10.440]   And so what we found actually from these plans is that this increase in specificity and actually just general verbosity helped the agent improve outcomes downstream of this initial planning phase.
[00:05:10.440 --> 00:05:16.440]   But after we did this kind of vibe check, we started to build actual evals.
[00:05:16.440 --> 00:05:23.280]   We started with just accuracy, which was just a percentage of questions answered correctly, and then hand-labeled a bunch of data sets.
[00:05:23.280 --> 00:05:29.920]   So I actually hand-labeled probably, like, 500 examples across, you know, 100 companies for each of these five core data sets.
[00:05:29.920 --> 00:05:34.920]   And we picked these data sets based off of what we thought the customers at the time would use our agent for.
[00:05:34.920 --> 00:05:44.040]   So things like, is this company B2B or B2C, firmographics and technographics, so that they can deploy these agents and accurately get answers about these companies.
