
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.560]   - Welcome friends to this episode
[00:00:06.560 --> 00:00:09.240]   of the "Everyday Educator" podcast.
[00:00:09.240 --> 00:00:11.120]   I'm your host, Lisa Bailey,
[00:00:11.120 --> 00:00:14.280]   and I'm excited to spend some time with you today
[00:00:14.280 --> 00:00:17.740]   as we encourage one another, learn together,
[00:00:17.740 --> 00:00:20.660]   and ponder the delights and challenges
[00:00:20.660 --> 00:00:24.040]   that make homeschooling the adventure of a lifetime.
[00:00:24.040 --> 00:00:26.400]   Whether you're just considering
[00:00:26.400 --> 00:00:28.640]   this homeschooling possibility
[00:00:28.640 --> 00:00:32.320]   or deep into the daily delight of family learning,
[00:00:32.320 --> 00:00:36.000]   I believe you'll enjoy thinking along with us.
[00:00:36.000 --> 00:00:37.320]   But don't forget,
[00:00:37.320 --> 00:00:41.020]   although this online community is awesome,
[00:00:41.020 --> 00:00:46.020]   you'll find even closer support in a local CC community.
[00:00:46.020 --> 00:00:50.640]   So go to classicalconversations.com
[00:00:50.640 --> 00:00:54.580]   and find a community near you today.
[00:00:55.600 --> 00:01:00.200]   Well, listeners, I'm excited today about our topic.
[00:01:00.200 --> 00:01:03.780]   Our foundations year has drawn to a close,
[00:01:03.780 --> 00:01:06.880]   our challenge year is quickly coming to an end,
[00:01:06.880 --> 00:01:10.480]   and all the fun end of the year specials
[00:01:10.480 --> 00:01:12.720]   are running through our community.
[00:01:12.720 --> 00:01:16.760]   I want us to talk today for a few minutes
[00:01:16.760 --> 00:01:18.740]   about memory masters.
[00:01:18.740 --> 00:01:22.600]   Many of you have kids who are in the middle
[00:01:22.600 --> 00:01:26.160]   of the memory master proofing process,
[00:01:26.160 --> 00:01:29.320]   but a lot of you are in community
[00:01:29.320 --> 00:01:31.520]   with these memory master people,
[00:01:31.520 --> 00:01:34.120]   and you don't really know what the big deal is.
[00:01:34.120 --> 00:01:38.000]   Or maybe your child has heard about Memory Master,
[00:01:38.000 --> 00:01:41.640]   and they wonder if it's something they want to do.
[00:01:41.640 --> 00:01:43.060]   And they ask you about it,
[00:01:43.060 --> 00:01:45.800]   and you think, I don't really know a lot about this.
[00:01:45.800 --> 00:01:47.480]   I don't know if it's for our family.
[00:01:47.480 --> 00:01:49.320]   I'm not sure how you get started.
[00:01:49.320 --> 00:01:50.880]   I don't know if it's too late.
[00:01:50.880 --> 00:01:54.320]   How would I go about finding more information?
[00:01:54.320 --> 00:01:58.480]   So today, I have two great guests with us.
[00:01:58.480 --> 00:02:00.840]   I have Kelly Wilt with us today.
[00:02:00.840 --> 00:02:04.640]   She has been immersed in the memory master world
[00:02:04.640 --> 00:02:06.360]   for a long time.
[00:02:06.360 --> 00:02:09.960]   You may know her voice and her face
[00:02:09.960 --> 00:02:14.960]   as the emcee of the National Memory Master Competition.
[00:02:14.960 --> 00:02:17.400]   So Kelly is gonna talk to us a little bit
[00:02:17.400 --> 00:02:19.520]   about memory master in general,
[00:02:19.520 --> 00:02:23.800]   and some of her experiences with National Memory Master.
[00:02:23.800 --> 00:02:26.600]   But I have a real treat today.
[00:02:26.600 --> 00:02:29.240]   I'm gonna get Kelly to introduce
[00:02:29.240 --> 00:02:34.240]   the new National Memory Master Liaison,
[00:02:34.240 --> 00:02:35.520]   Elise DeYoung.
[00:02:35.520 --> 00:02:37.600]   And you're gonna get to know Elise,
[00:02:37.600 --> 00:02:41.960]   and we're gonna answer all of your questions, maybe.
[00:02:41.960 --> 00:02:46.120]   We're going to just encourage you,
[00:02:46.120 --> 00:02:49.200]   mamas and daddies and grandmas and students
[00:02:49.200 --> 00:02:54.200]   to realize that memory masters are made, not born.
[00:02:54.200 --> 00:03:00.640]   So everybody has the opportunity to become a memory master.
[00:03:00.640 --> 00:03:02.840]   Kelly, I'm so glad to have you today.
[00:03:02.840 --> 00:03:06.440]   Thank you for coming to share your expertise with us.
[00:03:06.440 --> 00:03:08.640]   - Oh, friend, you know I love foundations
[00:03:08.640 --> 00:03:11.080]   and discussing anything foundations.
[00:03:11.080 --> 00:03:15.800]   And memory master is simply a celebration
[00:03:15.800 --> 00:03:18.040]   of what our students have learned
[00:03:18.040 --> 00:03:22.320]   and what a delight to celebrate these good things.
[00:03:22.320 --> 00:03:25.040]   And it is a very good thing also
[00:03:25.040 --> 00:03:27.640]   that I get to introduce you to my new friend,
[00:03:27.640 --> 00:03:29.720]   Elise DeYoung today.
[00:03:29.720 --> 00:03:32.160]   Elise is our new liaison
[00:03:32.160 --> 00:03:35.320]   for the National Memory Master Competition.
[00:03:35.320 --> 00:03:38.440]   And Elise has an advantage over me, Lisa.
[00:03:38.440 --> 00:03:42.960]   I am merely the mother of a memory master,
[00:03:42.960 --> 00:03:46.840]   but Elise actually graduated through Challenge 4
[00:03:46.840 --> 00:03:49.240]   and in her foundation's years,
[00:03:49.240 --> 00:03:52.160]   she was a memory master herself.
[00:03:52.160 --> 00:03:53.960]   - Oh, that is so cool.
[00:03:53.960 --> 00:03:57.760]   - So I am excited to introduce her to you here today
[00:03:57.760 --> 00:04:00.360]   and to our listeners so that they can meet her
[00:04:00.360 --> 00:04:01.720]   and they can hear her perspective
[00:04:01.720 --> 00:04:04.080]   on the National Memory Master Competition.
[00:04:04.080 --> 00:04:05.760]   - That is so exciting.
[00:04:05.760 --> 00:04:07.400]   Elise, let me ask you this.
[00:04:07.400 --> 00:04:09.320]   Do you remember anything
[00:04:09.320 --> 00:04:11.880]   about your memory master competition?
[00:04:11.880 --> 00:04:14.920]   - Thank you for asking, thank you for having me on.
[00:04:14.920 --> 00:04:15.920]   I really appreciate it.
[00:04:15.920 --> 00:04:17.760]   I'm really glad.
[00:04:17.760 --> 00:04:19.880]   - I was thinking back through this week
[00:04:19.880 --> 00:04:22.480]   as I was preparing for this episode
[00:04:22.480 --> 00:04:25.520]   and things definitely started to come back.
[00:04:25.520 --> 00:04:28.280]   But the thing that really stuck with me all these years
[00:04:28.280 --> 00:04:30.960]   was the time that I spent with my mom.
[00:04:30.960 --> 00:04:33.160]   And I want to encourage families
[00:04:33.160 --> 00:04:34.280]   who are thinking about doing this
[00:04:34.280 --> 00:04:35.360]   because it is so worth it.
[00:04:35.360 --> 00:04:36.640]   Just for that fact,
[00:04:36.640 --> 00:04:40.240]   I can remember us going through all the songs
[00:04:40.240 --> 00:04:43.560]   and the facts in the car, at the grocery store.
[00:04:43.560 --> 00:04:47.400]   We used to drive and spend a lot of time at my dad's office
