
[00:00:00.000 --> 00:00:05.000]   [Music]
[00:00:05.000 --> 00:00:08.000]   Juliet, a podcast listener, writes in to ask this.
[00:00:08.000 --> 00:00:11.000]   "Hello, Pastor John. I have a simple question for you.
[00:00:11.000 --> 00:00:15.000]   So what does it actually mean to be a worshiper?"
[00:00:15.000 --> 00:00:17.000]   Pastor John, what would you say?
[00:00:17.000 --> 00:00:23.000]   The key text for me is Matthew 15, 7 and 8.
[00:00:23.000 --> 00:00:27.000]   "You hypocrites, well did Isaiah prophesy of you
[00:00:27.000 --> 00:00:30.000]   when he said, 'This people honors me with their lips,
[00:00:30.000 --> 00:00:32.000]   but their heart is far from me.
[00:00:32.000 --> 00:00:37.000]   In vain do they worship me.'"
[00:00:37.000 --> 00:00:45.000]   So from that I see first that worship is about honoring God.
[00:00:45.000 --> 00:00:48.000]   A worshiper is one who honors God.
[00:00:48.000 --> 00:00:50.000]   "This people honors me with their lips.
[00:00:50.000 --> 00:00:52.000]   In vain do they worship me."
[00:00:52.000 --> 00:00:56.000]   In other words, they're failing in what they're
[00:00:56.000 --> 00:00:58.000]   attempting to do rightly.
[00:00:58.000 --> 00:01:00.000]   So it's right to want to honor God.
[00:01:00.000 --> 00:01:03.000]   That's what worship should be,
[00:01:03.000 --> 00:01:07.000]   to show God to be of highest honor in the universe,
[00:01:07.000 --> 00:01:12.000]   highest value, highest worth, highest worthy of praise,
[00:01:12.000 --> 00:01:14.000]   worthy of most admiration.
[00:01:14.000 --> 00:01:19.000]   That's what God is, and worship shows Him to be that,
[00:01:19.000 --> 00:01:20.000]   reflects that.
[00:01:20.000 --> 00:01:25.000]   Worship is an echo of those excellencies of God,
[00:01:25.000 --> 00:01:28.000]   and worship should be a way to think about it.
[00:01:28.000 --> 00:01:31.000]   And then the second thing I notice in that text,
[00:01:31.000 --> 00:01:35.000]   besides honor God, is the prominence of the heart.
[00:01:35.000 --> 00:01:38.000]   "This people honors me with their lips,
[00:01:38.000 --> 00:01:40.000]   but their heart is far from me.
[00:01:40.000 --> 00:01:42.000]   In vain do they worship me."
[00:01:42.000 --> 00:01:46.000]   Their worship is empty because they're doing it with lips
[00:01:46.000 --> 00:01:48.000]   without heart.
