
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.320]   - We get so many questions from listeners
[00:00:07.320 --> 00:00:10.640]   who are wondering about God's calling for their lives.
[00:00:10.640 --> 00:00:11.640]   Who should I marry?
[00:00:11.640 --> 00:00:13.920]   What field should I pursue in school?
[00:00:13.920 --> 00:00:15.380]   What job should I take?
[00:00:15.380 --> 00:00:17.440]   Where should I live in a course?
[00:00:17.440 --> 00:00:20.040]   Where should I be serving in ministry?
[00:00:20.040 --> 00:00:22.000]   Glenn, one such listener, asks,
[00:00:22.000 --> 00:00:25.080]   "Pastor John, how do I know if the Holy Spirit
[00:00:25.080 --> 00:00:28.360]   "is calling me to international missions?"
[00:00:28.360 --> 00:00:29.640]   What would you say?
[00:00:29.640 --> 00:00:32.880]   - Let me start by saying that's the right question.
[00:00:32.880 --> 00:00:34.680]   And the reason I say that is because
[00:00:34.680 --> 00:00:37.600]   a student just asked me two days ago
[00:00:37.600 --> 00:00:41.100]   whether I agreed with Hudson Taylor's comment
[00:00:41.100 --> 00:00:46.100]   that no one needs a call to go into missions,
[00:00:46.100 --> 00:00:49.120]   but only a call to stay.
[00:00:49.120 --> 00:00:55.040]   Everyone should be planning to go to the unreached peoples
[00:00:55.680 --> 00:01:00.680]   and then God may stop you and call you to stay.
[00:01:00.680 --> 00:01:05.700]   And I said to the student, "I don't agree with that.
[00:01:05.700 --> 00:01:08.580]   "I don't think that's the biblical pattern.
[00:01:08.580 --> 00:01:10.720]   "It may have some things to commend it
[00:01:10.720 --> 00:01:14.180]   "in terms of compassion and proportion,
[00:01:14.180 --> 00:01:15.400]   "and we should listen to those things,
[00:01:15.400 --> 00:01:17.960]   "but biblically, I can't support it."
[00:01:17.960 --> 00:01:22.960]   Regularly, God called his prophets,
[00:01:22.960 --> 00:01:24.600]   not the other way around.
[00:01:24.600 --> 00:01:29.600]   And God does not say that men should all plan to be pastors
[00:01:29.600 --> 00:01:33.920]   unless they're called not to be pastors or elders.
[00:01:33.920 --> 00:01:37.660]   Rather, he sets up patterns of assessment
[00:01:37.660 --> 00:01:42.660]   and assumes that relatively few, just the needed number,
[00:01:42.660 --> 00:01:46.840]   will be led into the office of pastor,
[00:01:46.840 --> 00:01:49.240]   teacher, elder, shepherd.
[00:01:49.240 --> 00:01:53.740]   And Paul writes to the Romans to solicit their support
[00:01:53.740 --> 00:01:57.060]   in his mission to Spain, and he doesn't say a word
[00:01:57.060 --> 00:01:59.600]   about anyone in Rome going with him.
[00:01:59.600 --> 00:02:01.840]   And all the epistles of the New Testament
[00:02:01.840 --> 00:02:05.000]   are written with the explicit or implicit assumption
[00:02:05.000 --> 00:02:06.800]   people stay right where they are,
[00:02:06.800 --> 00:02:09.280]   salt and light in their present vocations,
[00:02:09.280 --> 00:02:11.880]   like Paul said in 1 Corinthians 7.20,
[00:02:11.880 --> 00:02:13.840]   each one should remain in the condition
[00:02:13.840 --> 00:02:15.920]   in which he was called.
[00:02:15.920 --> 00:02:18.680]   So that's the right question.
[00:02:18.680 --> 00:02:19.600]   That was my point.
[00:02:19.600 --> 00:02:22.420]   Glenn is asking the right question.
[00:02:22.420 --> 00:02:24.360]   So let's start with Romans 12.2.
[00:02:24.360 --> 00:02:26.880]   Do not be conformed to this world,
[00:02:26.880 --> 00:02:28.740]   but be transformed by the renewing of your mind
[00:02:28.740 --> 00:02:32.720]   that you may prove what is the will of God,
[00:02:32.720 --> 00:02:35.240]   what is good and acceptable and perfect.
[00:02:35.240 --> 00:02:40.240]   So discerning the will of God assumes a renewed mind.
[00:02:40.240 --> 00:02:44.080]   I am assuming that the will of God here
