
[00:00:00.000 --> 00:00:05.840]   So the tweet was, the parishioner would be like the person involved in the laboratory,
[00:00:05.840 --> 00:00:08.440]   the research institution, and God is the truth.
[00:00:08.440 --> 00:00:14.760]   And if you're not there for the truth, eventually the institution's not going to make it.
[00:00:14.760 --> 00:00:18.760]   It's just going to kind of dissolve, because at the end of the day, if you don't have passion for research,
[00:00:18.760 --> 00:00:22.660]   if you don't have passion for the truth, what's the point?
[00:00:22.660 --> 00:00:26.500]   I don't know, England just seemed like the United States, but whiter.
[00:00:26.500 --> 00:00:30.300]   By the way, can you guess my jati? I mean, I know you're Gujju, right?
[00:00:30.300 --> 00:00:33.900]   Uh-huh. Are you like half Patel, half Bani? I'm just guessing.
[00:00:33.900 --> 00:00:38.300]   Yeah, yeah. Did I guess right? Yeah, yeah, that's exactly right.
[00:00:38.300 --> 00:00:41.900]   How did I do that? I don't even know, man.
[00:00:41.900 --> 00:00:49.500]   All right. Today I have the pleasure of speaking with Razip Khan.
[00:00:49.500 --> 00:00:52.100]   He's one of the top science bloggers in the world.
[00:00:52.100 --> 00:00:56.500]   He writes about genetics, history, and evolution on his blog, Unsupervised Learnings,
[00:00:56.500 --> 00:01:03.100]   and he has a podcast of the same name, and you can find it at razip.substack.com.
[00:01:03.100 --> 00:01:05.700]   So Razip, thanks for coming on the podcast.
[00:01:05.700 --> 00:01:07.700]   That was my pleasure, man. Yeah, yeah.
[00:01:07.700 --> 00:01:12.500]   So can you give my audience a little bit of background about you, how you got into all this stuff?
[00:01:12.500 --> 00:01:21.300]   Yeah, you know, I've always been interested in topics like history, demographics, etc.
[00:01:21.300 --> 00:01:27.300]   And I've also been interested in science. I have a scientific background, scientific training.
[00:01:27.300 --> 00:01:33.900]   And over the last 20 years, genetics has become just a really big deal in terms of,
[00:01:33.900 --> 00:01:39.700]   you know, just as a tool to do various things, whether it's in the biomedical space or historical inference.
[00:01:39.700 --> 00:01:44.500]   And, you know, so obviously I'm interested in demographics, historical inference,
[00:01:44.500 --> 00:01:52.100]   and, you know, genetics is a tool I can use as a geneticist, and so I do.
[00:01:52.100 --> 00:02:00.500]   So, you know, like I was recording right now, I decided to do a bunch of pairwise genetic distances
[00:02:00.500 --> 00:02:05.500]   between populations and stuff just because I could for a post, you know.
[00:02:05.500 --> 00:02:09.500]   So, you know, I do a lot of things by myself.
[00:02:09.500 --> 00:02:15.300]   I replicate what's been done. Yeah. So, I mean, that's a lot of what I do. Yeah.
[00:02:15.300 --> 00:02:19.100]   Okay. Interesting. All right. So I just like to jump into it.
[00:02:19.100 --> 00:02:23.700]   So my first question is, assuming there's no gene editing in the near future,
[00:02:23.700 --> 00:02:26.100]   what is the long-term equilibrium for intelligence look like?
[00:02:26.100 --> 00:02:30.100]   So there's like multiple visions, right? Like one view is like, you know, Charles Marine coming apart.
[00:02:30.100 --> 00:02:33.900]   You have, you know, you have fat tails because there's assortative mating.
[00:02:33.900 --> 00:02:39.900]   Another is there's like a slight dysgenic effect because there's lower fertility among higher intelligence people.
[00:02:39.900 --> 00:02:45.900]   So what does the equilibrium look like if there's no gene editing?
[00:02:45.900 --> 00:02:50.100]   More like the second in terms of not an equilibrium yet.
[00:02:50.100 --> 00:02:57.300]   We're not going to have an equilibrium until, you know, the reproductive differentials equilibrate.
[00:02:57.300 --> 00:03:01.100]   They will at some point, you know, but it could be centuries.
[00:03:01.100 --> 00:03:09.700]   So at this point, people with genes for educational attainment tend to delay childbearing to the point where a lot of them do not have children,
[00:03:09.700 --> 00:03:14.100]   you know, because they invest in educational attainment in the short term.
[00:03:14.100 --> 00:03:21.500]   So, you know, they don't have as many children and their generation times are longer, like the math is difficult there, right?
[00:03:21.500 --> 00:03:28.700]   So right now there's strong negative selection, not strong, there's negative selection on genes for educational attainment.
[00:03:28.700 --> 00:03:32.500]   I mean, everyone who's looked at it says that, at least in the developed world, right?
[00:03:32.500 --> 00:03:34.700]   Yeah. Is this something we can expect in the long term?
[00:03:34.700 --> 00:03:42.700]   Because like naively, I would expect like people who are more intelligent, as long as there's, you know, some sort of selection pressure in the long term.
[00:03:42.700 --> 00:03:58.500]   You know, like there should be selection for, I guess, educated, smart people, because they will just have the cognitive tools to, you know, actually reproduce or, you know, survive and thrive.
[00:03:58.500 --> 00:04:02.200]   Right. As long as like some smart people want to survive and thrive.
[00:04:02.200 --> 00:04:10.300]   Yeah, I mean, survive and thrive is one thing, but have offspring is a different thing.
[00:04:10.300 --> 00:04:16.500]   The incentives in our society are such that a lot of people believe that thriving is being child free.
[00:04:16.500 --> 00:04:24.000]   Or, you know, what usually happens, I think, is people want to establish themselves in their 20s and they don't want to put too much thought.
[00:04:24.000 --> 00:04:27.600]   I mean, at least, you know, professional managerial, you know, college educated people.
[00:04:27.600 --> 00:04:31.500]   And then in their 30s, they start thinking about it. And sometimes people wait too long.
[00:04:31.500 --> 00:04:37.400]   There's fertility issues or they just wait too long. They can't find someone else, you know.
[00:04:37.400 --> 00:04:40.700]   So, yeah, in the long term, obviously, there's a limit.
[00:04:40.700 --> 00:04:46.500]   There's a limiting principle. But you don't need to be that bright to, you know, survive and have a lot of children.
[00:04:46.500 --> 00:04:53.300]   And on the contrary, there's clear evidence that not being bright is good for your reproductive output.
[00:04:53.300 --> 00:05:01.900]   So, you know, yeah. The movie about 2006, the movie is called 2006.
[00:05:01.900 --> 00:05:06.900]   Now, in 2006, Idiocracy. Oh, I see.
[00:05:06.900 --> 00:05:13.300]   What explains the level of endogamy you see in between Indian Jatis, like Indian subcaste?
[00:05:13.300 --> 00:05:15.700]   Because you have a very excellent blog post about this.
[00:05:15.700 --> 00:05:20.800]   And so apparently, as you say, there's genetic evidence that for thousands of years,
[00:05:20.800 --> 00:05:25.200]   these Jatis, like living in the same village, you know, they're not intermarrying.
[00:05:25.200 --> 00:05:30.500]   They're not having kids together. You know, even within the context of like, you know, slaves in America.
[00:05:30.500 --> 00:05:31.800]   This is not a thing that happens, right?
