
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.080]   - Welcome friends to this episode
[00:00:07.080 --> 00:00:09.960]   of the "Everyday Educator" podcast.
[00:00:09.960 --> 00:00:11.640]   I'm your host, Lisa Bailey,
[00:00:11.640 --> 00:00:14.960]   and I'm excited to spend some time with you today
[00:00:14.960 --> 00:00:18.160]   as we encourage one another, learn together,
[00:00:18.160 --> 00:00:21.160]   and ponder the delights and challenges
[00:00:21.160 --> 00:00:24.560]   that make homeschooling the adventure of a lifetime.
[00:00:24.560 --> 00:00:26.640]   Whether you're just considering
[00:00:26.640 --> 00:00:28.760]   this homeschooling possibility
[00:00:28.760 --> 00:00:32.600]   or deep into the daily delight of family learning,
[00:00:32.600 --> 00:00:36.000]   I believe you'll enjoy thinking along with us.
[00:00:36.000 --> 00:00:37.360]   But don't forget,
[00:00:37.360 --> 00:00:41.720]   although this online community is awesome,
[00:00:41.720 --> 00:00:46.340]   you'll find even closer support in a local CC community.
[00:00:46.340 --> 00:00:50.280]   So go to classicalconversations.com
[00:00:50.280 --> 00:00:53.820]   and find a community near you today.
[00:00:53.820 --> 00:00:56.560]   Well, listeners, I'm super glad
[00:00:56.560 --> 00:01:00.120]   to welcome you to today's episode.
[00:01:00.120 --> 00:01:03.560]   Last time we were together, or a couple of times ago,
[00:01:03.560 --> 00:01:08.560]   we enjoyed hearing from Kelly Wilt and Alyse DeYoung
[00:01:08.560 --> 00:01:13.780]   about their experiences working with Memory Master
[00:01:13.780 --> 00:01:15.840]   and National Memory Master.
[00:01:15.840 --> 00:01:17.440]   And we had so much fun,
[00:01:17.440 --> 00:01:19.360]   and there was so much to share
[00:01:19.360 --> 00:01:21.000]   that we really didn't get finished.
[00:01:21.000 --> 00:01:22.340]   And they had more to share,
[00:01:22.340 --> 00:01:23.760]   and there's more for you to learn.
[00:01:23.760 --> 00:01:27.240]   And I also asked them to come back
[00:01:27.240 --> 00:01:31.760]   so that we could just share tips and tricks
[00:01:31.760 --> 00:01:34.840]   for memorizing for all of us.
[00:01:34.840 --> 00:01:38.240]   For all of us, no matter how old we are
[00:01:38.240 --> 00:01:40.880]   or how old our students are,
[00:01:40.880 --> 00:01:45.280]   tips and tricks for families all about memorizing.
[00:01:45.280 --> 00:01:48.700]   So you just sit back or keep running
[00:01:48.700 --> 00:01:51.800]   or whatever you do when you're listening to a podcast,
[00:01:51.800 --> 00:01:55.880]   and we're gonna talk to you about memorizing tips and tricks
[00:01:55.880 --> 00:01:57.720]   for all kinds of families.
[00:01:57.720 --> 00:02:00.140]   So Kelly, Alyse, I'm so excited
[00:02:00.140 --> 00:02:03.080]   that you were able to join me again today.
[00:02:03.080 --> 00:02:05.040]   - Absolutely, Lisa, hooray.
[00:02:05.040 --> 00:02:07.120]   We get to talk more about some of the things
[00:02:07.120 --> 00:02:09.680]   that we love memorizing
[00:02:09.680 --> 00:02:14.360]   and just how memory is such a gift from God
[00:02:14.360 --> 00:02:17.920]   and how we see that gift reflected
[00:02:17.920 --> 00:02:20.180]   in the lives of our foundation students
[00:02:20.180 --> 00:02:21.960]   and even most recently,
[00:02:21.960 --> 00:02:24.520]   our National Memory Master finalists.
[00:02:24.520 --> 00:02:29.040]   So I have heard reports of thousands of memory masters
[00:02:29.040 --> 00:02:31.880]   all around the world this cycle,
[00:02:31.880 --> 00:02:35.080]   and it just thrills me to my fingertips
[00:02:35.080 --> 00:02:38.340]   and the tips of my toes to hear families delighting
[00:02:38.340 --> 00:02:39.960]   in the act of memory.
[00:02:39.960 --> 00:02:41.920]   And most recently, Alyse and I both
[00:02:41.920 --> 00:02:44.520]   were at the National Memory Master Competition,
[00:02:44.520 --> 00:02:47.140]   and I know Alyse has got some highlights
[00:02:47.140 --> 00:02:49.440]   from this year's competition to share.
[00:02:49.440 --> 00:02:51.680]   - I am so glad, Alyse, thank you.
[00:02:51.680 --> 00:02:56.440]   Are you super excited to be coming on to the team
[00:02:56.440 --> 00:02:58.880]   for National Memory Master?
[00:02:58.880 --> 00:03:01.800]   - Super excited is an understatement at this point,
[00:03:01.800 --> 00:03:05.480]   especially after having seen the competition
[00:03:05.480 --> 00:03:08.160]   and seen these memory masters in action.
[00:03:08.160 --> 00:03:11.140]   It just blew me away at every turn,
[00:03:11.140 --> 00:03:14.680]   whether we threw curve balls at them with the timeline
[00:03:14.680 --> 00:03:16.920]   or the memory bee or the map drawing,
[00:03:16.920 --> 00:03:19.240]   they really rose to the challenge
[00:03:19.240 --> 00:03:22.080]   and had worked so hard to get to that point,
[00:03:22.080 --> 00:03:24.040]   and I just loved every second of it.
[00:03:24.040 --> 00:03:25.360]   - Oh, I'm so glad.
[00:03:25.360 --> 00:03:30.360]   I will say that it is kind of an electric atmosphere.
[00:03:30.360 --> 00:03:34.560]   I think by the time the students get to that point,
[00:03:34.560 --> 00:03:36.840]   by the time that you have the finalists
[00:03:36.840 --> 00:03:41.320]   that are there at the National Memory Master Competition,
[00:03:41.320 --> 00:03:42.960]   they are having a ball.
[00:03:42.960 --> 00:03:47.960]   They have, in essence, done the quote-unquote hard work,
[00:03:48.000 --> 00:03:50.060]   and they are there to enjoy it.
[00:03:50.060 --> 00:03:54.080]   And it is so much fun to me to see the interactions
[00:03:54.080 --> 00:03:58.280]   between the students and some between the families as well
[00:03:58.280 --> 00:04:00.920]   and the camaraderie that develops
[00:04:00.920 --> 00:04:05.640]   all around their common experience of memorizing.
[00:04:05.640 --> 00:04:08.360]   And honestly, and I think we'll probably stumble
[00:04:08.360 --> 00:04:11.720]   upon some of those gems during our time together
[00:04:11.720 --> 00:04:16.520]   this afternoon, I think that the act of memorizing
[00:04:16.520 --> 00:04:21.080]   and the shared memory of common information
[00:04:21.080 --> 00:04:24.160]   builds community wherever you practice it,
[00:04:24.160 --> 00:04:26.360]   even in your family.
[00:04:26.360 --> 00:04:30.040]   And that's what I want all our CC families and beyond
[00:04:30.040 --> 00:04:35.040]   to get, that there is beauty in memorizing with your family
[00:04:35.040 --> 00:04:38.640]   that somehow will knit your hearts together
[00:04:38.640 --> 00:04:40.840]   in an even deeper way.
[00:04:40.840 --> 00:04:42.940]   So we're gonna talk about it.
[00:04:42.940 --> 00:04:43.960]   We're gonna talk about it. - Absolutely.
[00:04:43.960 --> 00:04:45.800]   Well, and Lisa, I would say this.
[00:04:45.800 --> 00:04:47.880]   Just in my interactions with the families
[00:04:47.880 --> 00:04:49.680]   at National Memory Master,
[00:04:49.680 --> 00:04:53.600]   I would say I have never once heard a parent say,
[00:04:53.600 --> 00:04:56.000]   "Oh, my child did this all by themselves."
[00:04:56.000 --> 00:04:58.640]   Yes, never once.
[00:04:58.640 --> 00:05:02.620]   And so to hear these moms and dads and siblings saying,
[00:05:02.620 --> 00:05:06.480]   "Oh, yeah, we sit down and we do this every day,"
[00:05:06.480 --> 00:05:10.120]   or "Our favorite thing that we memorize together is this,"
[00:05:10.120 --> 00:05:12.440]   or "Here's this fun thing that we did,"
[00:05:12.440 --> 00:05:15.720]   to learn the timeline events frontwards and backwards,
[00:05:15.720 --> 00:05:20.600]   it's such a joy to see these families celebrating together.
[00:05:20.600 --> 00:05:22.480]   And that is one of the key words
[00:05:22.480 --> 00:05:24.600]   of the National Memory Master competition.
[00:05:24.600 --> 00:05:26.280]   We celebrate.
[00:05:26.280 --> 00:05:28.400]   We celebrate these acts of memory.
[00:05:28.400 --> 00:05:30.520]   We celebrate the finalists,
[00:05:30.520 --> 00:05:32.720]   but we also celebrate the sacrifice
[00:05:32.720 --> 00:05:36.400]   that these families have made to come together
[00:05:36.400 --> 00:05:39.480]   and to participate in these acts of memory,
[00:05:39.480 --> 00:05:41.640]   building libraries of the mind,
[00:05:41.640 --> 00:05:44.800]   common libraries of the mind together.
[00:05:44.800 --> 00:05:47.160]   It really is a beautiful thing.
[00:05:47.160 --> 00:05:48.600]   - Oh, I love that.
[00:05:48.600 --> 00:05:51.760]   And that comes through in the leadership
[00:05:51.760 --> 00:05:54.960]   that you two provide to our family.
[00:05:54.960 --> 00:05:57.720]   So we've just been talking about it,
[00:05:57.720 --> 00:05:59.940]   and we have just been through the season
[00:05:59.940 --> 00:06:03.640]   of Memory Master testing with all our foundations families
[00:06:03.640 --> 00:06:05.400]   all over the world.
[00:06:05.400 --> 00:06:07.520]   And as y'all have been discussing,
[00:06:07.520 --> 00:06:11.000]   the inspiring National Memory Master competition
[00:06:11.000 --> 00:06:13.040]   and celebration.
[00:06:13.040 --> 00:06:16.400]   So, and I know that y'all have been deeply involved
[00:06:16.400 --> 00:06:17.240]   in these.
[00:06:17.240 --> 00:06:20.880]   So I wanna give you a chance to brag on this year.
[00:06:20.880 --> 00:06:25.240]   So tell me, Elise, tell me some of the highlights
[00:06:25.240 --> 00:06:29.160]   of this year's National Memory Master competition.
[00:06:29.160 --> 00:06:32.680]   - There are so many that I could share with you all,
[00:06:32.680 --> 00:06:36.340]   but I definitely do have one that stands out in my mind.
[00:06:36.340 --> 00:06:39.920]   So during the competition, I got to sit in the back row
[00:06:39.920 --> 00:06:41.840]   and kind of oversee the competition,
[00:06:41.840 --> 00:06:45.240]   which means I just got to see all the parents and siblings
[00:06:45.240 --> 00:06:48.140]   and the competitors all at once.
[00:06:48.140 --> 00:06:52.160]   And one of my favorite things was to see how the crowd
[00:06:52.160 --> 00:06:55.320]   reacted to these amazing students.
[00:06:55.320 --> 00:07:00.320]   There were applause and celebration when they succeeded.
[00:07:00.320 --> 00:07:03.360]   And when they did not succeed,
[00:07:03.360 --> 00:07:07.540]   there was always a standing ovation for these kids
[00:07:07.540 --> 00:07:09.500]   every single time.
[00:07:09.500 --> 00:07:12.700]   And they were just, they were welcomed into the arms
[00:07:12.700 --> 00:07:15.060]   of their parents if they were upset or anything.
[00:07:15.060 --> 00:07:17.100]   And I will be honest, I'm not a big crier,
[00:07:17.100 --> 00:07:20.540]   but I was sitting in the back row getting very emotional
[00:07:20.540 --> 00:07:24.060]   watching this competition, because you just,
[00:07:24.060 --> 00:07:26.780]   you know that there's so much invested time
[00:07:26.780 --> 00:07:30.020]   that these families have put towards this competition
[00:07:30.020 --> 00:07:32.640]   and their hearts are in it and they love it.
[00:07:32.640 --> 00:07:37.220]   And so it was so exciting to see how this competition
[00:07:37.220 --> 00:07:39.300]   wasn't how you might imagine, like, oh,
[00:07:39.300 --> 00:07:42.060]   you've been eliminated, go sit down and then just like
[00:07:42.060 --> 00:07:45.900]   silence as you watch them descend from the stage.
[00:07:45.900 --> 00:07:48.380]   It was a team effort.
[00:07:48.380 --> 00:07:50.480]   Everyone was proud of these students,
[00:07:50.480 --> 00:07:53.420]   whether they had known them prior to the competition or not.
[00:07:53.420 --> 00:07:56.940]   And I got to see that all at once from the back seat
[00:07:56.940 --> 00:08:01.220]   and it was encouraging and exciting to witness.
[00:08:01.220 --> 00:08:04.400]   - That is so awesome to hear and see
[00:08:04.400 --> 00:08:07.120]   that it really is a family.
[00:08:07.120 --> 00:08:08.760]   It's a family endeavor.
[00:08:08.760 --> 00:08:13.540]   So yes, your little nuclear family has helped you learn
[00:08:13.540 --> 00:08:17.120]   to memorize and recite and make up a story and draw a map
[00:08:17.120 --> 00:08:19.280]   and do fast math, all of that.
[00:08:19.280 --> 00:08:24.280]   But then the larger CC family is a community of support.
[00:08:24.280 --> 00:08:27.040]   I love that so much.
