
[00:00:00.000 --> 00:00:18.000]   All right, it is 3:32. I was told to start on time so I will start on time. Hi everybody,
[00:00:18.000 --> 00:00:20.880]   my name is Andrew Davis. I'm with a company called HiddenLayer and today I'm going to be
[00:00:20.880 --> 00:00:26.880]   talking about building security around machine learning systems. So who am I? First of all,
[00:00:26.880 --> 00:00:31.120]   I'm the chief data scientist at a company called HiddenLayer. For the last eight years or so I've
[00:00:31.120 --> 00:00:36.640]   worked mostly in the context of training machine learning models to detect malware. And this is a
[00:00:36.640 --> 00:00:40.800]   really interesting place to sort of like cut your teeth in adversarial machine learning because you
[00:00:40.800 --> 00:00:46.560]   literally have people whose jobs it is to get around antivirus systems. So you have like ransomware
[00:00:46.560 --> 00:00:51.840]   authors who are paid a lot of money, you know, by the ransom that they collect to get around the
[00:00:51.840 --> 00:00:56.720]   machine learning models that you train. So I spent a lot of time sort of like steeped in this adversarial
[00:00:56.720 --> 00:01:00.960]   machine learning regime where somebody is constantly trying to like fight back at your models and
[00:01:00.960 --> 00:01:06.800]   get around them. So for the past year and a half or so I've been working at this company called
[00:01:06.800 --> 00:01:12.400]   HiddenLayer where instead of doing sort of like applying machine learning to security problems,
[00:01:12.400 --> 00:01:16.800]   we're now trying to apply security to machine learning. So in the sense of we know that machine
[00:01:16.800 --> 00:01:22.480]   learning models are very fragile, very easy to attack, very easy to get them to do things that you
[00:01:22.480 --> 00:01:26.560]   don't necessarily intend for them to do and trying to figure out ways that we can protect machine
[00:01:26.560 --> 00:01:31.760]   learning models. So for example, one of the things that we do is we'll look at sort of like the
[00:01:31.760 --> 00:01:36.080]   requester level or like the API level of transactions coming into your model as they're deployed in
[00:01:36.080 --> 00:01:41.360]   prod. And we'll look at things like, oh, what are typical access patterns of your models? What do
[00:01:41.360 --> 00:01:46.000]   your requesters tend to do? Are there requesters who are like trying to carry out adversarial attacks or
[00:01:46.000 --> 00:01:52.160]   model theft attacks against your models? And that's more or less what we do. So a lot of topics of
[00:01:52.160 --> 00:01:58.240]   conversation today. I'm going to see how many I can get through in about 25 minutes. Sort of like
[00:01:58.240 --> 00:02:03.360]   roughly ordered in terms of importance from data poisoning all the way down to software vulnerabilities.
[00:02:03.360 --> 00:02:08.720]   Data poisoning is very important because like if your data is bad, your model is going to be bad.
[00:02:08.720 --> 00:02:11.760]   And that's sort of like the first place that somebody can like start abusing your model.
[00:02:12.800 --> 00:02:17.040]   model theft is very important too. Because like if you have a model that's been stolen,
[00:02:17.040 --> 00:02:21.120]   an adversary can like poke and prod of that stolen model and figure out ways around
[00:02:21.120 --> 00:02:25.760]   your production model by way of adversarial transferability. I'm going to talk a lot about
[00:02:25.760 --> 00:02:31.600]   adversarial examples because they're still really, really important. And we still haven't quite
[00:02:31.600 --> 00:02:37.280]   figured out how to do them, how to deal with adversarial examples. And LLMs are becoming
[00:02:37.280 --> 00:02:42.800]   increasingly multimodal. You can like send images up to LLMs now. And they're, you know,
[00:02:42.800 --> 00:02:47.280]   definitely vulnerable to these same sorts of adversarial examples. I'm going to talk about the
[00:02:47.280 --> 00:02:52.160]   machine learning model supply chain a little bit. So what you can do to sort of like be proactive
[00:02:52.160 --> 00:02:56.000]   about the models that you download and make sure they don't contain malware. And finally, I'm going to
[00:02:56.000 --> 00:03:01.200]   talk about software vulnerabilities. So like the basic stuff of making sure things are patched. So when
[00:03:01.200 --> 00:03:06.800]   CVEs come out for certain things like Ollama, for example, you're prepared. So first of all,
[00:03:06.800 --> 00:03:12.720]   what is data poisoning? Here's sort of like a really interesting case study of data set poisoning for
[00:03:12.720 --> 00:03:17.280]   the ImageNet data set. So I guess like most folks here are probably pretty familiar with the ImageNet
[00:03:17.280 --> 00:03:21.840]   data set. It's the thing that underpins like ResNet 50 and all these other like foundational image models.
[00:03:21.840 --> 00:03:28.640]   And there's sort of an interesting thing about how ImageNet is distributed. And that when the people
[00:03:28.640 --> 00:03:34.560]   who put together back in 2012 put together the data set, they had collections of URLs and labels,
[00:03:34.560 --> 00:03:39.200]   and it was like a CSV file. And it was pretty much up to you to go and grab each one of the URLs,
[00:03:39.200 --> 00:03:44.880]   download the sample, and then create your data set that way. So this is interesting because this
[00:03:44.880 --> 00:03:49.440]   data set was put together like 12 years ago. A lot of those domains have expired. And a lot of those
[00:03:49.440 --> 00:03:54.800]   URLs like no longer necessarily point to the same image that was originally pointing to 12 years ago.
[00:03:55.680 --> 00:04:00.880]   And there's this guy on Twitter who goes by the name Moohacks. Basically every single time a domain
[00:04:00.880 --> 00:04:06.240]   becomes available, he goes and registers it. So instead of downloading the sample from a trusted
[00:04:06.240 --> 00:04:09.680]   party, you're downloading it from this guy. This guy has pretty good intentions. I know him.
[00:04:09.680 --> 00:04:12.640]   But still, it's interesting.
[00:04:12.640 --> 00:04:19.520]   So how can you handle data poisoning? So in the case of ImageNet, they never really distributed like
[00:04:19.520 --> 00:04:24.320]   checksums associated with each image. So you would go and download the image and you'd be like, "Oh,
[00:04:24.320 --> 00:04:28.960]   this is the image I guess I need." But what you should be doing is you should be like verifying the
[00:04:28.960 --> 00:04:33.920]   provenance of your data. So if there are any like SHA-256s, any sort of like checksums you can
[00:04:33.920 --> 00:04:37.120]   you can verify after you download your data set, you should probably be doing that.
[00:04:37.120 --> 00:04:42.480]   Generally speaking, I would suggest very skeptical treatment of data when it's coming in from public
[00:04:42.480 --> 00:04:49.040]   sources. So for example, I worked a lot on malware. The main data set for malware is a thing called
[00:04:49.040 --> 00:04:55.600]   VirusTotal. And it's often been been positive that VirusTotal is like full of data poisoning.
[00:04:55.600 --> 00:05:00.160]   Because you have bad actors using the system trying to like poke and prod at different AV vendors.
[00:05:00.160 --> 00:05:05.040]   So like to what extent can you really trust it? And you have to do like a lot of filtering and a lot
[00:05:05.040 --> 00:05:09.520]   of data cleaning to make sure you're not just like filling your model full of stuff that you shouldn't
[00:05:09.520 --> 00:05:15.600]   be training on. I would also recommend very skeptical treatment of data from users. So if you operate
[00:05:15.600 --> 00:05:22.800]   like a public platform that any unauthenticated user can go use, basic like data science 101,
[00:05:22.800 --> 00:05:28.000]   like clean your data, make sure that do what you can. It's all very application specific,
[00:05:28.000 --> 00:05:32.800]   especially when you're talking about data poisoning. But doing what you can to make sure that bad data
[00:05:32.800 --> 00:05:37.920]   isn't being like sucked into your machine learning model. And finally, a special consideration for
[00:05:38.880 --> 00:05:43.040]   rags and other things like that. I would definitely recommend applying the same kind of like skeptical
[00:05:43.040 --> 00:05:47.600]   treatment to the stuff you're pulling into a rag. So for example, if you're pulling stuff in from
[00:05:47.600 --> 00:05:54.320]   Wikipedia, there's like anybody can go and edit Wikipedia articles and yeah, they're rolled back
[00:05:54.320 --> 00:06:00.000]   pretty quickly. But also like you could be pulling in untrue stuff that's pulled into your rag and maybe
[00:06:00.000 --> 00:06:06.560]   you should consider how to pull in like actual facts. So I'll talk from this fellow named Nicholas Carlini a few
[00:06:06.560 --> 00:06:10.720]   weeks ago and he was suggesting something like, you know, grabbing like the history and then
[00:06:10.720 --> 00:06:15.200]   looking at the diff and seeing where diffs are and pulling in data that way. So like looking at it
[00:06:15.200 --> 00:06:19.920]   over a long time frame instead of just like the very short incidental time where you pulled in your data.
[00:06:19.920 --> 00:06:27.920]   All right. Trucking on to model theft. What is model theft? Model theft is, in my mind, really hard to
[00:06:27.920 --> 00:06:34.880]   differentiate from a user just using your model. So your model is sitting up on an API somewhere. You can go and hit it with requests.
[00:06:34.880 --> 00:06:41.680]   And here's sort of like an example of what a model theft attack might look like if somebody used to run
[00:06:41.680 --> 00:06:48.960]   it on your model. So pretty much it's just like an API URL. Your model is hosted here. The attacker is
[00:06:48.960 --> 00:06:54.080]   going to grab a whole bunch of data that they want to send to your model. They get the responses back.
[00:06:54.080 --> 00:06:58.640]   And then for each input, they grab the predictions from your model. And basically what they're doing is
[00:06:58.640 --> 00:07:04.080]   they're collecting a data set. So you can take this data set that you collect just by querying the model
[00:07:04.080 --> 00:07:10.240]   and train your own surrogate model. And the surrogate model tends to, especially if your model's
[00:07:10.240 --> 00:07:15.360]   sending back like soft targets in the sense of like you're sending back like logits instead of
[00:07:15.360 --> 00:07:21.440]   hard labels for things, you can tend to train a model with way fewer actual samples than was required
[00:07:21.440 --> 00:07:27.360]   to train the original model. So this has like some intellectual property concerns. So like if you
[00:07:27.360 --> 00:07:32.000]   spent a lot of money like, I don't know, collecting input-output pairs to like fine tune your LLM
[00:07:32.000 --> 00:07:36.880]   or something like that, you might want to think a little bit about the situation.
