
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:13.080]   - Welcome everyone to the 47th edition
[00:00:13.080 --> 00:00:15.560]   of Bogleheads on Investing.
[00:00:15.560 --> 00:00:17.080]   Today we talk about the evolution
[00:00:17.080 --> 00:00:19.120]   of the investment advisor industry
[00:00:19.120 --> 00:00:22.360]   with two special guests, Michael Kitsis,
[00:00:22.360 --> 00:00:25.360]   head of planning strategy for Buckingham Wealth Partners
[00:00:25.360 --> 00:00:28.220]   and Dr. Nicole Boysen, finance department chair
[00:00:28.220 --> 00:00:30.000]   at Northeastern University's
[00:00:30.000 --> 00:00:32.380]   D'Amore McKim School of Business.
[00:00:32.380 --> 00:00:44.040]   Hi everyone, my name is Rick Ferry
[00:00:44.040 --> 00:00:46.480]   and I'm the host of Bogleheads on Investing.
[00:00:46.480 --> 00:00:48.660]   This episode, as with all episodes,
[00:00:48.660 --> 00:00:51.120]   is brought to you by the John C. Bogle Center
[00:00:51.120 --> 00:00:52.920]   for Financial Literacy,
[00:00:52.920 --> 00:00:55.820]   a 501(c)(3) nonprofit organization
[00:00:55.820 --> 00:00:59.040]   dedicated to helping people make better financial decisions.
[00:00:59.040 --> 00:01:02.840]   Visit our newly designed website at boglecenter.net
[00:01:02.840 --> 00:01:04.840]   to find valuable information
[00:01:04.840 --> 00:01:07.600]   and to make a tax-deductible contribution.
[00:01:07.600 --> 00:01:10.520]   And don't forget about our Bogleheads Conference
[00:01:10.520 --> 00:01:13.760]   coming up this October 12th through the 14th,
[00:01:13.760 --> 00:01:16.840]   featuring many speakers that I've had on this podcast
[00:01:16.840 --> 00:01:17.740]   and more.
[00:01:17.740 --> 00:01:19.720]   There are a few seats remaining,
[00:01:19.720 --> 00:01:20.880]   you don't wanna miss out.
[00:01:20.880 --> 00:01:24.800]   Visit boglecenter.net for more information.
[00:01:24.800 --> 00:01:27.100]   In this episode of Bogleheads on Investing,
[00:01:27.100 --> 00:01:29.920]   we're going to be talking about the evolution
[00:01:29.920 --> 00:01:32.520]   of the investment advisor industry
[00:01:32.520 --> 00:01:35.400]   and some of the conflicts of interest that exist
[00:01:35.400 --> 00:01:37.220]   with two special guests.
[00:01:37.220 --> 00:01:39.700]   Our first guest is Michael Kitsis,
[00:01:39.700 --> 00:01:41.440]   one of the most prominent thought leaders
[00:01:41.440 --> 00:01:43.720]   in the financial services industry.
[00:01:43.720 --> 00:01:45.620]   He is the head of planning strategy
[00:01:45.620 --> 00:01:47.840]   at Buckingham Wealth Partners,
[00:01:47.840 --> 00:01:50.520]   the co-founder of XY Planning Network
[00:01:50.520 --> 00:01:51.920]   and among other companies.
[00:01:51.920 --> 00:01:55.320]   He is the host of the Financial Advisor Success Podcast
[00:01:55.320 --> 00:01:58.480]   and the publisher of the Kitsis Report newsletter
[00:01:58.480 --> 00:02:02.040]   and the Nerd's Eye View blog at kitsis.com.
[00:02:02.040 --> 00:02:04.400]   Our second guest is Dr. Nicole Boyson.
[00:02:04.400 --> 00:02:06.760]   She is the chair of the finance department
[00:02:06.760 --> 00:02:08.160]   of Northeastern University's
[00:02:08.160 --> 00:02:10.660]   D.R. Moore McKim School of Business.
[00:02:10.660 --> 00:02:12.960]   She's also serves as the co-editor
[00:02:12.960 --> 00:02:14.740]   for the Financial Analyst Journal
[00:02:14.740 --> 00:02:16.800]   and is on the board of directors
[00:02:16.800 --> 00:02:19.400]   for the Eastern Finance Association.
[00:02:19.400 --> 00:02:22.520]   Her research focuses on institutional investors
[00:02:22.520 --> 00:02:25.480]   with current interests on investment advisors.
[00:02:25.480 --> 00:02:27.200]   Her paper that we'll be discussing today
