
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.480]   - Hey everyone, welcome to the Latent Space Podcast.
[00:00:06.480 --> 00:00:08.260]   This is Alessio, partner and CTO
[00:00:08.260 --> 00:00:09.840]   in residence at Decibel Partners.
[00:00:09.840 --> 00:00:13.080]   And I'm joined by my co-host, Swix, founder of Small.ai.
[00:00:13.080 --> 00:00:15.520]   - Hey, and today we're in the remote studio
[00:00:15.520 --> 00:00:18.100]   with Sander Schulhoff, author of the Prompt Report.
[00:00:18.100 --> 00:00:18.940]   Welcome.
[00:00:18.940 --> 00:00:19.760]   - Thank you.
[00:00:19.760 --> 00:00:20.720]   Very excited to be here.
[00:00:20.720 --> 00:00:23.200]   - Sander, I think I first chatted with you
[00:00:23.200 --> 00:00:24.720]   like over a year ago when you...
[00:00:24.720 --> 00:00:26.000]   What's your brief history?
[00:00:26.000 --> 00:00:27.500]   You know, I went onto your website.
[00:00:27.500 --> 00:00:29.560]   It looks like you worked on diplomacy,
[00:00:29.560 --> 00:00:31.900]   which is really interesting because, you know,
[00:00:31.900 --> 00:00:33.740]   we've talked with Noam Brown a couple of times
[00:00:33.740 --> 00:00:36.660]   and that obviously has a really interesting story
[00:00:36.660 --> 00:00:38.340]   in terms of prompting and agents.
[00:00:38.340 --> 00:00:40.340]   What's your journey into AI?
[00:00:40.340 --> 00:00:43.340]   - Yeah, I'd say it started in high school.
[00:00:43.340 --> 00:00:47.300]   I took my first Java class and just, I don't know,
[00:00:47.300 --> 00:00:49.500]   saw a YouTube video about something AI
[00:00:49.500 --> 00:00:51.500]   and started getting into it, reading.
[00:00:51.500 --> 00:00:54.700]   Deep learning, neural networks all came soon thereafter.
[00:00:54.700 --> 00:00:58.060]   And then going into college,
[00:00:58.060 --> 00:01:00.460]   I got into Maryland and I emailed
[00:01:00.460 --> 00:01:03.180]   just like half the computer science department at random.
[00:01:03.180 --> 00:01:05.340]   I was like, "Hey, I wanna do research
[00:01:05.340 --> 00:01:07.580]   "on deep reinforcement learning."
[00:01:07.580 --> 00:01:09.820]   'Cause I've been experimenting with that a good bit.
[00:01:09.820 --> 00:01:14.420]   And I, over that summer, I had read the intro to RL book
[00:01:14.420 --> 00:01:17.220]   and like the deep reinforcement learning hands-on.
[00:01:17.220 --> 00:01:20.340]   So I was very excited about what deep RL could do.
[00:01:20.340 --> 00:01:21.900]   And a couple of people got back to me
[00:01:21.900 --> 00:01:24.540]   and one of them was Jordan Boydgraber,
[00:01:24.540 --> 00:01:26.180]   Professor Boydgraber.
[00:01:26.180 --> 00:01:28.420]   And he was working on diplomacy.
[00:01:28.420 --> 00:01:30.940]   And he said to me, this looks like a,
[00:01:30.940 --> 00:01:32.940]   it was more of a natural language processing project
[00:01:32.940 --> 00:01:35.020]   at the time, but it's a game,
[00:01:35.020 --> 00:01:39.020]   so very easily could move more into the RL realm.
[00:01:39.020 --> 00:01:41.820]   And I ended up working with one of his students,
[00:01:41.820 --> 00:01:45.580]   Dennis Peskov, who's now a postdoc at Princeton.
[00:01:45.580 --> 00:01:50.580]   And that was really my intro to AI NLP deep RL research.
[00:01:52.020 --> 00:01:55.500]   And so from there, I worked on diplomacy
[00:01:55.500 --> 00:01:59.300]   for a couple of years, mostly building infrastructure
[00:01:59.300 --> 00:02:02.060]   for data collection and machine learning.
[00:02:02.060 --> 00:02:04.220]   I always wanted to be doing it myself.
[00:02:04.220 --> 00:02:05.780]   So I had a number of side projects
[00:02:05.780 --> 00:02:09.700]   and I ended up working on the mine RL competition,
[00:02:09.700 --> 00:02:11.620]   Minecraft reinforcement learning.
[00:02:11.620 --> 00:02:13.700]   Also, some people call it mineral.
[00:02:13.700 --> 00:02:16.420]   And that ended up being a really cool opportunity
[00:02:16.420 --> 00:02:20.060]   because I, I think like sophomore year,
[00:02:20.060 --> 00:02:23.620]   I knew I wanted to do some project in deep RL
[00:02:23.620 --> 00:02:24.820]   and I really liked Minecraft.
[00:02:24.820 --> 00:02:26.460]   And so I was like, let me combine these.
[00:02:26.460 --> 00:02:30.300]   And I was searching for some Minecraft Python library
[00:02:30.300 --> 00:02:33.420]   to control agents and found mineral.
[00:02:33.420 --> 00:02:37.300]   And I was trying to find documentation
[00:02:37.300 --> 00:02:39.380]   for how to build a custom environment
[00:02:39.380 --> 00:02:40.740]   and do all sorts of stuff.
[00:02:40.740 --> 00:02:42.100]   I asked in their discord how to do this
[00:02:42.100 --> 00:02:43.820]   and their super responsive, very nice.
[00:02:43.820 --> 00:02:46.060]   And they're like, oh, we don't have docs on this,
[00:02:46.060 --> 00:02:47.300]   but you can look around.
[00:02:47.300 --> 00:02:50.860]   And so I read through the whole code base
[00:02:50.860 --> 00:02:52.660]   and figured it out and wrote a PR
[00:02:52.660 --> 00:02:55.220]   and added the docs that I didn't have before.
[00:02:55.220 --> 00:02:57.180]   And then later I ended up joining the,
[00:02:57.180 --> 00:02:59.020]   their team for about a year.
[00:02:59.020 --> 00:03:00.820]   And so they maintain the library,
[00:03:00.820 --> 00:03:03.820]   but also run a yearly competition.
[00:03:03.820 --> 00:03:06.020]   And that was my first foray into competitions.
[00:03:06.020 --> 00:03:08.500]   And I was still working on diplomacy.
[00:03:08.500 --> 00:03:11.180]   At some point I was working on this translation task
[00:03:11.180 --> 00:03:15.740]   between Dade, which is a diplomacy specific bot language
[00:03:15.740 --> 00:03:19.740]   and English, and I started using GPT-3 prompting it
[00:03:19.740 --> 00:03:21.220]   to do the translation.
[00:03:21.220 --> 00:03:25.500]   And that was, I think, my first intro to prompting.
[00:03:25.500 --> 00:03:28.780]   And I just started doing a bunch of reading about prompting
[00:03:28.780 --> 00:03:31.260]   and I had an English class project
[00:03:31.260 --> 00:03:33.500]   where we had to write a guide on something
[00:03:33.500 --> 00:03:35.220]   that ended up being learn prompting.
[00:03:35.220 --> 00:03:36.340]   So I figured, all right,
[00:03:36.340 --> 00:03:38.660]   well, I'm learning about prompting anyways.
[00:03:38.660 --> 00:03:40.780]   You know, chain of thought was out at this point.
[00:03:40.780 --> 00:03:42.580]   There are a couple of blog posts floating around,
[00:03:42.580 --> 00:03:44.260]   but there was no website you could go to
[00:03:44.260 --> 00:03:47.220]   to just sort of read everything about prompting.
[00:03:47.220 --> 00:03:50.500]   So I made that and it ended up getting super popular.
[00:03:50.500 --> 00:03:54.020]   Now continuing with it, supporting the project,
[00:03:54.020 --> 00:03:55.260]   now after college.
[00:03:55.260 --> 00:03:58.220]   And then the other very interesting things, of course,
[00:03:58.220 --> 00:04:00.980]   are the two papers I wrote.
[00:04:00.980 --> 00:04:03.940]   And that is the prompt report and hack a prompt.
[00:04:03.940 --> 00:04:07.460]   So I saw Simon and Riley's original tweets
[00:04:07.460 --> 00:04:10.140]   about prompt injection go across my feed.
[00:04:10.140 --> 00:04:13.820]   And I put that information into the learn prompting website
[00:04:13.820 --> 00:04:15.500]   and I knew,
[00:04:15.500 --> 00:04:17.820]   'cause I had some previous competition running experience
[00:04:17.820 --> 00:04:19.940]   that someone was gonna run a competition
[00:04:19.940 --> 00:04:21.620]   with prompt injection.
[00:04:21.620 --> 00:04:23.820]   And I waited a month, figured, you know,
[00:04:23.820 --> 00:04:26.460]   I'd participate in one of these that comes out.
[00:04:26.460 --> 00:04:27.740]   No one was doing it.
[00:04:27.740 --> 00:04:30.460]   So I was like, what the heck, I'll give it a shot.
[00:04:30.460 --> 00:04:33.180]   Just started reaching out to people,
[00:04:33.180 --> 00:04:35.020]   got some people from Miele involved,
[00:04:35.020 --> 00:04:36.580]   some people from Maryland,
[00:04:36.580 --> 00:04:39.460]   and raised a good amount of sponsorship.
[00:04:39.460 --> 00:04:40.860]   I had no experience doing that,
