
[00:00:00.000 --> 00:00:04.560]   When you download the Ralphs app, you have easy access to savings every day.
[00:00:04.560 --> 00:00:09.200]   Get the most out of weekly sales and receive personalized coupons to save on your favorite items,
[00:00:09.200 --> 00:00:12.240]   all while earning one fuel point for every dollar spent.
[00:00:12.240 --> 00:00:16.480]   Ralphs makes it easy to save while you shop, whether it's in-store or online,
[00:00:16.480 --> 00:00:20.240]   so you get the most value out of every trip, every time.
[00:00:20.240 --> 00:00:23.440]   Download the Ralphs app now to save big on your next purchase.
[00:00:23.440 --> 00:00:25.200]   Ralphs, fresh for everyone.
[00:00:25.200 --> 00:00:29.040]   Must have a digital account to redeem offers? Restrictions may apply. See site for details.
[00:00:29.680 --> 00:00:35.280]   Welcome to the Radical Personal Finance podcast for today, Tuesday, August 5, 2014.
[00:00:35.280 --> 00:00:37.840]   I'm very thankful that you are here with me today.
[00:00:37.840 --> 00:00:39.440]   I'm your host, Matt Roberts.
[00:00:39.440 --> 00:00:40.880]   I'm your host, Matt Roberts.
[00:00:40.880 --> 00:00:42.480]   And I'm your host, Matt Roberts.
[00:00:42.480 --> 00:00:44.080]   And I'm your host, Matt Roberts.
[00:00:44.080 --> 00:00:45.680]   And I'm your host, Matt Roberts.
[00:00:45.680 --> 00:00:47.280]   And I'm your host, Matt Roberts.
[00:00:47.280 --> 00:00:48.720]   And I'm your host, Matt Roberts.
[00:00:48.720 --> 00:00:50.320]   And I'm your host, Matt Roberts.
[00:00:50.320 --> 00:00:51.760]   And I'm your host, Matt Roberts.
[00:00:51.760 --> 00:00:53.360]   And I'm your host, Matt Roberts.
[00:00:53.360 --> 00:00:54.960]   And I'm your host, Matt Roberts.
[00:00:54.960 --> 00:00:56.560]   And I'm your host, Matt Roberts.
[00:00:56.560 --> 00:00:58.080]   And I'm your host, Matt Roberts.
[00:00:58.080 --> 00:00:59.520]   And I'm your host, Matt Roberts.
[00:00:59.520 --> 00:01:01.120]   And I'm your host, Matt Roberts.
[00:01:01.120 --> 00:01:02.720]   And I'm your host, Matt Roberts.
[00:01:02.720 --> 00:01:04.320]   And I'm your host, Matt Roberts.
[00:01:04.320 --> 00:01:05.920]   And I'm your host, Matt Roberts.
[00:01:05.920 --> 00:01:07.520]   And I'm your host, Matt Roberts.
[00:01:07.520 --> 00:01:09.120]   And I'm your host, Matt Roberts.
[00:01:09.120 --> 00:01:10.880]   And I'm your host, Matt Roberts.
[00:01:10.880 --> 00:01:12.640]   And I'm your host, Matt Roberts.
[00:01:12.640 --> 00:01:14.560]   And I'm your host, Matt Roberts.
[00:01:14.560 --> 00:01:16.480]   And I'm your host, Matt Roberts.
[00:01:16.480 --> 00:01:18.480]   And I'm your host, Matt Roberts.
[00:01:18.480 --> 00:01:20.480]   And I'm your host, Matt Roberts.
[00:01:20.480 --> 00:01:22.480]   And I'm your host, Matt Roberts.
[00:01:22.480 --> 00:01:24.480]   And I'm your host, Matt Roberts.
[00:01:24.480 --> 00:01:26.480]   And I'm your host, Matt Roberts.
[00:01:26.480 --> 00:01:28.480]   And I'm your host, Matt Roberts.
[00:01:28.480 --> 00:01:30.480]   And I'm your host, Matt Roberts.
[00:01:30.480 --> 00:01:32.480]   And I'm your host, Matt Roberts.
[00:01:32.480 --> 00:01:34.480]   And I'm your host, Matt Roberts.
[00:01:34.480 --> 00:01:36.480]   And I'm your host, Matt Roberts.
[00:01:36.480 --> 00:01:38.480]   And I'm your host, Matt Roberts.
[00:01:38.480 --> 00:01:40.480]   And I'm your host, Matt Roberts.
[00:01:40.480 --> 00:01:42.480]   And I'm your host, Matt Roberts.
[00:01:42.480 --> 00:01:44.480]   And I'm your host, Matt Roberts.
[00:01:44.480 --> 00:01:46.480]   And I'm your host, Matt Roberts.
[00:01:46.480 --> 00:01:48.480]   And I'm your host, Matt Roberts.
