
[00:00:00.000 --> 00:00:03.040]   (upbeat music)
[00:00:03.040 --> 00:00:05.480]   - Welcome friends to this episode
[00:00:05.480 --> 00:00:08.240]   of the "Everyday Educator" podcast.
[00:00:08.240 --> 00:00:10.040]   I'm your host, Lisa Bailey,
[00:00:10.040 --> 00:00:13.020]   and I'm excited to spend some time with you today
[00:00:13.020 --> 00:00:16.960]   as we encourage one another, learn together,
[00:00:16.960 --> 00:00:19.720]   and ponder the delights and challenges
[00:00:19.720 --> 00:00:23.120]   that make homeschooling the adventure of a lifetime.
[00:00:23.120 --> 00:00:25.200]   Whether you're just considering
[00:00:25.200 --> 00:00:27.360]   this homeschooling possibility
[00:00:27.360 --> 00:00:31.640]   or deep into the daily delight of family learning,
[00:00:31.640 --> 00:00:34.860]   I believe you'll enjoy thinking along with us.
[00:00:34.860 --> 00:00:36.160]   But don't forget,
[00:00:36.160 --> 00:00:39.600]   although this online community is awesome,
[00:00:39.600 --> 00:00:44.600]   you'll find even closer support in a local CC community.
[00:00:44.600 --> 00:00:48.480]   So, go to classicalconversations.com
[00:00:48.480 --> 00:00:52.840]   and find a community near you today.
[00:00:52.840 --> 00:00:55.360]   Well listeners, I'm happy to be back with you
[00:00:55.360 --> 00:00:56.500]   for this episode.
[00:00:56.500 --> 00:00:59.440]   We are gonna be talking mock trial.
[00:00:59.440 --> 00:01:04.440]   Mock trial is the capstone event of Challenge B.
[00:01:04.440 --> 00:01:09.560]   And I remember as a young parent thinking,
[00:01:09.560 --> 00:01:14.440]   I know nothing about trials, mock or otherwise,
[00:01:14.440 --> 00:01:17.420]   and I don't know how to shepherd my student
[00:01:17.420 --> 00:01:18.360]   through this process.
[00:01:18.360 --> 00:01:20.240]   And I had tons of questions.
[00:01:20.240 --> 00:01:22.920]   And even as a Challenge B tutor,
[00:01:22.920 --> 00:01:25.400]   I wasn't sure that I knew what I needed to know
[00:01:25.400 --> 00:01:27.040]   in order to help my students
[00:01:27.040 --> 00:01:30.480]   get the most out of the experience.
[00:01:30.480 --> 00:01:34.240]   So, we are gonna approach all of those questions
[00:01:34.240 --> 00:01:37.480]   and more with a good expert today.
