
[00:00:00.000 --> 00:00:04.000]   [Music]
[00:00:04.000 --> 00:00:10.000]   "If my ministry funding dries up, is that God's sign that I should leave the ministry?"
[00:00:10.000 --> 00:00:15.000]   It's a good and important question from an anonymous missionary couple. Here's what they ask.
[00:00:15.000 --> 00:00:20.000]   "Pastor John, my wife and I are in our early 60s and have responded to the call of God.
[00:00:20.000 --> 00:00:25.000]   We both sensed and confirmed together in His word via Isaiah 61.
[00:00:25.000 --> 00:00:29.000]   We've now been on the field in the battle of human trafficking for almost three years.
[00:00:29.000 --> 00:00:36.000]   Our work seems effective in programs that lead to prevention while building the localized reputation of the local indigenous church.
[00:00:36.000 --> 00:00:45.000]   Pastors once marginalized in non-Christian villages are now sought for wisdom and guidance and viewed as important messengers.
[00:00:45.000 --> 00:00:48.000]   The word is being preached and heard. That's the very good part.
[00:00:48.000 --> 00:00:55.000]   We're donor-supported missionaries and we use every means available from day one to remain connected with our support base,
[00:00:55.000 --> 00:01:00.000]   blogs, newsletters, email, prayer cards, etc. All has gone well for two years.
[00:01:00.000 --> 00:01:08.000]   Then in 2017, our support dropped like a rock. We cannot sustain the work we do and have never pressed for funds.
[00:01:08.000 --> 00:01:13.000]   We've always believed we would describe our mission and let God do the compelling.
[00:01:13.000 --> 00:01:20.000]   Should we respond to the lack of provision with the view that God is lifting His call for us here and now?"
[00:01:20.000 --> 00:01:33.000]   It seems to me that there are three possible interpretations at least that these friends could put on this season of inadequate funding.
[00:01:33.000 --> 00:01:48.000]   And I'll mention each of them with a biblical example that's more or less applicable, I hope, and then urge them to pray with us for God's guidance.
[00:01:48.000 --> 00:01:56.000]   One interpretation is that this is a season of testing and not a season of ending.
[00:01:56.000 --> 00:02:01.000]   Every ministry faces seasons of testing, sometimes pretty severe.
[00:02:01.000 --> 00:02:10.000]   In my own ministry, there was an extended season of about four years where there was no growth whatsoever.
[00:02:10.000 --> 00:02:20.000]   And it seemed as though the blessing had been removed. And I am so glad that I didn't leave during that time.
[00:02:20.000 --> 00:02:27.000]   Remember what God said to His people in Deuteronomy 8, verse 2,
[00:02:27.000 --> 00:02:33.000]   "And you shall remember the whole way that the Lord God has led you these 40 years in the wilderness,
[00:02:33.000 --> 00:02:41.000]   that He might humble you, testing you to know what was in your heart, whether you would keep His commandments or not.
[00:02:41.000 --> 00:02:49.000]   And He humbled you and let you hunger and fed you with manna, which you did not know,
[00:02:49.000 --> 00:02:56.000]   nor did your fathers know that He might make you know that man does not live by bread alone,
[00:02:56.000 --> 00:02:59.000]   but man lives by every word that comes out of the mouth of the Lord."
[00:02:59.000 --> 00:03:07.000]   So in this first interpretation of what this season means is that it might mean a season of testing
[00:03:07.000 --> 00:03:12.000]   where God lets this precious couple who seems to be doing such an amazing work,
[00:03:12.000 --> 00:03:19.000]   hunger for a season in order to see what is in their heart.
