
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.400]   - Welcome friends to this episode
[00:00:06.400 --> 00:00:09.320]   of the "Everyday Educator" podcast.
[00:00:09.320 --> 00:00:11.040]   I'm your host, Lisa Bailey,
[00:00:11.040 --> 00:00:14.040]   and I'm excited to spend some time with you today
[00:00:14.040 --> 00:00:17.720]   as we encourage one another, learn together,
[00:00:17.720 --> 00:00:20.920]   and ponder the delights and challenges
[00:00:20.920 --> 00:00:24.320]   that make homeschooling the adventure of a lifetime.
[00:00:24.320 --> 00:00:26.540]   Whether you're just considering
[00:00:26.540 --> 00:00:30.200]   this homeschooling possibility or deep into
[00:00:30.200 --> 00:00:33.160]   the daily delight of family learning,
[00:00:33.160 --> 00:00:36.960]   I believe you'll enjoy thinking along with us.
[00:00:36.960 --> 00:00:41.480]   But don't forget, although this online community is awesome,
[00:00:41.480 --> 00:00:46.480]   you'll find even closer support in a local CC community.
[00:00:46.480 --> 00:00:51.160]   So go to classicalconversations.com
[00:00:51.160 --> 00:00:55.540]   and find a community near you today.
[00:00:55.540 --> 00:00:58.560]   Well, listeners, welcome and happy new year.
[00:00:58.560 --> 00:01:00.060]   Happy January.
[00:01:00.060 --> 00:01:02.800]   It is cold at my house right now.
[00:01:02.800 --> 00:01:06.960]   I am actually looking forward to some snow
[00:01:06.960 --> 00:01:10.120]   and maybe you guys are too, wherever you are,
[00:01:10.120 --> 00:01:12.440]   wherever you're listening to this podcast.
[00:01:12.440 --> 00:01:17.200]   Snowy days are great times to hunker down
[00:01:17.200 --> 00:01:19.280]   and be inside with your family
[00:01:19.280 --> 00:01:21.120]   and have some great conversations
[00:01:21.120 --> 00:01:23.460]   and some hot chocolate and some read along.
[00:01:23.460 --> 00:01:28.080]   And, hey, maybe even play some memory games.
[00:01:28.080 --> 00:01:31.160]   I've noticed on our Facebook page
[00:01:31.160 --> 00:01:33.040]   over the last couple of weeks
[00:01:33.040 --> 00:01:35.000]   that there have been lots of families
[00:01:35.000 --> 00:01:39.160]   who have started thinking about Memory Master.
[00:01:39.160 --> 00:01:43.040]   As our foundation's year draws to a close,
[00:01:43.040 --> 00:01:44.640]   a lot of families are thinking,
[00:01:44.640 --> 00:01:48.920]   hey, maybe my child really could be a Memory Master
[00:01:48.920 --> 00:01:51.680]   or what are some ways for us to practice
[00:01:51.680 --> 00:01:56.000]   all this memory work we've spent all these hours pursuing
[00:01:56.000 --> 00:01:58.240]   and filing away this year?
[00:01:58.240 --> 00:02:01.520]   So I grabbed my good friend, Kelly Wilt,
[00:02:01.520 --> 00:02:04.320]   and we want to talk to you today
[00:02:04.320 --> 00:02:08.440]   about Memory Master tips, tricks, and fun.
[00:02:08.440 --> 00:02:11.000]   Kelly, you are just the girl for this.
[00:02:11.000 --> 00:02:14.880]   - Oh, Lisa, you know I can talk about Memory Master anytime.
[00:02:14.880 --> 00:02:17.880]   And for anyone who's listening at home,
[00:02:17.880 --> 00:02:20.760]   maybe your family has made a new year's resolution
[00:02:20.760 --> 00:02:25.720]   to really emphasize practicing memory work at home together,
[00:02:25.720 --> 00:02:30.640]   making it fun with the goal of Memory Master this cycle.
[00:02:30.640 --> 00:02:34.040]   And I will say, it is not too late for you to do that.
[00:02:34.040 --> 00:02:35.120]   - Absolutely not.
[00:02:35.120 --> 00:02:37.920]   - So this is a well-timed podcast
[00:02:37.920 --> 00:02:39.820]   and hopefully it will encourage some friends
[00:02:39.820 --> 00:02:41.320]   who are contemplating whether or not
[00:02:41.320 --> 00:02:43.760]   this is doable for 2025.
[00:02:43.760 --> 00:02:44.600]   - That's really good.
[00:02:44.600 --> 00:02:45.440]   But you know what?
