
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.940]   - Hey, everyone.
[00:00:07.940 --> 00:00:09.960]   Welcome to the Latent Space Podcast.
[00:00:09.960 --> 00:00:11.960]   This is Alessio, partner and CTO
[00:00:11.960 --> 00:00:13.680]   of Residence and Decibel Partners,
[00:00:13.680 --> 00:00:17.240]   and I'm joined by my co-host Swix, founder of Small AI.
[00:00:17.240 --> 00:00:19.960]   - And today we finally have Jerry Liu on the podcast.
[00:00:19.960 --> 00:00:20.880]   Hey, Jerry.
[00:00:20.880 --> 00:00:21.720]   - Hey, guys.
[00:00:21.720 --> 00:00:22.600]   Hey, Swix, I'm Alessio.
[00:00:22.600 --> 00:00:23.720]   Thanks for having me.
[00:00:23.720 --> 00:00:26.160]   - It's so weird because we keep running into each other
[00:00:26.160 --> 00:00:27.640]   in San Francisco AI events,
[00:00:27.640 --> 00:00:30.320]   so it's kind of weird to finally just have a conversation
[00:00:30.320 --> 00:00:31.680]   recorded for everybody else.
[00:00:31.680 --> 00:00:32.500]   - Yeah, I know.
[00:00:32.500 --> 00:00:33.340]   I'm really looking forward to this.
[00:00:33.340 --> 00:00:35.760]   I guess I have further questions.
[00:00:35.760 --> 00:00:38.220]   - So I tend to introduce people on their formal background
[00:00:38.220 --> 00:00:41.240]   and then ask something on the more personal side.
[00:00:41.240 --> 00:00:44.240]   So you are part of the Princeton gang.
[00:00:44.240 --> 00:00:46.720]   - Yeah.
[00:00:46.720 --> 00:00:49.200]   I don't know if there is like an official Princeton gang.
[00:00:49.200 --> 00:00:50.040]   - There is more Princeton gang.
[00:00:50.040 --> 00:00:51.240]   I attended your meeting.
[00:00:51.240 --> 00:00:52.440]   There was like four of you.
[00:00:52.440 --> 00:00:53.280]   - Oh, cool.
[00:00:53.280 --> 00:00:54.100]   Okay, nice.
[00:00:54.100 --> 00:00:55.200]   - With Prem and the others.
[00:00:55.200 --> 00:00:57.500]   - Oh, yeah, yeah, yeah, yeah.
[00:00:57.500 --> 00:00:58.840]   - Where you did bachelor's in CS
[00:00:58.840 --> 00:01:00.020]   and certificate in finance.
[00:01:00.020 --> 00:01:01.000]   That's also fun.
[00:01:01.000 --> 00:01:02.280]   I also did finance.
[00:01:02.280 --> 00:01:04.720]   And I think I saw that you also interned at Two Sigma
[00:01:04.720 --> 00:01:06.780]   where I worked in New York.
[00:01:06.780 --> 00:01:07.620]   You were a machine learning engineer.
[00:01:07.620 --> 00:01:08.720]   - You were at Two Sigma?
[00:01:08.720 --> 00:01:09.840]   - Yeah, very briefly.
[00:01:09.840 --> 00:01:10.680]   - Oh, cool.
[00:01:10.680 --> 00:01:11.520]   All right, I didn't know that.
[00:01:11.520 --> 00:01:12.340]   Okay.
[00:01:12.340 --> 00:01:13.180]   - That was my first like proper engineering job
[00:01:13.180 --> 00:01:14.520]   before I went into DevRel.
[00:01:14.520 --> 00:01:15.360]   - Oh, okay.
[00:01:15.360 --> 00:01:16.180]   Oh, wow.
[00:01:16.180 --> 00:01:17.020]   Nice.
[00:01:17.020 --> 00:01:19.960]   - And then you were a machine learning engineer at Quora,
[00:01:19.960 --> 00:01:22.540]   AI research scientist at Uber for three years,
[00:01:22.540 --> 00:01:24.600]   and then two years machine learning engineer
[00:01:24.600 --> 00:01:27.500]   at Robust Intelligence before starting Llama Index.
[00:01:27.500 --> 00:01:28.380]   So that's your LinkedIn.
[00:01:28.380 --> 00:01:29.860]   What's not on your LinkedIn
[00:01:29.860 --> 00:01:31.300]   that people should know about you?
[00:01:31.300 --> 00:01:33.180]   - I think back during my Quora days,
[00:01:33.180 --> 00:01:35.420]   I had this like three month phase
[00:01:35.420 --> 00:01:37.460]   where I just wrote like a ton of Quora answers.
[00:01:37.460 --> 00:01:40.060]   And so I think if you look at my tweets nowadays,
[00:01:40.060 --> 00:01:42.780]   you can basically see that as like the V2
[00:01:42.780 --> 00:01:44.820]   of my three month like Quora stint
[00:01:44.820 --> 00:01:47.500]   where I just like went ham on Quora for a bit.
[00:01:47.500 --> 00:01:49.500]   I actually, I think I was back then,
[00:01:49.500 --> 00:01:51.340]   actually, when I was working on Quora,
[00:01:51.340 --> 00:01:53.700]   I think the thing that everybody was fascinated in
[00:01:53.700 --> 00:01:57.240]   was just like general like deep learning advancements
[00:01:57.240 --> 00:01:59.900]   and stuff like GANs and generative like images
[00:01:59.900 --> 00:02:01.720]   and just like new architectures that were evolving.
[00:02:01.720 --> 00:02:02.820]   And it was a pretty exciting time
[00:02:02.820 --> 00:02:03.920]   to be a researcher actually,
[00:02:03.920 --> 00:02:05.600]   'cause you were going in like really understanding
[00:02:05.600 --> 00:02:06.760]   some of the new techniques.
[00:02:06.760 --> 00:02:08.360]   So I kind of use that as like a learning opportunity
[00:02:08.360 --> 00:02:10.200]   to basically just like read a bunch of papers
[00:02:10.200 --> 00:02:12.040]   and then answer questions on Quora.
[00:02:12.040 --> 00:02:14.480]   And so you can kind of see traces of that
