
[00:00:00.000 --> 00:00:03.440]   [MUSIC PLAYING]
[00:00:03.440 --> 00:00:12.200]   Hello.
[00:00:12.200 --> 00:00:13.400]   This is Hamil.
[00:00:13.400 --> 00:00:15.120]   I'm going to introduce this session.
[00:00:15.120 --> 00:00:20.040]   So today, we're going to be talking about this paper,
[00:00:20.040 --> 00:00:22.520]   Operationalizing Machine Learning in Interview Study,
[00:00:22.520 --> 00:00:26.440]   which was written by Shreya Shankar and her colleagues
[00:00:26.440 --> 00:00:27.840]   at UC Berkeley.
[00:00:27.840 --> 00:00:32.240]   And we also have today Josh Wills,
[00:00:32.240 --> 00:00:35.120]   who's a really experienced data scientist currently
[00:00:35.120 --> 00:00:39.600]   at Weave Grid, working as a software engineer.
[00:00:39.600 --> 00:00:45.640]   Just to kind of set the stage a bit around what
[00:00:45.640 --> 00:00:46.600]   we're talking about.
[00:00:46.600 --> 00:00:50.560]   So why this paper is really interesting
[00:00:50.560 --> 00:00:56.160]   is there's hundreds of surveys done about machine learning
[00:00:56.160 --> 00:00:57.040]   all the time.
[00:00:57.040 --> 00:01:01.480]   If you look at LinkedIn, kind of inundated with it.
[00:01:01.480 --> 00:01:04.000]   A lot of these surveys are not really that interesting,
[00:01:04.000 --> 00:01:05.280]   honestly.
[00:01:05.280 --> 00:01:08.080]   But this survey hit really hard.
[00:01:08.080 --> 00:01:13.480]   And the reason it did is because it kind of boldly states
[00:01:13.480 --> 00:01:16.560]   a lot of things that people are too afraid to talk about.
[00:01:16.560 --> 00:01:18.720]   And it's written very well.
[00:01:18.720 --> 00:01:23.000]   It weaves together anecdotes with data.
[00:01:23.000 --> 00:01:27.080]   And it just really communicates everything very nicely.
[00:01:27.080 --> 00:01:29.360]   And I think a lot of data professionals
[00:01:29.360 --> 00:01:32.800]   have nodded their head in agreement when they read this.
[00:01:32.800 --> 00:01:37.760]   But before we get it kicked off, I kind of
[00:01:37.760 --> 00:01:41.600]   want to let you all introduce yourself, because I just
[00:01:41.600 --> 00:01:42.960]   had a really short introduction.
[00:01:42.960 --> 00:01:45.280]   And then I think we also just want
[00:01:45.280 --> 00:01:47.520]   to talk a little bit about how the paper was written
[00:01:47.520 --> 00:01:50.040]   before we get into questions.
[00:01:50.040 --> 00:01:52.040]   So I'll let you go.
[00:01:52.040 --> 00:01:53.240]   Shreya, you want to go first?
[00:01:53.240 --> 00:01:54.160]   Please.
[00:01:54.160 --> 00:01:54.840]   Sure.
[00:01:54.840 --> 00:01:55.440]   I'm Shreya.
[00:01:55.440 --> 00:01:56.320]   Thanks for having me.
[00:01:56.320 --> 00:01:59.640]   I'm super excited to talk to both of you.
