
[00:00:00.000 --> 00:00:04.000]   [Music]
[00:00:04.000 --> 00:00:10.000]   There is therefore now no condemnation for those who are in Christ Jesus.
[00:00:10.000 --> 00:00:14.000]   As Romans 8, 1 is one of the great texts of the Bible for the Christian,
[00:00:14.000 --> 00:00:17.000]   our justification in Christ is life-changing.
[00:00:17.000 --> 00:00:21.000]   And this declaration from the courtroom of God is meant to free us
[00:00:21.000 --> 00:00:23.000]   and to change our lives from top to bottom.
[00:00:23.000 --> 00:00:27.000]   Our marriages, our jobs, our lives as students,
[00:00:27.000 --> 00:00:32.000]   everything we do and everything that we are is impacted by this glorious declaration
[00:00:32.000 --> 00:00:35.000]   that our lives are now free from condemnation.
[00:00:35.000 --> 00:00:38.000]   And a life lived in this glorious reality will be free,
[00:00:38.000 --> 00:00:41.000]   as Pastor John explains in this sermon clip sent to us from Joel,
[00:00:41.000 --> 00:00:43.000]   a college student in Atlanta.
[00:00:43.000 --> 00:00:47.000]   Here's Pastor John applying Romans 8, verse 1.
[00:00:47.000 --> 00:00:52.000]   What about no condemnation in marriage difficulties?
[00:00:52.000 --> 00:00:54.000]   Is that practical enough?
[00:00:54.000 --> 00:00:57.000]   Anybody have any problems in your marriage?
[00:00:57.000 --> 00:01:01.000]   Suppose you're this morning disappointed.
[00:01:01.000 --> 00:01:06.000]   I mean maybe some of you are really big time, life-long disappointed.
[00:01:06.000 --> 00:01:11.000]   It isn't what you bargained for at all.
[00:01:11.000 --> 00:01:18.000]   How are you going to find the emotional and moral power
[00:01:18.000 --> 00:01:22.000]   not to return evil for evil?
[00:01:22.000 --> 00:01:24.000]   To return good for evil?
[00:01:24.000 --> 00:01:29.000]   To be kind and forgiving and loving and tender-hearted
[00:01:29.000 --> 00:01:35.000]   when you feel so unjustly handed by God?
[00:01:35.000 --> 00:01:41.000]   Answer, you're going to remind yourself day in and day out,
[00:01:41.000 --> 00:01:43.000]   I'm a sinner.
[00:01:43.000 --> 00:01:50.000]   I'm an ungodly, undeserving, hell-deserving sinner.
[00:01:50.000 --> 00:01:56.000]   And there flies over my life a blood-bought banner.
[00:01:56.000 --> 00:01:59.000]   No condemnation.
[00:01:59.000 --> 00:02:05.000]   I swim in a reservoir of free grace,
[00:02:05.000 --> 00:02:11.000]   and I will manage a lifetime of buckets for my wife.
[00:02:11.000 --> 00:02:14.000]   I don't care what she does.
[00:02:14.000 --> 00:02:17.000]   That would save a marriage.
[00:02:17.000 --> 00:02:23.000]   Maybe God would step in and make it good.
[00:02:23.000 --> 00:02:25.000]   I know the testimonies.
[00:02:25.000 --> 00:02:27.000]   It does happen, folks.
[00:02:27.000 --> 00:02:29.000]   But you know what?
[00:02:29.000 --> 00:02:33.000]   If it never happens, that's okay.
[00:02:33.000 --> 00:02:37.000]   You got 85 million ages of years
[00:02:37.000 --> 00:02:40.000]   when there is no more marriage or giving in marriage
[00:02:40.000 --> 00:02:43.000]   but only our husband.
[00:02:43.000 --> 00:02:48.000]   The sweetest, deepest pleasures you will ever know.
[00:02:48.000 --> 00:02:51.000]   Dip into the reservoir of no condemnation.
[00:02:51.000 --> 00:02:53.000]   Pour them out on husband.
[00:02:53.000 --> 00:02:54.000]   Pour them out on wife.
[00:02:54.000 --> 00:02:58.000]   And what if your kid is breaking your heart?
[00:02:58.000 --> 00:03:05.000]   And your own conscience is quite adequate to tell you you're the problem.
[00:03:05.000 --> 00:03:08.000]   It's your fault.
[00:03:08.000 --> 00:03:10.000]   It's your fault.
[00:03:10.000 --> 00:03:12.000]   How are you going to stay above water?
[00:03:12.000 --> 00:03:15.000]   How are you going to just keep on with the other kids?
[00:03:15.000 --> 00:03:17.000]   Or how are you going to keep on with that kid?
[00:03:17.000 --> 00:03:18.000]   How are you going to keep loving?
[00:03:18.000 --> 00:03:21.000]   How are you going to keep coming back?
[00:03:21.000 --> 00:03:22.000]   You know what?
[00:03:22.000 --> 00:03:27.000]   You will never sort out how much is your fault and how much wasn't.
[00:03:27.000 --> 00:03:28.000]   Ever.
[00:03:28.000 --> 00:03:30.000]   Ever, ever, ever.
[00:03:30.000 --> 00:03:32.000]   You will never sort that out.
[00:03:32.000 --> 00:03:36.000]   So, you come to me for counseling on that issue and say,
[00:03:36.000 --> 00:03:38.000]   "Can you help me sort this out? You know what I'm going to say?"
[00:03:38.000 --> 00:03:40.000]   "No."
[00:03:40.000 --> 00:03:46.000]   "My next sentence is going to be, 'Nor do I care, nor need you care.'"
[00:03:46.000 --> 00:03:47.000]   You'll never sort that out.
[00:03:47.000 --> 00:03:49.000]   I've got good news for you.
[00:03:49.000 --> 00:03:55.000]   You're standing with Almighty God and the moral resources that you can appropriate
[00:03:55.000 --> 00:03:58.000]   for living on your face in humility before that kid
[00:03:58.000 --> 00:04:00.000]   don't depend on whether you blew it or not.
[00:04:00.000 --> 00:04:06.000]   Because there is, therefore, now no condemnation for any parent in Christ Jesus.
[00:04:06.000 --> 00:04:08.000]   So, that's practical.
[00:04:08.000 --> 00:04:10.000]   Here's what might happen.
[00:04:10.000 --> 00:04:16.000]   Living, swimming in that ocean of no condemnation grace.
[00:04:16.000 --> 00:04:17.000]   You know what will happen?
[00:04:17.000 --> 00:04:19.000]   You will be so humbled.
[00:04:19.000 --> 00:04:21.000]   This is the mark of whether it's really happening or not, by the way.
[00:04:21.000 --> 00:04:25.000]   We've got a lot of people who hit people over the head with their doctrine.
[00:04:25.000 --> 00:04:30.000]   The evidence of whether glorious doctrine like this is taking any effect in people's lives
[00:04:30.000 --> 00:04:32.000]   is how humble it makes them.
[00:04:32.000 --> 00:04:40.000]   If you humble yourself under this child so that you go to this kid, 5 or 50,
[00:04:40.000 --> 00:04:44.000]   and say, "You know, I don't know how much is me and how much is you
[00:04:44.000 --> 00:04:48.000]   and how much is your sister, brother, dad, or friends.
[00:04:48.000 --> 00:04:57.000]   I just know I've got a lot of responsibility here, and I am so sorry for my failures."
[00:04:57.000 --> 00:04:59.000]   Where does that freedom come from?
[00:04:59.000 --> 00:05:02.000]   Out loud, not feeling it only, but saying it.
[00:05:02.000 --> 00:05:03.000]   Where does that come from?
[00:05:03.000 --> 00:05:05.000]   It comes from Romans 8, 1.
[00:05:05.000 --> 00:05:08.000]   And on and on we could go, but I guess stop.
[00:05:08.000 --> 00:05:11.000]   We could talk about sexual temptation and no condemnation.
[00:05:11.000 --> 00:05:15.000]   We could talk about ministry and no condemnation.
[00:05:15.000 --> 00:05:16.000]   We could talk about peer pressure.
[00:05:16.000 --> 00:05:17.000]   A lot of young people in this.
[00:05:17.000 --> 00:05:18.000]   Let me say a word about this.
[00:05:18.000 --> 00:05:19.000]   Just a teeny word.
[00:05:19.000 --> 00:05:20.000]   Teeny word.
[00:05:20.000 --> 00:05:23.000]   A lot of college students, a lot of high school students in this room.
[00:05:23.000 --> 00:05:25.000]   Peer pressure.
[00:05:25.000 --> 00:05:27.000]   Is my hair right?
[00:05:27.000 --> 00:05:30.000]   Is this the way it's supposed to be on the first day of school?
[00:05:30.000 --> 00:05:32.000]   Oh, nobody else has hair like this.
[00:05:32.000 --> 00:05:34.000]   Or how do you carry your books this year?
[00:05:34.000 --> 00:05:37.000]   Is it like this or like this?
[00:05:37.000 --> 00:05:38.000]   Do you use briefcases?
[00:05:38.000 --> 00:05:44.000]   Oh, what a nerd.
[00:05:44.000 --> 00:05:45.000]   Shoes?
