
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.480]   - The Bible is full of about 20 major themes
[00:00:08.480 --> 00:00:11.400]   and another 50 to 70 smaller themes,
[00:00:11.400 --> 00:00:13.000]   themes you really must grasp
[00:00:13.000 --> 00:00:14.880]   in order to make sense of the whole Bible.
[00:00:14.880 --> 00:00:17.320]   And we're walking through the biggies on this podcast
[00:00:17.320 --> 00:00:19.460]   and when it comes to explaining how each theme develops
[00:00:19.460 --> 00:00:21.200]   from Genesis to Revelation,
[00:00:21.200 --> 00:00:22.520]   I don't know of anyone who does it better
[00:00:22.520 --> 00:00:24.120]   than Dr. Don Carson.
[00:00:24.120 --> 00:00:25.840]   On select Fridays like today,
[00:00:25.840 --> 00:00:28.320]   we release a little longer episode than normal
[00:00:28.320 --> 00:00:29.480]   where we call up Dr. Carson.
[00:00:29.480 --> 00:00:31.640]   He takes up one theme and explains it.
[00:00:31.640 --> 00:00:34.160]   And six times we've covered one of the major themes
[00:00:34.160 --> 00:00:35.560]   of the Bible with him.
[00:00:35.560 --> 00:00:37.160]   And you can find all of those episodes,
[00:00:37.160 --> 00:00:40.320]   just search for his last name, Carson, in the APJ app.
[00:00:40.320 --> 00:00:41.680]   He joins us again today over the phone
[00:00:41.680 --> 00:00:43.160]   fruit of our partnership with our friends
[00:00:43.160 --> 00:00:44.240]   at the Gospel Coalition.
[00:00:44.240 --> 00:00:46.480]   Carson is the co-founder and president
[00:00:46.480 --> 00:00:48.400]   of the Gospel Coalition and also the editor
[00:00:48.400 --> 00:00:51.200]   of the NIV Zondervan Study Bible,
[00:00:51.200 --> 00:00:53.520]   which is sort of the study Bible version
[00:00:53.520 --> 00:00:56.240]   of what we're doing in these podcasts.
[00:00:56.240 --> 00:00:58.840]   There is one theme and if you get it wrong,
[00:00:58.840 --> 00:01:01.520]   it will make an utter mess of the entire Bible
[00:01:01.520 --> 00:01:04.600]   and it's the theme of God's wrath on sin.
[00:01:04.600 --> 00:01:06.400]   Sin is the theme we looked at last time
[00:01:06.400 --> 00:01:08.200]   with him in episode 858.
[00:01:08.200 --> 00:01:10.740]   But today we turn and look at what God's wrath is
[00:01:10.740 --> 00:01:12.160]   and what it isn't.
[00:01:12.160 --> 00:01:13.960]   So I called Dr. Carson at his home office
[00:01:13.960 --> 00:01:15.800]   and this is what he said.
[00:01:15.800 --> 00:01:18.720]   - I suppose there are few theological topics
[00:01:18.720 --> 00:01:21.760]   that are more unacceptable to the contemporary
[00:01:21.760 --> 00:01:25.680]   Western world than the theme of the wrath of God.
[00:01:25.680 --> 00:01:28.080]   The fact remains that the wrath of God
[00:01:28.080 --> 00:01:31.240]   is spoken of something like 600 times
[00:01:31.240 --> 00:01:33.840]   directly or indirectly in the Old Testament alone,
[00:01:33.840 --> 00:01:36.840]   quite apart from New Testament usages.
[00:01:36.840 --> 00:01:40.840]   And that is in addition to passages
[00:01:40.840 --> 00:01:43.320]   where the expression the wrath of God
[00:01:43.320 --> 00:01:48.320]   or anything analogous is not actually found,
[00:01:48.320 --> 00:01:52.160]   but the narrative carries the same theme.
[00:01:52.160 --> 00:01:54.760]   For example, in Genesis 3,
