
[00:00:00.000 --> 00:00:03.400]   (upbeat music)
[00:00:03.400 --> 00:00:05.880]   - Welcome friends to this episode
[00:00:05.880 --> 00:00:08.800]   of the "Everyday Educator" podcast.
[00:00:08.800 --> 00:00:10.600]   I'm your host, Lisa Bailey,
[00:00:10.600 --> 00:00:13.680]   and I'm excited to spend some time with you today
[00:00:13.680 --> 00:00:17.000]   as we encourage one another, learn together,
[00:00:17.000 --> 00:00:20.040]   and ponder the delights and challenges
[00:00:20.040 --> 00:00:23.420]   that make homeschooling the adventure of a lifetime.
[00:00:23.420 --> 00:00:25.500]   Whether you're just considering
[00:00:25.500 --> 00:00:27.600]   this homeschooling possibility
[00:00:27.600 --> 00:00:31.640]   or deep into the daily delight of family learning,
[00:00:31.640 --> 00:00:35.640]   I believe you'll enjoy thinking along with us.
[00:00:35.640 --> 00:00:40.640]   But don't forget, although this online community is awesome,
[00:00:40.640 --> 00:00:45.640]   you'll find even closer support in a local CC community.
[00:00:45.640 --> 00:00:50.600]   So go to classicalconversations.com
[00:00:50.600 --> 00:00:54.720]   and find a community near you today.
[00:00:55.640 --> 00:00:58.560]   Well, listeners, welcome back to the second week
[00:00:58.560 --> 00:01:01.280]   of our Summer Book Club series.
[00:01:01.280 --> 00:01:05.380]   I hope that after last week's readings,
[00:01:05.380 --> 00:01:09.360]   that you enjoyed some read aloud time with your family
[00:01:09.360 --> 00:01:14.360]   and found a whole new world of conversation
[00:01:14.360 --> 00:01:18.120]   opening up to you after you listened
[00:01:18.120 --> 00:01:21.440]   to some of the stories from the Kings of Rome.
[00:01:21.440 --> 00:01:25.740]   Today, I'm gonna be reading to you
[00:01:25.740 --> 00:01:28.360]   some selections for another one
[00:01:28.360 --> 00:01:33.240]   of our Copper Lodge Library Cycle 1 selections,
[00:01:33.240 --> 00:01:37.320]   Exploring Insects with Uncle Paul.
[00:01:37.320 --> 00:01:38.840]   Now, I know that some of you
[00:01:38.840 --> 00:01:41.840]   might not really want to explore insects,
[00:01:41.840 --> 00:01:45.580]   but we're gonna see if we can't find something
[00:01:45.580 --> 00:01:50.580]   that's bigger than bugs about reading together as a family.
[00:01:51.380 --> 00:01:54.260]   Let's talk for just a second.
[00:01:54.260 --> 00:01:59.260]   Why read together in the summertime?
[00:01:59.260 --> 00:02:02.220]   I have to confess that to me,
[00:02:02.220 --> 00:02:07.180]   that's like saying, "Why breathe in the summertime?"
[00:02:07.180 --> 00:02:10.980]   Reading together is just something that my girls and I,
[00:02:10.980 --> 00:02:14.440]   and my girls and my husband and I just naturally did.
