
[00:00:00.000 --> 00:00:02.540]   [Silence]
[00:00:02.540 --> 00:00:03.880]   Let's talk about psilocybin.
[00:00:03.880 --> 00:00:05.480]   And again, today we're going to focus
[00:00:05.480 --> 00:00:07.960]   specifically on psilocybin and we're going to set aside
[00:00:07.960 --> 00:00:10.760]   all the other psychedelics for future episodes.
[00:00:10.760 --> 00:00:15.120]   Psilocybin is what's called a tryptamine.
[00:00:15.120 --> 00:00:17.960]   That refers to its chemical composition,
[00:00:17.960 --> 00:00:20.200]   not to the so-called psychedelic tryp.
[00:00:20.200 --> 00:00:21.320]   In fact, it's spelled differently.
[00:00:21.320 --> 00:00:26.320]   Tryptamine is T-R-Y-P, tryp, T-R-I-P, of course.
[00:00:26.320 --> 00:00:28.640]   Tryptamines include psilocybin,
[00:00:28.640 --> 00:00:32.000]   but also things like DMT and 5-MeO-DMT.
[00:00:32.000 --> 00:00:33.320]   The tryptamine psychedelics
[00:00:33.320 --> 00:00:36.960]   very closely resemble serotonin itself.
[00:00:36.960 --> 00:00:37.800]   That's right.
[00:00:37.800 --> 00:00:40.560]   Most of you have probably heard of the chemical serotonin.
[00:00:40.560 --> 00:00:43.120]   And serotonin is what's called a neuromodulator,
[00:00:43.120 --> 00:00:45.720]   which means your brain and body naturally make it,
[00:00:45.720 --> 00:00:48.640]   and that it modifies or changes the activity
[00:00:48.640 --> 00:00:50.440]   of other neurons and neural circuits.
[00:00:50.440 --> 00:00:53.440]   And it does that generally by either increasing
[00:00:53.440 --> 00:00:56.700]   or decreasing the activity of those neural circuits.
[00:00:56.700 --> 00:00:59.260]   If I were to show you a picture of the chemical structure
[00:00:59.260 --> 00:01:03.640]   of psilocybin or its active derivative, psilocin,
[00:01:03.640 --> 00:01:06.520]   and I were to also put right alongside it
[00:01:06.520 --> 00:01:08.920]   an image of the chemical structure of serotonin,
[00:01:08.920 --> 00:01:11.480]   provided that you weren't a chemist
[00:01:11.480 --> 00:01:12.680]   who really likes to focus
[00:01:12.680 --> 00:01:15.280]   on the detailed differences between things,
[00:01:15.280 --> 00:01:17.040]   you would say those look very similar.
[00:01:17.040 --> 00:01:21.160]   And indeed, psilocybin and its active form, psilocin,
[00:01:21.160 --> 00:01:24.360]   are very similar structurally and chemically
[00:01:24.360 --> 00:01:26.060]   to serotonin itself.
[00:01:26.060 --> 00:01:27.160]   Now, as I mentioned before,
[00:01:27.160 --> 00:01:29.160]   serotonin is something that you naturally make.
[00:01:29.160 --> 00:01:32.520]   And yes, it's true that about 90% of the serotonin
[00:01:32.520 --> 00:01:35.760]   in your brain and body is manufactured in your gut.
[00:01:35.760 --> 00:01:37.960]   However, contrary to popular belief,
[00:01:37.960 --> 00:01:42.120]   the serotonin in your brain is not manufactured
[00:01:42.120 --> 00:01:43.600]   from the serotonin in your gut.
[00:01:43.600 --> 00:01:47.020]   You have separate independent sources of serotonin.
[00:01:47.020 --> 00:01:48.220]   That is, you have particular neurons
[00:01:48.220 --> 00:01:50.000]   that make serotonin in your brain.
[00:01:50.000 --> 00:01:51.680]   You also have serotonin in your gut,
[00:01:51.680 --> 00:01:54.640]   and those work more or less in parallel, separately.
[00:01:54.640 --> 00:01:56.100]   Now, what does serotonin do?
[00:01:56.100 --> 00:01:58.180]   This is really important to understand
[00:01:58.180 --> 00:02:01.060]   because of the similarity between psilocybin
