
[00:00:00.000 --> 00:00:05.200]   With Kroger Brand products from Ralphs, you can make all your favorite things this holiday season.
[00:00:05.200 --> 00:00:09.800]   Because Kroger Brand's proven quality products come at exceptionally low prices.
[00:00:09.800 --> 00:00:14.800]   And with a money-back quality guarantee, every dish is sure to be a favorite.
[00:00:14.800 --> 00:00:18.000]   ♪ These are a few of my favorite things ♪
[00:00:18.000 --> 00:00:24.800]   Whether you shop delivery, pickup, or in-store, Kroger Brand has all your favorite things.
[00:00:24.800 --> 00:00:27.300]   Ralphs. Fresh for everyone.
[00:00:27.300 --> 00:00:37.500]   Welcome to Radical Personal Finance, a show dedicated to providing you with the knowledge, skills, insight, and encouragement you need to live a rich and meaningful life now,
[00:00:37.500 --> 00:00:40.700]   while building a plan for financial freedom in 10 years or less.
[00:00:40.700 --> 00:00:42.500]   My name is Joshua Sheets. I'm your host.
[00:00:42.500 --> 00:00:46.900]   And on today's podcast, I'm going to introduce a series here called Why I Left the United States.
[00:00:46.900 --> 00:00:51.900]   But don't worry. I'm not just simply sharing my story or just telling tales.
[00:00:51.900 --> 00:00:58.700]   I'm going to be teaching you a series of lessons that I think are useful and appropriate as to think about.
[00:00:58.700 --> 00:01:01.700]   And these lessons are going to be intensely financial.
[00:01:01.700 --> 00:01:12.500]   My two of my three reasons as to why I left the United States almost five years ago and why I've stayed gone for most of that time are specifically financial.
[00:01:12.500 --> 00:01:17.300]   And so I believe this is appropriate content for a personal finance podcast.
[00:01:17.300 --> 00:01:29.900]   You might think that I've talked a lot about internationalization, but long-term listeners of the podcast will know that I've never really shared a lot about my own personal experiences and feelings here in this public format.
[00:01:29.900 --> 00:01:31.700]   In a couple of my courses, I've shared more.
[00:01:31.700 --> 00:01:37.900]   But here in this format on the public podcast, I've not shared a lot of my own personal experience.
[00:01:37.900 --> 00:01:44.900]   I've done that for the privacy of my family and more than anything, just simply because I want to test things.
[00:01:44.900 --> 00:01:56.300]   I think one of my own virtues and also challenges is that I don't want to say things that I'm not confident are worth saying, that I'm not confident are true.
[00:01:56.300 --> 00:02:06.500]   And so that's kept me from probably speaking about things that I should have spoken about earlier because it takes me time to become convinced of something.
[00:02:06.500 --> 00:02:19.500]   When I left the United States five years ago, I, of course, shared here in the podcast that I was doing so, but I didn't say to anyone else that you should leave and here's why, because I wasn't confident in that opinion.
[00:02:19.500 --> 00:02:23.500]   And I still would never say to someone flat out, "You should leave a country."
[00:02:23.500 --> 00:02:28.500]   It's a very nuanced discussion that has so many different levels and layers.
[00:02:28.500 --> 00:02:36.500]   But I do sometimes fear that I've not been a good leader by waiting so long to be sure of something.
[00:02:36.500 --> 00:02:50.500]   Kind of the same way, if you remember my Bitcoin Apology podcast where I talked about how Bitcoin probably could have and should have been a central part of my personal finance content from the beginning.
[00:02:50.500 --> 00:02:58.500]   But I don't like to be one of those guys that just gets into something and starts blurting out things and then turns around five years later and says, "Oops, I was wrong. Sorry, guys."
[00:02:58.500 --> 00:03:03.500]   And that slowness is both a benefit, but it's also a disadvantage.
[00:03:03.500 --> 00:03:13.500]   And in many ways, some of the internationalization stuff that maybe some of the lessons that you'll learn today are more relevant than they ever were.
[00:03:13.500 --> 00:03:21.500]   When I left the United States five years ago, the world was peaceful. The country was doing really well. All the trends were pointed in the right direction.
[00:03:21.500 --> 00:03:26.500]   I didn't leave in protest of a political administration or anything like that.
[00:03:26.500 --> 00:03:31.500]   I just said, "Hey, things are really good in the United States right now, but there's a possibility that in the future they may not be."
[00:03:31.500 --> 00:03:42.500]   And so I want to be prepared for that. And as I talked about in a recent podcast episode, I believe the time you prepare for bad times is easiest when there's simply no clouds of bad times.
[00:03:42.500 --> 00:03:47.500]   Whereas today, I think many more people are interested. And that interest is fine. It's not too late.
[00:03:47.500 --> 00:04:00.500]   And I'm not advocating just leaving your country. I'm going to talk about this in a thoughtful and nuanced way and bring in some current events as indications of what I saw five years ago as concerns for me.
[00:04:00.500 --> 00:04:04.500]   But it's not too late. There's plenty of preparation that could be done.
[00:04:04.500 --> 00:04:09.500]   And I'm going to be doing this series and also promoting heavily my upcoming event.
[00:04:09.500 --> 00:04:15.500]   Remember that in January of 2024, I am co-hosting an event in Panama City, Panama.
[00:04:15.500 --> 00:04:25.500]   It's a one-week event talking about internationalization broadly in Panama, specifically that I'm hosting with my friends Mikkel Thorup and Gabriel Custodiat.
[00:04:25.500 --> 00:04:30.500]   And I want to urge you to sign up for that. We're down to the final days for registrations.
[00:04:30.500 --> 00:04:40.500]   This is the time. Go to – if you want to sign up now, I'll get into more details. Just go to expatmoney.com/radical.
[00:04:40.500 --> 00:04:45.500]   The URL slipped me for a moment. expatmoney.com/radical and sign up today.
[00:04:45.500 --> 00:04:49.500]   It's a great event, great price. Come spend a week with me talking about this stuff in person.
[00:04:49.500 --> 00:04:53.500]   But let's get to the meat of what I want to share with you.
[00:04:53.500 --> 00:05:04.500]   Before I go into the details of why I left the USA, I want to make a few comments on current events and current events in my own life.
[00:05:04.500 --> 00:05:11.500]   Thank you for your patience with the paucity of podcasts that I have released over the last two weeks.
[00:05:11.500 --> 00:05:18.500]   The reason there have been no shows during that time is that my family and I have been traveling.
[00:05:18.500 --> 00:05:29.500]   And we're on the tail end of a six-week world tour that I dreamed up as part of my attempts at world-schooling my children.
[00:05:29.500 --> 00:05:40.500]   I don't know about you, but I've always been fascinated with the topic of world-schooling as a great – someone who has great interest in education broadly,
[00:05:40.500 --> 00:05:52.500]   schooling specifically, homeschooling, et cetera, and has the resources and time and interest and inclination to try to give my children everything I possibly can give them.
[00:05:52.500 --> 00:05:57.500]   I've always been fascinated with this term, world-schooling.
[00:05:57.500 --> 00:06:03.500]   It's such an evocative term. It immediately pictures something in your mind that I think most of us would say, "Yes."
[00:06:03.500 --> 00:06:10.500]   If you've traveled abroad, no matter the age, no matter the format of your travels, I'm certain you've learned something.
[00:06:10.500 --> 00:06:22.500]   Foreign travel is one of those things that has a tendency to open our eyes in a way that few other things can and broaden our horizons, broaden our perspectives, challenge our concepts.
[00:06:22.500 --> 00:06:42.500]   And when you compare that to the almost certainly dull experience that you had in school, there's just a sharp comparison and contrast there between the evocative nature of world-schooling and government-schooling.
[00:06:42.500 --> 00:06:52.500]   One is dreary and dull and death by lecture. The other is exciting and innovative and imaginative.
[00:06:52.500 --> 00:07:04.500]   But I myself have always been a cautious implementer of world-schooling versus a full-throated supporter of it.
[00:07:04.500 --> 00:07:15.500]   I respect a lot of people and a lot of the different theories that people have in the homeschool community, some of the different things that people are testing.
[00:07:15.500 --> 00:07:18.500]   I think it's lovely to have these things tested and tried.
[00:07:18.500 --> 00:07:46.500]   And one of the more interesting segments of the population of home educators that I've studied a lot has been those of the so-called unschoolers, those who basically try to throw out everything associated with formal forced schooling and substitute something else that is frequently dubbed "unschooling" for lack of a better name.
[00:07:46.500 --> 00:07:50.500]   And one segment of that is often world-schoolers.
[00:07:50.500 --> 00:08:00.500]   And I just imagine a kid sitting under a palm tree in Nicaragua eating coconuts, surfing on the beach every day, and his mom saying, "Well, we unschool our children."
[00:08:00.500 --> 00:08:06.500]   I'm not pillorying this. This is truly what many people talk about.
[00:08:06.500 --> 00:08:16.500]   And I've always been quite skeptical of the educational value of pure traveling, pure going around.
[00:08:16.500 --> 00:08:34.500]   A museum is great, but a museum does not substitute for a well-written book explaining things at a level of understanding and depth that a well-written book, even a textbook, can provide.
[00:08:34.500 --> 00:08:44.500]   And I think that a lot of times what I observe that many world-schoolers do is they substitute laziness for depth of education.
[00:08:44.500 --> 00:09:04.500]   And I myself think that academics are very important. But I do think that so-called world-schooling can be and probably should be an extraordinarily useful tool in the hands of a thoughtful educator.
[00:09:04.500 --> 00:09:14.500]   Because I'm convinced that the simplest way to think about learning is simply the process of making connections.
[00:09:14.500 --> 00:09:24.500]   And those connections, I mean that in a metaphorical, abstract sense, but I also mean it in a quite physical sense of connecting neurons in your brain.
[00:09:24.500 --> 00:09:36.500]   The more layers there are to our knowledge and to our life experience, the more we can learn because the more connections we can make.
[00:09:36.500 --> 00:09:46.500]   And so the process of forming connections to information, to knowledge, is the simplest understanding of education.
[00:09:46.500 --> 00:10:00.500]   And the process of forming connections is best done when we meet ideas in a variety of contexts rather than always in the same context.
[00:10:00.500 --> 00:10:17.500]   Learning researchers, for example, have done some experiments and they claim that your learning of new material will be more effective if your physical place of study changes at different times.
[00:10:17.500 --> 00:10:27.500]   So this is obviously hard because we all know that having one place that we study every day at one desk and a good routine is probably the cornerstone of good learning, having a good routine.
[00:10:27.500 --> 00:10:42.500]   But the truth is if on Monday you study at the desk in your home and on Tuesday you study at the desk or the table in your backyard, and on Wednesday you study at the local library, and on Thursday you study at grandma's house, and on Friday you study at school,
[00:10:42.500 --> 00:10:51.500]   then you'll retain information more effectively because there's variety and diversity in your study location.
[00:10:51.500 --> 00:11:02.500]   And so you want to have variety. And I've found this so frequently with my own study of things like foreign language vocabulary.
[00:11:02.500 --> 00:11:10.500]   If you just have a word printed on a word card that you're trying to learn, you could see that word card 20 times and it sometimes just doesn't sink in.
[00:11:10.500 --> 00:11:25.500]   But then the instant you see it in the wild or the instant you hear it in a movie you're watching or a book you're reading, then immediately that word is cemented on your brain forever and you never need the word card again.
[00:11:25.500 --> 00:11:30.500]   And so seeing things in different contexts is very, very impactful.
[00:11:30.500 --> 00:11:51.500]   And this is, I think, the opportunity of world schooling. If you are an educator of significant motivation and significant financial means and you can employ the world as part of your educational process,
[00:11:51.500 --> 00:12:01.500]   then I think your ability to build connections to knowledge and to experience it to meaning in your students' lives is going to be so much more powerful.
[00:12:01.500 --> 00:12:08.500]   And I think that is something that those of us who care deeply about these subjects should experiment with and should work on.
[00:12:08.500 --> 00:12:13.500]   And so this six-week tour has been part of my own efforts to do that.
[00:12:13.500 --> 00:12:20.500]   I've dismissed the idea at this point of the value of a lifestyle of nomadism.
[00:12:20.500 --> 00:12:26.500]   When I was younger I wanted to be a backpack worker, a digital nomad traveling around with just a backpack.
[00:12:26.500 --> 00:12:32.500]   Maybe that's appropriate for a single guy. I still don't think it's very effective as a lifestyle.
[00:12:32.500 --> 00:12:36.500]   But maybe that's appropriate as a single guy, but that's too much work for parents.
[00:12:36.500 --> 00:12:42.500]   And I don't think that long-term constant nomadic travel adds much of anything positive.
[00:12:42.500 --> 00:12:57.500]   I think having relatively modest trips done frequently but having a good solid home base where you can build academic connections on a deep academic level
[00:12:57.500 --> 00:13:02.500]   and then reinforce those connections with experience and then go back and reconnect them with deep academics,
[00:13:02.500 --> 00:13:07.500]   to me that seems the ideal way to approach a topic like world schooling.
[00:13:07.500 --> 00:13:12.500]   And maybe in some other format I'll share more of what I've done to try to make good use out of it.
[00:13:12.500 --> 00:13:18.500]   We've tried to read various books, living books, about each of the destinations that we've had in mind.
[00:13:18.500 --> 00:13:21.500]   The destinations have all connected to something that we've studied.
[00:13:21.500 --> 00:13:26.500]   And then we've tried to really embrace all of the world schooling opportunities along the way, etc.
[00:13:26.500 --> 00:13:29.500]   So I'll share some of that at another time.
[00:13:29.500 --> 00:13:36.500]   But the relevance at this point in time has to do with the importance of internationalization.
[00:13:36.500 --> 00:13:45.500]   So my family and I recently found ourselves caught up in the events, the tragic events happening in Israel.
[00:13:45.500 --> 00:13:53.500]   We weren't personally in danger in any way, but we were scheduled on this trip to travel to Israel.
[00:13:53.500 --> 00:13:56.500]   That was a core component. I myself have never been to Israel.
