
[00:00:00.000 --> 00:00:04.000]   [music]
[00:00:04.000 --> 00:00:08.000]   What is God's good design in our suffering?
[00:00:08.000 --> 00:00:13.000]   What's he doing in us and for us and through us in our pain?
[00:00:13.000 --> 00:00:17.000]   These are the very questions every Christian will ask at some point.
[00:00:17.000 --> 00:00:23.000]   And these are the questions that were answered by Pastor John in a sermon exactly seven years ago today.
[00:00:23.000 --> 00:00:27.000]   The sermon was preached at Christ Community Church in Houston, Texas.
[00:00:27.000 --> 00:00:34.000]   Kevin, a podcast listener who attends the church, has been trying to get me to play the following clip for about five years now.
[00:00:34.000 --> 00:00:37.000]   Kevin, thank you for your persistence. Here it is.
[00:00:37.000 --> 00:00:43.000]   Here's Pastor John in Houston seven years ago preaching on Romans 8, verses 12 to 17.
[00:00:43.000 --> 00:00:47.000]   No pain, no gain.
[00:00:47.000 --> 00:00:51.000]   No cross, no crown, no suffering, no inheritance.
[00:00:51.000 --> 00:00:56.000]   That's the way God has set it up.
[00:00:56.000 --> 00:01:03.000]   In other words, when it says in Romans 8, verse 23, "We're groaning."
[00:01:03.000 --> 00:01:14.000]   I would say all the groaning experienced on the path of obedience is what the suffering refers to in Romans 8, verse 17.
[00:01:14.000 --> 00:01:21.000]   Because if you limit it to only hard things done to you from others because you're a Christian,
[00:01:21.000 --> 00:01:26.000]   you're missing a big piece of your suffering.
[00:01:26.000 --> 00:01:34.000]   Every pain in your life, every frustration in your life, every conflict in your life,
[00:01:34.000 --> 00:01:47.000]   every difficulty in your life that you experience walking on the path towards the inheritance is suffering with and for Jesus.
[00:01:47.000 --> 00:01:59.000]   Because it is being used by the devil to threaten your faith and used by God to strengthen your faith.
[00:01:59.000 --> 00:02:08.000]   And if you will embrace it the way verse 17 says, it's your pathway to glory, God is triumphant and the devil is defeated.
[00:02:08.000 --> 00:02:15.000]   I don't care if it's a stubbed toe on the way shopping.
[00:02:15.000 --> 00:02:23.000]   How you handle a stubbed toe in relation to God Almighty bears witness of your faith in His providence.
[00:02:23.000 --> 00:02:30.000]   If you're in His face, "I'm so down to get a stubbed toe, I asked another problem today, this is a bad day."
[00:02:30.000 --> 00:02:38.000]   Look, if you're not in hell, it's a good day.
[00:02:38.000 --> 00:02:46.000]   Why would God ordain that the pathway to the inheritance be suffering and only suffering?
[00:02:46.000 --> 00:02:51.000]   I mean there is no other path of suffering free access.
