
[00:00:00.000 --> 00:00:05.200]   With Kroger Brand products from Ralphs, you can make all your favorite things this holiday season.
[00:00:05.200 --> 00:00:09.800]   Because Kroger Brand's proven quality products come at exceptionally low prices.
[00:00:09.800 --> 00:00:14.800]   And with a money-back quality guarantee, every dish is sure to be a favorite.
[00:00:14.800 --> 00:00:18.000]   ♪ These are a few of my favorite things ♪
[00:00:18.000 --> 00:00:24.800]   Whether you shop delivery, pickup, or in-store, Kroger Brand has all your favorite things.
[00:00:24.800 --> 00:00:27.300]   Ralphs. Fresh for everyone.
[00:00:28.300 --> 00:00:30.300]   ♪
[00:00:30.300 --> 00:00:37.300]   Radical Personal Finance is brought to you today thanks to the support of individual listeners just like you.
[00:00:37.300 --> 00:00:44.300]   These individual listeners contribute whatever monthly amount they feel the show is worth.
[00:00:44.300 --> 00:00:52.300]   I invite you to think through the value of the content of this show and become a patron yourself.
[00:00:52.300 --> 00:00:58.300]   You get to pick how much. Just do it based upon the value of the show in your life.
[00:00:58.300 --> 00:01:03.300]   Details can be found at radicalpersonalfinance.com/patron
[00:01:03.300 --> 00:01:07.300]   Today we continue our discussion of life insurance.
[00:01:07.300 --> 00:01:14.300]   And I'm going to teach you how to calculate a simple needs analysis for life insurance.
[00:01:14.300 --> 00:01:23.300]   This will help you to figure out on the back of a napkin exactly how much life insurance coverage you should have for your financial plan.
[00:01:23.300 --> 00:01:39.300]   ♪
[00:01:39.300 --> 00:01:41.300]   Welcome to the Radical Personal Finance Podcast.
[00:01:41.300 --> 00:01:43.300]   My name is Joshua Sheets and I'm your host.
[00:01:43.300 --> 00:01:50.300]   And yes, we continue today with the long-anticipated discussion of life insurance.
[00:01:50.300 --> 00:01:52.300]   But I've got to do it systematically.
[00:01:52.300 --> 00:01:57.300]   I promise, I promise, as many of you requested, I will cover the debates that happen in the life insurance industry.
[00:01:57.300 --> 00:02:04.300]   But don't you think first we should start with a simple answer to how much and then handle the debates?
[00:02:04.300 --> 00:02:11.300]   ♪
[00:02:11.300 --> 00:02:16.300]   It's very important for you to approach financial planning questions in a systematic manner.
[00:02:16.300 --> 00:02:21.300]   Because if you approach them in a systematic manner with a background of information and a background of insight
[00:02:21.300 --> 00:02:32.300]   and just a framework for how to approach the planning question, you will quickly be able to understand what people should do in a given set of circumstances.
[00:02:32.300 --> 00:02:42.300]   Last week's episode, last Wednesday, I released episode 173, and that was the basis of life insurance.
[00:02:42.300 --> 00:02:49.300]   Basically, thinking through what are the uses of life insurance from a personal perspective for individuals and their families.
[00:02:49.300 --> 00:02:54.300]   We'll deal with the business planning aspects in future episodes.
[00:02:54.300 --> 00:03:00.300]   But one of the pieces of feedback that I got from several commenters on the show, they said, "I want to get into whole life insurance versus term life insurance.
[00:03:00.300 --> 00:03:03.300]   Come on. Let's talk about whole life insurance and term life insurance.
[00:03:03.300 --> 00:03:06.300]   I want to talk about whole life insurance and term life insurance."
[00:03:06.300 --> 00:03:10.300]   And this is exactly where many people want to go.
[00:03:10.300 --> 00:03:16.300]   This is where much of the financial advice, personal financial advice industry goes.
[00:03:16.300 --> 00:03:18.300]   Let's talk about product.
[00:03:18.300 --> 00:03:20.300]   What's the right kind of product?
[00:03:20.300 --> 00:03:21.300]   But stay with me.
[00:03:21.300 --> 00:03:23.300]   We'll eventually get there.
[00:03:23.300 --> 00:03:32.300]   But if you start with actually what's the need that I'm trying to solve and you fix that, the product is usually self-evident.
[00:03:32.300 --> 00:03:47.300]   If you actually start with a needs analysis approach, what you will find is that the vast majority of families who need life insurance cannot afford to own the full amount of life insurance that they need with a permanent life insurance product.
[00:03:47.300 --> 00:04:01.300]   And that's why term insurance is a tremendously powerful life insurance product because it's the cheapest way for you to buy a lot of insurance coverage for just a few bucks a month.
[00:04:01.300 --> 00:04:22.300]   But if you never start by actually sitting down and calculating how much life insurance you need and you start by saying, "Let me understand the intricacies of any one particular contract," you might run the mistake of buying the wrong kind of contract that doesn't actually solve your need.
[00:04:22.300 --> 00:04:38.300]   Interestingly though, that's exactly the problem that wasn't solved by many insurance agents and many insurance companies, which ultimately led to the decimation of the whole life insurance industry.
[00:04:38.300 --> 00:04:54.300]   Because what happened is – probably the best example is a little bit anecdotal, but one of the men who has had a bigger influence on the insurance industry in the United States than anybody else is a man named Art Williams, A.L. Williams, who founded a life insurance company.
[00:04:54.300 --> 00:05:01.300]   Later, it's now known as Primerica, the company that was – he sold it. It was – I think it's owned by Bank of America now.
[00:05:01.300 --> 00:05:17.300]   Maybe they sold it. I can't remember. Point being that his father had purchased some life insurance but had purchased a small whole life insurance policy and then his father died and there wasn't enough money left for the family.
[00:05:17.300 --> 00:05:24.300]   The same thing – A.L. Williams faced exactly the same thing in his story, in his family. He bought a small whole life policy.
[00:05:24.300 --> 00:05:41.300]   And so ultimately, he became one of the biggest crusaders and his company made a huge impact on the life insurance industry and a good one on the life insurance industry to change the approach and utilize more term life insurance.
[00:05:41.300 --> 00:05:48.300]   And it's done so many families a tremendous amount of good. But you have to start with the proper amount of insurance.
[00:05:48.300 --> 00:05:58.300]   So let's answer that question today. Last week in – there are two episodes that I would like you to have heard before listening to this show, although this one can stand on its own.
[00:05:58.300 --> 00:06:02.300]   But if you'd like more background, you might want to go back and listen to these other two shows.
[00:06:02.300 --> 00:06:10.300]   And the first one is episode 173 from last week called Economic Basis of Life Insurance and Individual and Family Uses of Life Insurance.
[00:06:10.300 --> 00:06:20.300]   In that show, I laid out the different aspects of insurance, what it can be useful for. I gave you a little sales pitch on why you should consider owning life insurance.
[00:06:20.300 --> 00:06:28.300]   And then finally, I talked about different methods, the three major methods of determining how much life insurance you need.
[00:06:28.300 --> 00:06:37.300]   And those three methods, again, are the human life value approach, a needs analysis approach, and then some variation of a rule of thumb, most popularly the multiple of income approach.
[00:06:37.300 --> 00:06:44.300]   You will want to have that background for today's show because today I'm going to just simply teach you how to do a needs analysis.
[00:06:44.300 --> 00:06:51.300]   You would also benefit from listening to episode 101 if you haven't heard that one.
[00:06:51.300 --> 00:06:55.300]   That one – that episode was entitled How to Calculate How Much You Need to Save for Your Kid's College.
[00:06:55.300 --> 00:07:04.300]   Specifically, I taught you how to do some financial calculations to do a present value analysis for a college need.
[00:07:04.300 --> 00:07:07.300]   And I walked through the details of the actual calculations.
[00:07:07.300 --> 00:07:15.300]   I don't want to repeat all of those details in today's show because it will take too much time with the calculator.
[00:07:15.300 --> 00:07:23.300]   I'm rather just going to sketch out for you the general outline and we're going to do some back of the napkin math instead of a very, very precise math.
[00:07:23.300 --> 00:07:30.300]   But any financial calculation that you try to do is run the same way.
[00:07:30.300 --> 00:07:34.300]   All we're trying to do is figure out a cash flow problem.
[00:07:34.300 --> 00:07:39.300]   That's ultimately all financial planning comes down to is cash flow, and that cash flow might be a lump sum.
[00:07:39.300 --> 00:07:45.300]   You'll hear that in today's discussion about lump sum versus income needs or the cash flow might be an income need.
[00:07:45.300 --> 00:07:50.300]   And if it's an income need, it might be an income need of 10 years or it might be an income need of 50 years.
[00:07:50.300 --> 00:07:53.300]   So all financial planning is basically cash flow planning.
[00:07:53.300 --> 00:07:59.300]   I'll leave that simple concept there for a moment and we'll come back and I'll do an entire show on that at some point.
[00:07:59.300 --> 00:08:04.300]   But once you get used to thinking about finance in terms of cash flows, it becomes very simple.
[00:08:04.300 --> 00:08:09.300]   So you might enjoy that as far as some background on how to actually do the calculations as background.
[00:08:09.300 --> 00:08:11.300]   We're going to keep calculations simple today.
[00:08:11.300 --> 00:08:17.300]   So when you're doing a life insurance needs analysis, I'm going to recommend that you do a needs analysis.
[00:08:17.300 --> 00:08:27.300]   The problems with the other two versions is, number one, the human life value approach where you just simply estimate how much money someone is going to earn over their lifetime.
[00:08:27.300 --> 00:08:32.300]   And then back it up to today and try to replace that with a life insurance amount.
[00:08:32.300 --> 00:08:36.300]   That's okay, but you can't really actually ever estimate it.
[00:08:36.300 --> 00:08:42.300]   And the other problem is it doesn't take into account what the resources and assets are that you have today.
[00:08:42.300 --> 00:08:45.300]   This is actually what insurance companies do.
[00:08:45.300 --> 00:08:51.300]   When you go to apply for life insurance, the insurance company will not permit you to have over a certain amount.
[00:08:51.300 --> 00:08:54.300]   And that amount is going to be based upon your income and your assets.
[00:08:54.300 --> 00:08:58.300]   There are different formulas at each company, different multiples, different ways of looking at it.
[00:08:58.300 --> 00:09:03.300]   But basically, the insurance company doesn't want you to be thinking, "Well, I'm worth more dead than alive."
[00:09:03.300 --> 00:09:15.300]   You might actually be worth more dead than alive, but they don't want that formula to be incredibly out of whack simply because it puts them on the hook for a possibility of what's known in the insurance industry as adverse selection.
[00:09:15.300 --> 00:09:17.300]   You might simply decide, "You know what?
[00:09:17.300 --> 00:09:21.300]   If I stick a gun in my mouth and pull the trigger, my family is going to be better off.
[00:09:21.300 --> 00:09:23.300]   I'm just going to go ahead and do that."
[00:09:23.300 --> 00:09:33.300]   So if you're making $15,000 a year, there's not a chance in the world that any insurance company or any group of insurance companies is going to give you $15 million of life insurance coverage.
[00:09:33.300 --> 00:09:41.300]   There needs to be an appropriate ratio there between your income and your – and the amount of life insurance that you can actually get.
[00:09:41.300 --> 00:09:44.300]   So that's a major problem with the human life value approach.
[00:09:44.300 --> 00:09:48.300]   The problem with the rule of thumb approach is also that it doesn't take into account what you actually have.
[00:09:48.300 --> 00:09:55.300]   So if you just say, "Well, I buy 10 times my income of life insurance," well, what if I already have 10 times my income of savings?
[00:09:55.300 --> 00:10:00.300]   So it might be useful as a starting point, but the needs analysis approach is really not that difficult.
[00:10:00.300 --> 00:10:03.300]   So that's why I'm teaching it to you in a very simple way.
[00:10:03.300 --> 00:10:08.300]   When you sit down to do a life insurance needs analysis, there are two components of it.
[00:10:08.300 --> 00:10:12.300]   There is the lump sum component and then there's the ongoing income component.
[00:10:12.300 --> 00:10:16.300]   Both of these things are simple cash flow calculations.
[00:10:16.300 --> 00:10:21.300]   One, it's a cash flow of a lump sum one time, zero – the number is zero.
[00:10:21.300 --> 00:10:22.300]   It just comes in right at the beginning.
[00:10:22.300 --> 00:10:23.300]   It doesn't continue.
[00:10:23.300 --> 00:10:25.300]   The other, it's ongoing income.
[00:10:25.300 --> 00:10:29.300]   But we're going to use that mentally to divide the different needs that we have.
[00:10:29.300 --> 00:10:33.300]   So if you're buying insurance on your life, then you're going to sit down.
[00:10:33.300 --> 00:10:45.300]   You're going to say, "What does my family need if I'm dead and gone?" and split those needs out into two components, lump sum needs, cash that's needed right at death, and ongoing income needs, cash that needs to continue.
[00:10:45.300 --> 00:10:49.300]   Cash that needs to continue on an ongoing basis.
[00:10:49.300 --> 00:10:54.300]   Lump sum needs – some of those lump sum needs will be quickly self-evident.
[00:10:54.300 --> 00:11:00.300]   A simple example would be funeral costs or burial expenses or cremation expenses.
[00:11:00.300 --> 00:11:06.300]   If you – those amounts will vary from person to person, from state to state, from country to country.
[00:11:06.300 --> 00:11:12.300]   But there's going to be some amount of money involved for funeral, burial, and cremation expenses.
[00:11:12.300 --> 00:11:15.300]   If you keep things simple, there's still going to be some money involved.
[00:11:15.300 --> 00:11:20.300]   And so it's a good idea to provide for that and make sure that those – that money is set aside for that.
[00:11:20.300 --> 00:11:25.300]   There might be costs specifically associated with your estate.
[00:11:25.300 --> 00:11:31.300]   So you might have – at the higher end of wealth in the United States, you might have estate taxes that are due.
[00:11:31.300 --> 00:11:36.300]   There might be the costs of approving the will in probate court.
