
[00:00:00.000 --> 00:00:00.620]   [MUSIC PLAYING]
[00:00:00.620 --> 00:00:01.280]   Hey, everyone.
[00:00:01.280 --> 00:00:03.200]   Welcome to the Latent Space Podcast.
[00:00:03.200 --> 00:00:05.720]   This is Alessio, partner and CTO of Residence
[00:00:05.720 --> 00:00:06.760]   at Decibel Partners.
[00:00:06.760 --> 00:00:10.040]   And I'm joined by my co-host, Swiggs, founder of Small AI.
[00:00:10.040 --> 00:00:12.800]   Hey, and today we have Dr. Nathan Lambert in the house.
[00:00:12.800 --> 00:00:13.520]   Welcome.
[00:00:13.520 --> 00:00:15.640]   Thanks, guys.
[00:00:15.640 --> 00:00:17.040]   You didn't have to come too far.
[00:00:17.040 --> 00:00:18.840]   You got your PhD in Berkeley, and it
[00:00:18.840 --> 00:00:21.240]   seems like you've lived there most of the time
[00:00:21.240 --> 00:00:22.760]   in recent years.
[00:00:22.760 --> 00:00:26.240]   You worked on robotics and model-based reinforcement
[00:00:26.240 --> 00:00:28.200]   learning on your PhD, and you also
[00:00:28.200 --> 00:00:31.440]   interned at FAIR and DeepMind.
[00:00:31.440 --> 00:00:34.760]   You bootstrapped the RLHF team at Hugging Face,
[00:00:34.760 --> 00:00:37.200]   and you recently joined the Allen Institute
[00:00:37.200 --> 00:00:39.440]   as a research scientist.
[00:00:39.440 --> 00:00:40.720]   So that's your quick bio.
[00:00:40.720 --> 00:00:42.100]   What should people know about you
[00:00:42.100 --> 00:00:46.000]   that maybe is not super obvious about you on New LinkedIn?
[00:00:46.000 --> 00:00:51.560]   I stay sane in various insane sport and ultra-endurance sport
[00:00:51.560 --> 00:00:53.120]   activities that I do.
[00:00:53.120 --> 00:00:56.640]   What's an ultra-endurance sport activity?
[00:00:56.640 --> 00:00:59.320]   Long-distance trail running or gravel biking.
[00:00:59.320 --> 00:01:00.600]   Nice.
[00:01:00.600 --> 00:01:01.240]   Nice.
