
[00:00:00.000 --> 00:00:04.000]   [Music]
[00:00:04.000 --> 00:00:10.000]   Well, two weeks back, two Mondays ago, we looked at how to glorify God in our business
[00:00:10.000 --> 00:00:11.000]   successes.
[00:00:11.000 --> 00:00:13.000]   That was APJ 1915.
[00:00:13.000 --> 00:00:18.000]   Now, two weeks later, we're talking about business again, and more broadly, it's a question
[00:00:18.000 --> 00:00:20.000]   from a listener named Travis.
[00:00:20.000 --> 00:00:21.000]   "Pastor John, hello to you.
[00:00:21.000 --> 00:00:26.000]   Can you tell me whether our work today is a blessing or a curse?
[00:00:26.000 --> 00:00:32.000]   Much of our work seems to be cursed based on Genesis 3, but a lot of our work also seems
[00:00:32.000 --> 00:00:36.000]   to be a God-given blessing according to Ecclesiastes.
[00:00:36.000 --> 00:00:43.000]   So, according to the Bible, is my 9-to-5 job a blessing or is it a curse?"
[00:00:43.000 --> 00:00:50.000]   Let's start with the first work mentioned in the Bible, namely God's work.
[00:00:50.000 --> 00:01:01.000]   So, Genesis 2, verse 2, "On the seventh day, God finished his work that he had done, and
[00:01:01.000 --> 00:01:06.000]   he rested on the seventh day from all his work that he had done."
[00:01:06.000 --> 00:01:10.000]   So, God blessed the seventh day and made it holy because on it, God rested from all his
[00:01:10.000 --> 00:01:13.000]   work that he had done in creation.
[00:01:13.000 --> 00:01:15.000]   You can't miss the point.
[00:01:15.000 --> 00:01:18.000]   God worked, God worked, God worked.
[00:01:18.000 --> 00:01:24.000]   Now, work was not a curse for God.
[00:01:24.000 --> 00:01:26.000]   God is not cursed.
[00:01:26.000 --> 00:01:28.000]   He's not burdened.
[00:01:28.000 --> 00:01:30.000]   He's not frustrated.
[00:01:30.000 --> 00:01:34.000]   He's not coerced to do what he does not wish to do.
[00:01:34.000 --> 00:01:43.000]   He worked in creation because it was a sign of his greatness and his fullness that he
[00:01:43.000 --> 00:01:49.000]   should overflow in creating a world that declares his glory and a human image of himself that
[00:01:49.000 --> 00:01:52.000]   can enjoy and worship that glory.
[00:01:52.000 --> 00:01:55.000]   That's no sign of weakness or burdensomeness or frustration.
[00:01:55.000 --> 00:01:57.000]   That's glory.
[00:01:57.000 --> 00:02:00.000]   Work was glory for God.
[00:02:00.000 --> 00:02:05.000]   So, from the beginning, work was not a curse.
[00:02:05.000 --> 00:02:10.000]   It was a God-like gift, a blessing.
[00:02:10.000 --> 00:02:19.000]   The essence of work, as God designed it before the fall into sin, was creativity.
[00:02:19.000 --> 00:02:25.000]   Creative, productive doing, arranging, making.
