
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.640]   What is the easiest step of love?
[00:00:07.640 --> 00:00:09.360]   A step so easy you can accomplish it
[00:00:09.360 --> 00:00:12.000]   before you even get out of bed in the morning.
[00:00:12.000 --> 00:00:15.620]   Today we find the answer in an unsuspecting context.
[00:00:15.620 --> 00:00:18.240]   The answer comes in an old sermon from John Piper
[00:00:18.240 --> 00:00:21.080]   on 1 Timothy 2 verses one to four.
[00:00:21.080 --> 00:00:24.080]   And it happens to be my favorite sermon to turn to
[00:00:24.080 --> 00:00:27.080]   when geopolitical tensions become evident in the world
[00:00:27.080 --> 00:00:31.600]   as we've seen a lot in the year 2022.
[00:00:31.600 --> 00:00:33.420]   The sermon is an early one preached back
[00:00:33.420 --> 00:00:35.800]   on January 20th, 1981.
[00:00:35.800 --> 00:00:37.460]   In fact, it was preached just two days
[00:00:37.460 --> 00:00:41.140]   before the Iran hostage crisis came to an end.
[00:00:41.140 --> 00:00:43.620]   Also the same day Ronald Reagan was inaugurated
[00:00:43.620 --> 00:00:46.880]   as the new president of the United States.
[00:00:46.880 --> 00:00:49.500]   There was a lot of national and international news
[00:00:49.500 --> 00:00:51.320]   in the air when Pastor John preached the sermon
[00:00:51.320 --> 00:00:53.080]   on 1 Timothy 2.
[00:00:53.080 --> 00:00:55.780]   In this context, the Apostle Paul was eager for Christians
[00:00:55.780 --> 00:00:59.400]   to hold to the faith with a good conscience.
[00:00:59.400 --> 00:01:01.480]   That's 1 Timothy 1.19.
[00:01:01.480 --> 00:01:03.560]   And to that end, as Paul explains,
[00:01:03.560 --> 00:01:07.520]   Christians should entertain a global view of reality.
[00:01:07.520 --> 00:01:09.640]   That's why Paul urges these early Christians
[00:01:09.640 --> 00:01:12.600]   to offer supplications, prayers, intercessions,
[00:01:12.600 --> 00:01:13.960]   and thanksgivings.
[00:01:13.960 --> 00:01:16.000]   Be made for all people, for kings,
[00:01:16.000 --> 00:01:17.840]   and for all who are in high positions
[00:01:17.840 --> 00:01:19.920]   that we may lead a peaceful and quiet life,
[00:01:19.920 --> 00:01:22.320]   godly and dignified in every way.
[00:01:22.320 --> 00:01:24.320]   This is good and it is pleasing
[00:01:24.320 --> 00:01:26.580]   in the sight of God our Savior,
[00:01:26.580 --> 00:01:28.620]   who desires all people to be saved
[00:01:28.620 --> 00:01:31.820]   and to come to the knowledge of the truth.
[00:01:31.820 --> 00:01:34.480]   That's 1 Timothy 2, verses one to four.
[00:01:34.480 --> 00:01:36.960]   For individual Christians, these prayers for kings,
[00:01:36.960 --> 00:01:39.900]   prayers for the leaders of nations,
[00:01:39.900 --> 00:01:42.520]   is essential to keeping a clean conscience
[00:01:42.520 --> 00:01:45.620]   and not shipwrecking our faith.
[00:01:45.620 --> 00:01:48.380]   It's an incredible claim, connecting our awareness of
[00:01:48.380 --> 00:01:51.800]   and love for the globe's rulers
[00:01:51.800 --> 00:01:53.640]   to our own perseverance in the faith.
[00:01:53.640 --> 00:01:57.340]   Here's Pastor John to explain how all this works.
[00:01:57.340 --> 00:02:03.360]   - A good conscience is a conscience that does not
[00:02:03.360 --> 00:02:05.640]   condemn us for what we do
[00:02:05.640 --> 00:02:09.120]   and that approves of what we do do.
[00:02:09.120 --> 00:02:09.960]   Did I say that right?
[00:02:09.960 --> 00:02:12.400]   Does not condemn us for what we do
[00:02:12.400 --> 00:02:14.620]   and approves us for what we do.
[00:02:14.620 --> 00:02:19.760]   That means, therefore, that the reason Paul is saying
[00:02:19.760 --> 00:02:22.760]   you've got to have a clear conscience
[00:02:22.760 --> 00:02:26.560]   in order to maintain faith
[00:02:26.560 --> 00:02:30.560]   is that if we do things that our conscience
[00:02:30.560 --> 00:02:33.240]   constantly condemns,
[00:02:33.240 --> 00:02:34.800]   what's gonna happen is something like this.
[00:02:34.800 --> 00:02:36.520]   This is the way my experience works anyway.
[00:02:36.520 --> 00:02:38.280]   See if yours doesn't also.
[00:02:38.280 --> 00:02:43.640]   If I fall into a habit that my conscience condemns,
[00:02:43.640 --> 00:02:47.600]   my conscience starts to say to me,
[00:02:47.600 --> 00:02:52.600]   Piper, all that talk about trusting Christ
[00:02:52.600 --> 00:02:58.000]   and hoping in God is a lot of hot air
[00:02:58.000 --> 00:03:03.000]   because if you really trusted in Christ and hoped in God,
[00:03:03.000 --> 00:03:07.480]   you wouldn't go on breaking your conscience like that.
[00:03:07.480 --> 00:03:11.740]   And therefore, conscience starts to bore holes
[00:03:11.740 --> 00:03:14.720]   in the belly of the ship of faith
[00:03:14.720 --> 00:03:16.600]   and it starts to sink.
[00:03:16.600 --> 00:03:19.960]   And your confidence in the reality of your own conversion
[00:03:19.960 --> 00:03:21.600]   starts to melt away
[00:03:21.600 --> 00:03:25.300]   because you're constantly acting against your own conscience.
[00:03:25.300 --> 00:03:28.660]   And either one of two things is going to happen.
[00:03:28.660 --> 00:03:32.460]   Either we confirm the genuineness of our faith
[00:03:32.460 --> 00:03:34.080]   by changing our behavior
[00:03:34.080 --> 00:03:37.620]   and plugging up those holes of conscience,
[00:03:37.620 --> 00:03:41.400]   or we go on and we show that our ship of faith
[00:03:41.400 --> 00:03:43.840]   was never seaworthy in the first place
[00:03:43.840 --> 00:03:48.160]   and we sink into unbelief and blasphemy
[00:03:48.160 --> 00:03:51.080]   like Hymenaeus and Alexander did.
[00:03:51.080 --> 00:03:55.920]   And therefore, Paul's charge to Timothy to hold to faith
[00:03:55.920 --> 00:03:58.360]   and maintain a good conscience
[00:03:58.360 --> 00:04:03.360]   are tremendously important commands or admonitions.
[00:04:03.360 --> 00:04:06.000]   And anything that Paul can say
[00:04:06.000 --> 00:04:09.920]   that will help us maintain a good conscience
[00:04:09.920 --> 00:04:12.160]   ought to be welcomed with open arms.
[00:04:12.160 --> 00:04:15.800]   And I think that's what he does in verse one of chapter two.
[00:04:15.800 --> 00:04:20.200]   "Since you must keep a good conscience
[00:04:20.200 --> 00:04:23.320]   in order not to make shipwreck of faith,
[00:04:23.320 --> 00:04:28.320]   therefore, I urge you first of all, pray for all men."
[00:04:28.320 --> 00:04:32.920]   Now, in order to see why it is
[00:04:32.920 --> 00:04:36.840]   that failing to pray for all men
[00:04:36.840 --> 00:04:39.860]   will give us a bad conscience
[00:04:39.860 --> 00:04:42.280]   and jeopardize our faith,
[00:04:42.280 --> 00:04:44.520]   I think we have to ask, what is it
[00:04:44.520 --> 00:04:47.820]   that for a Christian pricks his conscience
[00:04:47.820 --> 00:04:49.280]   in relation to other people?
[00:04:49.280 --> 00:04:51.320]   And the answer to that, of course,
[00:04:51.320 --> 00:04:53.160]   is clear from the whole Bible.
[00:04:53.160 --> 00:04:56.920]   All of God's instruction is summed up in two commandments.
[00:04:56.920 --> 00:04:59.720]   Love God with your whole being
[00:04:59.720 --> 00:05:01.840]   and love your neighbor as yourself.
[00:05:01.840 --> 00:05:04.620]   In other words, anything that a Christian does
[00:05:04.620 --> 00:05:08.820]   or leaves undone, which is unloving,
[00:05:08.820 --> 00:05:10.560]   will give him a bad conscience
[00:05:10.560 --> 00:05:14.320]   or ought to give him a bad conscience if it's not seared.
