
[00:00:00.000 --> 00:00:02.000]   [Music]
[00:00:02.000 --> 00:00:06.720]   How do we respond when life seems
[00:00:06.720 --> 00:00:08.780]   meaningless?
[00:00:08.780 --> 00:00:15.440]   When the suffering hits and the waves of suffering we feel seems itself to be totally pointless.
[00:00:15.440 --> 00:00:17.240]   What then?
[00:00:17.240 --> 00:00:22.560]   This essential topic Pastor John took up in one of his most important sermons he has ever preached.
[00:00:22.560 --> 00:00:28.460]   It's one that he preached in the year 2013 and a listener named Jared sent it in to us as a clip that he loves
[00:00:28.460 --> 00:00:35.280]   And it's a clip many of you will recognize because it became a clip that got embedded into a Shane and Shane song
[00:00:35.280 --> 00:00:37.600]   Though you slay me
[00:00:37.600 --> 00:00:45.280]   Most of you have heard that song because the music video has now surpassed 7 million plays on YouTube. It's an incredible song
[00:00:45.280 --> 00:00:49.540]   Powerful music video. I know that God has used in many of your lives
[00:00:49.540 --> 00:00:56.080]   Even those of you who have watched it through a veil of tears and all of it is rooted in one sermon
[00:00:56.560 --> 00:01:01.560]   Everyone should listen to at some point. For now, here's an extended clip from Pastor John's
[00:01:01.560 --> 00:01:04.440]   2013 sermon. Have a listen.
[00:01:04.440 --> 00:01:07.360]   So
[00:01:07.360 --> 00:01:08.880]   Paul
[00:01:08.880 --> 00:01:12.200]   really does experience not losing heart
[00:01:12.200 --> 00:01:15.360]   because of
[00:01:15.360 --> 00:01:18.880]   truths, realities that he puts into his head
[00:01:18.880 --> 00:01:22.520]   day by day
[00:01:22.520 --> 00:01:24.560]   day by day
[00:01:24.560 --> 00:01:26.480]   for renewal
[00:01:26.480 --> 00:01:31.560]   Now one more step. What about the four at the beginning of verse 17?
[00:01:31.560 --> 00:01:34.940]   Like we're gonna beat verse 16 to death if we don't move on
[00:01:34.940 --> 00:01:42.480]   But my there's a lot of life in there. He doesn't give up easy. I love to pound on verses till they're dead
[00:01:42.480 --> 00:01:47.520]   That's an odd way to say it isn't it?
[00:01:47.520 --> 00:01:51.360]   Okay
[00:01:51.360 --> 00:01:52.880]   verse 17
[00:01:52.880 --> 00:01:55.600]   Verse 16 we don't lose heart. We're gonna be renewed every day
[00:01:56.120 --> 00:01:58.120]   for
[00:01:58.120 --> 00:02:00.240]   Because
[00:02:00.240 --> 00:02:05.760]   This light momentary affliction is preparing for us an eternal weight of glory
[00:02:05.760 --> 00:02:09.560]   Beyond all comparison as we look not to the things that are seen but to the things that are unseen
[00:02:09.560 --> 00:02:16.540]   For the things that are seen are transient, but the things that are unseen are eternal. Verse 17 is the main
[00:02:16.540 --> 00:02:25.480]   Argument. It's the main because. The main thing. This light momentary affliction is doing something
[00:02:25.840 --> 00:02:31.320]   It's working for us an eternal weight of glory and verse all verse 18 does you say look at it
[00:02:31.320 --> 00:02:33.680]   You can't see it, but look at it
[00:02:33.680 --> 00:02:35.920]   if you look at the
[00:02:35.920 --> 00:02:41.580]   Fallenness of man coming at you with his guns or the the fall is nature coming at you with its tsunamis
[00:02:41.580 --> 00:02:43.580]   All you're gonna do is lose heart
[00:02:43.580 --> 00:02:46.240]   Stop looking at that
[00:02:46.240 --> 00:02:51.200]   Look at the unseen. We gotta say what what I'm seeing you talking about and how do you look at something that's unseen?
